	0.0000-0.0000	0.0000-0.0012	0.0727-0.0728	0.0728-0.0732	0.0732-0.0827	0.0827-0.0992	0.0992-0.0992	0.1043-0.1047	0.1047-0.2051	0.2051-0.2306	0.2306-0.2358	0.2358-0.2377	0.2377-0.2377	0.2377-0.2453	0.2453-0.2454	0.2454-0.2508	0.2508-0.2510	0.2510-0.2510	0.2510-0.3018	0.3018-0.3018	0.3018-0.3272	0.3272-0.3272	0.3272-0.5181	0.5181-0.5181	0.5181-0.5182	0.5182-0.5182	0.5182-0.5524	0.5524-0.5525	0.5525-0.8022	1.0523-1.0523	1.0523-1.0577	1.0577-1.1162	1.1162-1.2203	1.2203-1.2203	1.2322-1.3973	1.3973-1.4067	1.4067-1.4927	1.4927-1.4927	1.4928-1.4928	1.4928-1.4929	1.4929-1.4930	1.4930-1.4987	1.4987-20.0000	Source	Target
Enterococcus_faecalis_KB1##N-Acetyl-D-glucosamine-e0##Microbe	-1.0000000000000007	-1.0000000000000002	-1.0000000000000002	-1.0000000000000002	-1.0000000000000002	-1.0000000000000002	-1.0000000000000002	-1.0000000000000002	-1.0000000000000002	-1.0000000000000002	-1.0000000000000002	-1.0000000000000002	-1.0000000000000002	-1.0000000000000002	-1.0000000000000002	-1.0000000000000002	-1.0000000000000002	-1.0000000000000002	-1.0000000000000002	-1.0000000000000002	-1.0000000000000002	-1.0	-0.9999999999999992	-0.9999999999999992	-0.9999999999999992	-0.9999999999999992	-0.9999999999999992	-0.9999999999999992	-0.9999999999999992	-0.9999999999999992	-0.9999999999999992	-0.9999999999999992	-0.9999999999999992	-0.9999999999999992	-0.9999999999999992	-0.9999999999999992	-0.9999999999999992	-0.9999999999999992	-0.9999999999999992	-0.9999999999999992	-0.9999999999999992	-0.9999999999999992	-0.9999999999999992	Enterococcus_faecalis_KB1	N-Acetyl-D-glucosamine-e0
Enterococcus_faecalis_KB1##Cl--e0##Microbe	-0.7060625360171188	-0.7060625360121109	-0.7060625360121109	-0.7060625360121109	-0.7060625360121109	-0.7060625360121109	-0.7060625360121109	-0.7060625360121109	-0.7060625360121109	-0.7060625360121109	-0.7060625360121109	-0.7060625360121109	-0.7060625360121109	-0.7060625360121109	-0.7060625360121109	-0.7060625360121109	-0.7060625360121109	-0.7060625360121109	-0.7060625360121109	-0.7060625360121109	-0.7060625360121109	-0.7060625360144042	-0.7060625359902784	-0.7060625359902784	-0.7060625359902784	-0.7060625359902784	-0.7060625359902784	-0.7060625359902784	-0.7060625359902784	-0.7060625359902784	-0.7060625359902784	-0.7060625359902784	-0.7060625359902784	-0.7060625359902784	-0.7060625359902784	-0.7060625359902784	-0.7060625359902784	-0.7060625359902784	-0.7060625359902784	-0.7060625359902784	-0.7060625359902784	-0.7060625359902784	-0.7060625359902784	Enterococcus_faecalis_KB1	Cl--e0
Bacteroides_caecimuris_I48##L-Serine##Microbe	-804.1519522305398	-798.8186188972231	1552.360361649955	-535.2415571934182	-2589.6954703886586	-2589.6954703903475	-0.9999999999999987	-0.9999999999999998	-1.0000000000000004	-0.9999999999999991	-0.9999999999999996	-1.0000000000000013	-0.9999999999999997	-1.0000000000000007	-0.9999999999999996	-0.9999999999999996	-1.0000000000000002	-1.0000000000000007	-1.0000000000000002	-1.0	-0.9999999999999993	-1.0	-1.0	-1.0000000000000002	-0.9999999999999982	-1.0	-1.0000000000000004	-0.9999999999999989	-1.0000000000000004	-0.9999999999999998	-0.9999999999999996	-0.9999999999999996	-1.0000000000000007	-1.0	-0.9999999999999999	-0.9999999999999998	-1.0	-0.9999999999999996	-1.0000000000000002	-0.9999999999999994	-0.9999999999999986	-0.9999999999999993	-1.0000000000000009	Bacteroides_caecimuris_I48	L-Serine
Bacteroides_caecimuris_I48##H2O-e0##Microbe	-262.2832898395664	-256.94995650623906	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-2224.425733255249	2039.092185882413	2039.0921858293457	-198.18119048094886	-198.1811904806122	2038.0921857940639	3568.1487834674044	0.0	0.0	0.0	6798.074364630526	6798.074364665938	26.97602779416804	22.934908295024577	22.93490829502388	-33.99999999997585	7.0000000000580345	Bacteroides_caecimuris_I48	H2O-e0
Bacteroides_caecimuris_I48##L-Tyrosine##Microbe	-17.083554956493476	-17.083554956493476	-17.083554956402583	-17.083554956376545	-17.083554956352195	-17.083554956351133	-17.083554956635645	-17.08355495651961	-17.083554956497174	-0.11368861713836892	-0.07472842661221155	-0.022938205039381425	-34.16710991124051	-34.16710990711457	-34.16710990891497	-34.16710990892186	-34.16710990814697	-34.16710990753914	-34.16710990781298	-34.167109905511225	-34.16710990550717	-34.16710990784509	-34.16710990784509	-34.167109908826156	-34.16710990802737	-34.1671099080728	-34.16710990853535	-34.16710990682594	-34.16710990599285	-34.16710990683137	-34.16710990694465	-34.16710990543735	-34.1671099064417	-34.16710990631541	-34.16710990715974	-34.16710990722767	-34.167109912894944	-34.167109913049636	-0.30824418887220045	-0.2847306931645513	-0.28473069316455324	0.0	0.0	Bacteroides_caecimuris_I48	L-Tyrosine
Enterococcus_faecalis_KB1##D-Glucose-e0##Microbe	-31.32176771158102	-31.321767711331606	-31.321767711331606	-31.321767711331606	-31.321767711331606	-31.321767711331606	-31.321767711331606	-31.321767711331606	-31.321767711331606	-31.321767711331606	-31.321767711331606	-31.321767711331606	-31.321767711331606	-31.321767711331606	-31.321767711331606	-31.321767711331606	-31.321767711331606	-31.321767711331606	-31.321767711331606	-31.321767711331606	-31.321767711331606	-31.321767711444203	-31.321767710216168	-31.321767710216168	-31.321767710216168	-31.321767710216168	-31.321767710216168	-31.321767710216168	-31.321767710216168	-31.321767710216168	-31.321767710216168	-31.321767710216168	-31.321767710216168	-31.321767710216168	-31.321767710216168	-31.321767710216168	-31.321767710216168	-31.321767710216168	-31.321767710216168	-31.321767710216168	-31.321767710216168	-31.321767710216168	-31.321767710216168	Enterococcus_faecalis_KB1	D-Glucose-e0
Enterococcus_faecalis_KB1##L-Isoleucine-e0##Microbe	-38.57060811488612	-38.57060811461231	-38.57060811461231	-38.57060811461231	-38.57060811461231	-38.57060811461231	-38.57060811461231	-38.57060811461231	-38.57060811461231	-38.57060811461231	-38.57060811461231	-38.57060811461231	-38.57060811461231	-38.57060811461231	-38.57060811461231	-38.57060811461231	-38.57060811461231	-38.57060811461231	-38.57060811461231	-38.57060811461231	-38.57060811461231	-38.570608114737546	-38.570608113419766	-38.570608113419766	-38.570608113419766	-38.570608113419766	-38.570608113419766	-38.570608113419766	-38.570608113419766	-38.570608113419766	-38.570608113419766	-38.570608113419766	-38.570608113419766	-38.570608113419766	-38.570608113419766	-38.570608113419766	-38.570608113419766	-38.570608113419766	-38.570608113419766	-38.570608113419766	-38.570608113419766	-38.570608113419766	-38.570608113419766	Enterococcus_faecalis_KB1	L-Isoleucine-e0
Enterococcus_faecalis_KB1##Mg-e0##Microbe	-0.706062536017256	-0.7060625360123312	-0.7060625360123312	-0.7060625360123312	-0.7060625360123312	-0.7060625360123312	-0.7060625360123312	-0.7060625360123312	-0.7060625360123312	-0.7060625360123312	-0.7060625360123312	-0.7060625360123312	-0.7060625360123312	-0.7060625360123312	-0.7060625360123312	-0.7060625360123312	-0.7060625360123312	-0.7060625360123312	-0.7060625360123312	-0.7060625360123312	-0.7060625360123312	-0.7060625360146309	-0.7060625359905669	-0.7060625359905669	-0.7060625359905669	-0.7060625359905669	-0.7060625359905669	-0.7060625359905669	-0.7060625359905669	-0.7060625359905669	-0.7060625359905669	-0.7060625359905669	-0.7060625359905669	-0.7060625359905669	-0.7060625359905669	-0.7060625359905669	-0.7060625359905669	-0.7060625359905669	-0.7060625359905669	-0.7060625359905669	-0.7060625359905669	-0.7060625359905669	-0.7060625359905669	Enterococcus_faecalis_KB1	Mg-e0
Enterococcus_faecalis_KB1##Ca2+-e0##Microbe	-0.7060625360171298	-0.7060625360122799	-0.7060625360122799	-0.7060625360122799	-0.7060625360122799	-0.7060625360122799	-0.7060625360122799	-0.7060625360122799	-0.7060625360122799	-0.7060625360122799	-0.7060625360122799	-0.7060625360122799	-0.7060625360122799	-0.7060625360122799	-0.7060625360122799	-0.7060625360122799	-0.7060625360122799	-0.7060625360122799	-0.7060625360122799	-0.7060625360122799	-0.7060625360122799	-0.7060625360144255	-0.7060625359905446	-0.7060625359905446	-0.7060625359905446	-0.7060625359905446	-0.7060625359905446	-0.7060625359905446	-0.7060625359905446	-0.7060625359905446	-0.7060625359905446	-0.7060625359905446	-0.7060625359905446	-0.7060625359905446	-0.7060625359905446	-0.7060625359905446	-0.7060625359905446	-0.7060625359905446	-0.7060625359905446	-0.7060625359905446	-0.7060625359905446	-0.7060625359905446	-0.7060625359905446	Enterococcus_faecalis_KB1	Ca2+-e0
Enterococcus_faecalis_KB1##PAN##Microbe	-1.0000000000645624	-1.000000000057351	-1.000000000057351	-1.000000000057351	-1.000000000057351	-1.000000000057351	-1.000000000057351	-1.000000000057351	-1.000000000057351	-1.000000000057351	-1.000000000057351	-1.000000000057351	-1.000000000057351	-1.000000000057351	-1.000000000057351	-1.000000000057351	-1.000000000057351	-1.000000000057351	-1.000000000057351	-1.000000000057351	-1.000000000057351	-1.0000000000607174	-1.0000000000264118	-1.0000000000264118	-1.0000000000264118	-1.0000000000264118	-1.0000000000264118	-1.0000000000264118	-1.0000000000264118	-1.0000000000264118	-1.0000000000264118	-1.0000000000264118	-1.0000000000264118	-1.0000000000264118	-1.0000000000264118	-1.0000000000264118	-1.0000000000264118	-1.0000000000264118	-1.0000000000264118	-1.0000000000264118	-1.0000000000264118	-1.0000000000264118	-1.0000000000264118	Enterococcus_faecalis_KB1	PAN
