	Source	Target	Microbe	Weight	Variance	ABS_Weight	Sign_Weight	ABSRootWeight	SignedRootWeight
0	Putrescine-e0	Glycine-e0	Enterocloster_clostridioformis_YL32	-0.03130012319836753	0.1432241997032813	0.03130012319836753	-1.0	0.17691840830837116	-0.17691840830837116
1	Spermidine-e0	Glycine-e0	Enterocloster_clostridioformis_YL32	-0.017307711498015473	0.2664423065706606	0.017307711498015473	-1.0	0.13155877583048373	-0.13155877583048373
2	Thiamin-e0	Glycine-e0	Enterocloster_clostridioformis_YL32	0.16312623215550706	1.235985392028881	0.16312623215550706	1.0	0.40388888590243116	0.40388888590243116
3	Folate-e0	Glycine-e0	Enterocloster_clostridioformis_YL32	0.1329020872839374	0.8943514540300019	0.1329020872839374	1.0	0.36455738544697924	0.36455738544697924
4	O2-e0	Glycine-e0	Enterocloster_clostridioformis_YL32	-0.012368636785868171	0.03248103223599254	0.012368636785868171	-1.0	0.11121437310828206	-0.11121437310828206
5	PAN	Glycine-e0	Enterocloster_clostridioformis_YL32	-23.3974651463918	28300.040736754567	23.3974651463918	-1.0	4.837092633637669	-4.837092633637669
6	Puryvate	Glycine-e0	Enterocloster_clostridioformis_YL32	0.006187264486754924	0.00811976858309397	0.006187264486754924	1.0	0.07865916657805958	0.07865916657805958
7	N-acetyl-D-gluosamine	Glycine-e0	Enterocloster_clostridioformis_YL32	-1.1965176210815087	737.8900127143238	1.1965176210815087	-1.0	1.0938544789328737	-1.0938544789328737
8	PAN	Phosphate-e0	Enterocloster_clostridioformis_YL32	-89.08951869701895	3337.689530898022	89.08951869701895	-1.0	9.438724421076131	-9.438724421076131
9	Putrescine-e0	L-Glutamate-e0	Enterocloster_clostridioformis_YL32	-0.01915475823086046	0.018870096972477914	0.01915475823086046	-1.0	0.13840071615009966	-0.13840071615009966
10	Spermidine-e0	L-Glutamate-e0	Enterocloster_clostridioformis_YL32	-0.01446715368535005	0.02001923429180248	0.01446715368535005	-1.0	0.12027948156418887	-0.12027948156418887
11	Thiamin-e0	L-Glutamate-e0	Enterocloster_clostridioformis_YL32	0.07904792037234366	0.3568053225265689	0.07904792037234366	1.0	0.28115462004445824	0.28115462004445824
12	Folate-e0	L-Glutamate-e0	Enterocloster_clostridioformis_YL32	0.08601396862489356	0.3744694688297098	0.08601396862489356	1.0	0.293281381313055	0.293281381313055
13	O2-e0	L-Glutamate-e0	Enterocloster_clostridioformis_YL32	-0.005220034366144593	0.005103060547057235	0.005220034366144593	-1.0	0.07224980530177637	-0.07224980530177637
14	PAN	L-Glutamate-e0	Enterocloster_clostridioformis_YL32	-16.231291895964112	13590.627166697905	16.231291895964112	-1.0	4.028807751179511	-4.028807751179511
15	Puryvate	L-Glutamate-e0	Enterocloster_clostridioformis_YL32	0.0024598681223413368	0.001119192062397278	0.0024598681223413368	1.0	0.049597057597616984	0.049597057597616984
16	N-acetyl-D-gluosamine	L-Glutamate-e0	Enterocloster_clostridioformis_YL32	-0.0024834195626304923	0.030969613283722913	0.0024834195626304923	-1.0	0.04983391979997653	-0.04983391979997653
17	Putrescine-e0	D-Glucose-e0	Enterocloster_clostridioformis_YL32	-5.3753386311132875e-05	2.0881654296964525e-05	5.3753386311132875e-05	-1.0	0.007331670090172694	-0.007331670090172694
18	Spermidine-e0	D-Glucose-e0	Enterocloster_clostridioformis_YL32	0.0052298825814213155	0.002785793609878217	0.0052298825814213155	1.0	0.07231792710954398	0.07231792710954398
