	0.0000-0.0000	0.0000-0.0020	0.0084-0.0085	0.0085-0.0251	0.0252-0.0332	0.0332-0.0333	0.0465-0.0466	0.0490-0.0491	0.0491-0.0747	0.0749-0.0753	0.0753-0.0754	0.0755-0.0790	0.0790-0.0806	0.0809-0.0810	0.0810-0.0813	0.0813-0.0818	0.0818-0.0843	0.0867-0.1090	0.1090-0.1098	0.1134-0.1135	0.1135-0.1226	0.1226-0.1235	0.1235-0.1238	0.1238-0.1243	0.1514-0.1515	0.1515-0.1515	0.1516-0.1571	0.1571-0.1574	0.1580-0.1895	0.1916-0.2233	0.2233-0.2234	0.2234-0.2267	0.2496-0.2496	0.2496-0.2535	0.2611-0.4877	0.4877-0.4877	0.4877-0.4924	0.4942-0.5557	0.5557-0.5575	0.5575-0.5699	0.5699-0.5955	0.6228-0.6687	0.6688-0.7125	0.7125-0.8888	0.8888-1.1439	1.1439-3.4316	3.4316-20.0000	Source	Target
Flavonifractor_plautii_YL31##fe3-e0##Microbe	-0.9241112603173443	-0.9241112603173443	-0.924111260321323	-0.9241112603214501	-0.9241112603238714	-0.9241112603175979	-0.9241112603109352	-0.9241112603162853	-0.9241112603206213	-0.9241112603188858	-0.9241112603176505	-0.9241112603188152	-0.924111260317685	-0.9241112603251108	-0.924111260313938	-0.924111260313938	-0.9241112603204233	-0.9241112603206253	-0.9241112603099949	-0.6160741734992091	-0.616074173514275	-0.616074173514275	-0.616074173514275	-0.616074173514275	-0.6160741735173703	-0.6160741734865286	-0.6160741735017288	-0.6160741735181097	-0.6160741734610904	-0.6160741734610904	-0.6160741734610904	-0.6160741734610904	-0.6160741735390247	-0.6160741735444805	-0.6160741733834669	-0.6160741733834669	-0.6160741733834669	-0.6160741733834669	-0.6160741733834669	-0.6160741733834669	-0.6160741733834669	-0.6160741733834669	-0.6160741733834669	-0.6160741733834669	-0.6160741733834669	-0.6160741733834669	-0.6160741733834669	Flavonifractor_plautii_YL31	fe3-e0
Flavonifractor_plautii_YL31##Mn2+-e0##Microbe	-0.9241112603171568	-0.9241112603171568	-0.9241112603207625	-0.9241112603209	-0.9241112603233199	-0.9241112603168833	-0.9241112603089805	-0.9241112603162798	-0.9241112603203684	-0.9241112603185035	-0.9241112603173568	-0.9241112603186827	-0.9241112603175098	-0.9241112603249221	-0.9241112603132439	-0.9241112603132439	-0.9241112603206554	-0.9241112603208409	-0.9241112603087624	-0.6160741734978535	-0.6160741735144085	-0.6160741735144085	-0.6160741735144085	-0.6160741735144085	-0.616074173518994	-0.6160741734845387	-0.6160741735030255	-0.6160741735193882	-0.61607417345914	-0.61607417345914	-0.61607417345914	-0.61607417345914	-0.6160741735386295	-0.6160741735403081	-0.6160741733835854	-0.6160741733835854	-0.6160741733835854	-0.6160741733835854	-0.6160741733835854	-0.6160741733835854	-0.6160741733835854	-0.6160741733835854	-0.6160741733835854	-0.6160741733835854	-0.6160741733835854	-0.6160741733835854	-0.6160741733835854	Flavonifractor_plautii_YL31	Mn2+-e0
Flavonifractor_plautii_YL31##L-Methionine-e0##Microbe	-18.482435295032634	-18.482435295032634	-18.48243529519121	-18.482435295195216	-18.482435295239988	-18.482435295117423	-18.482435294981116	-18.482435295079355	-18.482435295136277	-18.482435295113174	-18.482435295080204	-18.482435295102587	-18.48243529507909	-18.48243529522311	-18.48243529499586	-18.48243529499586	-18.48243529513842	-18.482435295141727	-18.4824352949116	-11.988290195732695	-11.98829019607041	-11.98829019607041	-11.98829019607041	-11.98829019607041	-11.988290196167377	-1005.9276480539214	-12.654956862443461	-12.654956862807934	-12.654956861541486	-12.654956861541486	-12.654956861541486	-12.654956861541486	-12.654956863221267	-12.654956863422408	-12.654956859641475	-12.654956859641475	-12.654956859641475	-12.654956859641475	-12.654956859641475	-12.654956859641475	-12.654956859641475	-12.654956859641475	-12.654956859641475	-12.654956859641475	-12.654956859641475	-12.654956859641475	-12.654956859641475	Flavonifractor_plautii_YL31	L-Methionine-e0
Muribaculum_intestinale_YL27##D-Glucose-e0##Microbe	-954.4316802314947	-983.9846744296365	-983.9846744296365	-983.9846744296365	-983.9846744296365	-983.9846744296365	-983.9846744296365	-983.9846744296365	-983.9846744296365	-983.9846744296365	-983.9846744296365	-983.9846744296365	-983.9846744296365	-1.0000000000000007	-1.0000000000000007	-0.999999999999999	-0.999999999999999	-1.0	-1.0	-1.0	-1.0	-0.9999999999999998	-0.9999999999999993	-0.9999999999999996	-0.9999999999999996	-0.9999999999999996	-0.9999999999999996	-0.9999999999999996	-0.9999999999999996	-1.0000000000000009	-1.0000000000000002	-1.0000000000000002	-1.0000000000000002	-1.0000000000000002	-1.0	-1.0000000000000002	-0.9999999999999998	-1.0000000000000002	-1.0	-1.0	-0.9999999999999998	-0.9999999999999983	-1.0000000000000004	-1.0000000000000007	-0.9999999999999993	-1.0000000000000004	-1.0000000000000004	Muribaculum_intestinale_YL27	D-Glucose-e0
Flavonifractor_plautii_YL31##L-Threonine-e0##Microbe	-37.09933646746348	-37.09933646746348	-37.099336467631694	-37.099336467636356	-37.099336467730204	-37.099336467489465	-37.09933646712611	-37.09933646742441	-976.1042738509775	-1.0000000000000018	-1.0000000000000007	-0.9999999999999998	-0.9999999999999998	-0.9999999999999996	-0.9999999999999998	-0.9999999999999998	-0.9999999999999998	-1.0	-0.9999999999999993	-0.9999999999999993	-0.9999999999999987	-0.9999999999999987	-0.9999999999999987	-0.9999999999999987	-0.9999999999999997	-1.0000000000000007	-0.9999999999999998	-1.0000000000000002	-0.9999999999999987	-0.9999999999999987	-0.9999999999999987	-0.9999999999999987	-0.9999999999999998	-1.0000000000000009	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	Flavonifractor_plautii_YL31	L-Threonine-e0
Flavonifractor_plautii_YL31##Sulfate-e0##Microbe	-0.9241112603196637	-0.9241112603196637	-0.9241112603205579	-0.924111260320704	-0.9241112603231029	-0.924111260316675	-0.9241112603066842	-0.924111260314766	-0.9241112603194698	-0.924111260318684	-0.9241112603172021	-0.9241112603189835	-0.9241112603178622	-0.9241112603255776	-0.9241112603132604	-0.9241112603132604	-0.9241112603213133	-0.924111260321513	-0.9241112603084218	-0.6160741734985214	-0.6160741735154824	-0.6160741735154824	-0.6160741735154824	-0.6160741735154824	-0.6160741735185731	-0.6160741734818572	-0.6160741735076124	-0.6160741735260953	-0.6160741734605695	-0.6160741734605695	-0.6160741734605695	-0.6160741734605695	-0.6160741735376563	-0.6160741735491357	-0.6160741733771841	-0.6160741733771841	-0.6160741733771841	-0.6160741733771841	-0.6160741733771841	-0.6160741733771841	-0.6160741733771841	-0.6160741733771841	-0.6160741733771841	-0.6160741733771841	-0.6160741733771841	-0.6160741733771841	-0.6160741733771841	Flavonifractor_plautii_YL31	Sulfate-e0
Muribaculum_intestinale_YL27##Mg-e0##Microbe	-0.924111260324689	-0.9241112603251102	-0.9241112603251102	-0.9241112603251102	-0.9241112603251102	-0.9241112603251102	-0.9241112603251102	-0.9241112603251102	-0.9241112603251102	-0.9241112603251102	-0.9241112603251102	-0.9241112603251102	-0.9241112603251102	-0.9241112603343368	-0.9241112603343368	-0.9241112603228095	-0.9241112603228095	-0.9241112603200087	-0.9241112603200087	-0.9241112603200087	-0.9241112603200087	-0.9241112603213115	-0.9241112603164785	-0.9241112603171591	-0.9241112603196333	-0.9241112603196333	-0.9241112603196333	-0.9241112603196333	-0.9241112603196333	-0.9241112603086677	-0.9241112603206063	-0.00835593116299394	-0.00835593116299394	-0.00835593116299394	-0.9241112603249423	-0.9241112603225071	-0.9241112603256096	-0.9241112603216158	-0.029812387045734016	-0.6160741735411495	-0.6160741735419741	-0.6160741735433545	-0.616074173543333	-0.6160741735364175	-0.6160741735414411	-0.6160741735319433	-0.6160741735319433	Muribaculum_intestinale_YL27	Mg-e0
Flavonifractor_plautii_YL31##Cl--e0##Microbe	-0.9241112603158431	-0.9241112603158431	-0.9241112603206187	-0.9241112603207418	-0.9241112603233157	-0.924111260316692	-0.9241112603111443	-0.9241112603153409	-0.9241112603204011	-0.9241112603175398	-0.9241112603168657	-0.9241112603180195	-0.9241112603168999	-0.9241112603242206	-0.9241112603133858	-0.9241112603133858	-0.9241112603196356	-0.9241112603198365	-0.9241112603095775	-0.6160741734989713	-0.6160741735137844	-0.6160741735137844	-0.6160741735137844	-0.6160741735137844	-0.6160741735165902	-0.6160741734866699	-0.6160741734997266	-0.6160741735170081	-0.616074173459608	-0.616074173459608	-0.616074173459608	-0.616074173459608	-0.61607417353932	-0.6160741735462255	-0.6160741733849682	-0.6160741733849682	-0.6160741733849682	-0.6160741733849682	-0.6160741733849682	-0.6160741733849682	-0.6160741733849682	-0.6160741733849682	-0.6160741733849682	-0.6160741733849682	-0.6160741733849682	-0.6160741733849682	-0.6160741733849682	Flavonifractor_plautii_YL31	Cl--e0
Muribaculum_intestinale_YL27##L-Threonine##Microbe	-74.99313011412507	-74.99313011415876	-74.99313011415876	-74.99313011415876	-74.99313011415876	-74.99313011415876	-74.99313011415876	-74.99313011415876	-74.99313011415876	-74.99313011415876	-74.99313011415876	-74.99313011415876	-74.99313011415876	-74.99313011492201	-74.99313011492201	-74.9931301139918	-74.9931301139918	-74.99313011375308	-74.99313011375308	-74.99313011375308	-74.99313011375308	-74.99313011386242	-74.99313011347454	-74.99313011352093	-74.99313011372111	-74.99313011372111	-74.99313011372111	-74.99313011372111	-74.99313011372111	-74.99313011283778	-74.99313011376603	-0.6780973891723289	-0.6780973891723289	-0.6780973891723289	-74.99313011413915	-74.99313011393913	-74.99313011418931	-74.99313011385935	-2.4193236428559843	-49.99542007539011	-1509.087774226799	-1.0000000000000009	-1.0000000000000016	-1.0000000000000007	-1.0000000000000002	-0.9999999999999979	-0.9999999999999979	Muribaculum_intestinale_YL27	L-Threonine
Muribaculum_intestinale_YL27##K+-e0##Microbe	-0.9241112603229622	-0.9241112603225655	-0.9241112603225655	-0.9241112603225655	-0.9241112603225655	-0.9241112603225655	-0.9241112603225655	-0.9241112603225655	-0.9241112603225655	-0.9241112603225655	-0.9241112603225655	-0.9241112603225655	-0.9241112603225655	-0.9241112603286016	-0.9241112603286016	-0.9241112603192706	-0.9241112603192706	-0.924111260319576	-0.924111260319576	-0.924111260319576	-0.924111260319576	-0.9241112603216205	-0.9241112603158939	-0.9241112603164866	-0.92411126031881	-0.92411126031881	-0.92411126031881	-0.92411126031881	-0.92411126031881	-0.9241112603072081	-0.9241112603193742	-0.008355931162972577	-0.008355931162972577	-0.008355931162972577	-0.9241112603252194	-0.9241112603221125	-0.9241112603256382	-0.9241112603208209	-0.029812387045725308	-0.6160741735413408	-0.6160741735413168	-0.6160741735429546	-0.6160741735436205	-0.6160741735363433	-0.6160741735405716	-0.6160741735309422	-0.6160741735309422	Muribaculum_intestinale_YL27	K+-e0
