	0.0000-0.0000	0.0000-0.0020	0.0020-0.0084	0.0084-0.0085	0.0250-0.0330	0.0330-0.0331	0.0331-0.0333	0.0334-0.0336	0.0336-0.0339	0.0339-0.0462	0.0462-0.0463	0.0463-0.0484	0.0486-0.0486	0.0486-0.0487	0.0487-0.0488	0.0489-0.0493	0.0493-0.0494	0.0494-0.0496	0.0496-0.0496	0.0496-0.0748	0.0748-0.0751	0.0751-0.0752	0.1457-0.1475	0.1475-0.1476	0.1476-0.1477	0.1477-0.1479	0.1479-0.1540	0.1540-0.1540	0.1540-0.1687	0.1687-0.1691	0.1693-0.1693	0.1693-0.1794	0.1935-0.2068	0.2068-0.2074	0.2074-0.2835	0.3107-0.3217	0.3217-0.3448	0.3923-0.4390	0.4390-0.4390	0.4390-0.4965	0.4965-0.5260	0.5260-0.5585	0.5585-0.5585	0.5585-0.5665	0.5665-0.5665	0.5665-1.0530	1.0530-1.1083	1.1083-5.2447	5.2447-6.1540	6.1540-7.8481	7.8481-8.7234	8.7234-15.9502	15.9502-20.0000	Source	Target
Flavonifractor_plautii_YL31##fe3-e0##Microbe	-0.9241112603171603	-0.9241112603171603	-0.9241112603211302	-0.9241112603213506	-0.9241112603247839	-0.9241112603179488	-0.9241112603175641	-0.9241112603135132	-0.9241112603169531	-0.9241112603172513	-0.9241112603161529	-0.9241112603161529	-0.9241112603229361	-0.924111260325084	-0.9241112603254857	-0.9241112603228857	-0.9241112603207187	-0.9241112603213578	-0.9241112603226926	-0.9241112603218624	-0.9241112603188179	-0.9241112603207818	-0.9241112603299609	-0.924111260343612	-0.9241112603276089	-0.9241112603433136	-0.005926298368169238	-1.8482225206225098	-1.8482225206221083	-1.8482225206336478	-0.9241112603188998	-0.9241112603145554	-0.9241112603159187	-0.9241112603157816	-0.9241112603162953	-0.9241112603170907	-0.9241112603173197	-0.924111260318343	-0.9241112603136233	-0.924111260314609	-0.9241112603194167	-0.9241112603164279	-0.9241112603158105	-0.9241112603155827	-0.9241112603184901	-0.9241112603178051	-0.924111260318371	-0.03411126248413872	-0.034111262484145546	-0.03411126248428894	-0.034111262484285	-0.9241112603189083	-0.9241112603189126	Flavonifractor_plautii_YL31	fe3-e0
Flavonifractor_plautii_YL31##Mn2+-e0##Microbe	-0.9241112603169802	-0.9241112603169802	-0.9241112603206235	-0.9241112603207798	-0.924111260324273	-0.9241112603172638	-0.9241112603168266	-0.9241112603126889	-0.9241112603162412	-0.9241112603166022	-0.9241112603159515	-0.9241112603159515	-0.9241112603232718	-0.924111260324165	-0.9241112603245314	-0.9241112603230578	-0.9241112603209303	-0.9241112603212679	-0.9241112603227221	-0.9241112603217638	-0.9241112603185673	-0.9241112603206365	-0.924111260329996	-0.9241112603444301	-0.9241112603264903	-0.9241112603439726	-0.00592629836816847	-1.8482225206225424	-1.8482225206219742	-1.8482225206338387	-0.9241112603184641	-0.9241112603139133	-0.9241112603183361	-0.924111260318703	-0.9241112603177714	-0.924111260317623	-0.9241112603180542	-0.9241112603178311	-0.9241112603129954	-0.9241112603135045	-0.9241112603238917	-0.9241112603204528	-0.9241112603205369	-0.9241112603200201	-0.9241112602977155	-0.9241112603129662	-0.9241112603133504	-0.03411126248396062	-0.03411126248396144	-0.034111262484284	-0.03411126248427592	-0.9241112603186801	-0.9241112603186444	Flavonifractor_plautii_YL31	Mn2+-e0
Flavonifractor_plautii_YL31##L-Methionine-e0##Microbe	-18.482435295042507	-18.482435295042507	-18.482435295151344	-18.48243529515768	-18.48243529522744	-18.48243529508926	-18.482435295080105	-18.482435294999473	-18.482435295070406	-18.482435295077416	-18.482435295052774	-18.482435295052774	-18.482435295206855	-18.482435295205235	-18.48243529521269	-18.48243529519676	-18.482435295143684	-18.482435295191912	-19.48243529517982	-19.48243529515314	-19.48243529509635	-19.482435295141336	-19.482435295375428	-19.48243529568614	-19.482435295329395	-19.482435295678115	0.8686467440905585	-39.96487058994043	-39.96487058991923	-39.964870590131454	-20.482435295078503	-20.48243529502273	-20.482435295066434	-20.482435295064274	-20.482435295065628	-20.48243529504933	-20.48243529504892	-20.48243529507961	-20.482435294991035	-20.482435295008944	-20.48243529509851	-20.482435295043874	-20.48243529504939	-20.482435295044745	-20.48243529507754	-20.482435294970383	-20.48243529498134	-0.7560580166729167	-0.7560580166732223	-0.7560580166805749	-0.756058016680346	-20.48243529510419	-20.482435295131367	Flavonifractor_plautii_YL31	L-Methionine-e0
Blautia_coccoides_YL58##Inosine-e0##Microbe	-32.67381898590099	-32.673818986693504	-32.673818986693504	-32.673818986693504	-32.673818986693504	-32.673818986693504	-32.673818986693504	-32.673818986693504	-32.673818986693504	-32.673818986693504	-32.673818986693504	-32.67381898623671	-32.67381898623671	-32.67381898623671	-32.67381898623671	-32.67381898623671	-32.67381898623671	-32.67381898623671	-32.67381898623671	-32.67381898623671	-32.67381898623671	-32.67381898623671	-32.67381898623671	-32.67381898623671	-32.67381898623671	-32.67381898623671	-32.67381898623671	-32.67381898623671	-32.67381898623671	-32.67381898623671	-32.67381898623671	-32.67381898623671	-32.67381898623671	-32.67381898623671	-32.67381898623671	-32.67381898623671	-32.67381898623671	-32.67381898623671	-32.67381898623671	-32.67381898623671	-32.67381898623671	-32.67381898623671	-32.67381898623671	-32.67381898623671	-32.67381898623671	-32.67381898623671	-32.67381898623671	-32.67381898623671	-32.67381898623671	-32.67381898623671	-32.67381898623671	-32.67381898623671	-32.67381898623671	Blautia_coccoides_YL58	Inosine-e0
Blautia_coccoides_YL58##Phosphate-e0##Microbe	-129.86418562478414	-129.86418562751464	-129.86418562751464	-129.86418562751464	-129.86418562751464	-129.86418562751464	-129.86418562751464	-129.86418562751464	-129.86418562751464	-129.86418562751464	-129.86418562751464	-129.86418562594983	-129.86418562594983	-129.86418562594983	-129.86418562594983	-129.86418562594983	-129.86418562594983	-129.86418562594983	-129.86418562594983	-129.86418562594983	-129.86418562594983	-129.86418562594983	-129.86418562594983	-129.86418562594983	-129.86418562594983	-129.86418562594983	-129.86418562594983	-129.86418562594983	-129.86418562594983	-129.86418562594983	-129.86418562594983	-129.86418562594983	-129.86418562594983	-129.86418562594983	-129.86418562594983	-129.86418562594983	-129.86418562594983	-129.86418562594983	-129.86418562594983	-129.86418562594983	-129.86418562594983	-129.86418562594983	-129.86418562594983	-129.86418562594983	-129.86418562594983	-129.86418562594983	-129.86418562594983	-129.86418562594983	-129.86418562594983	-129.86418562594983	-129.86418562594983	-129.86418562594983	-129.86418562594983	Blautia_coccoides_YL58	Phosphate-e0
Blautia_coccoides_YL58##Succinate-e0##Microbe	2029.819640726831	2030.9725184677884	2030.9725184677884	2030.9725184677884	2030.9725184677884	2030.9725184677884	2030.9725184677884	2030.9725184677884	2030.9725184677884	2030.9725184677884	2030.9725184677884	2030.972518443097	2030.972518443097	2030.972518443097	2030.972518443097	2030.972518443097	2030.972518443097	2030.972518443097	2030.972518443097	2030.972518443097	2030.972518443097	2030.972518443097	2030.972518443097	2030.972518443097	2030.972518443097	2030.972518443097	2030.972518443097	2030.972518443097	2030.972518443097	2030.972518443097	2030.972518443097	2030.972518443097	2030.972518443097	2030.972518443097	2030.972518443097	2030.972518443097	2030.972518443097	2030.972518443097	2030.972518443097	2030.972518443097	2030.972518443097	2030.972518443097	2030.972518443097	2030.972518443097	2030.972518443097	2030.972518443097	2030.972518443097	2030.972518443097	2030.972518443097	2030.972518443097	2030.972518443097	2030.972518443097	2029.650575996973	Blautia_coccoides_YL58	Succinate-e0
Blautia_coccoides_YL58##L-Proline-e0##Microbe	-18.087781191010514	-18.087781191389517	-18.087781191389517	-18.087781191389517	-18.087781191389517	-18.087781191389517	-18.087781191389517	-18.087781191389517	-18.087781191389517	-18.087781191389517	-18.087781191389517	-18.087781191172304	-18.087781191172304	-18.087781191172304	-18.087781191172304	-18.087781191172304	-18.087781191172304	-18.087781191172304	-18.087781191172304	-18.087781191172304	-18.087781191172304	-18.087781191172304	-18.087781191172304	-18.087781191172304	-18.087781191172304	-18.087781191172304	-18.087781191172304	-18.087781191172304	-18.087781191172304	-18.087781191172304	-18.087781191172304	-18.087781191172304	-18.087781191172304	-18.087781191172304	-18.087781191172304	-18.087781191172304	-18.087781191172304	-18.087781191172304	-18.087781191172304	-18.087781191172304	-18.087781191172304	-18.087781191172304	-18.087781191172304	-18.087781191172304	-18.087781191172304	-18.087781191172304	-18.087781191172304	-18.087781191172304	-18.087781191172304	-18.087781191172304	-18.087781191172304	-18.087781191172304	-18.087781191172304	Blautia_coccoides_YL58	L-Proline-e0
Flavonifractor_plautii_YL31##XAN-e0##Microbe	1572.3212686299617	1572.3212686299617	133.9915402481541	-54.584785614180085	-54.58478561439305	-54.58478561397036	-54.584785613947794	-54.584785613693654	-54.584785613913326	-54.58478561393442	-54.58478561386809	-54.58478561386809	-54.5847856143098	-54.58478561436833	-54.58478561439385	-54.58478561426223	-54.5847856141382	-55.5847856141692	-55.58478561425236	-55.58478561419645	-55.58478561402634	-55.58478561414785	-55.58478561481722	-55.58478561567661	-55.58478561466729	-55.58478561565763	1.6307104613159435	-113.16957122731802	-113.16957122724833	-113.16957122785773	192.1567488317012	-54.084785613677354	-54.084785614019566	-54.0847856140154	-54.08478561403626	-54.084785613954764	-54.08478561398322	-54.084785613931594	-54.08478561361218	-54.08478561362216	-54.08478561421612	-54.08478561389662	-54.084785613848545	-54.084785613835564	-54.084785613959156	-54.08478561396838	-54.08478561399835	-0.07022998809353398	0.8744012528346248	0.8744012528285596	0.8744012528285643	-28.493696248893883	-28.49369624870905	Flavonifractor_plautii_YL31	XAN-e0
Blautia_coccoides_YL58##Urea-e0##Microbe	5.0892179359607326e-11	7.562939163818783e-11	7.562939163818783e-11	7.562939163818783e-11	7.562939163818783e-11	7.562939163818783e-11	7.562939163818783e-11	7.562939163818783e-11	7.562939163818783e-11	7.562939163818783e-11	7.562939163818783e-11	6.110423278471444e-11	6.110423278471444e-11	6.110423278471444e-11	6.110423278471444e-11	6.110423278471444e-11	6.110423278471444e-11	6.110423278471444e-11	6.110423278471444e-11	6.110423278471444e-11	6.110423278471444e-11	6.110423278471444e-11	6.110423278471444e-11	6.110423278471444e-11	6.110423278471444e-11	6.110423278471444e-11	6.110423278471444e-11	6.110423278471444e-11	6.110423278471444e-11	6.110423278471444e-11	6.110423278471444e-11	6.110423278471444e-11	6.110423278471444e-11	6.110423278471444e-11	6.110423278471444e-11	6.110423278471444e-11	6.110423278471444e-11	6.110423278471444e-11	6.110423278471444e-11	6.110423278471444e-11	6.110423278471444e-11	6.110423278471444e-11	6.110423278471444e-11	6.110423278471444e-11	6.110423278471444e-11	6.110423278471444e-11	6.110423278471444e-11	6.110423278471444e-11	6.110423278471444e-11	6.110423278471444e-11	6.110423278471444e-11	6.110423278471444e-11	1.0000000000610605	Blautia_coccoides_YL58	Urea-e0
Flavonifractor_plautii_YL31##L-Threonine-e0##Microbe	-37.09933646743834	-37.09933646743834	-37.099336467651725	-37.09933646766652	-37.09933646779484	-37.09933646753877	-37.099336467525525	-37.09933646737729	-37.09933646750175	-37.099336467514085	-37.099336467465285	-37.099336467465285	-37.099336467722814	-37.09933646779314	-37.099336467808435	-37.099336467707694	-37.09933646762347	-827.4847304666827	-104.64878841035592	-823.9847304671903	-1.0000000000000002	-1.0000000000000002	-1.0000000000000002	-0.9999999999999989	-0.9999999999999998	-0.9999999999999996	-1.0	-0.9999999999999996	-0.9999999999999996	-1.0	-1.0000000000000002	-0.9999999999999991	-0.9999999999999996	-0.9999999999999998	-0.9999999999999999	-0.999999999999999	-0.9999999999999999	-0.9999999999999998	-1.0000000000000007	-1.0	-0.9999999999999997	-0.9999999999999997	-1.0000000000000004	-1.0000000000000004	-1.0000000000000002	-1.0000000000000004	-1.0	-0.9999999999999996	-1.0000000000000007	-0.9999999999999996	-1.0000000000000004	-0.9999999999999996	-1.0	Flavonifractor_plautii_YL31	L-Threonine-e0
