	0.0000-0.0000	0.0000-0.0012	0.0012-0.0727	0.0727-0.0728	0.0728-0.0732	0.0732-20.0000	Source	Target
Turicimonas_muris_YL45##L-Aspartate-e0##Microbe	-680.6171616423412	-674.6171616418995	-674.6171616418995	-674.6171616418995	-674.6171616418995	-674.6171616418995	Turicimonas_muris_YL45	L-Aspartate-e0
Turicimonas_muris_YL45##Pyridoxal##Microbe	-0.49999999999689765	-0.4999999999965697	-0.4999999999965697	-0.4999999999965697	-0.4999999999965697	-0.4999999999965697	Turicimonas_muris_YL45	Pyridoxal
Turicimonas_muris_YL45##Phosphate-e0##Microbe	-127.45775495970794	-127.45775495960842	-127.45775495960842	-127.45775495960842	-127.45775495960842	-127.45775495960842	Turicimonas_muris_YL45	Phosphate-e0
Turicimonas_muris_YL45##L-Proline-e0##Microbe	-26.584324739480696	-26.584324739459074	-26.584324739459074	-26.584324739459074	-26.584324739459074	-26.584324739459074	Turicimonas_muris_YL45	L-Proline-e0
Bacteroides_caecimuris_I48##L-Serine##Microbe	-804.1519522309345	-796.6852855642912	-540.8686623913518	1552.3603616500957	-535.2415571930775	-535.2415571941518	Bacteroides_caecimuris_I48	L-Serine
Bacteroides_caecimuris_I48##H2O-e0##Microbe	-262.283289839684	-255.81662317302573	0.0	0.0	0.0	0.0	Bacteroides_caecimuris_I48	H2O-e0
Riboflavin##Turicimonas_muris_YL45##Metabolite	126.68907411748705	126.68907411739079	126.68907411739079	126.68907411739079	126.68907411739079	126.68907411739079	Riboflavin	Turicimonas_muris_YL45
Turicimonas_muris_YL45##carbonate##Microbe	-272.08718788733535	-272.0871878871393	-272.0871878871393	-272.0871878871393	-272.0871878871393	-272.0871878871393	Turicimonas_muris_YL45	carbonate
Bacteroides_caecimuris_I48##L-Tyrosine##Microbe	-17.08355495650266	-17.08355495650266	-17.08355495650958	-17.08355495640422	-17.083554956374368	-17.083554956419132	Bacteroides_caecimuris_I48	L-Tyrosine
Turicimonas_muris_YL45##L-Asparagine-e0##Microbe	-28.98957316828693	-28.98957316826345	-28.98957316826345	-28.98957316826345	-28.98957316826345	-28.98957316826345	Turicimonas_muris_YL45	L-Asparagine-e0
Turicimonas_muris_YL45##fe3-e0##Microbe	-0.9241112603308173	-0.9241112603232884	-0.9241112603232884	-0.9241112603232884	-0.9241112603232884	-0.9241112603232884	Turicimonas_muris_YL45	fe3-e0
Turicimonas_muris_YL45##L-Threonine-e0##Microbe	-75.99313011327494	-75.99313011324399	-75.99313011324399	-75.99313011324399	-75.99313011324399	-75.99313011324399	Turicimonas_muris_YL45	L-Threonine-e0
Bacteroides_caecimuris_I48##Inosine-e0##Microbe	-58.084785613893956	-58.084785613893956	-58.08478561390757	-58.08478561336633	-58.084785613208375	-58.08478561334645	Bacteroides_caecimuris_I48	Inosine-e0
Turicimonas_muris_YL45##Sulfate-e0##Microbe	-0.924111260303212	-0.9241112602976418	-0.9241112602976418	-0.9241112602976418	-0.9241112602976418	-0.9241112602976418	Turicimonas_muris_YL45	Sulfate-e0
Turicimonas_muris_YL45##Cl--e0##Microbe	-0.9241112603204099	-0.9241112603196924	-0.9241112603196924	-0.9241112603196924	-0.9241112603196924	-0.9241112603196924	Turicimonas_muris_YL45	Cl--e0
Bacteroides_caecimuris_I48##Phosphate-e0##Microbe	-127.45775495898921	-127.45775495898921	-127.45775495902124	-127.45775495792736	-127.45775495761023	-127.45775495792573	Bacteroides_caecimuris_I48	Phosphate-e0
Bacteroides_caecimuris_I48##L-Glutamate-e0##Microbe	-66.04418554084029	-66.04418554084029	-66.04418554076474	-66.04418553916251	2021.5577333044703	-32.89617989615433	Bacteroides_caecimuris_I48	L-Glutamate-e0
Bacteroides_caecimuris_I48##L-Asparagine-e0##Microbe	-28.989573168200064	-28.989573168200064	-28.989573168131436	-28.989573167011716	-28.989573166299795	-28.989573166458378	Bacteroides_caecimuris_I48	L-Asparagine-e0
Bacteroides_caecimuris_I48##NH3-e0##Microbe	1537.2721070031907	1529.805440336567	1273.9888171638725	3367.2178411892264	1279.6159223404313	1279.6159223433056	Bacteroides_caecimuris_I48	NH3-e0
Bacteroides_caecimuris_I48##L-Glycine##Microbe	-77.04945194228354	-77.04945194228354	-77.04945194248053	-4263.507500016562	-88.30366232692359	-88.3036623271036	Bacteroides_caecimuris_I48	L-Glycine
Bacteroides_caecimuris_I48##fe3-e0##Microbe	-0.9241112603162324	-0.9241112603162324	-0.9241112602937493	-0.9241112600415697	-0.9241112598537963	-0.9241112598877136	Bacteroides_caecimuris_I48	fe3-e0
Bacteroides_caecimuris_I48##Folate##Microbe	-1.0000000000000004	-1.0000000000000004	-1.0000000000000004	-1.0000000000000007	-0.9999999999999996	-1.0000000000000007	Bacteroides_caecimuris_I48	Folate
