	0.0000-0.0006	0.0006-0.0020	0.0020-0.0022	0.0022-0.0057	0.0057-0.0080	0.0084-0.0085	0.0086-0.0094	0.0098-0.0111	0.0111-0.0116	0.0119-0.0119	0.0119-0.0120	0.0120-0.0120	0.0121-0.0124	0.0125-0.0125	0.0125-0.0152	0.0152-0.0153	0.0153-0.0154	0.0257-0.0257	0.0257-0.0484	0.0484-0.0485	0.0485-0.0485	0.0510-0.0511	0.0511-0.0512	0.0512-0.1668	0.1668-0.2756	0.2756-0.2758	0.2758-0.2758	0.2758-0.2773	0.2773-0.3754	0.3754-0.3835	0.3835-0.4900	0.4900-0.5254	0.5254-10.3682	10.3682-10.3684	10.3684-10.4667	10.4667-10.4667	10.4668-20.0000	Source	Target
Limosilactobacillus_reuteri_I49##L-Phenylalanine-e0##Microbe	-19.79070206575427	-19.79070206573868	-19.79070206573868	-19.79070206574431	-19.790702065811107	-0.35905358730089953	-0.35905358730089953	-83.15106737348827	-83.1510673747263	-83.1510673750403	-83.15106737501704	-83.15106737680637	-83.15106737602021	-0.9821716039505185	-0.5939739872220052	-83.15106736813495	-83.15106737161486	-83.15106738371423	-83.15106738371423	-83.15106738371423	-83.15106738371423	-83.15106738371423	-83.15106738371423	-83.15106738371423	-83.15106735999386	-83.15106735367021	-0.23978231362815625	-83.15106734779414	-83.15106735843341	-0.5295002141610806	-42.257249557478104	-42.257249557495015	-42.25724955773043	-42.25724955773043	-42.25724955773043	-42.25724955773043	-42.25724955773043	Limosilactobacillus_reuteri_I49	L-Phenylalanine-e0
Flavonifractor_plautii_YL31##Mn2+-e0##Microbe	-0.9241112603169802	-0.9241112603169802	-0.9241112603246072	-0.9241112603246072	-0.9241112603246072	-0.9241112603256345	-0.6160741735485953	-0.6160741735485953	-0.6160741735485953	-0.6160741735485953	-0.6160741735485953	-0.6160741735485953	-0.6160741735485953	-0.6160741735485953	-0.6160741735485953	-0.6160741735485953	-0.6160741735485953	-0.6160741735463527	-0.6160741735471121	-0.6160741735484383	-0.6160741735580153	-0.6160741735490407	-0.6160741735473986	-0.6160741735501466	-0.6160741735501466	-0.6160741735501466	-0.6160741735501466	-0.6160741735501466	-0.6160741735501466	-0.6160741735501466	-0.6160741735501466	-0.6160741735501466	-0.6160741735501466	-0.20636784235910074	-0.6160741735519513	0.04395600594481035	-0.10227984522959013	Flavonifractor_plautii_YL31	Mn2+-e0
Flavonifractor_plautii_YL31##fe3-e0##Microbe	-0.9241112603171603	-0.9241112603171603	-0.9241112603238087	-0.9241112603238087	-0.9241112603238087	-0.9241112603249814	-0.6160741735483104	-0.6160741735483104	-0.6160741735483104	-0.6160741735483104	-0.6160741735483104	-0.6160741735483104	-0.6160741735483104	-0.6160741735483104	-0.6160741735483104	-0.6160741735483104	-0.6160741735483104	-0.6160741735470683	-0.6160741735478114	-0.616074173548351	-0.6160741735570467	-0.6160741735472937	-0.6160741735464013	-0.6160741735483175	-0.6160741735483175	-0.6160741735483175	-0.6160741735483175	-0.6160741735483175	-0.6160741735483175	-0.6160741735483175	-0.6160741735483175	-0.6160741735483175	-0.6160741735483175	-0.20636784235880415	-0.6160741735508122	0.043956005944770185	-0.10227984522962257	Flavonifractor_plautii_YL31	fe3-e0
Flavonifractor_plautii_YL31##L-Methionine-e0##Microbe	-18.482435295042507	-18.482435295042507	-18.48243529515096	-18.48243529515096	-18.48243529515096	-18.482435295170614	-11.98829019674622	-11.98829019674622	-11.98829019674622	-11.98829019674622	-11.98829019674622	-11.98829019674622	-11.98829019674622	-11.98829019674622	-11.98829019674622	-11.98829019674622	-11.98829019674622	-11.98829019672096	-11.988290196737122	-11.988290196744245	-11.988290196929247	-11.988290196721156	-11.988290196707636	-11.988290196745528	-11.988290196745528	-11.988290196745528	-11.988290196745528	-11.988290196745528	-11.988290196745528	-11.988290196745528	-11.988290196745528	-11.988290196745528	-11.988290196745528	-2.4064006878020443	-11.988290196803648	0.7006580424321245	-0.5014344148037443	Flavonifractor_plautii_YL31	L-Methionine-e0
Limosilactobacillus_reuteri_I49##Cytosine##Microbe	-12.165428977275381	-12.165428977266108	-12.165428977266108	-12.165428977268723	-12.165428977300829	-0.2207117716608814	-0.2207117716608814	-51.11331579638248	-51.113315797064885	-51.1133157972516	-51.11331579723678	-51.113315798369285	-51.113315797862015	-21.894258738883643	0.0	-4656.201597641077	-4656.201597837309	-51.113315802570014	-51.113315802570014	-51.113315802570014	-51.113315802570014	-51.113315802570014	-51.113315802570014	-51.113315802570014	-51.11331578811494	-51.11331578393187	-0.18867819561734644	-51.11331578032821	-51.11331578716069	-0.3254860402341065	-25.975711551797374	-25.97571155184729	-25.975711551999417	-25.975711551999417	-25.975711551999417	-25.975711551999417	-25.975711551999417	Limosilactobacillus_reuteri_I49	Cytosine
Flavonifractor_plautii_YL31##XAN-e0##Microbe	1572.3212686299617	1572.3212686299617	134.9915402479216	133.99154024792233	133.99154024792233	-54.58478561428978	-35.389857076086855	-35.389857076086855	-35.389857076086855	-35.389857076086855	-35.389857076086855	-35.389857076086855	-35.389857076086855	-35.389857076086855	-35.389857076086855	-35.389857076086855	-35.389857076086855	-35.38985707601368	-35.389857076061304	-35.38985707610592	-35.389857076691186	-35.389857076021116	-35.389857075976046	-35.389857076089946	-35.389857076089946	-35.389857076089946	-35.389857076089946	-35.389857076089946	-35.389857076089946	-35.389857076089946	-35.389857076089946	-35.389857076089946	-35.389857076089946	-9.80567984561857	-35.38985707624424	5.805123705677783	-3.6424775542149592	Flavonifractor_plautii_YL31	XAN-e0
Limosilactobacillus_reuteri_I49##L-Aspartate-e0##Microbe	-2597.5975755200175	-2597.5975755179948	-2597.5975755179948	-2597.5975755187224	-190.73175292046926	-2.478500836235352	-2.478500836235352	-5883.152547393232	-1328.5433331103206	-2917.7480008334096	-2917.7480008325874	-4316.944269459338	-1842.2941913473792	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-29411.266586443446	-1.0	-1.0000000000000016	-0.9999999999999994	-1.0000000000000004	-0.9999999999999996	-1.0000000000000007	-1.0	-1.000000000000001	-1.000000000000001	-1.000000000000001	-1.000000000000001	-1.000000000000001	Limosilactobacillus_reuteri_I49	L-Aspartate-e0
Flavonifractor_plautii_YL31##L-Threonine-e0##Microbe	-37.09933646743834	-37.09933646743834	-37.09933646766697	-37.09933646766697	-37.09933646766697	-37.099336467715005	-24.732890978401358	-24.732890978401358	-24.732890978401358	-24.732890978401358	-24.732890978401358	-24.732890978401358	-24.732890978401358	-24.732890978401358	-24.732890978401358	-24.732890978401358	-24.732890978401358	-24.732890978358995	-24.732890978388706	-24.7328909784284	-24.73289097880682	-24.73289097836404	-500.2978211654912	-70.76585894008304	-70.76585894008304	-70.76585894008304	-70.76585894008304	-70.76585894008304	-70.76585894008304	-70.76585894008304	-70.76585894008304	-70.76585894008304	-70.76585894008304	-27.098385840916226	-70.7658589403481	5.155814610588353	-19.935255975433105	Flavonifractor_plautii_YL31	L-Threonine-e0
Limosilactobacillus_reuteri_I49##Phosphate-e0##Microbe	-129.86418562011391	-129.86418562001808	-129.86418562001808	-129.86418562005164	-129.86418561999207	-2.3560660735311374	-2.3560660735311374	-545.627214840021	-545.6272148477794	-545.627214849738	-545.6272148495863	-545.6272148612708	-545.6272148561808	-6.444890891784498	-3.897585233376585	-545.6272148048588	-545.6272148276587	-545.6272149057829	-545.6272149057829	-545.6272149057829	-545.6272149057829	-545.6272149057829	-545.6272149057829	-545.6272149057829	-545.6272147536089	-545.6272147124835	-3.8402733750731715	-545.6272146743465	-545.627214742195	-3.4745161575825008	-277.2869442473651	-277.2869442473184	-277.28694424887715	-277.28694424887715	-277.28694424887715	-277.28694424887715	-277.28694424887715	Limosilactobacillus_reuteri_I49	Phosphate-e0
Limosilactobacillus_reuteri_I49##Succinate-e0##Microbe	1.4999999999968725	1.4999999999935094	1.4999999999935094	1.4999999999940248	1.500000000030675	0.027213808745264065	0.027213808745264065	6.302282791496671	6.302282791637619	6.30228279167134	6.302282791671757	6.30228279180293	1099.5553153939172	-1.3408965688402312	-0.02042662189492389	-280.84173004812294	-280.8417300602347	4324.2465526105225	4324.2465526105225	4324.2465526105225	4324.2465526105225	4324.2465526105225	4324.2465526105225	4324.2465526105225	-25087.020035066867	4323.246551048221	-4.065746050559865	4323.246550742845	4323.246551296101	1.1988835336163728	440.4538804900346	440.45388048987434	773.6995064454468	773.6995064454468	773.6995064454468	773.6995064454468	774.6995064454569	Limosilactobacillus_reuteri_I49	Succinate-e0
