	Source	Target	Weight	Metabolites	ABSWeight	SignWeight	ABSRootWeight	SignedRootWeight
Acutalibacter_muris_KB1->Clostridium_innocuum_I46	Acutalibacter_muris_KB1	Clostridium_innocuum_I46	-253.3781482469856	PAN	253.3781482469856	-1.0	15.917856270458833	-15.917856270458833
Akkermansia_muciniphilaYL44->Clostridium_innocuum_I46	Akkermansia_muciniphilaYL44	Clostridium_innocuum_I46	-126.68907411669532	PAN	126.68907411669532	-1.0	11.255624110492288	-11.255624110492288
Bacteroides_caecimuris_I48->Clostridium_innocuum_I46	Bacteroides_caecimuris_I48	Clostridium_innocuum_I46	-126.68907412347654	PAN	126.68907412347654	-1.0	11.255624110793526	-11.255624110793526
Bifidobacterium_animalis_YL2->Clostridium_innocuum_I46	Bifidobacterium_animalis_YL2	Clostridium_innocuum_I46	-126.68907412378876	PAN	126.68907412378876	-1.0	11.255624110807394	-11.255624110807394
Blautia_coccoides_YL58->Clostridium_innocuum_I46	Blautia_coccoides_YL58	Clostridium_innocuum_I46	-126.68907412346066	PAN	126.68907412346066	-1.0	11.25562411079282	-11.25562411079282
Enterocloster_clostridioformis_YL32->Clostridium_innocuum_I46	Enterocloster_clostridioformis_YL32	Clostridium_innocuum_I46	-126.68907412344731	PAN	126.68907412344731	-1.0	11.255624110792228	-11.255624110792228
Enterococcus_faecalis_KB1->Clostridium_innocuum_I46	Enterococcus_faecalis_KB1	Clostridium_innocuum_I46	-126.68907344973755	PAN	126.68907344973755	-1.0	11.255624080864532	-11.255624080864532
Flavonifractor_plautii_YL31->Clostridium_innocuum_I46	Flavonifractor_plautii_YL31	Clostridium_innocuum_I46	-126.68907412064397	PAN	126.68907412064397	-1.0	11.255624110667696	-11.255624110667696
Limosilactobacillus_reuteri_I49->Clostridium_innocuum_I46	Limosilactobacillus_reuteri_I49	Clostridium_innocuum_I46	-126.68907412352345	PAN	126.68907412352345	-1.0	11.25562411079561	-11.25562411079561
Muribaculum_intestinale_YL27->Clostridium_innocuum_I46	Muribaculum_intestinale_YL27	Clostridium_innocuum_I46	-126.6890741234129	PAN	126.6890741234129	-1.0	11.255624110790698	-11.255624110790698
Turicimonas_muris_YL45->Clostridium_innocuum_I46	Turicimonas_muris_YL45	Clostridium_innocuum_I46	-126.68907412949703	PAN	126.68907412949703	-1.0	11.25562411106097	-11.25562411106097
Acutalibacter_muris_KB1->Bacteroides_caecimuris_I48	Acutalibacter_muris_KB1	Bacteroides_caecimuris_I48	-253.37814823464964	PAN	253.37814823464964	-1.0	15.917856270071345	-15.917856270071345
Akkermansia_muciniphilaYL44->Bacteroides_caecimuris_I48	Akkermansia_muciniphilaYL44	Bacteroides_caecimuris_I48	-126.68907411052734	PAN	126.68907411052734	-1.0	11.255624110218292	-11.255624110218292
Bifidobacterium_animalis_YL2->Bacteroides_caecimuris_I48	Bifidobacterium_animalis_YL2	Bacteroides_caecimuris_I48	-126.68907411762078	PAN	126.68907411762078	-1.0	11.255624110533399	-11.255624110533399
Blautia_coccoides_YL58->Bacteroides_caecimuris_I48	Blautia_coccoides_YL58	Bacteroides_caecimuris_I48	-126.68907411729268	PAN	126.68907411729268	-1.0	11.255624110518823	-11.255624110518823
Clostridium_innocuum_I46->Bacteroides_caecimuris_I48	Clostridium_innocuum_I46	Bacteroides_caecimuris_I48	-126.68907411731495	PAN	126.68907411731495	-1.0	11.255624110519813	-11.255624110519813
Enterocloster_clostridioformis_YL32->Bacteroides_caecimuris_I48	Enterocloster_clostridioformis_YL32	Bacteroides_caecimuris_I48	-126.68907411727933	PAN	126.68907411727933	-1.0	11.255624110518232	-11.255624110518232
Enterococcus_faecalis_KB1->Bacteroides_caecimuris_I48	Enterococcus_faecalis_KB1	Bacteroides_caecimuris_I48	-126.68907344356957	PAN	126.68907344356957	-1.0	11.255624080590536	-11.255624080590536
Flavonifractor_plautii_YL31->Bacteroides_caecimuris_I48	Flavonifractor_plautii_YL31	Bacteroides_caecimuris_I48	-126.68907411447599	PAN	126.68907411447599	-1.0	11.2556241103937	-11.2556241103937
Limosilactobacillus_reuteri_I49->Bacteroides_caecimuris_I48	Limosilactobacillus_reuteri_I49	Bacteroides_caecimuris_I48	-126.68907411735547	PAN	126.68907411735547	-1.0	11.255624110521614	-11.255624110521614
Muribaculum_intestinale_YL27->Bacteroides_caecimuris_I48	Muribaculum_intestinale_YL27	Bacteroides_caecimuris_I48	-126.68907411724491	PAN	126.68907411724491	-1.0	11.255624110516703	-11.255624110516703
Turicimonas_muris_YL45->Bacteroides_caecimuris_I48	Turicimonas_muris_YL45	Bacteroides_caecimuris_I48	-126.68907412332905	PAN	126.68907412332905	-1.0	11.255624110786973	-11.255624110786973
Acutalibacter_muris_KB1->Limosilactobacillus_reuteri_I49	Acutalibacter_muris_KB1	Limosilactobacillus_reuteri_I49	-193.59229303597445	PAN	193.59229303597445	-1.0	13.913744752437227	-13.913744752437227
Akkermansia_muciniphilaYL44->Limosilactobacillus_reuteri_I49	Akkermansia_muciniphilaYL44	Limosilactobacillus_reuteri_I49	-96.79614651279365	PAN	96.79614651279365	-1.0	9.838503265883162	-9.838503265883162
Bacteroides_caecimuris_I48->Limosilactobacillus_reuteri_I49	Bacteroides_caecimuris_I48	Limosilactobacillus_reuteri_I49	-96.79614651797482	PAN	96.79614651797482	-1.0	9.838503266146473	-9.838503266146473
Bifidobacterium_animalis_YL2->Limosilactobacillus_reuteri_I49	Bifidobacterium_animalis_YL2	Limosilactobacillus_reuteri_I49	-96.79614651821335	PAN	96.79614651821335	-1.0	9.838503266158595	-9.838503266158595
Blautia_coccoides_YL58->Limosilactobacillus_reuteri_I49	Blautia_coccoides_YL58	Limosilactobacillus_reuteri_I49	-96.79614651796267	PAN	96.79614651796267	-1.0	9.838503266145855	-9.838503266145855
Clostridium_innocuum_I46->Limosilactobacillus_reuteri_I49	Clostridium_innocuum_I46	Limosilactobacillus_reuteri_I49	-96.79614651797968	PAN	96.79614651797968	-1.0	9.83850326614672	-9.83850326614672
Enterocloster_clostridioformis_YL32->Limosilactobacillus_reuteri_I49	Enterocloster_clostridioformis_YL32	Limosilactobacillus_reuteri_I49	-96.79614651795247	PAN	96.79614651795247	-1.0	9.838503266145336	-9.838503266145336
Enterococcus_faecalis_KB1->Limosilactobacillus_reuteri_I49	Enterococcus_faecalis_KB1	Limosilactobacillus_reuteri_I49	-96.79614600320794	PAN	96.79614600320794	-1.0	9.83850323998564	-9.83850323998564
Flavonifractor_plautii_YL31->Limosilactobacillus_reuteri_I49	Flavonifractor_plautii_YL31	Limosilactobacillus_reuteri_I49	-96.79614651581059	PAN	96.79614651581059	-1.0	9.838503266036485	-9.838503266036485
Muribaculum_intestinale_YL27->Limosilactobacillus_reuteri_I49	Muribaculum_intestinale_YL27	Limosilactobacillus_reuteri_I49	-96.79614651792618	PAN	96.79614651792618	-1.0	9.838503266144	-9.838503266144
Turicimonas_muris_YL45->Limosilactobacillus_reuteri_I49	Turicimonas_muris_YL45	Limosilactobacillus_reuteri_I49	-96.79614652257473	PAN	96.79614652257473	-1.0	9.838503266380243	-9.838503266380243
Acutalibacter_muris_KB1->Flavonifractor_plautii_YL31	Acutalibacter_muris_KB1	Flavonifractor_plautii_YL31	307.7608730644426	Riboflavin	307.7608730644426	1.0	17.543114691081588	17.543114691081588
