	0.0000-0.0020	0.0020-0.0084	0.0084-0.0085	0.0085-0.0252	0.0252-0.0253	0.0253-0.0411	0.0411-0.0414	0.0414-0.0416	0.0416-0.0419	0.0419-0.0419	0.0421-0.0421	0.0421-0.0423	0.0423-0.0423	0.0423-0.0426	0.0431-0.0431	0.0431-0.0463	0.0464-0.0464	0.0465-0.0469	0.0469-0.0536	0.0536-0.0538	0.0593-0.0593	0.0702-0.0756	0.0820-0.0884	0.0884-0.0986	0.1110-0.1819	0.1819-0.1833	0.1833-0.3447	0.3447-8.5368	8.5368-9.4824	9.4824-20.0000	Source	Target
Riboflavin##Phosphate-e0##Flavonifractor_plautii_YL31	-127.45775495899906	-127.45775495970585	-127.45775495984776	-127.45775495986193	-127.45775495983115	-127.45775495996412	-127.45775495910125	-127.45775496036177	-127.45775495870701	-127.45775495740061	-127.45775496116431	-127.45775496168572	-127.45775496245906	-127.4577549629132	-127.45775496288282	-127.45775495960257	-127.45775495543886	-127.4577549551072	-127.45775495762088	-127.45775495845052	-127.45775495991579	-127.45775495954719	-127.45775495822475	-127.45775495961502	-127.45775495980477	-127.45775495922446	-127.45775495929152	-127.4577549596959	0.0	0.0	Riboflavin	Phosphate-e0
Riboflavin##L-Glutamate-e0##Flavonifractor_plautii_YL31	-68.22864673318402	-68.22864673380198	-244.8049725962499	-151.5100520710969	-317.17223542265805	-196.81247502546034	-2068.336510978335	-3882.031710181518	-2700.4142435957365	-3853.0421369207406	-410.4359024788088	-410.43590248063265	-410.43590248302826	2902.3505534999067	2902.3505534990995	-1617.345333589019	-6239.634169821965	-6239.634169804974	-2862.403579723506	-1312.307738956285	-708.2631502243628	-1911.1133018731714	869.9189189279696	173.82879990491236	156.25734801672897	-1330.2429368372955	-1330.2429368378619	0.0	0.0	0.0	Riboflavin	L-Glutamate-e0
Riboflavin##D-Glucose-e0##Flavonifractor_plautii_YL31	-8.740871282625115	-8.74087128264473	-8.740871282659723	-8.740871282663955	-8.740871282660596	-8.74087128266445	-8.740871282603866	-8.74087128271303	-8.74087128256354	-8.740871282470977	-8.740871282720583	-8.74087128274605	-8.740871282801884	-8.740871282865395	-8.74087128284054	-8.740871282636613	-8.740871282352861	-8.740871282325843	-8.740871282480903	-8.740871282556862	-8.740871282664935	-8.740871282601425	-8.740871282612138	-8.740871282666902	-8.740871282674771	-8.740871282617409	-8.740871282618356	-8.740871282643223	0.0	0.0	Riboflavin	D-Glucose-e0
Riboflavin##Mn2+-e0##Flavonifractor_plautii_YL31	-0.9241112603170308	-0.9241112603242833	-0.9241112603253171	-0.924111260326096	-0.9241112603281637	-0.9241112603272554	-0.9241112603222725	-0.9241112603287481	-0.9241112603168363	-0.9241112603086532	-0.9241112603368611	-0.9241112603405616	-0.9241112603452434	-0.9241112603456977	-0.9241112603515073	-0.9241112603226431	-0.9241112602905469	-0.9241112602871883	-0.9241112603100538	-0.9241112603132655	-0.9241112603264455	-0.9241112603238836	-0.9241112603129539	-0.9241112603229502	-0.9241112603252244	-0.92411126031956	-0.9241112603202536	-0.9241112603233625	0.0	0.0	Riboflavin	Mn2+-e0
Riboflavin##Zn2+-e0##Flavonifractor_plautii_YL31	-0.9241112603181117	-0.9241112603231935	-0.9241112603240198	-0.9241112603249745	-0.9241112603235357	-0.9241112603249027	-0.9241112603190712	-0.9241112603291891	-0.9241112603159927	-0.9241112603062752	-0.9241112603353036	-0.9241112603372537	-0.9241112603428684	-0.9241112603462748	-0.924111260348418	-0.9241112603223786	-0.9241112602924824	-0.9241112602904105	-0.9241112603098051	-0.9241112603112788	-0.9241112603255197	-0.9241112603228218	-0.9241112603106589	-0.924111260321726	-0.9241112603237318	-0.9241112603194435	-0.9241112603191175	-0.9241112603225371	0.0	0.0	Riboflavin	Zn2+-e0
Riboflavin##L-Lysine-e0##Flavonifractor_plautii_YL31	-41.268999357417286	-41.268999357661244	-41.26899935770879	-41.26899935771257	-41.268999357699236	-41.268999357744896	-41.26899935747134	1772.4261998244895	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1550.0958407865628	-41.268999357741656	-41.26899935759804	-41.268999357207704	-41.26899935763433	-41.26899935771773	-41.268999357515256	-41.26899935753241	-41.268999357677444	0.0	0.0	Riboflavin	L-Lysine-e0
Riboflavin##L-Aspartate-e0##Flavonifractor_plautii_YL31	-57.8288367899436	-57.82883679022679	-57.82883679028899	-57.82883679029833	-57.82883679029051	-57.82883679034237	1813.6951991641438	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3480.450595125293	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Riboflavin	L-Aspartate-e0
Riboflavin##Sulfate-e0##Flavonifractor_plautii_YL31	-0.9241112603194997	-0.9241112603228655	-0.9241112603236513	-0.9241112603238009	-0.9241112603234158	-0.9241112603244942	-0.9241112603170439	-0.9241112603284627	-0.9241112603139967	-0.9241112603087744	-0.9241112603333412	-0.9241112603326487	-0.9241112603421056	-0.9241112603465064	-0.924111260346202	-0.9241112603204251	-0.9241112602837679	-0.9241112602814017	-0.9241112602997447	-0.9241112603120045	-0.9241112603240175	-0.9241112603217994	-0.9241112603118723	-0.9241112603227563	-0.924111260323973	-0.9241112603185122	-0.924111260319293	-0.9241112603224818	0.0	0.0	Riboflavin	Sulfate-e0
Putrescine-e0##L-Arginine-e0##Flavonifractor_plautii_YL31	0.999999999999982	0.9999999999999711	0.9999999999999751	0.9999999999999695	0.999999999999977	0.9999999999999701	1.0000000000001479	0.999999999999823	1.0000000000002585	1.000000000000608	0.9999999999996207	0.9999999999995156	0.9999999999993091	0.9999999999991764	0.9999999999992062	1.0000000000001446	1.0000000000007843	1.0000000000008273	1.0000000000003997	1.0000000000002551	0.9999999999999241	0.9999999999999958	1.0000000000001057	0.9999999999999971	0.9999999999999722	1.0000000000000073	1.0000000000000007	0.999999999999957	0.0	0.0	Putrescine-e0	L-Arginine-e0
Spermidine-e0##L-Arginine-e0##Flavonifractor_plautii_YL31	0.9999999999999903	1.0000000000004123	1.0000000000003584	1.0000000000003038	1.000000000000304	1.0000000000003664	1.0000000000004217	1.0000000000003135	1.0000000000004439	1.0000000000005742	1.0000000000002487	1.0000000000002143	1.0000000000001386	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0000000000003884	1.0000000000003142	1.0000000000002263	1.0000000000002245	1.0000000000002667	1.0000000000000986	1.0000000000001017	1.0000000000001534	0.0	0.0	Spermidine-e0	L-Arginine-e0
Riboflavin##L-Arginine-e0##Flavonifractor_plautii_YL31	-36.57235834181429	-36.57235834203383	-36.572358342078445	-36.57235834208309	-36.57235834207018	-36.572358342102795	-36.572358341864295	-36.57235834225599	-36.57235834174432	-36.57235834135131	-36.57235834246842	-36.57235834260235	-36.57235834282449	-36.572358342958786	-36.57235834295823	-36.57235834202379	-36.572358340831194	-36.572358340734546	-36.572358341450304	-36.57235834169566	-36.57235834210052	-36.5723583419711	-36.57235834164836	-36.572358342025545	-36.57235834208359	-36.572358341914786	-36.57235834192798	-36.57235834204838	0.0	0.0	Riboflavin	L-Arginine-e0
Folate-e0##L-Glutamine-e0##Flavonifractor_plautii_YL31	1.0000000000000828	1.000000000001664	4.499999999998161	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Folate-e0	L-Glutamine-e0
Riboflavin##L-Glutamine-e0##Flavonifractor_plautii_YL31	-41.6407026683183	-41.64070266853887	46.64746026259708	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Riboflavin	L-Glutamine-e0
Riboflavin##L-Leucine-e0##Flavonifractor_plautii_YL31	-64.7264401048614	-64.72644010523362	-64.72644010530588	-64.7264401053136	-64.72644010529908	-64.72644010536526	-64.72644010493678	-64.7264401056306	-64.72644010471517	-64.72644010397929	-64.72644010599284	-64.72644010623512	-64.72644010663902	-64.72644010683985	-64.72644010684431	-64.72644010518937	-64.72644010308794	-64.72644010291418	-64.72644010417369	-64.7264401045675	-64.72644010536398	-64.72644010513054	-64.72644010453001	-64.7264401052008	-64.72644010532085	-64.72644010500423	-64.72644010503103	-64.72644010524886	0.0	0.0	Riboflavin	L-Leucine-e0
Putrescine-e0##Putrescine-e0##Flavonifractor_plautii_YL31	-1.0000000000000004	-1.0000000000000004	-1.0000000000000022	-0.9999999999999989	-1.0000000000000004	-0.9999999999999982	-0.9999999999999994	-0.9999999999999996	-1.0000000000000002	-0.9999999999999993	-0.9999999999999987	-1.0	-0.9999999999999988	-1.0000000000000004	-0.9999999999999986	-0.9999999999999986	-1.0000000000000004	-0.999999999999999	-0.9999999999999989	-1.0000000000000004	-0.9999999999999994	-1.0000000000000013	-0.9999999999999988	-0.9999999999999999	-0.9999999999999996	-0.9999999999999989	-0.9999999999999998	-1.0000000000000004	0.0	0.0	Putrescine-e0	Putrescine-e0
Riboflavin##L-Histidine-e0##Flavonifractor_plautii_YL31	-11.393282031189838	-11.393282031258707	-11.393282031271996	-11.393282031273527	-11.393282031270827	-11.393282031282379	-11.393282031208178	-11.39328203132955	-11.393282031167962	-11.393282031037431	-11.39328203139094	-11.39328203143916	-11.393282031507693	-11.393282031540119	-11.393282031544139	-11.393282031252774	-11.39328203088281	-11.39328203085413	-11.39328203107575	-11.393282031147692	-11.393282031279048	-11.393282031239137	-11.393282031131978	-11.393282031251761	-11.393282031274435	-11.393282031219139	-11.39328203122419	-11.393282031262418	0.0	0.0	Riboflavin	L-Histidine-e0
