	Source	Target	Weight	Metabolites	ABSWeight	SignWeight	ABSRootWeight	SignedRootWeight
Acutalibacter_muris_KB1->Clostridium_innocuum_I46	Acutalibacter_muris_KB1	Clostridium_innocuum_I46	-253.37814823583696	PAN	253.37814823583696	-1.0	15.91785627010864	-15.91785627010864
Akkermansia_muciniphilaYL44->Clostridium_innocuum_I46	Akkermansia_muciniphilaYL44	Clostridium_innocuum_I46	-126.6890741193481	PAN	126.6890741193481	-1.0	11.255624110610132	-11.255624110610132
Bacteroides_caecimuris_I48->Clostridium_innocuum_I46	Bacteroides_caecimuris_I48	Clostridium_innocuum_I46	-126.68907411790222	PAN	126.68907411790222	-1.0	11.255624110545902	-11.255624110545902
Bifidobacterium_animalis_YL2->Clostridium_innocuum_I46	Bifidobacterium_animalis_YL2	Clostridium_innocuum_I46	-126.68907411821444	PAN	126.68907411821444	-1.0	11.25562411055977	-11.25562411055977
Blautia_coccoides_YL58->Clostridium_innocuum_I46	Blautia_coccoides_YL58	Clostridium_innocuum_I46	-126.68907411788634	PAN	126.68907411788634	-1.0	11.255624110545195	-11.255624110545195
Enterocloster_clostridioformis_YL32->Clostridium_innocuum_I46	Enterocloster_clostridioformis_YL32	Clostridium_innocuum_I46	-126.68907411787299	PAN	126.68907411787299	-1.0	11.255624110544604	-11.255624110544604
Enterococcus_faecalis_KB1->Clostridium_innocuum_I46	Enterococcus_faecalis_KB1	Clostridium_innocuum_I46	-126.68907344416323	PAN	126.68907344416323	-1.0	11.255624080616908	-11.255624080616908
Flavonifractor_plautii_YL31->Clostridium_innocuum_I46	Flavonifractor_plautii_YL31	Clostridium_innocuum_I46	-126.68907411471608	PAN	126.68907411471608	-1.0	11.255624110404366	-11.255624110404366
Limosilactobacillus_reuteri_I49->Clostridium_innocuum_I46	Limosilactobacillus_reuteri_I49	Clostridium_innocuum_I46	-126.68907411791645	PAN	126.68907411791645	-1.0	11.255624110546533	-11.255624110546533
Muribaculum_intestinale_YL27->Clostridium_innocuum_I46	Muribaculum_intestinale_YL27	Clostridium_innocuum_I46	-126.68907411783857	PAN	126.68907411783857	-1.0	11.255624110543074	-11.255624110543074
Turicimonas_muris_YL45->Clostridium_innocuum_I46	Turicimonas_muris_YL45	Clostridium_innocuum_I46	-126.68907412392271	PAN	126.68907412392271	-1.0	11.255624110813345	-11.255624110813345
Acutalibacter_muris_KB1->Bacteroides_caecimuris_I48	Acutalibacter_muris_KB1	Bacteroides_caecimuris_I48	-253.37814823464964	PAN	253.37814823464964	-1.0	15.917856270071345	-15.917856270071345
Akkermansia_muciniphilaYL44->Bacteroides_caecimuris_I48	Akkermansia_muciniphilaYL44	Bacteroides_caecimuris_I48	-126.68907411875445	PAN	126.68907411875445	-1.0	11.25562411058376	-11.25562411058376
Bifidobacterium_animalis_YL2->Bacteroides_caecimuris_I48	Bifidobacterium_animalis_YL2	Bacteroides_caecimuris_I48	-126.68907411762078	PAN	126.68907411762078	-1.0	11.255624110533399	-11.255624110533399
Blautia_coccoides_YL58->Bacteroides_caecimuris_I48	Blautia_coccoides_YL58	Bacteroides_caecimuris_I48	-126.68907411729268	PAN	126.68907411729268	-1.0	11.255624110518823	-11.255624110518823
Clostridium_innocuum_I46->Bacteroides_caecimuris_I48	Clostridium_innocuum_I46	Bacteroides_caecimuris_I48	-126.68907411731314	PAN	126.68907411731314	-1.0	11.255624110519733	-11.255624110519733
Enterocloster_clostridioformis_YL32->Bacteroides_caecimuris_I48	Enterocloster_clostridioformis_YL32	Bacteroides_caecimuris_I48	-126.68907411727933	PAN	126.68907411727933	-1.0	11.255624110518232	-11.255624110518232
Enterococcus_faecalis_KB1->Bacteroides_caecimuris_I48	Enterococcus_faecalis_KB1	Bacteroides_caecimuris_I48	-126.68907344356957	PAN	126.68907344356957	-1.0	11.255624080590536	-11.255624080590536
Flavonifractor_plautii_YL31->Bacteroides_caecimuris_I48	Flavonifractor_plautii_YL31	Bacteroides_caecimuris_I48	-126.68907411412242	PAN	126.68907411412242	-1.0	11.255624110377994	-11.255624110377994
Limosilactobacillus_reuteri_I49->Bacteroides_caecimuris_I48	Limosilactobacillus_reuteri_I49	Bacteroides_caecimuris_I48	-126.68907411732279	PAN	126.68907411732279	-1.0	11.255624110520163	-11.255624110520163
Muribaculum_intestinale_YL27->Bacteroides_caecimuris_I48	Muribaculum_intestinale_YL27	Bacteroides_caecimuris_I48	-126.68907411724491	PAN	126.68907411724491	-1.0	11.255624110516703	-11.255624110516703
Turicimonas_muris_YL45->Bacteroides_caecimuris_I48	Turicimonas_muris_YL45	Bacteroides_caecimuris_I48	-126.68907412332905	PAN	126.68907412332905	-1.0	11.255624110786973	-11.255624110786973
Acutalibacter_muris_KB1->Limosilactobacillus_reuteri_I49	Acutalibacter_muris_KB1	Limosilactobacillus_reuteri_I49	-193.5922930346291	PAN	193.5922930346291	-1.0	13.913744752388881	-13.913744752388881
Akkermansia_muciniphilaYL44->Limosilactobacillus_reuteri_I49	Akkermansia_muciniphilaYL44	Limosilactobacillus_reuteri_I49	-96.79614651840686	PAN	96.79614651840686	-1.0	9.838503266168429	-9.838503266168429
