	0.0000-0.0000	0.0000-0.0012	0.0012-0.0728	0.0746-0.0751	0.0751-0.0805	0.0805-0.0835	0.0835-0.0843	0.0843-0.0877	0.0877-0.0883	0.0883-0.0995	0.0995-0.0997	0.0997-0.1039	0.1212-0.1215	0.1888-0.1898	0.1898-0.2206	0.2206-0.2206	0.2272-0.2293	0.4678-0.4680	0.4680-0.4680	0.4680-0.4721	0.4797-0.5282	0.5282-0.5296	0.5296-0.7420	0.9845-0.9845	0.9845-1.0084	1.0102-1.0102	1.0102-1.0103	1.0103-1.0104	1.0104-1.0276	1.0276-1.1022	1.3480-1.3487	1.3487-1.6281	1.6281-3.9999	4.0004-4.0603	4.0603-9.3849	9.3849-18.8345	18.8345-20.0000	Source	Target
Bacteroides_caecimuris_I48##L-Serine##Microbe	-804.1519522309333	-798.8186188976163	-541.8686623914626	-695.9675662779628	-2600.9496807700816	-2600.9496807700816	-2600.9496807691494	-2600.9496807691494	-2024.554431348458	-2568.0535008718584	-0.9999999999999998	-0.9999999999999993	-1.0000000000000002	-1.0000000000000002	-1.0000000000000002	-1.0000000000000002	-1.0000000000000002	-1.0000000000000002	-1.0000000000000002	-1.0000000000000002	-1.0000000000000002	-1.0000000000000002	-1.0000000000000002	-1.0000000000000002	-1.0000000000000002	-1.0000000000000002	-1.0000000000000002	-1.0000000000000002	-1.0000000000000002	-1.0000000000000002	-1.0000000000000002	-1.0000000000000002	-1.0000000000000002	-1.0000000000000002	-1.0000000000000002	-1.0000000000000002	-1.0000000000000002	Bacteroides_caecimuris_I48	L-Serine
Muribaculum_intestinale_YL27##D-Glucose-e0##Microbe	-954.4316802312229	-983.4846744297625	-983.4846744297625	-983.4846744297625	-983.4846744297625	-1.000000000000001	-1.000000000000001	-0.9999999999999992	-0.9999999999999992	-0.9999999999999992	-0.9999999999999992	-0.9999999999999992	-1.0	-1.0000000000000016	-1.0000000000000009	-1.0	-1.0	-1.0000000000000004	-0.9999999999999984	-0.9999999999999989	-1.0000000000000009	-1.0000000000000004	-1.0000000000000002	-0.9999999999999989	-0.9999999999999989	-1.0	-0.9999999999999998	-1.0000000000000002	-0.9999999999999998	-1.0000000000000007	-0.9999999999999991	-0.9999999999999991	-0.9999999999999998	-1.0	-0.9999999999999998	-1.0	-1.0	Muribaculum_intestinale_YL27	D-Glucose-e0
Bacteroides_caecimuris_I48##H2O-e0##Microbe	-262.2832898396696	-256.9499565063422	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteroides_caecimuris_I48	H2O-e0
Bacteroides_caecimuris_I48##L-Tyrosine##Microbe	-17.08355495650353	-17.08355495650353	-17.08355495651354	-17.083554956381803	-17.083554956358704	-17.083554956358704	-17.08355495629136	-17.08355495629136	-17.083554956348483	-17.083554956338197	-17.083554956637453	-17.08355495645015	-17.083554956435904	-17.083554956435904	-17.083554956435904	-17.083554956435904	-17.083554956435904	-17.083554956435904	-17.083554956435904	-17.083554956435904	-17.083554956435904	-17.083554956435904	-17.083554956435904	-17.083554956435904	-17.083554956435904	-17.083554956435904	-17.083554956435904	-17.083554956435904	-17.083554956435904	-17.083554956435904	-17.083554956435904	-17.083554956435904	-17.083554956435904	-17.083554956435904	-17.083554956435904	-17.083554956435904	0.0	Bacteroides_caecimuris_I48	L-Tyrosine
Muribaculum_intestinale_YL27##Mg-e0##Microbe	-0.9241112603244332	-0.9241112603252273	-0.9241112603252273	-0.9241112603252273	-0.9241112603252273	-0.9241112603229851	-0.9241112603229851	-0.9241112603196858	-0.9241112603196858	-0.9241112603196858	-0.9241112603196858	-0.9241112603196858	-0.924111260317124	-0.9241112603119329	-0.9241112603099952	-0.9241112603179723	-0.9241112603217446	-0.9241112603151628	-0.9241112603160191	-0.9241112603154399	-0.9241112603155356	-0.9241112603157341	-0.9241112603156675	-0.9241112603144338	-0.924111260314186	-0.924111260314206	-0.9241112603148386	-0.9241112603152647	-0.9241112603163916	-0.9241112603139853	-0.9241112603150834	-0.9241112603151109	-0.9241112603107857	-0.9241112603111356	-0.924111260313173	-0.9241112603133144	0.0	Muribaculum_intestinale_YL27	Mg-e0
Muribaculum_intestinale_YL27##L-Threonine##Microbe	-74.99313011410563	-74.99313011416966	-74.99313011416966	-74.99313011416966	-74.99313011416966	-74.99313011400146	-74.99313011400146	-74.99313011372637	-74.99313011372637	-74.99313011372637	-74.99313011372637	-74.99313011372637	-74.99313011352594	-74.99313011307635	-74.99313011297531	-74.99313011358396	-74.99313011391747	-74.99313011337378	-74.99313011344398	-74.99313011338151	-74.9931301133903	-74.9931301134173	-74.99313011341135	-1082.0288318712867	-1082.0288318709875	-1.0000000000000007	-1.0000000000000002	-1.0000000000000013	-1.0000000000000013	-1.0000000000000007	-0.9999999999999996	-0.9999999999999998	-1.0000000000000002	-1.0	-0.9999999999999996	-0.999999999999999	-0.999999999999999	Muribaculum_intestinale_YL27	L-Threonine
Muribaculum_intestinale_YL27##K+-e0##Microbe	-0.9241112603219938	-0.9241112603229	-0.9241112603229	-0.9241112603229	-0.9241112603229	-0.9241112603190949	-0.9241112603190949	-0.9241112603192312	-0.9241112603192312	-0.9241112603192312	-0.9241112603192312	-0.9241112603192312	-0.9241112603166999	-0.9241112603061998	-0.9241112603087233	-0.9241112603173949	-0.9241112603200898	-0.9241112603153275	-0.9241112603160698	-0.9241112603153312	-0.9241112603148829	-0.9241112603152768	-0.924111260315134	-0.9241112603142797	-0.9241112603140005	-0.9241112603132784	-0.9241112603148632	-0.9241112603144366	-0.9241112603162144	-0.924111260313783	-0.9241112603130808	-0.9241112603131075	-0.9241112603080873	-0.9241112603081609	-0.9241112603110945	-0.9241112603112553	0.0	Muribaculum_intestinale_YL27	K+-e0
Muribaculum_intestinale_YL27##L-Methionine-e0##Microbe	-20.48243529520099	-20.482435295217783	-20.482435295217783	-20.482435295217783	-20.482435295217783	-20.48243529516626	-20.48243529516626	-20.48243529506945	-20.48243529506945	-20.48243529506945	-20.48243529506945	-20.48243529506945	-20.482435295001874	-20.48243529488225	-20.482435294861713	-20.482435295059915	-20.482435295140082	-20.482435294957074	-20.482435294989397	-20.48243529497172	-20.4824352949715	-20.482435294981556	-20.48243529497898	-20.482435294950918	-20.482435294945454	-20.48243529494192	-20.482435294958883	-20.482435294964972	-20.48243529499483	-20.482435294947987	-20.48243529495415	-20.48243529495933	-20.48243529482133	-19.482435294331022	-19.48243529455608	-19.482435294558947	0.0	Muribaculum_intestinale_YL27	L-Methionine-e0
Bacteroides_caecimuris_I48##Inosine-e0##Microbe	-58.08478561389631	-58.08478561389631	-58.08478561392017	-58.084785613238765	-58.084785613147346	-58.084785613147346	-58.084785613104316	-58.084785613104316	-58.08478561317237	-58.08478561313986	-58.08478561444583	-58.08478561362811	-58.084785613462735	-58.084785613462735	-58.084785613462735	-58.084785613462735	-58.084785613462735	-58.084785613462735	-58.084785613462735	-58.084785613462735	-58.084785613462735	-58.084785613462735	-58.084785613462735	-58.084785613462735	-58.084785613462735	-58.084785613462735	-58.084785613462735	-58.084785613462735	-58.084785613462735	-58.084785613462735	-58.084785613462735	-58.084785613462735	-58.084785613462735	-58.084785613462735	-58.084785613462735	-58.084785613462735	0.0	Bacteroides_caecimuris_I48	Inosine-e0
Bacteroides_caecimuris_I48##Phosphate-e0##Microbe	-127.457754958994	-127.457754958994	-127.45775495904458	-127.45775495767583	-127.45775495752858	-127.45775495752858	-127.45775495737752	-127.45775495737752	-127.45775495754309	-127.45775495747597	-127.45775496013137	-127.45775495845629	-127.45775495817237	-127.45775495817237	-127.45775495817237	-127.45775495817237	-127.45775495817237	-127.45775495817237	-127.45775495817237	-127.45775495817237	-127.45775495817237	-127.45775495817237	-127.45775495817237	-127.45775495817237	-127.45775495817237	-127.45775495817237	-127.45775495817237	-127.45775495817237	-127.45775495817237	-127.45775495817237	-127.45775495817237	-127.45775495817237	-127.45775495817237	-127.45775495817237	-127.45775495817237	-127.45775495817237	0.0	Bacteroides_caecimuris_I48	Phosphate-e0
