	0.0000-0.0000	0.0000-0.0006	0.0022-0.0057	0.0058-0.0090	0.0097-0.0097	0.0097-0.0112	0.0112-0.0116	0.0121-0.0124	0.0124-0.0126	0.0126-0.0129	0.0129-0.0129	0.0129-0.0130	0.0130-0.0130	0.0130-0.0133	0.0133-0.0188	0.0188-0.0427	0.0427-0.2022	0.3102-0.3623	0.3623-0.3625	0.3625-0.3639	0.3639-0.4059	0.4059-0.4085	0.4085-0.4274	0.4754-0.5844	0.5845-0.5879	0.5879-0.5995	0.5995-0.5995	0.5995-0.6627	0.6627-0.6627	0.6627-5.8404	5.8404-5.8404	5.8404-6.8241	6.8437-6.8437	6.8437-6.8719	6.8951-6.8953	6.8953-7.7294	7.7294-7.7302	7.7302-7.7302	7.8442-20.0000	Source	Target
Enterococcus_faecalis_KB1##N-Acetyl-D-glucosamine-e0##Microbe	-1.0000000000000007	-1.0000000000000002	-1.0000000000000002	-1.0000000000000002	-1.0000000000000002	-0.9999999999999998	-0.9999999999999998	-0.9999999999999998	-0.9999999999999998	-0.9999999999999998	-0.9999999999999998	-0.9999999999999998	-0.9999999999999998	-0.9999999999999998	-0.9999999999999998	-0.9999999999999998	-0.9999999999999998	-0.9999999999999998	-0.9999999999999998	-0.9999999999999998	-0.9999999999999998	-0.9999999999999998	-0.9999999999999998	-0.9999999999999998	-0.9999999999999998	-0.9999999999999998	-0.9999999999999998	-0.9999999999999998	-0.9999999999999998	-0.9999999999999998	-1.0	-1.0	-0.9999999999999992	-0.9999999999999992	-1.0000000000000007	-1.0000000000000007	-1.0000000000000007	-1.0000000000000007	-1.000000000000001	Enterococcus_faecalis_KB1	N-Acetyl-D-glucosamine-e0
Enterococcus_faecalis_KB1##Cl--e0##Microbe	-0.7060625360171188	-0.7060625360121109	-0.7060625360121109	-0.7060625360121109	-0.7060625360121109	-0.7060625359959711	-0.7060625359959711	-0.7060625359959711	-0.7060625359959711	-0.7060625359959711	-0.7060625359959711	-0.7060625359959711	-0.7060625359959711	-0.7060625359959711	-0.7060625359959711	-0.7060625359959711	-0.7060625359959711	-0.7060625359959711	-0.7060625359959711	-0.7060625359959711	-0.7060625359959711	-0.7060625359959711	-0.7060625359959711	-0.7060625359959711	-0.7060625359959711	-0.7060625359959711	-0.7060625359959711	-0.7060625359959711	-0.7060625359959711	-0.7060625359959711	-0.7060625363935032	-0.7060625363935032	-0.7060625369632865	-0.7060625369632865	-0.006437784534392809	-0.706062532106939	-0.7060625383649604	-0.7060625383649604	-0.7060625625202117	Enterococcus_faecalis_KB1	Cl--e0
Limosilactobacillus_reuteri_I49##L-Phenylalanine-e0##Microbe	-19.79070206575427	-19.79070206575427	-19.79070206574431	-19.79070206581936	-19.790702065597326	-19.790702065597326	-0.5781409674134425	-83.15106737412572	-0.10297355779103406	-1.584288982471121	-19.790702065572674	-19.790702065580444	-19.790702065608638	-19.79070206560512	-19.79070206561516	-19.790702065859673	-19.790702065546977	-0.4336533520880427	-83.1510673532105	-83.15106735224431	-83.15106735703995	-1.0099541413823556	-0.11241583318958205	-0.11241583318968223	-0.11241583318968229	-0.11241583318967725	-0.11241583318967428	-0.1124158331896714	-0.11241583318968282	-0.11241583318965133	-0.11241583318965133	-0.11241583318965133	-0.11241583318965133	-0.11241583318965133	-0.11241583318965133	-0.11241583318965133	-0.11241583318965133	-0.11241583318969105	-0.11241583318969202	Limosilactobacillus_reuteri_I49	L-Phenylalanine-e0
Limosilactobacillus_reuteri_I49##Cytosine##Microbe	-12.165428977275381	-12.165428977275381	-12.165428977268723	-0.9999999999999992	-1.0000000000000002	-1.0000000000000002	-1.0000000000000004	-0.9999999999999989	-0.9999999999999998	-1.0000000000000002	-0.9999999999999991	-0.9999999999999993	-0.9999999999999982	-1.0000000000000007	-0.9999999999999987	-1.0000000000000018	-1.0000000000000007	-1.0	-0.9999999999999982	-1.0000000000000002	-1.0000000000000004	-0.9999999999999996	-0.9999999999999988	-1.0000000000000007	-1.0000000000000007	-1.0	-0.9999999999999993	-1.0000000000000009	-0.9999999999999998	-0.9999999999999999	-0.9999999999999999	-0.9999999999999999	-0.9999999999999999	-0.9999999999999999	-0.9999999999999999	-0.9999999999999999	-0.9999999999999999	-1.0000000000000007	-1.0	Limosilactobacillus_reuteri_I49	Cytosine
Limosilactobacillus_reuteri_I49##L-Aspartate-e0##Microbe	-2606.597575520037	-2597.5975755200175	-2597.5975755187224	-201.89718189784418	-1452.4935400884804	-1452.4935400884804	-3.629063649728568	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.0000000000000004	-1.0000000000000002	-0.9999999999999996	-0.9999999999999996	-1.0000000000000056	-1.0000000000000004	-1.0000000000000004	-1.0000000000000002	-0.999999999999999	-0.9999999999999989	-1.0000000000000007	-1.0000000000000004	-1.000000000000001	-1.000000000000001	-1.000000000000001	-1.000000000000001	-1.000000000000001	-1.000000000000001	-1.000000000000001	-1.000000000000001	-0.9999999999999991	-0.9999999999999993	Limosilactobacillus_reuteri_I49	L-Aspartate-e0
Limosilactobacillus_reuteri_I49##Phosphate-e0##Microbe	-129.86418562011391	-129.86418562011391	-129.86418562005164	-129.8641856200479	-129.86418561866807	-129.86418561866807	-3.793690878517526	-545.6272148438682	-0.6756999917580834	-10.39591207078259	-129.86418561837255	-129.86418561842356	-129.86418561861967	-129.86418561857695	-129.86418561871514	-129.8641856203375	-129.86418561815177	-2.845580678388275	-545.6272147095085	-545.6272147033247	-545.6272147333952	-6.627196531388865	-0.7376590572412339	-0.7376590572395741	-0.7376590572395738	-0.7376590572392044	-0.7376590572394873	-0.7376590572390185	-0.7376590572397524	-0.7376590572391363	-0.7376590572391363	-0.7376590572391363	-0.7376590572391363	-0.7376590572391363	-0.7376590572391363	-0.7376590572391363	-0.7376590572391363	-0.7376590572384151	-0.7376590572384041	Limosilactobacillus_reuteri_I49	Phosphate-e0
Limosilactobacillus_reuteri_I49##L-Proline-e0##Microbe	-18.087781190331253	-18.087781190331253	-18.087781190321998	-18.08778119039436	-18.08778119019593	-18.08778119019593	-0.5283939539384006	-75.99620808848434	-0.09411304235304063	-1.4479664421194562	-18.08778119017323	-18.08778119018024	-18.087781190205877	-18.087781190202836	-18.087781190211143	-18.087781190434075	-18.08778119015086	-0.3963389938850397	-75.99620806932802	-75.99620806847099	-75.99620807284204	-0.9230511106122553	-0.10274284289188561	-0.1027428428920166	-0.10274284289201786	-0.10274284289202104	-0.10274284289201047	-0.10274284289201535	-0.10274284289201271	-0.10274284289198984	-0.10274284289198984	-0.10274284289198984	-0.10274284289198984	-0.10274284289198984	-0.10274284289198984	-0.10274284289198984	-0.10274284289198984	-0.1027428428920267	-0.10274284289202698	Limosilactobacillus_reuteri_I49	L-Proline-e0
Enterococcus_faecalis_KB1##D-Glucose-e0##Microbe	-31.32176771158102	-31.321767711331606	-31.321767711331606	-31.321767711331606	-31.321767711331606	-31.321767710510166	-31.321767710510166	-31.321767710510166	-31.321767710510166	-31.321767710510166	-31.321767710510166	-31.321767710510166	-31.321767710510166	-31.321767710510166	-31.321767710510166	-31.321767710510166	-31.321767710510166	-31.321767710510166	-31.321767710510166	-31.321767710510166	-31.321767710510166	-31.321767710510166	-31.321767710510166	-31.321767710510166	-31.321767710510166	-31.321767710510166	-31.321767710510166	-31.321767710510166	-31.321767710510166	-31.321767710510166	-31.321767730382632	-31.321767730382632	-31.3217677604326	-31.3217677604326	1.1686207776493769	-31.321767544630177	-31.321767811747527	-31.321767811747527	-31.32176883065972	Enterococcus_faecalis_KB1	D-Glucose-e0
Enterococcus_faecalis_KB1##L-Isoleucine-e0##Microbe	-38.57060811488612	-38.57060811461231	-38.57060811461231	-38.57060811461231	-38.57060811461231	-38.57060811373077	-38.57060811373077	-38.57060811373077	-38.57060811373077	-38.57060811373077	-38.57060811373077	-38.57060811373077	-38.57060811373077	-38.57060811373077	-38.57060811373077	-38.57060811373077	-38.57060811373077	-38.57060811373077	-38.57060811373077	-38.57060811373077	-38.57060811373077	-38.57060811373077	-38.57060811373077	-38.57060811373077	-38.57060811373077	-38.57060811373077	-38.57060811373077	-38.57060811373077	-38.57060811373077	-38.57060811373077	-38.57060813543627	-38.57060813543627	-38.570608165673576	-38.570608165673576	-0.351681687864135	-38.570607901402795	-38.57060824322354	-38.57060824322354	-38.57060956246224	Enterococcus_faecalis_KB1	L-Isoleucine-e0
Limosilactobacillus_reuteri_I49##Urea-e0##Microbe	-0.9999999999999998	-0.9999999999999998	-0.9999999999999989	-0.9999999999999993	-1.0000000000000024	-1.0000000000000024	-1.0000000000000013	-0.9999999999999998	-1.0	-15.385396178068975	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Limosilactobacillus_reuteri_I49	Urea-e0
Enterococcus_faecalis_KB1##Mg-e0##Microbe	-0.706062536017256	-0.7060625360123312	-0.7060625360123312	-0.7060625360123312	-0.7060625360123312	-0.7060625359961256	-0.7060625359961256	-0.7060625359961256	-0.7060625359961256	-0.7060625359961256	-0.7060625359961256	-0.7060625359961256	-0.7060625359961256	-0.7060625359961256	-0.7060625359961256	-0.7060625359961256	-0.7060625359961256	-0.7060625359961256	-0.7060625359961256	-0.7060625359961256	-0.7060625359961256	-0.7060625359961256	-0.7060625359961256	-0.7060625359961256	-0.7060625359961256	-0.7060625359961256	-0.7060625359961256	-0.7060625359961256	-0.7060625359961256	-0.7060625359961256	-0.706062536388761	-0.706062536388761	-0.7060625369579063	-0.7060625369579063	-0.006437784534381492	-0.7060625320849808	-0.7060625383662558	-0.7060625383662558	-0.7060625625157428	Enterococcus_faecalis_KB1	Mg-e0
Limosilactobacillus_reuteri_I49##Inosine##Microbe	-19.508390007168387	-19.508390007168387	-19.508390007157818	-19.5083900070305	-19.508390006787774	-19.508390006787774	2.34246787555322	-91.56949267051174	2.8828859637463506	1.1981541542695944	-19.508390006727986	-19.50839000673978	-19.50839000678836	-19.508390006774498	-19.50839000681491	-19.508390007115143	-19.5083900066908	2.5067967399905418	-91.56949264803175	-91.5694926470093	-91.56949265174896	1.8513574895917497	2.8721470613831315	2.8721470613825106	2.8721470613825133	2.872147061382469	2.8721470613825013	2.8721470613824653	2.872147061382527	2.8721470613824818	2.8721470613824818	2.8721470613824818	2.8721470613824818	2.8721470613824818	2.8721470613824818	2.8721470613824818	2.8721470613824818	2.8721470613836435	2.872147061383676	Limosilactobacillus_reuteri_I49	Inosine
Enterococcus_faecalis_KB1##Ca2+-e0##Microbe	-0.7060625360171298	-0.7060625360122799	-0.7060625360122799	-0.7060625360122799	-0.7060625360122799	-0.706062535996118	-0.706062535996118	-0.706062535996118	-0.706062535996118	-0.706062535996118	-0.706062535996118	-0.706062535996118	-0.706062535996118	-0.706062535996118	-0.706062535996118	-0.706062535996118	-0.706062535996118	-0.706062535996118	-0.706062535996118	-0.706062535996118	-0.706062535996118	-0.706062535996118	-0.706062535996118	-0.706062535996118	-0.706062535996118	-0.706062535996118	-0.706062535996118	-0.706062535996118	-0.706062535996118	-0.706062535996118	-0.7060625363915483	-0.7060625363915483	-0.7060625369586179	-0.7060625369586179	-0.006437784534389089	-0.7060625321078035	-0.7060625383666762	-0.7060625383666762	-0.7060625625197893	Enterococcus_faecalis_KB1	Ca2+-e0
Limosilactobacillus_reuteri_I49##L-Asparagine-e0##Microbe	-16.661009646047678	-16.661009646047678	-16.661009646033452	-16.66100964609752	-16.661009645875286	-16.661009645875286	-0.4867140237289985	-2366.2312947934556	11.15504288289313	-1.0000000000000016	-1.0000000000000002	-0.9999999999999996	-0.999999999999999	-0.9999999999999999	-1.0000000000000002	-1.0000000000000018	-0.9999999999999994	-0.9999999999999991	-1.0	-0.999999999999999	-0.9999999999999989	-1.0000000000000004	-0.9999999999999998	-0.999999999999999	-1.000000000000001	-1.000000000000001	-1.000000000000001	-0.9999999999999983	-0.999999999999998	-0.9999999999999983	-0.9999999999999983	-0.9999999999999983	-0.9999999999999983	-0.9999999999999983	-0.9999999999999983	-0.9999999999999983	-0.9999999999999983	-1.0000000000000002	-1.0000000000000002	Limosilactobacillus_reuteri_I49	L-Asparagine-e0
Limosilactobacillus_reuteri_I49##L-Tyrosine-e0##Microbe	-11.972744790283512	-11.972744790283512	-11.97274479027804	-11.972744790143171	-11.972744790002562	-11.972744790002562	0.621030360717633	-53.505270832943786	0.9325011472070364	-0.038496591739522114	-11.972744789950191	-11.97274478995654	-11.972744789983949	-11.9727447899746	-11.972744790003304	-11.972744790191927	-11.972744789914724	0.7157415514921832	-53.5052708200765	-53.50527081944945	-53.50527082245732	0.33797814334739323	0.926311764508996	0.9263117645092273	0.9263117645092275	0.9263117645092457	0.9263117645092421	0.9263117645092469	0.9263117645092384	0.9263117645092461	0.9263117645092461	0.9263117645092461	0.9263117645092461	0.9263117645092461	0.9263117645092461	0.9263117645092461	0.9263117645092461	0.9263117645092569	0.9263117645092567	Limosilactobacillus_reuteri_I49	L-Tyrosine-e0
Limosilactobacillus_reuteri_I49##fe3-e0##Microbe	-0.7060625359774549	-0.7060625359774549	-0.7060625359771023	-0.7060625359785032	-0.7060625359716838	-0.7060625359716838	-0.02062603318709878	-2.9665371801509206	-0.003673733812532976	-0.056521850158083045	-0.7060625359702862	-0.7060625359705558	-0.7060625359715612	-0.7060625359714385	-0.7060625359717784	-0.7060625359803698	-0.7060625359693115	-0.015471224037081455	-2.9665371794141917	-2.9665371793827684	-2.9665371795441158	-0.03603160615101433	-0.004010600937860908	-0.004010600937861458	-0.004010600937861452	-0.00401060093786217	-0.004010600937861208	-0.004010600937861891	-0.0040106009378614105	-0.00401060093785997	-0.00401060093785997	-0.00401060093785997	-0.00401060093785997	-0.00401060093785997	-0.00401060093785997	-0.00401060093785997	-0.00401060093785997	-0.004010600937861387	-0.004010600937861423	Limosilactobacillus_reuteri_I49	fe3-e0
Limosilactobacillus_reuteri_I49##Mn2+-e0##Microbe	-0.7060625359773164	-0.7060625359773164	-0.7060625359769215	-0.7060625359788142	-0.7060625359693058	-0.7060625359693058	-0.02062603318708532	-2.9665371801462737	-0.003673733812547587	-0.05652185015802774	-0.7060625359693101	-0.7060625359695785	-0.7060625359706191	-0.7060625359704862	-0.7060625359708923	-0.7060625359798275	-0.7060625359682283	-0.015471224037079854	-2.966537179401454	-2.966537179365939	-2.966537179536575	-0.03603160615096317	-0.004010600937853113	-0.004010600937857056	-0.004010600937856991	-0.0040106009378553745	-0.004010600937855359	-0.004010600937855649	-0.0040106009378558655	-0.00401060093785427	-0.00401060093785427	-0.00401060093785427	-0.00401060093785427	-0.00401060093785427	-0.00401060093785427	-0.00401060093785427	-0.00401060093785427	-0.004010600937856604	-0.004010600937856739	Limosilactobacillus_reuteri_I49	Mn2+-e0
Enterococcus_faecalis_KB1##Fe2+-e0##Microbe	-1.7060625360861739	-2.4121250720797804	-2.4121250720797804	-2.4121250720797804	-2.4121250720797804	-2.4121250720248635	-2.4121250720248635	-2.4121250720248635	-2.4121250720248635	-2.4121250720248635	-2.4121250720248635	-2.4121250720248635	-2.4121250720248635	-2.4121250720248635	-2.4121250720248635	-2.4121250720248635	-2.4121250720248635	-2.4121250720248635	-2.4121250720248635	-2.4121250720248635	-2.4121250720248635	-2.4121250720248635	-2.4121250720248635	-2.4121250720248635	-2.4121250720248635	-2.4121250720248635	-2.4121250720248635	-2.4121250720248635	-2.4121250720248635	-2.4121250720248635	-2.4121250733785202	-2.4121250733785202	-2.41212507528295	-2.41212507528295	-0.021993436405474125	-2.4121250587377845	-2.4121250801139804	-2.4121250801139804	-2.4121251626232354	Enterococcus_faecalis_KB1	Fe2+-e0
