	Source	Target	Microbe	Weight	Variance	ABS_Weight	Sign_Weight	ABSRootWeight	SignedRootWeight
0	D-Glucose	L-Alanine	bc1016	-0.023413786572904466	6.126181030537305e-06	0.023413786572904466	-1.0	0.15301564159557174	-0.15301564159557174
1	D-Glucose	L-Glutamate	bc1016	-0.012618036033540343	1.7792215998212975e-06	0.012618036033540343	-1.0	0.11233003175260098	-0.11233003175260098
2	D-Glucose	Riboflavin	bc1016	-0.0004351708145127007	2.116245451135721e-09	0.0004351708145127007	-1.0	0.02086074817720354	-0.02086074817720354
3	D-Glucose	Zn2+	bc1016	-0.00014505693817197036	2.3513838346299385e-10	0.00014505693817197036	-1.0	0.012043958575649882	-0.012043958575649882
4	D-Glucose	L-Histidine	bc1016	-0.004097321100226096	1.8760591028037205e-07	0.004097321100226096	-1.0	0.06401032026342389	-0.06401032026342389
5	D-Glucose	Co2+	bc1016	-0.00014505693817183982	2.3513838346257044e-10	0.00014505693817183982	-1.0	0.012043958575644463	-0.012043958575644463
6	D-Glucose	D-Glucose	bc1016	-0.8997281752706137	0.00904626190598955	0.8997281752706137	-1.0	0.9485400230199112	-0.9485400230199112
7	D-Glucose	K+	bc1016	-0.00014505693817207186	2.351383834633227e-10	0.00014505693817207186	-1.0	0.012043958575654098	-0.012043958575654098
8	D-Glucose	L-Proline	bc1016	-0.00952972435670606	1.0148624731226317e-06	0.00952972435670606	-1.0	0.09762030709184467	-0.09762030709184467
9	D-Glucose	L-Glutamine	bc1016	-0.01132517967029437	1.433298733308928e-06	0.01132517967029437	-1.0	0.10641982743029783	-0.10641982743029783
10	D-Glucose	Pyridoxal	bc1016	-0.00014505693817218698	2.351383834636956e-10	0.00014505693817218698	-1.0	0.012043958575658875	-0.012043958575658875
11	D-Glucose	TRHL	bc1016	-0.0030618243128783546	1.0476278866322235e-07	0.0030618243128783546	-1.0	0.05533375382963237	-0.05533375382963237
12	D-Glucose	AMP	bc1016	-0.005477656412502023	3.35301958971443e-07	0.005477656412502023	-1.0	0.07401119113013939	-0.07401119113013939
13	D-Glucose	Deoxycytidine	bc1016	-0.0006205274434017197	4.3029718245216665e-09	0.0006205274434017197	-1.0	0.02491038826276539	-0.02491038826276539
14	D-Glucose	L-Cysteine	bc1016	-0.003936190495161456	1.7314052589665224e-07	0.003936190495161456	-1.0	0.06273906673804971	-0.06273906673804971
15	D-Glucose	Mn2+	bc1016	-0.00014505693817242702	2.3513838346447384e-10	0.00014505693817242702	-1.0	0.012043958575668841	-0.012043958575668841
16	D-Glucose	D-Alanine	bc1016	-0.0025857127265174243	7.471487283973941e-08	0.0025857127265174243	-1.0	0.05084990389880225	-0.05084990389880225
17	D-Glucose	Chorismate	bc1016	-0.0002901138763431048	9.405535338465539e-10	0.0002901138763431048	-1.0	0.01703272956231927	-0.01703272956231927
18	D-Glucose	Glycerol	bc1016	-0.0032199516269813735	1.1586311768343553e-07	0.0032199516269813735	-1.0	0.05674461760362275	-0.05674461760362275
19	D-Glucose	4-Hydroxybenzoate	bc1016	-0.00014505693816307925	2.3513838343416894e-10	0.00014505693816307925	-1.0	0.012043958575280771	-0.012043958575280771
20	D-Glucose	L-Leucine	bc1016	-0.019404728581407397	4.207863670459216e-06	0.019404728581407397	-1.0	0.13930085635561398	-0.13930085635561398
21	D-Glucose	L-Aspartate	bc1016	-0.010381414697764048	1.2043690745151842e-06	0.010381414697764048	-1.0	0.10188922758449025	-0.10188922758449025
22	D-Glucose	L-Arginine	bc1016	-0.01275233645800591	1.8172975495392003e-06	0.01275233645800591	-1.0	0.1129262434423722	-0.1129262434423722
23	D-Glucose	CMP	bc1016	-0.0012190314028653504	1.6606430892495682e-08	0.0012190314028653504	-1.0	0.034914630212352964	-0.034914630212352964
24	D-Glucose	Sulfate	bc1016	-0.00014505693817214648	2.3513838346356394e-10	0.00014505693817214648	-1.0	0.012043958575657194	-0.012043958575657194
25	D-Glucose	Acetate	bc1016	1.3464278611956855	0.02025875233805572	1.3464278611956855	1.0	1.16035678185448	1.16035678185448
26	D-Glucose	Putrescine	bc1016	-0.00014505693817212155	2.351383834634843e-10	0.00014505693817212155	-1.0	0.01204395857565616	-0.01204395857565616
27	D-Glucose	L-Phenylalanine	bc1016	-0.00798747427965435	7.129604863953363e-07	0.00798747427965435	-1.0	0.08937267076491756	-0.08937267076491756
28	D-Glucose	Oxidized glutathione	bc1016	-7.252846908619208e-05	5.878459586608377e-11	7.252846908619208e-05	-1.0	0.008516364781184052	-0.008516364781184052
29	D-Glucose	2-Oxoglutarate	bc1016	-0.0002901138763434022	9.40553533848481e-10	0.0002901138763434022	-1.0	0.017032729562328	-0.017032729562328
30	D-Glucose	Uridine	bc1016	-0.004840370804843089	2.6182058040535877e-07	0.004840370804843089	-1.0	0.06957277344509911	-0.06957277344509911
31	D-Glucose	Ca2+	bc1016	-0.0001450569381715987	2.3513838346178824e-10	0.0001450569381715987	-1.0	0.012043958575634454	-0.012043958575634454
32	D-Glucose	L-Tyrosine	bc1016	-0.00623805628180517	4.348556260857846e-07	0.00623805628180517	-1.0	0.07898136667471113	-0.07898136667471113
33	D-Glucose	Spermidine	bc1016	-0.00014505693817147563	2.351383834613893e-10	0.00014505693817147563	-1.0	0.012043958575629345	-0.012043958575629345
34	D-Glucose	Pimelate	bc1016	-0.0003825998083630657	1.6358218770054078e-09	0.0003825998083630657	-1.0	0.01956015869984356	-0.01956015869984356
35	D-Glucose	NH3	bc1016	0.0007252846908574735	5.878459586536274e-09	0.0007252846908574735	1.0	0.026931110093300528	0.026931110093300528
36	D-Glucose	Glucose-1-phosphate	bc1016	-0.0034024575034139223	1.2936951049164868e-07	0.0034024575034139223	-1.0	0.05833058805990149	-0.05833058805990149
37	D-Glucose	Cl-	bc1016	-0.00014505693817241098	2.3513838346442183e-10	0.00014505693817241098	-1.0	0.012043958575668175	-0.012043958575668175
38	D-Glucose	BET	bc1016	-0.00029011387633543005	9.405535337967905e-10	0.00029011387633543005	-1.0	0.017032729562093975	-0.017032729562093975
39	D-Glucose	1,2-Diacyl-sn-glycerol dioctadecanoyl	bc1016	-0.006439903253970676	4.6345247073488255e-07	0.006439903253970676	-1.0	0.08024900780676779	-0.08024900780676779
40	D-Glucose	fe3	bc1016	-0.0004351708145150764	2.1162454511588265e-09	0.0004351708145150764	-1.0	0.02086074817726048	-0.02086074817726048
41	D-Glucose	L-Valine	bc1016	-0.018207758372352594	3.70475487786035e-06	0.018207758372352594	-1.0	0.13493612700960628	-0.13493612700960628
42	D-Glucose	H+	bc1016	2.1851767507263045	0.05336047145565113	2.1851767507263045	1.0	1.4782343355254284	1.4782343355254284
43	D-Glucose	Cytidine	bc1016	-0.003128481436646844	1.0937389551225435e-07	0.003128481436646844	-1.0	0.05593282968567605	-0.05593282968567605
44	D-Glucose	L-Methionine	bc1016	-0.006606354807667736	4.877197078614776e-07	0.006606354807667736	-1.0	0.08127948577388845	-0.08127948577388845
45	D-Glucose	BIOT	bc1016	-0.0001450569381725719	2.351383834649438e-10	0.0001450569381725719	-1.0	0.012043958575674855	-0.012043958575674855
46	D-Glucose	Glycine	bc1016	-0.025921192442560925	7.508556764615433e-06	0.025921192442560925	-1.0	0.16100059764659547	-0.16100059764659547
47	D-Glucose	L-Isoleucine	bc1016	-0.012499131221476022	1.7458469587253916e-06	0.012499131221476022	-1.0	0.1117995135118039	-0.1117995135118039
