	0.0000	1.1815	2.5273	10.0199	Source	Target
Riboflavin##Bifidobacterium_animalis_YL2##Metabolite	-1.000444171950221e-11	-1.1733902738342294e-10	6.227196536201518e-11	0.0	Riboflavin	Bifidobacterium_animalis_YL2
Bifidobacterium_animalis_YL2##Zn2+-e0##Microbe	3.44058115331336e-13	2.724487302430134e-13	-8.623102232263591e-13	0.0	Bifidobacterium_animalis_YL2	Zn2+-e0
Acutalibacter_muris_KB1##Ca2+-e0##Microbe	0.0	0.0	0.0	1.4006573678670975e-12	Acutalibacter_muris_KB1	Ca2+-e0
Acutalibacter_muris_KB1##PAN##Microbe	0.0	0.0	0.0	-3.0198066269804258e-12	Acutalibacter_muris_KB1	PAN
Acutalibacter_muris_KB1##Fe2+-e0##Microbe	0.0	0.0	0.0	-7.820855074669453e-11	Acutalibacter_muris_KB1	Fe2+-e0
Bifidobacterium_animalis_YL2##Sucrose-e0##Microbe	0.0	-4.440892098500626e-16	6.661338147750939e-16	0.0	Bifidobacterium_animalis_YL2	Sucrose-e0
Acutalibacter_muris_KB1##L-Lysine-e0##Microbe	0.0	0.0	0.0	8.01776423031697e-11	Acutalibacter_muris_KB1	L-Lysine-e0
Acutalibacter_muris_KB1##Niacin##Microbe	0.0	0.0	0.0	-5.932232483019106e-11	Acutalibacter_muris_KB1	Niacin
Bifidobacterium_animalis_YL2##Spermidine-e0##Microbe	-8.881784197001252e-16	2.220446049250313e-16	0.0	0.0	Bifidobacterium_animalis_YL2	Spermidine-e0
Bifidobacterium_animalis_YL2##L-Valine-e0##Microbe	5.034692662775342e-10	-3.950262339458277e-10	7.992255746103183e-10	0.0	Bifidobacterium_animalis_YL2	L-Valine-e0
Acutalibacter_muris_KB1##Zn2+-e0##Microbe	0.0	0.0	0.0	-4.87772044976964e-11	Acutalibacter_muris_KB1	Zn2+-e0
Bifidobacterium_animalis_YL2##Niacin##Microbe	8.303358001171546e-13	-2.3530066783905568e-12	1.5062395775089499e-12	0.0	Bifidobacterium_animalis_YL2	Niacin
Bifidobacterium_animalis_YL2##Thiamin-e0##Microbe	1.3322676295501878e-15	-1.3322676295501878e-15	-2.220446049250313e-16	0.0	Bifidobacterium_animalis_YL2	Thiamin-e0
Bifidobacterium_animalis_YL2##NH3-e0##Microbe	-4.000000000630344	5.17577092296051e-10	-9.6783736580619e-10	0.0	Bifidobacterium_animalis_YL2	NH3-e0
