	Source	Target	Metabolites	Weight	Variance	ABS_Weight	Sign_Weight	ABSRootWeight	SignedRootWeight
0	Acutalibacter_muris_KB1	Clostridium_innocuum_I46	PAN	-238.94661784315363	196.4067940222825	238.94661784315363	-1.0	15.457898234985041	-15.457898234985041
1	Akkermansia_muciniphilaYL44	Clostridium_innocuum_I46	PAN	-119.47330892136598	49.10169850539729	119.47330892136598	-1.0	10.930384664839842	-10.930384664839842
2	Bacteroides_caecimuris_I48	Clostridium_innocuum_I46	PAN	-119.47330892156248	49.1016985055588	119.47330892156248	-1.0	10.93038466484883	-10.93038466484883
3	Bifidobacterium_animalis_YL2	Clostridium_innocuum_I46	PAN	-119.4733089218559	49.10169850580019	119.4733089218559	-1.0	10.930384664862252	-10.930384664862252
4	Blautia_coccoides_YL58	Clostridium_innocuum_I46	PAN	-119.4733089215465	49.10169850554566	119.4733089215465	-1.0	10.9303846648481	-10.9303846648481
5	Enterocloster_clostridioformis_YL32	Clostridium_innocuum_I46	PAN	-119.47330892153575	49.10169850553703	119.47330892153575	-1.0	10.930384664847608	-10.930384664847608
6	Enterococcus_faecalis_KB1	Clostridium_innocuum_I46	PAN	2329.0955298927993	53615958.618245244	2329.0955298927993	1.0	48.26070378571783	48.26070378571783
7	Flavonifractor_plautii_YL31	Clostridium_innocuum_I46	PAN	-119.47330891886428	49.10169850334063	119.47330891886428	-1.0	10.930384664725404	-10.930384664725404
8	Limosilactobacillus_reuteri_I49	Clostridium_innocuum_I46	PAN	-119.47330892155033	49.10169850554884	119.47330892155033	-1.0	10.930384664848274	-10.930384664848274
9	Muribaculum_intestinale_YL27	Clostridium_innocuum_I46	PAN	-119.47330892150245	49.101698505509475	119.47330892150245	-1.0	10.930384664846084	-10.930384664846084
10	Turicimonas_muris_YL45	Clostridium_innocuum_I46	PAN	-119.47330892723906	49.10169851022487	119.47330892723906	-1.0	10.9303846651085	-10.9303846651085
11	Acutalibacter_muris_KB1	Bacteroides_caecimuris_I48	PAN	-238.9466178395084	196.4067940162907	238.9466178395084	-1.0	15.457898234867132	-15.457898234867132
12	Akkermansia_muciniphilaYL44	Bacteroides_caecimuris_I48	PAN	-119.47330891954337	49.10169850389934	119.47330891954337	-1.0	10.930384664756469	-10.930384664756469
13	Bifidobacterium_animalis_YL2	Bacteroides_caecimuris_I48	PAN	-119.47330892003332	49.10169850430185	119.47330892003332	-1.0	10.930384664778881	-10.930384664778881
14	Blautia_coccoides_YL58	Bacteroides_caecimuris_I48	PAN	-119.4733089197239	49.101698504047526	119.4733089197239	-1.0	10.930384664764727	-10.930384664764727
15	Clostridium_innocuum_I46	Bacteroides_caecimuris_I48	PAN	-119.47330891974124	49.101698504061964	119.47330891974124	-1.0	10.93038466476552	-10.93038466476552
16	Enterocloster_clostridioformis_YL32	Bacteroides_caecimuris_I48	PAN	-119.47330891971316	49.101698504038694	119.47330891971316	-1.0	10.930384664764235	-10.930384664764235
17	Enterococcus_faecalis_KB1	Bacteroides_caecimuris_I48	PAN	2329.0955298831036	53615958.61773428	2329.0955298831036	1.0	48.26070378561738	48.26070378561738
18	Flavonifractor_plautii_YL31	Bacteroides_caecimuris_I48	PAN	-119.47330891704166	49.10169850184268	119.47330891704166	-1.0	10.93038466464203	-10.93038466464203
19	Limosilactobacillus_reuteri_I49	Bacteroides_caecimuris_I48	PAN	-119.47330891972774	49.1016985040505	119.47330891972774	-1.0	10.930384664764903	-10.930384664764903
20	Muribaculum_intestinale_YL27	Bacteroides_caecimuris_I48	PAN	-119.47330891967985	49.10169850401134	119.47330891967985	-1.0	10.93038466476271	-10.93038466476271
21	Turicimonas_muris_YL45	Bacteroides_caecimuris_I48	PAN	-119.47330892541646	49.101698508726734	119.47330892541646	-1.0	10.930384665025127	-10.930384665025127
22	Acutalibacter_muris_KB1	Limosilactobacillus_reuteri_I49	PAN	-182.56595520433623	114.6553485093327	182.56595520433623	-1.0	13.511696977224446	-13.511696977224446
23	Akkermansia_muciniphilaYL44	Limosilactobacillus_reuteri_I49	PAN	-91.28297760200701	28.66383712723227	91.28297760200701	-1.0	9.554212557924751	-9.554212557924751
24	Bacteroides_caecimuris_I48	Limosilactobacillus_reuteri_I49	PAN	-91.28297760215715	28.663837127326584	91.28297760215715	-1.0	9.554212557932608	-9.554212557932608
