	0.0000-0.0006	0.0006-0.0012	0.0012-0.0057	0.0057-0.0080	0.0080-0.0094	0.0094-0.0096	0.0110-0.0115	0.0118-0.0118	0.0118-0.0119	0.0119-0.0119	0.0119-0.0120	0.0120-0.0121	0.0121-0.0124	0.0124-0.0125	0.0125-0.0126	0.0131-0.0131	0.0291-0.0617	0.0617-0.0617	0.0617-0.0659	0.0724-0.0725	0.0729-0.0737	0.0737-0.0812	0.0812-0.1738	0.1738-0.2818	0.3446-0.3449	0.3449-0.3457	0.3457-0.4510	0.4510-0.5037	0.5038-0.5041	0.5048-0.5048	0.5048-0.5733	0.5733-0.7844	0.7844-0.7886	0.7886-0.7919	0.7919-0.7920	0.7920-0.7928	0.7928-0.7929	0.7929-1.0883	1.0935-1.7087	1.7087-3.7575	3.7575-6.3404	6.4575-20.0000	Source	Target
Limosilactobacillus_reuteri_I49##L-Phenylalanine-e0##Microbe	-19.790702065752868	-19.790702065740557	-19.790702065740557	-19.7907020658097	-0.3590535873008854	-83.15106737843384	-83.15106737389564	-83.1510673740651	-83.15106737383245	-83.15106737609997	-83.15106737583943	-83.15106737470356	-83.15106737582354	-0.11268339276923509	-0.11268339276933631	-19.79070206565057	-19.79070206575463	-19.790702065785442	-19.790702065745176	-19.790702065909457	-19.790702065909457	-19.79070206562539	-19.79070206550892	-19.790702066898664	-19.790702066633866	-19.79070206739812	-19.790702065420597	-19.790702065849942	-19.790702065170947	-19.79070206602515	-19.790702065810628	-19.79070206556588	-19.79070206557543	-19.790702065604822	-19.790702065604943	-19.790702065543137	-19.79070206558883	-19.79070206554345	-19.79070206604138	-19.79070206604881	-19.790702065925363	-19.790702066305954	Limosilactobacillus_reuteri_I49	L-Phenylalanine-e0
Limosilactobacillus_reuteri_I49##Cytosine##Microbe	-12.165428977257744	-12.165428977246346	-12.165428977246346	-12.165428977302692	-0.22071177166079498	-51.113315799345514	-51.11331579652496	-51.11331579661564	-51.11331579646848	-51.11331579789665	-51.11331579775299	-51.11331579703603	-51.113315797726074	-0.06926696218733476	-0.06926696218761765	-560.3243431521863	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-5348.985056755545	Limosilactobacillus_reuteri_I49	Cytosine
Bacteroides_caecimuris_I48##L-Serine##Microbe	-796.6852855642912	-796.6852855642912	-540.8686623913518	-540.8686623913518	-540.8686623913518	-540.8686623913518	-540.8686623913518	-540.8686623913518	-540.8686623913518	-540.8686623913518	-540.8686623913518	-540.8686623913518	-540.8686623913518	-540.8686623913518	-540.8686623913518	-540.8686623913518	-540.8686623913518	-540.8686623913518	-540.8686623913518	1553.3603616434775	-535.2415571975491	-535.2415571975491	-535.2415571975491	-535.2415571975491	-535.2415571975491	-535.2415571975491	-535.2415571975491	-535.2415571975491	-535.2415571975491	-535.2415571975491	-535.2415571975491	-535.2415571975491	-535.2415571975491	-535.2415571975491	-535.2415571975491	-535.2415571975491	-535.2415571975491	-535.2415571975491	-535.2415571975491	-535.2415571975491	-535.2415571975491	-535.2415571975491	Bacteroides_caecimuris_I48	L-Serine
Bacteroides_caecimuris_I48##H2O-e0##Microbe	-255.81662317302573	-255.81662317302573	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteroides_caecimuris_I48	H2O-e0
Limosilactobacillus_reuteri_I49##L-Aspartate-e0##Microbe	-2597.597575519379	-2597.5975755177165	-2597.5975755177165	-190.73175292049947	-2.4785008362343364	-804.5651513857711	-1111.0202565328145	-2917.748000798622	-2917.748000790375	-4534.467345991354	-2935.5472239423607	-2935.547223902562	-1842.2941913424525	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-7362.721562035379	-1.0000000000000002	-1.0000000000000018	-1.0000000000000013	-1.0000000000000018	-0.999999999999999	-0.9999999999999998	-1.0	-0.9999999999999998	-1.0000000000000002	-1.0	-1.0000000000000007	-1.0000000000000004	-1.0000000000000004	-0.9999999999999999	-1.0000000000000004	-1.0000000000000007	-0.999999999999999	-1.0000000000000002	Limosilactobacillus_reuteri_I49	L-Aspartate-e0
Bacteroides_caecimuris_I48##L-Tyrosine##Microbe	-17.08355495650266	-17.08355495650266	-17.08355495650958	-17.08355495650958	-17.08355495650958	-17.08355495650958	-17.08355495650958	-17.08355495650958	-17.08355495650958	-17.08355495650958	-17.08355495650958	-17.08355495650958	-17.08355495650958	-17.08355495650958	-17.08355495650958	-17.08355495650958	-17.08355495650958	-17.08355495650958	-17.08355495650958	-17.083554956403322	-17.083554956420457	-17.083554956420457	-17.083554956420457	-17.083554956420457	-17.083554956420457	-17.083554956420457	-17.083554956420457	-17.083554956420457	-17.083554956420457	-17.083554956420457	-17.083554956420457	-17.083554956420457	-17.083554956420457	-17.083554956420457	-17.083554956420457	-17.083554956420457	-17.083554956420457	-17.083554956420457	-17.083554956420457	-17.083554956420457	-17.083554956420457	-17.083554956420457	Bacteroides_caecimuris_I48	L-Tyrosine
Limosilactobacillus_reuteri_I49##Phosphate-e0##Microbe	-129.8641856201292	-129.8641856200536	-129.8641856200536	-129.8641856199787	-2.356066073531135	-545.6272148716032	-545.6272148423493	-545.6272148433347	-545.6272148418063	-545.6272148566129	-545.6272148549398	-545.6272148476728	-545.6272148549099	-0.7394147507276752	-0.7394147507254982	-129.8641856190118	-129.86418561950666	-129.86418561970854	-129.8641856195211	-129.86418562043494	-129.86418562043494	-129.86418561886458	-129.8641856177321	-129.8641856274826	-129.8641856262486	-129.86418563136505	-129.86418561775795	-129.86418562058023	-129.86418561634426	-129.8641856218336	-129.8641856204099	-129.864185618358	-129.86418561857428	-129.86418561874856	-129.86418561874117	-129.8641856181989	-129.8641856186248	-129.86418561820147	-129.864185622413	-129.86418562246482	-129.86418562167185	-128.55352077063975	Limosilactobacillus_reuteri_I49	Phosphate-e0
Limosilactobacillus_reuteri_I49##Succinate-e0##Microbe	1.5000000000408775	1.500000000045642	1.500000000045642	1.5000000000219167	0.027213808745457483	6.30228279194797	6.3022827916178805	6.302282791637817	6.302282791615099	6.302282791799984	6.302282791770194	6.302282791676294	1099.555315391564	-12.990271542695499	1.6167028666340522	-65.318876212801	-65.31887621320047	-65.31887621330911	-65.31887621315623	-65.31887621372177	-65.31887621372177	-65.31887621275554	1040.6926046343735	-6322.02895732646	-2641.293176273212	-2641.293176375901	1039.109271298282	1039.109271320893	-64.3188762111665	-64.31887621404347	228.708288555468	228.70828855223291	-102.13040478635068	-102.13040478651034	-102.13040478651305	199.40805227500113	-84.04262359625163	198.65805227500564	-5430.376341385942	-5430.376341388037	-5430.376341354212	-83.89193419532299	Limosilactobacillus_reuteri_I49	Succinate-e0
Limosilactobacillus_reuteri_I49##L-Proline-e0##Microbe	-18.087781190329718	-18.087781190318264	-18.087781190318264	-18.08778119038546	-0.3281582786261167	-75.99620809242447	-75.9962080882751	-75.99620808843306	-75.9962080882205	-75.99620809029355	-75.99620809005344	-75.99620808901508	-75.99620809004037	-0.10298737990287848	-0.10298737990299561	-18.087781190241415	-18.08778119033786	-18.087781190369743	-18.08778119033129	-18.087781190484197	-18.087781190484197	-18.087781190219527	-18.087781190118534	-18.087781191383957	-18.087781191110196	-18.08778119182036	-18.087781190027254	-18.087781190416006	-18.087781189801078	0.0	0.0	0.0	0.0	0.0	0.0	-301.53845706123167	-18.087781190175328	-300.7884570612438	5328.2459365971035	5328.245936599162	5328.245936565967	-18.087781190834622	Limosilactobacillus_reuteri_I49	L-Proline-e0
Limosilactobacillus_reuteri_I49##Urea-e0##Microbe	-1.0000000000000002	-0.9999999999999998	-0.9999999999999998	-1.0000000000000009	-0.9999999999999996	-0.9999999999999989	-0.9999999999999984	-0.9999999999999993	-1.0	-1.0000000000000002	-1.0000000000000002	-1.0000000000000004	-0.9999999999999996	-1.0000000000000004	-1.0000000000000013	-1.0000000000000004	-0.9999999999999997	-1.0000000000000013	-1.0000000000000004	-0.9999999999999998	-0.9999999999999998	-0.9999999999999991	-0.9999999999999996	-1.0000000000000009	-0.9999999999999984	-0.9999999999999996	-1.0	-1.0	-1.0	-1.0000000000000002	-1.000000000000001	-1.0000000000000009	-0.9999999999999996	-1.0000000000000009	-1.0000000000000002	-1.000000000000001	-1.0000000000000002	-0.9999999999999998	-0.9999999999999993	-0.9999999999999999	-0.9999999999999996	-1.000000000000001	Limosilactobacillus_reuteri_I49	Urea-e0
