	0.0000-0.0000	0.0000-0.0009	0.0009-0.0010	0.0015-0.0016	0.0016-0.0018	0.0018-0.0029	0.0029-0.0040	0.0040-0.0113	0.0113-0.0990	0.2037-0.2037	0.2037-0.2053	0.2053-0.2053	0.2053-0.2055	0.2068-0.2076	0.2084-0.2090	0.2090-0.2102	0.2102-0.2104	0.2104-0.2110	0.2110-0.2118	0.2118-0.2118	0.2118-0.2278	0.2278-0.2279	0.2279-0.2295	0.2295-0.2907	0.2907-0.2911	0.2911-0.3185	0.3189-0.3286	0.3286-0.3288	0.3288-0.3367	0.3377-0.3879	0.3879-0.3907	0.3907-0.3929	0.3929-0.3934	0.3934-0.3941	0.3941-0.4154	0.4185-0.4207	0.4207-0.4212	0.4212-0.4213	0.4213-0.4221	0.4239-0.4242	0.4249-0.6309	0.6313-0.6321	0.6453-0.6933	0.6933-0.6979	0.6979-0.6994	0.6994-0.7019	0.7019-0.7026	0.7029-0.7044	0.8170-0.8794	0.8794-0.8794	0.9298-0.9992	0.9992-1.2693	1.2693-1.4832	1.4901-1.5437	1.5437-1.5441	1.5441-1.5476	1.5476-1.5502	1.5502-8.3154	8.3154-15.1652	15.1652-16.8236	16.8236-16.8255	16.8255-20.0000	Source	Target
Blautia_coccoides_YL58##Inosine-e0##Microbe	-32.67381898622038	-32.67381898666684	-32.67381898666684	-32.67381898666684	-32.67381898611835	-32.67381898611835	-32.67381898611835	-32.67381898611835	-32.67381898611835	-32.67381898611835	-32.67381898611835	-32.67381898611835	-32.67381898611835	-32.67381898611835	-32.67381898611835	-32.67381898611835	-32.67381898611835	-32.67381898611835	-32.67381898611835	-32.67381898611835	-32.673818986038434	-31.673818986036885	-31.673818986036885	-31.673818986036885	-31.673818986036885	-31.673818986036885	-31.673818986187484	-31.673818986187484	-31.673818986187484	-31.673818986187484	-31.673818986187484	-10.003941318830437	-10.003941318830437	-10.003941318830437	-10.003941318830437	-10.003941318830437	-10.003941318830437	-10.003941318830437	-10.003941318830437	-10.003941318830437	-10.003941318830437	-10.003941318830437	-10.003941318830437	-10.003941318830437	-10.003941318830437	-10.003941318830437	-10.003941318830437	-10.003941318830437	-10.003941318830437	-10.003941318830437	-10.003941318866499	-10.003941318866499	-10.003941318866499	-10.003941318866499	-10.003941318866499	-10.003941318866499	-10.003941318866499	-10.003941318866499	-10.003941249289468	-11.003941249028735	0.02229414186831594	-0.008946234724286187	Blautia_coccoides_YL58	Inosine-e0
Blautia_coccoides_YL58##Phosphate-e0##Microbe	-129.86418562589262	-129.86418562743683	-129.86418562743683	-129.86418562743683	-129.86418562554834	-129.86418562554834	-129.86418562554834	-129.86418562554834	-129.86418562554834	-129.86418562554834	-129.86418562554834	-129.86418562554834	-129.86418562554834	-129.86418562554834	-129.86418562554834	-129.86418562554834	-129.86418562554834	-129.86418562554834	-129.86418562554834	-129.86418562554834	-129.86418562527317	-129.86418562527317	-129.86418562527317	-129.86418562527317	-129.86418562527317	-129.86418562527317	-129.86418562579954	-129.86418562579954	-129.86418562579954	-129.86418562579954	-129.86418562579954	-129.8641856248603	-129.8641856248603	-129.8641856248603	-129.8641856248603	-129.8641856248603	-129.8641856248603	-129.8641856248603	-129.8641856248603	-129.8641856248603	-129.8641856248603	-129.8641856248603	-129.8641856248603	-129.8641856248603	-129.8641856248603	-129.8641856248603	-129.8641856248603	-129.8641856248603	-129.8641856248603	-129.8641856248603	-129.8641856252482	-129.8641856252482	-129.8641856252482	-129.8641856252482	-129.8641856252482	-129.8641856252482	-129.8641856252482	-129.8641856252482	-129.86418480056415	-129.86418480056415	0.12194113007734633	-0.10557994205875876	Blautia_coccoides_YL58	Phosphate-e0
Blautia_coccoides_YL58##Succinate-e0##Microbe	2029.7926623266785	2030.819640768336	2030.819640768336	2030.819640768336	2030.8196407388598	2030.8196407388598	2030.8196407388598	2030.8196407388598	2030.8196407388598	2030.8196407388598	2030.8196407388598	2030.8196407388598	2030.8196407388598	2030.8196407388598	2030.8196407388598	2030.8196407388598	2030.8196407388598	2030.8196407388598	2030.8196407388598	2030.8196407388598	2030.8196407345808	2030.4958997273027	2030.4958997273027	2030.4958997273027	2030.4958997273027	2030.4958997273027	2030.4958997354202	2030.4958997354202	2030.4958997354202	2030.4958997354202	2030.4958997354202	2023.4804716996637	2023.4804716996637	2023.4804716996637	2023.4804716996637	2023.4804716996637	2023.4804716996637	2023.4804716996637	2023.4804716996637	2023.4804716996637	2023.4804716996637	2023.4804716996637	2023.4804716996637	2023.4804716996637	2023.4804716996637	2023.4804716996637	2023.4804716996637	2023.4804716996637	2023.4804716996637	2023.4804716996637	2023.4804717055133	2023.4804717055133	2023.4804717055133	2023.4804717055133	2023.4804717055133	2023.4804717055133	2023.4804717055133	2023.4804717055133	2018.845599989221	2029.942722191769	1.7394849753270358	1.9850861326513458	Blautia_coccoides_YL58	Succinate-e0
Blautia_coccoides_YL58##L-Proline-e0##Microbe	-18.087781191165156	-18.08778119137704	-18.08778119137704	-18.08778119137704	-18.08778119111675	-18.08778119111675	-18.08778119111675	-18.08778119111675	-18.08778119111675	-18.08778119111675	-18.08778119111675	-18.08778119111675	-18.08778119111675	-18.08778119111675	-18.08778119111675	-18.08778119111675	-18.08778119111675	-18.08778119111675	-18.08778119111675	-18.08778119111675	-18.08778119107778	-18.08778119107778	-18.08778119107778	-18.08778119107778	-18.08778119107778	-18.08778119107778	-18.087781191151294	-18.087781191151294	-18.087781191151294	-18.087781191151294	-18.087781191151294	-18.087781191021854	-18.087781191021854	-18.087781191021854	-18.087781191021854	-18.087781191021854	-18.087781191021854	-18.087781191021854	-18.087781191021854	-18.087781191021854	-18.087781191021854	-18.087781191021854	-18.087781191021854	-18.087781191021854	-18.087781191021854	-18.087781191021854	-18.087781191021854	-18.087781191021854	-18.087781191021854	-18.087781191021854	-18.087781191072622	-18.087781191072622	-18.087781191072622	-18.087781191072622	-18.087781191072622	-18.087781191072622	-18.087781191072622	-18.087781191072622	-18.087781075534075	-18.087781075534075	-0.03777264742029639	-0.014705416129652083	Blautia_coccoides_YL58	L-Proline-e0
Blautia_coccoides_YL58##L-Malate-e0##Microbe	-1.0000000000000002	-0.9999999999999997	-0.9999999999999997	-0.9999999999999997	-1.0000000000000002	-1.0000000000000002	-1.0000000000000002	-1.0000000000000002	-1.0000000000000002	-1.0000000000000002	-1.0000000000000002	-1.0000000000000002	-1.0000000000000002	-1.0000000000000002	-1.0000000000000002	-1.0000000000000002	-1.0000000000000002	-1.0000000000000002	-1.0000000000000002	-1.0000000000000002	-0.9999999999999993	-0.9999999999999993	-0.9999999999999993	-0.9999999999999993	-0.9999999999999993	-0.9999999999999993	-0.999999999999999	-0.999999999999999	-0.999999999999999	-0.999999999999999	-0.999999999999999	-1.000000000000001	-1.000000000000001	-1.000000000000001	-1.000000000000001	-1.000000000000001	-1.000000000000001	-1.000000000000001	-1.000000000000001	-1.000000000000001	-1.000000000000001	-1.000000000000001	-1.000000000000001	-1.000000000000001	-1.000000000000001	-1.000000000000001	-1.000000000000001	-1.000000000000001	-1.000000000000001	-1.000000000000001	-1.0000000000000002	-1.0000000000000002	-1.0000000000000002	-1.0000000000000002	-1.0000000000000002	-1.0000000000000002	-1.0000000000000002	-1.0000000000000002	-1.0000000000000002	-1.0000000000000002	-1.0000000000000016	-1.0	Blautia_coccoides_YL58	L-Malate-e0
Clostridium_innocuum_I46##Inosine##Microbe	-95.4788422346786	-95.4788422346786	-95.47884223641819	1310.2368094291717	1310.2368094291717	-79.22310393099717	-95.4788422353281	-95.47884223537312	-95.47884223529768	-95.47884223494616	-95.47884223574677	-95.47884223526425	-95.47884223566173	-95.47884223535328	-95.4788422350342	-95.47884223535112	-95.47884223533963	-95.47884223518648	-95.47884223523853	-497.7619253774202	-497.761925376252	-1.0000000000000002	-1.0000000000000009	-0.999999999999999	-0.9999999999999996	-1.0000000000000007	-0.9999999999999996	-1.0000000000000002	-0.9999999999999998	-1.000000000000002	-1.0000000000000016	-1.0000000000000016	-1.000000000000001	-1.0000000000000007	-1.0000000000000007	-0.9999999999999978	-0.9999999999999984	-1.000000000000001	-0.9999999999999989	-0.9999999999999996	-0.9999999999999994	-0.9999999999999999	-1.0000000000000016	-0.9999999999999992	-1.0000000000000002	-0.9999999999999997	-1.0000000000000007	-1.0000000000000002	-0.9999999999999996	-0.9999999999999987	-1.0000000000000004	-0.9999999999999994	-1.0000000000000018	-0.9999999999999994	-0.9999999999999993	-1.000000000000001	-1.0	-0.9999999999999987	-0.9999999999999987	-0.9999999999999987	-0.9999999999999987	-0.9999999999999987	Clostridium_innocuum_I46	Inosine
Blautia_coccoides_YL58##Urea-e0##Microbe	6.011702247121775e-11	7.379474808999475e-11	7.379474808999475e-11	7.379474808999475e-11	5.7122306884593854e-11	5.7122306884593854e-11	5.7122306884593854e-11	5.7122306884593854e-11	5.7122306884593854e-11	5.7122306884593854e-11	5.7122306884593854e-11	5.7122306884593854e-11	5.7122306884593854e-11	5.7122306884593854e-11	5.7122306884593854e-11	5.7122306884593854e-11	5.7122306884593854e-11	5.7122306884593854e-11	5.7122306884593854e-11	5.7122306884593854e-11	5.543399073104638e-11	5.543399073104638e-11	5.543399073104638e-11	5.543399073104638e-11	5.543399073104638e-11	5.543399073104638e-11	5.998512797589228e-11	5.998512797589228e-11	5.998512797589228e-11	5.998512797589228e-11	5.998512797589228e-11	5.162981153716828e-11	5.162981153716828e-11	5.162981153716828e-11	5.162981153716828e-11	5.162981153716828e-11	5.162981153716828e-11	5.162981153716828e-11	5.162981153716828e-11	5.162981153716828e-11	5.162981153716828e-11	5.162981153716828e-11	5.162981153716828e-11	5.162981153716828e-11	5.162981153716828e-11	5.162981153716828e-11	5.162981153716828e-11	5.162981153716828e-11	5.162981153716828e-11	5.162981153716828e-11	5.614286813226954e-11	5.614286813226954e-11	5.614286813226954e-11	5.614286813226954e-11	5.614286813226954e-11	5.614286813226954e-11	5.614286813226954e-11	5.614286813226954e-11	-7.1420898084539886e-09	0.9999999928633283	-0.12218718294314444	0.0008130027654987633	Blautia_coccoides_YL58	Urea-e0
Clostridium_innocuum_I46##L-Asparagine-e0##Microbe	-2559.1672613797227	-2559.1672613797227	-96.50044303232218	-2907.931746356901	-2907.931746356901	-129.01191964026924	-96.50044303146221	-96.50044303150169	-96.50044303142467	-96.50044303111537	379.87455782964827	-28.98957316835404	379.37455782945705	-19.014014062513795	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	243.1084354671747	243.1084354670487	243.10843547211795	243.1084354720519	243.1084354714186	-86.81840996005491	-86.81840996005204	-86.81840995964143	-86.81840995961258	-86.81840995961258	-86.81840995947286	-86.8184099594954	-86.81840995945451	-86.81840995665077	-86.81840995699822	-86.81840995834828	-86.81840995802828	-86.81840995902716	-86.81840995848295	-8.564594123836704	-141.092979278449	-141.09297927798102	-0.999999999999998	-0.9999999999999986	-0.9999999999999984	-0.9999999999999998	-0.9999999999999981	-0.9999999999999993	-1.0000000000000007	-1.0000000000000002	-0.9999999999999981	-0.9999999999999993	-0.9999999999999999	-1.0000000000000004	-1.0000000000000002	-1.0000000000000004	-1.0000000000000004	-1.000000000000001	-1.000000000000001	-1.000000000000001	Clostridium_innocuum_I46	L-Asparagine-e0
Clostridium_innocuum_I46##fe3-e0##Microbe	-0.9241112603170311	-0.9241112603170311	-0.9241112603246457	-0.9241112603083902	-0.9241112603083902	-0.9241112603223777	-0.9241112603219083	-0.9241112603223474	-0.924111260321828	-0.9241112603184853	-0.9241112603259146	-0.9241112603215396	-0.9241112603253313	-0.9241112603218216	-0.9241112603190695	-0.9241112603220192	-0.9241112603219618	-0.9241112603205716	-0.924111260321036	-0.9241112603202515	-0.9241112603174118	-0.9241112603217426	-0.9241112603255183	-0.9241112603249118	-0.9241112603506731	-0.9241112603471974	-0.9241112603447987	-0.9241112603393239	-0.9241112603393127	-0.924111260334927	-0.9241112603345741	-0.9241112603345741	-0.9241112603330592	-0.9241112603333151	-0.9241112603328158	-0.9241112603005549	-0.9241112603040644	-0.9241112603195225	-0.9241112603164099	-0.9241112603271927	-0.9241112603211096	-0.10064802055077991	-0.13215376797632908	-0.1321537679760822	-0.13215376797595463	-0.13215376797584477	-0.13215376797591052	-0.13215376797598033	-0.13215376797571823	-0.13215376797578507	-0.13215376797585546	-0.13215376797606446	-0.13215376797592232	-0.13215376797595665	-0.1321537679759271	-0.03751010172359448	-0.03751010172359302	-0.924111260328491	-0.924111260328491	-0.9241112603194089	-0.9241112603194089	-0.9241112603194089	Clostridium_innocuum_I46	fe3-e0
Clostridium_innocuum_I46##Mn2+-e0##Microbe	-0.9241112603138921	-0.9241112603138921	-0.9241112603280536	-0.9241112603128674	-0.9241112603128674	-0.9241112603216987	-0.9241112603212183	-0.9241112603215734	-0.9241112603207589	-0.9241112603175528	-0.9241112603250284	-0.9241112603202079	-0.9241112603242871	-0.9241112603214198	-0.9241112603185965	-0.9241112603214574	-0.9241112603212607	-0.9241112603199364	-0.9241112603203973	-0.9241112603195539	-0.9241112603165762	-0.9241112603213787	-0.9241112603246922	-0.9241112603241366	-0.9241112603483994	-0.9241112603468254	-0.9241112603443741	-0.9241112603387843	-0.9241112603387747	-0.9241112603346073	-0.9241112603344018	-0.9241112603344018	-0.9241112603328365	-0.9241112603330778	-0.9241112603326342	-0.9241112603003677	-0.9241112603038482	-0.9241112603190856	-0.9241112603155643	-0.924111260327186	-0.9241112603204925	-0.10064802055070894	-0.13215376797627454	-0.13215376797597173	-0.13215376797586406	-0.13215376797580167	-0.1321537679758335	-0.13215376797588305	-0.132153767975657	-0.13215376797583558	-0.132153767975906	-0.13215376797600603	-0.13215376797591233	-0.13215376797586958	-0.13215376797592232	-0.03751010172357468	-0.03751010172357374	-0.9241112603280158	-0.9241112603280158	-0.9241112603189368	-0.9241112603189368	-0.9241112603189368	Clostridium_innocuum_I46	Mn2+-e0
