	0.0000-0.0000	0.0000-0.0006	0.0022-0.0057	0.0080-0.0094	0.0185-0.0194	0.0194-0.0194	0.0194-0.0300	0.0300-0.0306	0.0306-0.0309	0.0309-0.0309	0.0310-0.0310	0.0310-0.0312	0.0312-0.0313	0.0362-0.1214	0.1214-0.1310	0.1310-0.3800	0.3800-0.4529	0.5327-3.5225	3.5225-4.8847	4.8848-7.3736	7.3736-7.5955	7.5955-7.5955	7.5971-7.5972	7.5972-7.6043	7.6043-7.6043	7.6043-7.6127	7.6127-7.6127	7.6127-8.9887	8.9895-10.5630	10.5630-10.5631	10.5631-10.5682	10.5682-10.5682	10.5683-14.1577	14.1577-14.1585	14.1585-20.0000	Source	Target
Limosilactobacillus_reuteri_I49##L-Phenylalanine-e0##Microbe	-19.79070206575427	-19.79070206575427	-19.79070206574431	-0.35905358730089953	-83.15106736107887	-83.15106736279111	-83.15106736279111	-83.15106733518606	-83.15106735659819	-83.15106734530532	-83.15106735550843	-83.15106735677658	-83.15106733853273	-42.25724955781134	-42.25724955733283	-42.25724955774582	-42.25724955682841	-42.25724955682732	-42.25724955682732	-42.25724955682732	-39.58140412163988	-0.3432178483109838	-0.46605486195412943	-39.58140413112599	-0.24632926548762962	-39.58140413125505	-0.5386016187786311	-39.581404131053276	-39.581404131053276	-0.3818492725577813	-39.58140413085227	-0.5205521376503558	-39.58140413089657	-19.790702065660273	-19.790702065658017	Limosilactobacillus_reuteri_I49	L-Phenylalanine-e0
Blautia_coccoides_YL58##Inosine-e0##Microbe	-32.67381898626404	-32.67381898575399	-32.67381898575399	-32.67381898575399	-32.67381898575399	-32.67381898575399	-32.67381898601689	-32.67381898601689	-32.67381898601689	-32.67381898601689	-32.67381898601689	-32.67381898601689	-32.67381898601689	-32.67381898601689	-32.67381898601689	-32.67381898601689	-32.67381898601689	-32.67381898601689	-32.673818986215345	-32.67381898622351	-32.67381898622351	-32.67381898622351	-32.67381898622351	-32.67381898622351	-32.67381898622351	-32.67381898622351	-32.67381898622351	-32.67381898622351	-32.67381898406623	-32.67381898406623	-32.67381898406623	-32.67381898406623	-32.67381898406623	-32.67381898406623	-32.67381898406623	Blautia_coccoides_YL58	Inosine-e0
Blautia_coccoides_YL58##Phosphate-e0##Microbe	-129.86418562603646	-129.86418562428798	-129.86418562428798	-129.86418562428798	-129.86418562428798	-129.86418562428798	-129.86418562519688	-129.86418562519688	-129.86418562519688	-129.86418562519688	-129.86418562519688	-129.86418562519688	-129.86418562519688	-129.86418562519688	-129.86418562519688	-129.86418562519688	-129.86418562519688	-129.86418562519688	-129.8641856258987	-129.86418562596734	-129.86418562596734	-129.86418562596734	-129.86418562596734	-129.86418562596734	-129.86418562596734	-129.86418562596734	-129.86418562596734	-129.86418562596734	-129.8641856184725	-129.8641856184725	-129.8641856184725	-129.8641856184725	-129.8641856184725	-129.8641856184725	-129.8641856184725	Blautia_coccoides_YL58	Phosphate-e0
Blautia_coccoides_YL58##Succinate-e0##Microbe	2029.945540026996	2030.9725184170024	2030.9725184170024	2030.9725184170024	2030.9725184170024	2030.9725184170024	2031.41316591336	2031.41316591336	2031.41316591336	2031.41316591336	2031.41316591336	2031.41316591336	2031.41316591336	2031.41316591336	2031.41316591336	2031.41316591336	2031.41316591336	2031.41316591336	2057.1424961690204	2155.2268622956763	2155.2268622956763	2155.2268622956763	2155.2268622956763	2155.2268622956763	2155.2268622956763	2155.2268622956763	2155.2268622956763	2155.2268622956763	2154.2766359277284	2154.2766359277284	2154.2766359277284	2154.2766359277284	2154.2766359277284	2154.2766359277284	2154.2766359277284	Blautia_coccoides_YL58	Succinate-e0
Limosilactobacillus_reuteri_I49##Cytosine##Microbe	-12.165428977275381	-12.165428977275381	-12.165428977268723	-0.2207117716608814	-51.1133157888491	-51.11331578993591	-51.11331578993591	-51.11331577239706	-51.11331578605388	-51.11331577863962	-51.11331578502009	-51.1133157858445	-51.113315774567056	-25.975711552035357	-25.975711551724928	-25.97571155199754	-25.975711551390646	-25.97571155139155	-25.97571155139155	-25.97571155139155	-24.330857948581176	-0.4130740989411251	-0.07762402571412721	-1409.8126590001802	-4.87473939536917	-1409.812659004483	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Limosilactobacillus_reuteri_I49	Cytosine
Blautia_coccoides_YL58##L-Proline-e0##Microbe	-18.0877811911852	-18.087781190942387	-18.087781190942387	-18.087781190942387	-18.087781190942387	-18.087781190942387	-18.08778119106561	-18.08778119106561	-18.08778119106561	-18.08778119106561	-18.08778119106561	-18.08778119106561	-18.08778119106561	-18.08778119106561	-18.08778119106561	-18.08778119106561	-18.08778119106561	-18.08778119106561	-18.087781191164815	-18.08778119116874	-18.08778119116874	-18.08778119116874	-18.08778119116874	-18.08778119116874	-18.08778119116874	-18.08778119116874	-18.08778119116874	-18.08778119116874	-18.0877811901186	-18.0877811901186	-18.0877811901186	-18.0877811901186	-18.0877811901186	-18.0877811901186	-18.0877811901186	Blautia_coccoides_YL58	L-Proline-e0
Blautia_coccoides_YL58##Urea-e0##Microbe	6.225631121736797e-11	4.687894517019231e-11	4.687894517019231e-11	4.687894517019231e-11	4.687894517019231e-11	4.687894517019231e-11	5.501576971767008e-11	5.501576971767008e-11	5.501576971767008e-11	5.501576971767008e-11	5.501576971767008e-11	5.501576971767008e-11	5.501576971767008e-11	5.501576971767008e-11	5.501576971767008e-11	5.501576971767008e-11	5.501576971767008e-11	5.501576971767008e-11	6.116163131508756e-11	6.164446730849704e-11	6.164446730849704e-11	6.164446730849704e-11	6.164446730849704e-11	6.164446730849704e-11	6.164446730849704e-11	6.164446730849704e-11	6.164446730849704e-11	6.164446730849704e-11	1.0000000000005766	1.0000000000005766	1.0000000000005766	1.0000000000005766	1.0000000000005766	1.0000000000005766	1.0000000000005766	Blautia_coccoides_YL58	Urea-e0
Limosilactobacillus_reuteri_I49##L-Aspartate-e0##Microbe	-2597.5975755200175	-2597.5975755200175	-2597.5975755187224	-2.478500836235352	-804.5651512180949	-9879.58454954126	-9879.58454954126	39752.13110453372	-4502.952667554208	12091.20374917136	-4316.944268353807	-4316.944268420337	17550.686808543593	-2034.8893988387513	-1.0000000000000009	-0.9999999999999993	-1.0000000000000002	-0.9999999999999989	-0.9999999999999989	-0.9999999999999989	-1.000000000000002	-1.0000000000000016	-1.0000000000000016	-0.9999999999999996	-1.0000000000000004	-0.9999999999999997	-0.9999999999999998	-1.0	-1.0	-1.0	-0.9999999999999999	-0.9999999999999996	-0.9999999999999999	-1.0	-1.0000000000000002	Limosilactobacillus_reuteri_I49	L-Aspartate-e0
Blautia_coccoides_YL58##L-Asparagine-e0##Microbe	-16.66100964684071	-16.661009646615035	-16.661009646615035	-16.661009646615035	-16.661009646615035	-16.661009646615035	-16.661009646730584	-16.661009646730584	-16.661009646730584	-16.661009646730584	-16.661009646730584	-16.661009646730584	-16.661009646730584	-16.661009646730584	-16.661009646730584	-16.661009646730584	-16.661009646730584	-16.661009646730584	-16.66100964682329	-16.66100964682562	-16.66100964682562	-16.66100964682562	-16.66100964682562	-16.66100964682562	-16.66100964682562	-16.66100964682562	-16.66100964682562	-16.66100964682562	-16.66100964585614	-16.66100964585614	-16.66100964585614	-16.66100964585614	-16.66100964585614	-16.66100964585614	-16.66100964585614	Blautia_coccoides_YL58	L-Asparagine-e0
Limosilactobacillus_reuteri_I49##Phosphate-e0##Microbe	-129.86418562011391	-129.86418562011391	-129.86418562005164	-2.3560660735311374	-545.6272147598331	-545.6272147713721	-545.6272147713721	-545.6272145915013	-545.6272147306379	-545.6272146559696	-545.6272147242717	-545.6272147327602	-545.6272146142139	-277.2869442497099	-277.28694424664985	-277.2869442492771	-277.28694424350044	-277.28694424338363	-277.28694424338363	-277.28694424338363	-259.72837117583504	-3.5339508220269593	-4.371284469750136	-259.72837123777794	-5.289655801963395	-259.7283712384954	-2.965426082604722	-259.7283712372793	-259.7283712372793	1.2511113120792932	-259.72837123582445	0.21917702077057633	-259.72837123623145	-129.8641856195042	-129.86418561949014	Limosilactobacillus_reuteri_I49	Phosphate-e0
