	Source	Target	SourceType	Weight	ABS_Weight	Sign_Weight	ABSRootWeight	SignedRootWeight
0	Flavonifractor_plautii_YL31	fe3-e0	Microbe	-0.9241112603249405	0.9241112603249405	-1.0	0.9613070582935197	-0.9613070582935197
1	Flavonifractor_plautii_YL31	Mn2+-e0	Microbe	-0.9241112603257942	0.9241112603257942	-1.0	0.9613070582939637	-0.9613070582939637
2	Flavonifractor_plautii_YL31	L-Methionine-e0	Microbe	-18.48243529517653	18.48243529517653	-1.0	4.299120293173538	-4.299120293173538
3	Flavonifractor_plautii_YL31	XAN-e0	Microbe	-54.58478561428265	54.58478561428265	-1.0	7.388151704877388	-7.388151704877388
4	Akkermansia_muciniphilaYL44	L-Asparagine-e0	Microbe	-28.989573168342364	28.989573168342364	-1.0	5.384196613083735	-5.384196613083735
5	Akkermansia_muciniphilaYL44	Mn2+-e0	Microbe	-0.9241112603202543	0.9241112603202543	-1.0	0.9613070582910823	-0.9613070582910823
6	Akkermansia_muciniphilaYL44	L-Methionine-e0	Microbe	-19.982435295076748	19.982435295076748	-1.0	4.470171729931272	-4.470171729931272
7	Akkermansia_muciniphilaYL44	K+-e0	Microbe	-0.9241112603205579	0.9241112603205579	-1.0	0.9613070582912402	-0.9613070582912402
8	Flavonifractor_plautii_YL31	L-Threonine-e0	Microbe	-37.09933646768464	37.09933646768464	-1.0	6.090922464428901	-6.090922464428901
9	Flavonifractor_plautii_YL31	Acetate-e0	Microbe	-91.98249372256493	91.98249372256493	-1.0	9.590750425413276	-9.590750425413276
10	Flavonifractor_plautii_YL31	Sulfate-e0	Microbe	-0.9241112603236052	0.9241112603236052	-1.0	0.9613070582928253	-0.9613070582928253
11	Flavonifractor_plautii_YL31	Cl--e0	Microbe	-0.9241112603252071	0.9241112603252071	-1.0	0.9613070582936584	-0.9613070582936584
12	Akkermansia_muciniphilaYL44	L-Alanine-e0	Microbe	164.69692364883522	164.69692364883522	1.0	12.833429925348687	12.833429925348687
13	Akkermansia_muciniphilaYL44	L-Threonine-e0	Microbe	-74.99313011372786	74.99313011372786	-1.0	8.659857395692372	-8.659857395692372
14	Akkermansia_muciniphilaYL44	Acetate-e0	Microbe	534.1377656603893	534.1377656603893	1.0	23.111420675942647	23.111420675942647
15	Akkermansia_muciniphilaYL44	Sulfate-e0	Microbe	-0.9241112603185913	0.9241112603185913	-1.0	0.9613070582902173	-0.9613070582902173
16	Flavonifractor_plautii_YL31	Adenosine-e0	Microbe	-1.0000000000000009	1.0000000000000009	-1.0	1.0000000000000004	-1.0000000000000004
17	Akkermansia_muciniphilaYL44	Cl--e0	Microbe	-0.9241112603201405	0.9241112603201405	-1.0	0.9613070582910231	-0.9613070582910231
18	Akkermansia_muciniphilaYL44	H2S-e0	Microbe	406.9097026035084	406.9097026035084	1.0	20.172002939805168	20.172002939805168
