	0.0000-0.0000	0.0029-0.0033	0.0033-0.0033	0.0033-0.0229	0.0284-0.0300	0.0300-0.0395	0.0395-0.0767	0.0767-0.2344	0.2375-0.3273	0.3273-0.3273	0.3273-0.3275	0.3589-0.3684	0.3684-0.4725	0.4725-0.4796	0.4796-0.5798	0.5798-0.5802	0.5802-0.6056	0.6056-0.6111	0.6143-0.6143	0.6143-0.6649	0.6649-0.6649	0.6818-0.6819	0.6819-0.6872	0.6872-0.6872	0.6872-0.8082	0.9518-1.0082	1.0082-4.9381	4.9381-5.2359	5.3547-5.3566	5.3566-5.3618	5.3618-5.4844	5.4844-5.5262	5.5262-5.5264	5.5264-5.5464	5.5464-5.5925	5.5925-7.1042	7.1042-7.1408	7.1408-7.1655	7.1655-10.1773	10.1773-10.4017	10.4017-15.9471	15.9471-16.2721	16.2721-16.2729	16.2729-17.0678	17.0678-17.1934	17.1934-17.9633	17.9633-18.1061	18.1061-18.2519	18.2519-18.5850	18.5850-18.6081	18.6081-19.7882	19.7882-19.7899	19.7899-19.8008	19.8008-20.0000	Source	Target
Turicimonas_muris_YL45##L-Aspartate-e0##Microbe	-674.6171616418995	-674.6171616418995	-674.6171616418995	-674.6171616418995	-674.6171616418995	-674.6171616418995	-674.6171616418995	-674.6171616418995	-674.6171616418995	-674.6171616418995	-674.6171616418995	-674.6171616418995	-674.6171616418995	-674.6171616418995	-674.6171616418995	-674.6171616418995	-674.6171616418995	-674.6171616418995	-674.6171616418995	-674.6171616418995	-674.6171616418995	-674.6171616425701	-674.6171616425701	-674.6171616425701	-674.6171616425701	-674.6171616425701	-674.6171616425701	-8078.732305479665	-8078.732305416446	-1066.2862451429417	-1066.2862451412395	-28655.39220170817	-28655.392200499908	-28655.392201685994	-28655.392201710787	-28655.39220071972	-28655.392200847342	-28655.392200704824	-28655.39220026644	-1.000000000000001	-0.9999999999999994	-1.0000000000000018	-1.0000000000000002	-0.9999999999999991	-0.9999999999999999	-1.0000000000000009	-1.0000000000000007	-1.000000000000001	-1.0000000000000004	-1.0000000000000002	-0.9999999999999961	-1.0	-1.0000000000000004	-1.0000000000000004	Turicimonas_muris_YL45	L-Aspartate-e0
Enterocloster_clostridioformis_YL32##Putrescine-e0##Microbe	-0.9999999999999989	-1.0000000000000009	-0.9999999999999982	-0.9999999999999997	-1.0000000000000022	-1.0000000000000007	-1.0	-0.9999999999999992	-0.9999999999999993	-1.0000000000000018	-1.000000000000001	-0.9999999999999998	-1.0000000000000004	-1.0000000000000002	-0.9999999999999991	-1.0000000000000004	-1.0000000000000007	-0.9999999999999999	-0.9999999999999992	-1.0000000000000013	-0.999999999999999	-0.9999999999999992	-0.9999999999999997	-0.999999999999999	-0.999999999999999	-1.0000000000000009	-0.9999999999999999	-0.9999999999999999	-0.9999999999999999	-0.9999999999999999	-0.9999999999999999	-0.9999999999999999	-0.9999999999999999	-0.9999999999999999	-0.9999999999999999	-0.9999999999999999	-0.9999999999999999	-0.9999999999999999	-0.9999999999999999	-0.9999999999999999	-0.9999999999999999	-0.9999999999999999	-0.9999999999999999	-0.9999999999999999	-0.9999999999999999	-0.9999999999999999	-0.9999999999999999	-0.9999999999999999	-0.9999999999999999	-0.9999999999999999	-0.9999999999999999	-0.9999999999999999	-0.9999999999999999	-0.9999999999999999	Enterocloster_clostridioformis_YL32	Putrescine-e0
Turicimonas_muris_YL45##Pyridoxal##Microbe	-0.4999999999965697	-0.4999999999965697	-0.4999999999965697	-0.4999999999965697	-0.4999999999965697	-0.4999999999965697	-0.4999999999965697	-0.4999999999965697	-0.4999999999965697	-0.4999999999965697	-0.4999999999965697	-0.4999999999965697	-0.4999999999965697	-0.4999999999965697	-0.4999999999965697	-0.4999999999965697	-0.4999999999965697	-0.4999999999965697	-0.4999999999965697	-0.4999999999965697	-0.4999999999965697	-0.49999999999719497	-0.49999999999719497	-0.49999999999719497	-0.49999999999719497	-0.49999999999719497	-0.49999999999719497	-0.49999999998818423	-0.4999999999988617	-0.4999999999903641	-0.49999999998987665	-0.49999999996645955	-0.4999999999086035	-0.4999999999653895	-0.4999999999765495	-0.500000000002942	-0.49999999994998484	-0.4999999999521907	-0.5000000000045451	-0.5000000000497089	-0.5000000000050151	-0.5000000000116221	-0.5000000000196778	-0.5000000000389656	-0.49999999998592387	-0.49999999999386735	-0.5000000000148628	-0.5000000000022597	-0.500000000009582	-0.5000000000322188	-0.5000000000435451	-0.5000000000110989	-0.5000000000308745	-0.5000000000324532	Turicimonas_muris_YL45	Pyridoxal
Enterocloster_clostridioformis_YL32##Puryvate##Microbe	-0.9999999999999994	-1.0000000000000002	-0.9999999999999996	-1.0000000000000002	-1.0000000000000002	-0.9999999999999996	-1.0000000000000004	-1.0000000000000004	-0.9999999999999994	-1.0000000000000002	-0.9999999999999993	-1.0000000000000009	-1.0000000000000004	-1.0000000000000002	-0.9999999999999998	-1.000000000000001	-1.0000000000000002	-1.0000000000000002	-1.0000000000000009	-1.0000000000000002	-1.0	-1.0000000000000007	-1.0000000000000002	-1.0000000000000007	-1.0000000000000009	-1.0000000000000009	-0.9999999999999996	-0.9999999999999996	-0.9999999999999996	-0.9999999999999996	-0.9999999999999996	-0.9999999999999996	-0.9999999999999996	-0.9999999999999996	-0.9999999999999996	-0.9999999999999996	-0.9999999999999996	-0.9999999999999996	-0.9999999999999996	-0.9999999999999996	-0.9999999999999996	-0.9999999999999996	-0.9999999999999996	-0.9999999999999996	-0.9999999999999996	-0.9999999999999996	-0.9999999999999996	-0.9999999999999996	-0.9999999999999996	-0.9999999999999996	-0.9999999999999996	-0.9999999999999996	-0.9999999999999996	-0.9999999999999996	Enterocloster_clostridioformis_YL32	Puryvate
Turicimonas_muris_YL45##Phosphate-e0##Microbe	-127.45775495960842	-127.45775495960842	-127.45775495960842	-127.45775495960842	-127.45775495960842	-127.45775495960842	-127.45775495960842	-127.45775495960842	-127.45775495960842	-127.45775495960842	-127.45775495960842	-127.45775495960842	-127.45775495960842	-127.45775495960842	-127.45775495960842	-127.45775495960842	-127.45775495960842	-127.45775495960842	-127.45775495960842	-127.45775495960842	-127.45775495960842	-127.45775495985278	-127.45775495985278	-127.45775495985278	-127.45775495985278	-127.45775495985278	-127.45775495985278	-127.45775496181517	-127.4577549604228	-127.45775495885091	-127.45775495873566	-127.45775496345696	-127.45775495567439	-127.45775496348678	-127.45775496296572	-127.45775495760255	-127.45775495983301	-127.4577549589456	-127.4577549557399	-127.45775495846675	-127.45775496042948	-127.45775495912989	-127.45775496023508	-127.45775496014984	-127.45775495670748	-127.4577549576779	-127.4577549599476	-127.45775495939675	-127.45775495836381	-127.45775496122188	-127.45775496242643	-127.45775495987243	-127.45775496140494	-127.45775496328713	Turicimonas_muris_YL45	Phosphate-e0
Turicimonas_muris_YL45##L-Proline-e0##Microbe	-26.584324739459074	-26.584324739459074	-26.584324739459074	-26.584324739459074	-26.584324739459074	-26.584324739459074	-26.584324739459074	-26.584324739459074	-26.584324739459074	-26.584324739459074	-26.584324739459074	-26.584324739459074	-26.584324739459074	-26.584324739459074	-26.584324739459074	-26.584324739459074	-26.584324739459074	-26.584324739459074	-26.584324739459074	-26.584324739459074	-26.584324739459074	-26.58432473949164	-26.58432473949164	-26.58432473949164	-26.58432473949164	-26.58432473949164	-26.58432473949164	-26.584324739810555	-26.58432473961249	-26.58432473930272	-26.584324739274763	-26.584324739982527	-26.584324738797662	-26.584324739957726	-26.58432474000203	-26.584324739089517	-26.584324739192805	-26.584324739052025	-26.58432473866468	-26.584324739262613	-26.58432473962314	-26.584324739389675	-26.584324739551032	-26.584324739451308	-26.584324738983547	-26.584324739166746	-26.584324739491244	-26.584324739477257	-26.584324739225377	-26.5843247396359	-26.584324739853567	-26.58432473947618	-26.584324739597545	-26.584324740060897	Turicimonas_muris_YL45	L-Proline-e0
Enterocloster_clostridioformis_YL32##L-Aspartate-e0##Microbe	-201.40724161054922	19.14783941890219	-242.04947248962398	-242.0494724886611	-242.0494724799119	-242.0494724888827	-242.04947248644595	-242.04947248468252	-242.04947248857536	-242.0494724855316	-242.04947248796577	0.45118479422000024	-158.42179957886978	-0.9999999999999998	-1.0000000000000016	-0.9999999999999989	-1.0000000000000009	-1.0000000000000007	-0.9999999999999983	-1.0000000000000007	-0.999999999999999	-1.0000000000000009	-1.0	-1.0000000000000007	-1.0000000000000002	-0.999999999999999	-1.0000000000000002	-1.0000000000000002	-1.0000000000000002	-1.0000000000000002	-1.0000000000000002	-1.0000000000000002	-1.0000000000000002	-1.0000000000000002	-1.0000000000000002	-1.0000000000000002	-1.0000000000000002	-1.0000000000000002	-1.0000000000000002	-1.0000000000000002	-1.0000000000000002	-1.0000000000000002	-1.0000000000000002	-1.0000000000000002	-1.0000000000000002	-1.0000000000000002	-1.0000000000000002	-1.0000000000000002	-1.0000000000000002	-1.0000000000000002	-1.0000000000000002	-1.0000000000000002	-1.0000000000000002	-1.0000000000000002	Enterocloster_clostridioformis_YL32	L-Aspartate-e0
Riboflavin##Turicimonas_muris_YL45##Metabolite	126.68907411739079	126.68907411739079	126.68907411739079	126.68907411739079	126.68907411739079	126.68907411739079	126.68907411739079	126.68907411739079	126.68907411739079	126.68907411739079	126.68907411739079	126.68907411739079	126.68907411739079	126.68907411739079	126.68907411739079	126.68907411739079	126.68907411739079	126.68907411739079	126.68907411739079	126.68907411739079	126.68907411739079	126.6890741175563	126.6890741175563	126.6890741175563	126.6890741175563	126.6890741175563	126.6890741175563	126.68907411907053	126.68907411814	126.68907411668341	126.68907411654436	126.68907411980274	126.68907411429319	126.68907411970017	126.68907411994051	126.6890741156106	126.68907411608545	126.68907411544085	126.68907411357804	126.68907411642762	126.68907411816424	126.68907411706462	126.68907411781012	126.6890741173095	126.68907411514053	126.6890741160274	126.68907411751012	126.6890741174957	126.6890741162733	126.68907411817008	126.68907411921859	126.689074117447	126.68907411797956	126.68907412016448	Riboflavin	Turicimonas_muris_YL45
Enterocloster_clostridioformis_YL32##Inosine-e0##Microbe	-110.21788777626988	-110.21788777636854	150.9794241319316	-111.71788777621907	-111.71788777196213	-111.71788777632412	-111.71788777514507	-111.71788777426737	-111.71788777614658	-111.71788777467269	-111.71788777586104	1.7432205659956854	-14.262378785970364	-14.262378785966025	-14.262378785974015	-14.2623787859707	-14.262378785978537	0.7801965281781291	-225.4357755616628	-225.4357755616942	-2918.6900727943007	-1.0000000000000007	-0.9999999999999987	-0.9999999999999999	-0.9999999999999999	-0.9999999999999994	-1.0000000000000007	-1.0000000000000007	-1.0000000000000007	-1.0000000000000007	-1.0000000000000007	-1.0000000000000007	-1.0000000000000007	-1.0000000000000007	-1.0000000000000007	-1.0000000000000007	-1.0000000000000007	-1.0000000000000007	-1.0000000000000007	-1.0000000000000007	-1.0000000000000007	-1.0000000000000007	-1.0000000000000007	-1.0000000000000007	-1.0000000000000007	-1.0000000000000007	-1.0000000000000007	-1.0000000000000007	-1.0000000000000007	-1.0000000000000007	-1.0000000000000007	-1.0000000000000007	-1.0000000000000007	-1.0000000000000007	Enterocloster_clostridioformis_YL32	Inosine-e0
Enterocloster_clostridioformis_YL32##Phosphate-e0##Microbe	-127.45775496145392	-127.45775496156706	-127.45775496185576	-127.45775496139562	-127.4577549564674	-127.45775496165015	-127.45775496021696	-127.45775495925562	-127.45775496131205	-127.45775495972168	-127.4577549609728	-0.2878045909793389	-18.227266887619493	-18.227266887617333	-18.22726688763092	-18.227266887621447	-18.22726688762879	-1.3671851900611374	-254.91550993339843	-254.91550993343355	-254.91550994203962	-254.91550994099794	-254.9155099409603	-254.91550994065886	-254.91550993511328	-254.9155099393318	-254.91550993061938	-254.91550993061938	-254.91550993061938	-254.91550993061938	-254.91550993061938	-254.91550993061938	-254.91550993061938	-254.91550993061938	-254.91550993061938	-254.91550993061938	-254.91550993061938	-254.91550993061938	-254.91550993061938	-254.91550993061938	-254.91550993061938	-254.91550993061938	-254.91550993061938	-254.91550993061938	-254.91550993061938	-254.91550993061938	-254.91550993061938	-254.91550993061938	-254.91550993061938	-254.91550993061938	-254.91550993061938	-254.91550993061938	-254.91550993061938	-254.91550993061938	Enterocloster_clostridioformis_YL32	Phosphate-e0
