	0.0000-0.0020	0.0020-0.0084	0.0085-0.0086	0.0087-0.0088	0.0088-0.0237	0.0237-0.0238	0.0238-0.0265	0.0265-0.0430	0.0430-0.0818	0.0818-0.0818	0.1143-0.1147	0.1147-0.1478	0.1478-0.1479	0.1479-0.1483	0.1483-0.1484	0.1484-0.1736	0.2239-0.2243	0.2243-0.2244	0.2244-0.2244	0.2258-0.3864	0.3864-0.3869	0.3872-0.6071	0.6071-0.7320	0.7320-0.7322	0.7322-0.7465	0.7859-0.8295	0.8296-0.8360	0.8612-6.2753	6.2753-6.3691	6.3691-6.9784	7.0866-7.2437	7.2437-9.5565	9.5565-20.0000	Source	Target
Flavonifractor_plautii_YL31##fe3-e0##Microbe	-0.9241112603171603	-0.9241112603211302	-0.9241112603213523	-0.9241112603214715	-0.9241112603214604	-0.9241112603260512	-0.9241112603216577	-0.924111260323448	-0.9241112603246332	-0.9241112603284835	-0.9241112603223277	-0.9241112603209686	-0.9241112603182149	-0.9241112603182149	-0.9241112603255603	-0.9241112603340729	-0.9241112603258976	-0.9241112603262749	-0.924111260322511	-0.9241112603193671	-0.92411126032235	-0.924111260322584	-0.9241112603221172	-0.9241112603249116	-0.924111260324988	-0.9241112603253684	-0.9241112603260065	-0.924111260318861	-0.924111260318861	-0.924111260318861	-0.924111260318861	-0.924111260318861	-0.924111260318861	Flavonifractor_plautii_YL31	fe3-e0
Flavonifractor_plautii_YL31##Mn2+-e0##Microbe	-0.9241112603169802	-0.9241112603206235	-0.9241112603207774	-0.9241112603208853	-0.92411126032087	-0.9241112603255891	-0.9241112603211876	-0.9241112603228675	-0.9241112603240891	-0.9241112603269778	-0.9241112603219094	-0.9241112603198802	-0.9241112603189042	-0.9241112603189042	-0.9241112603256042	-0.9241112603344618	-0.9241112603257048	-0.9241112603282157	-0.9241112603225985	-0.9241112603186608	-0.9241112603220961	-0.9241112603223686	-0.9241112603219219	-0.9241112603247558	-0.9241112603248434	-0.924111260325014	-0.9241112603256589	-0.9241112603182423	-0.9241112603182423	-0.9241112603182423	-0.9241112603182423	-0.9241112603182423	-0.9241112603182423	Flavonifractor_plautii_YL31	Mn2+-e0
Flavonifractor_plautii_YL31##L-Methionine-e0##Microbe	-18.482435295042507	-18.482435295151344	-18.482435295158062	-18.482435295160876	-18.482435295161434	-18.48243529530223	-18.48243529517014	-18.48243529521709	-18.48243529523344	-18.48243529535482	-18.48243529518904	-18.482435295185574	-18.48243529512092	-18.48243529512092	-18.482435295265564	-18.482435295440077	-18.48243529524361	-18.482435295269653	-674.826798212308	-19.482435295098462	-19.482435295164077	-19.482435295173538	-19.48243529516827	-19.48243529524209	-19.482435295244407	-19.482435295249722	-19.482435295265923	-19.48243529510628	-19.48243529510628	-19.48243529510628	-19.48243529510628	-19.48243529510628	-19.48243529510628	Flavonifractor_plautii_YL31	L-Methionine-e0
Riboflavin##Bifidobacterium_animalis_YL2##Metabolite	96.79614651722424	96.79614651722424	96.79614651722424	96.79614651722424	96.79614651722424	96.79614651722424	96.79614651722424	96.79614651722424	96.79614651722424	96.79614651722424	96.79614651722424	96.79614651722424	96.79614651722424	96.79614651725348	96.79614651725348	96.79614651725348	96.79614651725348	96.79614651725348	96.79614651725348	96.79614651725348	96.79614651725348	96.79614651725348	96.79614651725348	96.79614651725348	96.79614651725348	96.79614651725348	96.79614651725348	96.79614651725348	96.79614651693699	96.79614651693454	96.79614651673619	96.7961465169459	96.79614651694357	Riboflavin	Bifidobacterium_animalis_YL2
Bifidobacterium_animalis_YL2##Zn2+-e0##Microbe	-0.7060625359782816	-0.7060625359782816	-0.7060625359782816	-0.7060625359782816	-0.7060625359782816	-0.7060625359782816	-0.7060625359782816	-0.7060625359782816	-0.7060625359782816	-0.7060625359782816	-0.7060625359782816	-0.7060625359782816	-0.7060625359782816	-0.7060625359782557	-0.7060625359782557	-0.7060625359782557	-0.7060625359782557	-0.7060625359782557	-0.7060625359782557	-0.7060625359782557	-0.7060625359782557	-0.7060625359782557	-0.7060625359782557	-0.7060625359782557	-0.7060625359782557	-0.7060625359782557	-0.7060625359782557	-0.7060625359782557	-0.7060625359751238	-0.7060625359750791	-0.7060625359730933	-0.7060625359751487	-0.7060625359751317	Bifidobacterium_animalis_YL2	Zn2+-e0
Flavonifractor_plautii_YL31##XAN-e0##Microbe	1572.3212686299617	134.99154024815306	-55.58478561418036	-55.58478561418781	-55.5847856141876	-54.58478561452362	-54.58478561420285	-54.584785614320744	-54.58478561438833	-54.58478561460928	-54.58478561423227	-54.58478561415404	-54.58478561398509	-54.58478561398509	-54.58478561444832	-54.58478561496138	-54.58478561445914	-54.58478561454605	-54.584785614257505	-54.58478561405085	-54.58478561423438	-54.5847856142557	-54.58478561423183	-54.584785614427	-54.58478561443556	-54.584785614451384	-54.584785614491174	-54.58478561403874	-54.58478561403874	-54.58478561403874	-54.58478561403874	-54.58478561403874	-54.58478561403874	Flavonifractor_plautii_YL31	XAN-e0
Flavonifractor_plautii_YL31##L-Threonine-e0##Microbe	-37.09933646743834	-37.099336467651725	-37.09933646766705	-37.0993364676719	-37.09933646767092	-37.09933646789667	-37.099336467678924	-37.09933646775475	-37.09933646779392	-37.09933646792219	-1267.343920971487	-105.64878841022987	-105.64878840990671	-105.64878840990671	-1258.063066870833	-3542.3832030537465	-1.0000000000000004	-0.9999999999999997	-1.0000000000000002	-0.9999999999999997	-0.9999999999999998	-1.0000000000000002	-0.9999999999999999	-0.9999999999999993	-0.9999999999999984	-0.9999999999999998	-1.0000000000000002	-1.0000000000000004	-1.0000000000000004	-1.0000000000000004	-1.0000000000000004	-1.0000000000000004	-1.0000000000000004	Flavonifractor_plautii_YL31	L-Threonine-e0
Flavonifractor_plautii_YL31##Acetate-e0##Microbe	1534.9235605221047	97.59383213994941	-92.98249372241878	-92.9824937224303	-92.98249372243632	-92.98249372317314	-92.98249372246313	-92.9824937227181	297.1023694570817	-673.480152056992	522.2315672149997	-639.4635653458591	-639.4635653436661	-639.4635653436661	1089.6578523418486	-623.5822497759708	461.12631890664323	461.1263189072997	241.51153126592737	-413.832831649801	139.20227257022913	139.202272570315	139.20227257028006	604.9189668351883	604.9189668352456	604.9189668354722	713.0276579003454	-760.4008433218461	-760.4008433218461	-760.4008433218461	-760.4008433218461	-760.4008433218461	-759.4008433218436	Flavonifractor_plautii_YL31	Acetate-e0
Bifidobacterium_animalis_YL2##Sucrose-e0##Microbe	-0.9999999999999996	-0.9999999999999996	-0.9999999999999996	-0.9999999999999996	-0.9999999999999996	-0.9999999999999996	-0.9999999999999996	-0.9999999999999996	-0.9999999999999996	-0.9999999999999996	-0.9999999999999996	-0.9999999999999996	-0.9999999999999996	-1.0000000000000027	-1.0000000000000027	-1.0000000000000027	-1.0000000000000027	-1.0000000000000027	-1.0000000000000027	-1.0000000000000027	-1.0000000000000027	-1.0000000000000027	-1.0000000000000027	-1.0000000000000027	-1.0000000000000027	-1.0000000000000027	-1.0000000000000027	-1.0000000000000027	-1.0	-0.9999999999999998	-0.9999999999999988	-1.0	-1.0000000000000002	Bifidobacterium_animalis_YL2	Sucrose-e0
Flavonifractor_plautii_YL31##Sulfate-e0##Microbe	-0.9241112603194807	-0.9241112603207136	-0.9241112603206014	-0.9241112603207249	-0.9241112603206943	-0.9241112603231193	-0.9241112603211502	-0.9241112603224277	-0.9241112603236588	-0.9241112603270513	-0.9241112603205696	-0.9241112603190728	-0.9241112603182107	-0.9241112603182107	-0.9241112603248348	-0.9241112603309571	-0.9241112603246346	-0.9241112603288824	-0.9241112603220953	-0.9241112603184685	-0.9241112603224454	-0.9241112603225002	-0.9241112603217061	-0.9241112603255746	-0.9241112603256026	-0.9241112603260703	-0.9241112603269623	-0.9241112603171829	-0.9241112603171829	-0.9241112603171829	-0.9241112603171829	-0.9241112603171829	-0.9241112603171829	Flavonifractor_plautii_YL31	Sulfate-e0
