	0.0000-0.0012	0.0727-0.0746	0.0750-0.0754	0.0754-0.0773	0.0858-0.0901	0.0901-0.0901	0.0901-0.1013	0.1013-0.1018	0.1018-0.2074	0.2074-20.0000	Source	Target
PAN##Bacteroides_caecimuris_I48##Metabolite	126.68907411730311	126.68907411644406	126.68907411565306	126.68907411569022	126.68907411562338	126.68907411552146	126.68907411573402	126.68907411634825	126.68907411672531	126.68907411562802	PAN	Bacteroides_caecimuris_I48
Bacteroides_caecimuris_I48##L-Glutamate-e0##Microbe	-66.04418554084184	-66.0441855395195	1872.085934599336	1872.0859345997958	-65.04418553968003	-65.04418553925785	-65.04418553939001	-65.04418553928136	-65.04418553958823	-65.04418553794535	Bacteroides_caecimuris_I48	L-Glutamate-e0
Bacteroides_caecimuris_I48##Mg-e0##Microbe	-0.92411126031729	-0.9241112603110517	-0.9241112603053353	-0.9241112603054893	-0.9241112603054285	-0.9241112603047109	-0.9241112603061694	-0.9241112603102981	-0.9241112603129327	-0.92411126030522	Bacteroides_caecimuris_I48	Mg-e0
Bacteroides_caecimuris_I48##L-Asparagine-e0##Microbe	-28.989573168201265	-28.989573167216975	-28.98957316637509	-28.989573166365485	-28.989573167549185	-28.989573167207777	-28.9895731672683	-28.989573167038948	-28.989573167215195	-28.989573166009997	Bacteroides_caecimuris_I48	L-Asparagine-e0
Bacteroides_caecimuris_I48##NH3-e0##Microbe	1531.9387736699198	1274.9888171567034	1274.9888171521152	1274.988817152543	2518.526110379122	2518.526110377744	2518.5261103820217	-113.57157603381661	963.2970547986776	-412.08062520582075	Bacteroides_caecimuris_I48	NH3-e0
Bacteroides_caecimuris_I48##L-Threonine##Microbe	-75.99313011345714	-75.99313011314177	-75.99313011284487	-75.99313011286836	-75.99313011253157	-75.99313011253803	-75.99313011266312	-75.99313011313431	-75.99313011334286	-75.99313011291343	Bacteroides_caecimuris_I48	L-Threonine
Bacteroides_caecimuris_I48##L-Glycine##Microbe	-77.0494519422868	969.0650600783357	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteroides_caecimuris_I48	L-Glycine
Bacteroides_caecimuris_I48##Ca2+-e0##Microbe	-0.9241112603168803	-0.924111260310076	-0.9241112603038328	-0.9241112603037902	-0.9241112603042496	-0.9241112603028934	-0.9241112603046066	-0.9241112603096745	-0.9241112603122804	-0.924111260303298	Bacteroides_caecimuris_I48	Ca2+-e0
Bacteroides_caecimuris_I48##H2-e0##Microbe	2343.930022097626	1040.865553560333	71.80049349091237	71.800493491104	765.3933203919996	765.393320393223	765.3933203945224	2081.4421636143984	1004.5735327871654	1004.5735327839539	Bacteroides_caecimuris_I48	H2-e0
Bacteroides_caecimuris_I48##fe3-e0##Microbe	-0.9241112603157624	-0.9241112600716321	-0.9241112598703604	-0.9241112598623927	-0.9241112602148137	-0.9241112601225003	-0.9241112601300211	-0.9241112600220561	-0.9241112600512671	-0.9241112597729367	Bacteroides_caecimuris_I48	fe3-e0
Bacteroides_caecimuris_I48##L-Serine##Microbe	-798.8186188976163	-2634.097686431968	-695.9675662780455	-695.9675662783939	-2633.0976864112677	-2633.097686410319	-2633.0976864147815	-0.9999999999999998	-1.0000000000000004	-1.0000000000000002	Bacteroides_caecimuris_I48	L-Serine
Bacteroides_caecimuris_I48##Folate##Microbe	-1.0000000000000004	-1.0000000000000007	-0.9999999999999994	-0.9999999999999998	-0.9999999999999986	-0.9999999999999994	-1.0000000000000009	-0.999999999999999	-0.999999999999999	-0.9999999999999994	Bacteroides_caecimuris_I48	Folate
Bacteroides_caecimuris_I48##H2O-e0##Microbe	-256.9499565063422	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteroides_caecimuris_I48	H2O-e0
Bacteroides_caecimuris_I48##O2-e0##Microbe	-0.9999999999999988	-1.0000000000000007	-0.9999999999999984	-0.9999999999999981	-0.9999999999999996	-1.0000000000000002	-1.0000000000000004	-0.9999999999999993	-1.0000000000000018	1374.377679996541	Bacteroides_caecimuris_I48	O2-e0
Bacteroides_caecimuris_I48##Mn2+-e0##Microbe	-0.9241112603169239	-0.9241112603106484	-0.9241112603050073	-0.9241112603051534	-0.9241112603046878	-0.9241112603038568	-0.9241112603057615	-0.9241112603096294	-0.9241112603126774	-0.9241112603044491	Bacteroides_caecimuris_I48	Mn2+-e0
Bacteroides_caecimuris_I48##Formate-e0##Microbe	1.4999999999699751	1047.6145120217632	78.54945194435344	78.54945194441947	78.54945194172808	78.54945194237543	78.54945194250536	78.5494519437022	78.54945194374912	78.54945194512797	Bacteroides_caecimuris_I48	Formate-e0
Bacteroides_caecimuris_I48##Neu5Ac-e0##Microbe	-6.9926970260889805	-6.992697025944211	-6.992697025819031	-6.992697025823511	-6.992697025955963	-6.992697025903899	-6.992697025922361	-6.992697025921789	-6.992697025961327	-6.992697025770308	Bacteroides_caecimuris_I48	Neu5Ac-e0
Bacteroides_caecimuris_I48##K+-e0##Microbe	-0.924111260319323	-0.9241112603108593	-0.924111260303842	-0.9241112603035704	-0.9241112603059467	-0.924111260305097	-0.9241112603060418	-0.9241112603104754	-0.9241112603136742	-0.9241112603042702	Bacteroides_caecimuris_I48	K+-e0
Bacteroides_caecimuris_I48##L-Methionine-e0##Microbe	-18.482435295022555	-18.48243529467946	-18.482435294382196	-18.48243529438444	-18.482435294682286	-18.48243529458682	-18.482435294624576	-18.482435294627717	-18.48243529471498	-18.48243529427713	Bacteroides_caecimuris_I48	L-Methionine-e0
Bacteroides_caecimuris_I48##CO2-e0##Microbe	2629.0317691837827	1325.967300642183	356.9022405692766	356.90224056948347	2294.0323607051064	2294.032360703614	2294.0323607075406	2294.032360718729	2294.0323607253945	-456.72299928609874	Bacteroides_caecimuris_I48	CO2-e0
Bacteroides_caecimuris_I48##Fe2+-e0##Microbe	-1.9241112603159987	-1.9241112605362662	-1.9241112607215822	-1.9241112607280662	-1.9241112603766932	-1.9241112604632795	-1.924111260461581	-1.9241112605852557	-1.9241112605675543	-1.9241112608149262	Bacteroides_caecimuris_I48	Fe2+-e0
Bacteroides_caecimuris_I48##PAN##Microbe	-1.000000000000282	-1.0000000000000202	-1.0000000000000249	-1.0000000000000513	-0.9999999999999312	-0.99999999999995	-0.9999999999999862	-0.9999999999999419	-1.0000000000000582	-0.9999999999999624	Bacteroides_caecimuris_I48	PAN
Bacteroides_caecimuris_I48##L-Tyrosine##Microbe	-17.08355495650353	-17.083554956450335	-17.08355495638441	-17.08355495638855	-17.083554956292083	-17.08355495630839	-17.083554956342407	-17.083554956445656	-17.0835549564905	-17.083554956415124	Bacteroides_caecimuris_I48	L-Tyrosine
Bacteroides_caecimuris_I48##Sorbitol-e0-e0##Microbe	6.992697026037586	6.992697024491373	6.992697021535075	6.992697021470317	6.992697025059223	6.992697024090935	6.992697024126019	6.992697023078972	6.992697023389711	6.99269702045948	Bacteroides_caecimuris_I48	Sorbitol-e0-e0
Bacteroides_caecimuris_I48##L-Lysine-e0##Microbe	-41.268999357415524	-41.26899935726744	-41.26899935712198	-41.268999357136096	-41.268999356910804	-41.26899935692701	-41.26899935699875	-41.2689993572651	-41.26899935737313	-41.268999357171616	Bacteroides_caecimuris_I48	L-Lysine-e0
Bacteroides_caecimuris_I48##Co2+-e0##Microbe	-0.9241112603165806	-0.9241112603082581	-0.9241112603020118	-0.9241112603021727	-0.9241112603026517	-0.9241112603020418	-0.9241112603037622	-0.9241112603082862	-0.9241112603114054	-0.9241112603029722	Bacteroides_caecimuris_I48	Co2+-e0
Bacteroides_caecimuris_I48##Uracil-e0##Microbe	-39.64223087747924	-39.642230877065	-39.64223087668586	-39.64223087669359	-39.64223087691048	-39.64223087681637	-39.64223087688516	-39.642230877001666	-39.642230877134395	-39.64223087661594	Bacteroides_caecimuris_I48	Uracil-e0
Bacteroides_caecimuris_I48##Acetate-e0##Microbe	1990.07864263423	687.0141740964995	-282.0508859729356	-282.0508859729154	1655.0792341638937	1655.0792341627746	1655.0792341656102	339.03039095931524	339.03039096042875	-1036.3472890400612	Bacteroides_caecimuris_I48	Acetate-e0
Bacteroides_caecimuris_I48##Zn2+-e0##Microbe	-0.9241112603160194	-0.9241112603099716	-0.9241112603030444	-0.9241112603034322	-0.924111260304411	-0.9241112603035463	-0.9241112603047356	-0.9241112603087338	-0.9241112603116449	-0.9241112603036186	Bacteroides_caecimuris_I48	Zn2+-e0
