	0.0009	0.0010	0.0017	0.0019	0.0025	0.0030	0.0031	0.0043	0.0044	0.0321	0.4541	0.9787	5.1447	6.3270	6.5371	7.3519	7.9983	10.2915	17.3043	19.8381	Source	Target
Clostridium_innocuum_I46##Inosine##Microbe	-1.756490064508398e-09	-3.594067266021739e-10	5.65609070690698e-09	-5.824148274768959e-09	1.370835889247246e-09	4.718003765447065e-11	-5.844924544362584e-11	9.614353757569916e-10	1.566888840898173e-10	1.9999999994058442	0.0	0.0	0.0	0.0	-1.6854073692229576e-11	-6.821210263296962e-13	-2.0000000000032827	0.0	-1.000000000162018	96.47884223531801	Clostridium_innocuum_I46	Inosine
Acutalibacter_muris_KB1##Ca2+-e0##Microbe	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.1617373729677638e-12	-1.0103029524088925e-12	0.0	0.7060625359805729	0.0	0.0	0.0	1.4166445794216997e-13	0.0	0.7060625359711655	Acutalibacter_muris_KB1	Ca2+-e0
Clostridium_innocuum_I46##L-Asparagine-e0##Microbe	2464.11126279194	-5.684768211722258e-10	5.218112164584454e-09	-5.234440436652221e-09	1.3695142797587323e-09	4.7208459363901056e-11	-5.5081272876122966e-11	-4964.421294728147	8033.814650504317	-3073.393355775899	0.0	0.0	0.0	0.0	4.746425474877469e-12	-5.992697026154147	2.000000000006949	0.0	-8.191136657842435e-11	106.49314005751684	Clostridium_innocuum_I46	L-Asparagine-e0
Clostridium_innocuum_I46##fe3-e0##Microbe	-7.525757794724086e-12	-1.2089440559748255e-11	5.322120522066598e-11	-5.246802992076027e-11	1.2483236666582798e-11	4.2521541843143495e-13	-5.306866057708248e-13	5.261124869093692e-12	8.934741835275872e-12	-1.0790479620936821e-11	0.0	0.0	0.0	0.0	4.9960036108132044e-14	-1.3100631690576847e-14	-2.2093438190040615e-14	0.0	-3.297362383136715e-14	0.9241112603205613	Clostridium_innocuum_I46	fe3-e0
Clostridium_innocuum_I46##Mn2+-e0##Microbe	-1.407296501554356e-11	-6.659783835516464e-12	4.8662518459252624e-11	-4.83136863849154e-11	1.1786127629420662e-11	4.271027975732977e-13	-5.10924635932497e-13	9.373612996910197e-12	-2.010946964503546e-12	-4.350408921993676e-12	0.0	0.0	0.0	0.0	4.9182879990894435e-14	-6.5503158452884236e-15	-2.398081733190338e-14	0.0	-3.241851231905457e-14	0.9241112603200057	Clostridium_innocuum_I46	Mn2+-e0
Acutalibacter_muris_KB1##PAN##Microbe	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.2659651932599445e-12	-1.3283818489639998e-11	-4.618527782440651e-14	1.0000000000131615	0.0	0.0	0.0	1.3633538742396922e-13	0.0	0.9999999999998854	Acutalibacter_muris_KB1	PAN
Acutalibacter_muris_KB1##Fe2+-e0##Microbe	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-9.388045896230324e-13	-1.2862688691939184e-10	1.2896350654045818e-12	2.206719422442207	0.0	0.0	0.0	-0.08333333327832193	0.0	2.123386089024846	Acutalibacter_muris_KB1	Fe2+-e0
Acutalibacter_muris_KB1##L-Lysine-e0##Microbe	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.4996007747831754e-12	-5.96145355302724e-11	-8.142819751810748e-12	36.35966193481867	0.0	0.0	0.0	7.048583938740194e-12	0.0	36.35966193433462	Acutalibacter_muris_KB1	L-Lysine-e0
Acutalibacter_muris_KB1##Niacin##Microbe	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.2665424264923786e-12	-9.446154969339204e-11	1.091571277811454e-12	1.0000000000522118	0.0	0.0	0.0	2.604583215770617e-13	0.0	1.0000000000388236	Acutalibacter_muris_KB1	Niacin
