	0.0000-0.8040	0.8040-0.8050	0.8050-0.8051	0.8069-1.5366	Source	Target
bc1002##bc1001##O2	-0.15236136794857927	-0.269915768783753	-0.269915768783753	0.0	bc1002	bc1001
bc1003##bc1001##O2	-0.15236136794857968	-0.15236136794857968	-0.27747530369501183	0.0	bc1003	bc1001
bc1001##bc1002##O2	-0.15290050085943938	0.0	0.0	0.0	bc1001	bc1002
bc1003##bc1002##O2	-0.1529005008594402	0.0	0.0	0.0	bc1003	bc1002
bc1001##bc1003##O2	-0.15297633046741727	-0.15297633046741727	0.0	0.0	bc1001	bc1003
bc1002##bc1003##O2	-0.15297633046741768	-0.2710052055831226	0.0	0.0	bc1002	bc1003
bc1001##bc1002##D-Glucose	0.0	-0.14862328509507122	-0.14862328509507122	-0.270870869647383	bc1001	bc1002
bc1003##bc1002##D-Glucose	0.0	-0.14873488086081643	-0.2708708696473838	-0.2708708696473838	bc1003	bc1002
bc1001##bc1003##D-Glucose	0.0	0.0	-0.1528615523424695	-0.27859525236686344	bc1001	bc1003
bc1002##bc1003##D-Glucose	0.0	0.0	-0.27859525236686483	-0.27859525236686483	bc1002	bc1003
bc1002##bc1001##D-Glucose	0.0	0.0	0.0	-0.13296422013011508	bc1002	bc1001
bc1003##bc1001##D-Glucose	0.0	0.0	0.0	-0.13296422013011486	bc1003	bc1001
