	0.0000-0.0012	0.0012-0.0727	0.0727-0.0728	0.0732-4.2025	4.3444-4.3555	4.3555-4.5647	4.5647-4.5652	4.5652-4.7458	4.9689-5.1608	5.1608-12.2919	12.2919-20.0000	Source	Target
Riboflavin##Bifidobacterium_animalis_YL2##Metabolite	96.79614651724023	96.79614651724023	96.79614651724023	96.79614651724023	96.79614651824757	96.79614651453842	96.79614651657788	96.79614651521833	96.79614651544723	96.79614651512463	96.79614651517888	Riboflavin	Bifidobacterium_animalis_YL2
Bifidobacterium_animalis_YL2##Zn2+-e0##Microbe	-0.7060625359787005	-0.7060625359787005	-0.7060625359787005	-0.7060625359787005	-0.7060625359856081	-0.7060625359577686	-0.7060625359726962	-0.7060625359641164	-0.7060625359660457	-0.7060625359646373	-0.7060625359645853	Bifidobacterium_animalis_YL2	Zn2+-e0
Bacteroides_caecimuris_I48##L-Serine##Microbe	-796.6852855642912	-540.8686623913518	1552.3603616500957	-535.2415571941518	-535.2415571941518	-535.2415571941518	-535.2415571941518	-535.2415571941518	-535.2415571941518	-535.2415571941518	-536.2415571941482	Bacteroides_caecimuris_I48	L-Serine
Bacteroides_caecimuris_I48##H2O-e0##Microbe	-255.81662317302573	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteroides_caecimuris_I48	H2O-e0
Bacteroides_caecimuris_I48##L-Tyrosine##Microbe	-17.08355495650266	-17.08355495650958	-17.08355495640422	-17.083554956419132	-17.083554956419132	-17.083554956419132	-17.083554956419132	-17.083554956419132	-17.083554956419132	-17.083554956419132	-17.083554956419132	Bacteroides_caecimuris_I48	L-Tyrosine
Bifidobacterium_animalis_YL2##Sucrose-e0##Microbe	-1.0	-1.0	-1.0	-1.0	-0.9999999999999999	-1.0000000000000002	-0.9999999999999996	-1.0000000000000007	-1.000000000000001	-0.9999999999999989	-0.9999999999999998	Bifidobacterium_animalis_YL2	Sucrose-e0
Bifidobacterium_animalis_YL2##Spermidine-e0##Microbe	-0.9999999999999998	-0.9999999999999998	-0.9999999999999998	-0.9999999999999998	-1.0000000000000016	-1.0000000000000002	-1.000000000000001	-0.9999999999999988	-0.9999999999999984	-1.000000000000001	0.0	Bifidobacterium_animalis_YL2	Spermidine-e0
Bifidobacterium_animalis_YL2##L-Valine-e0##Microbe	-34.56469128230957	-34.56469128230957	-34.56469128230957	-34.56469128230957	-34.56469128259998	-34.564691281356154	-34.56469128198838	-34.564691281525455	-34.56469128160986	-34.564691281493985	-34.56469128149628	Bifidobacterium_animalis_YL2	L-Valine-e0
Bifidobacterium_animalis_YL2##Niacin##Microbe	-0.9999999999982605	-0.9999999999982605	-0.9999999999982605	-0.9999999999982605	-0.9999999999854259	-0.9999999999753448	-0.9999999998761757	-0.9999999999205328	-0.9999999999346267	-0.9999999999169717	-0.9999999999152719	Bifidobacterium_animalis_YL2	Niacin
Bifidobacterium_animalis_YL2##Thiamin-e0##Microbe	-1.000000000000003	-1.000000000000003	-1.000000000000003	-1.000000000000003	-0.4999999999671405	-0.4999999999768724	-0.49999999987844806	-0.4999999999169175	-0.49999999994136	-0.49999999991388966	-0.4999999999064687	Bifidobacterium_animalis_YL2	Thiamin-e0
Bifidobacterium_animalis_YL2##NH3-e0##Microbe	-13.084762773295845	-13.084762773295845	-13.084762773295845	-13.084762773295845	-13.084762773486432	-13.08476277304765	-13.08476277319221	-13.084762772858856	319.188979078083	-103.56790231963372	-103.56790231970339	Bifidobacterium_animalis_YL2	NH3-e0
Bifidobacterium_animalis_YL2##Folate##Microbe	-0.9999999999999997	-0.9999999999999997	-0.9999999999999997	-0.9999999999999997	-0.999999999999999	-1.0000000000000042	-1.0000000000000016	-1.0000000000000016	-1.0000000000000002	-0.9999999999999944	-0.9999999999999971	Bifidobacterium_animalis_YL2	Folate
Bacteroides_caecimuris_I48##Inosine-e0##Microbe	-58.084785613893956	-58.08478561390757	-58.08478561336633	-58.08478561334645	-58.08478561334645	-58.08478561334645	-58.08478561334645	-58.08478561334645	-58.08478561334645	-58.08478561334645	-58.08478561334645	Bacteroides_caecimuris_I48	Inosine-e0
Bacteroides_caecimuris_I48##Phosphate-e0##Microbe	-127.45775495898921	-127.45775495902124	-127.45775495792736	-127.45775495792573	-127.45775495792573	-127.45775495792573	-127.45775495792573	-127.45775495792573	-127.45775495792573	-127.45775495792573	-127.45775495792573	Bacteroides_caecimuris_I48	Phosphate-e0
Bifidobacterium_animalis_YL2##L-Serine-e0##Microbe	-45.132738573128776	-45.132738573128776	-45.132738573128776	-45.132738573128776	-5545.2190110601805	-29.752457225617597	-29.75245722631791	-29.752457225788117	-29.75245722583962	-29.752457225768094	-29.752457225795066	Bifidobacterium_animalis_YL2	L-Serine-e0
Bifidobacterium_animalis_YL2##Co2+-e0##Microbe	-0.706062535970113	-0.706062535970113	-0.706062535970113	-0.706062535970113	-0.7060625359314269	-0.7060625360918655	-0.7060625361494717	-0.7060625360865532	-0.7060625360562401	-0.7060625360805488	-0.7060625360961187	Bifidobacterium_animalis_YL2	Co2+-e0
Bifidobacterium_animalis_YL2##Uracil-e0##Microbe	-12.165428977298582	-12.165428977298582	-12.165428977298582	-12.165428977298582	-12.165428977506382	-12.165428976974905	-12.16542897730562	-12.165428977002918	-12.165428977047629	-12.165428976989169	-12.165428977006508	Bifidobacterium_animalis_YL2	Uracil-e0
Bacteroides_caecimuris_I48##L-Glutamate-e0##Microbe	-66.04418554084029	-66.04418554076474	-66.04418553916251	-32.89617989615433	-32.89617989615433	-32.89617989615433	-32.89617989615433	-32.89617989615433	-32.89617989615433	-32.89617989615433	-32.89617989615433	Bacteroides_caecimuris_I48	L-Glutamate-e0
Bacteroides_caecimuris_I48##L-Asparagine-e0##Microbe	-28.989573168200064	-28.989573168131436	-28.989573167011716	-28.989573166458378	-28.989573166458378	-28.989573166458378	-28.989573166458378	-28.989573166458378	-28.989573166458378	-28.989573166458378	-28.989573166458378	Bacteroides_caecimuris_I48	L-Asparagine-e0
Bifidobacterium_animalis_YL2##L-Phenylalanine-e0##Microbe	-19.790702065762716	-19.790702065762716	-19.790702065762716	-19.790702065762716	-19.790702065973772	-19.790702065198516	-19.790702065608734	-19.790702065350814	-19.790702065397397	-19.790702065331942	-19.79070206534296	Bifidobacterium_animalis_YL2	L-Phenylalanine-e0
Bacteroides_caecimuris_I48##NH3-e0##Microbe	1529.805440336567	1273.9888171638725	3367.2178411892264	1279.6159223433056	1279.6159223433056	1279.6159223433056	1279.6159223433056	1279.6159223433056	1279.6159223433056	1279.6159223433056	1281.6159223432949	Bacteroides_caecimuris_I48	NH3-e0
Bacteroides_caecimuris_I48##L-Glycine##Microbe	-77.04945194228354	-77.04945194248053	-4263.507500016562	-88.3036623271036	-88.3036623271036	-88.3036623271036	-88.3036623271036	-88.3036623271036	-88.3036623271036	-88.3036623271036	-88.3036623271036	Bacteroides_caecimuris_I48	L-Glycine
Bacteroides_caecimuris_I48##fe3-e0##Microbe	-0.9241112603162324	-0.9241112602937493	-0.9241112600415697	-0.9241112598877136	-0.9241112598877136	-0.9241112598877136	-0.9241112598877136	-0.9241112598877136	-0.9241112598877136	-0.9241112598877136	-0.9241112598877136	Bacteroides_caecimuris_I48	fe3-e0
Bacteroides_caecimuris_I48##Folate##Microbe	-1.0000000000000004	-1.0000000000000004	-1.0000000000000007	-1.0000000000000007	-1.0000000000000007	-1.0000000000000007	-1.0000000000000007	-1.0000000000000007	-1.0000000000000007	-1.0000000000000007	-1.0000000000000007	Bacteroides_caecimuris_I48	Folate
