	0.0000-0.0020	0.0084-0.0084	0.0084-0.0085	0.0085-0.0086	0.0086-0.0087	0.0087-0.0254	0.0329-0.0337	0.0337-0.0348	0.0463-0.0464	0.0464-0.0495	0.0495-0.0497	0.0497-0.0498	0.0498-0.0499	0.0499-0.0499	0.0499-0.0522	0.0622-0.0750	0.0750-0.0750	0.0750-0.0751	0.0751-0.0752	0.0752-0.1059	0.1059-0.1133	0.1133-0.1195	0.1195-0.1205	0.1205-0.1453	0.1453-0.1453	0.1453-0.1454	0.1454-0.1879	0.1879-0.2089	0.2091-0.2162	0.2164-0.2410	0.2410-0.2700	0.2700-0.3483	0.3483-0.3483	0.3483-0.4735	0.4735-0.5060	0.5060-0.5077	0.5077-0.5130	0.5130-0.5600	0.5600-0.5814	0.5814-0.5818	0.5818-0.8009	0.8011-0.8014	0.8014-0.8091	0.8091-0.8091	0.8091-0.9883	1.0265-1.0833	1.0833-1.0838	1.0838-18.3854	18.3854-20.0000	Source	Target
Flavonifractor_plautii_YL31##fe3-e0##Microbe	-0.9241112603171057	-0.9241112603214405	-0.9241112603215949	-0.9241112603213975	-0.9241112603213439	-0.9241112603214421	-0.9241112603234296	-0.9241112603227457	-0.9241112603268242	-0.9241112603216394	-0.9241112603226765	-0.9241112603220263	-0.9241112603228214	-0.9241112603229069	-0.9241112603220584	-0.924111260321429	-0.9241112603210168	-0.9241112603192224	-0.9241112603184318	-0.9241112603187164	-0.9241112603143622	-0.9241112603179419	-0.9241112603202533	-0.9241112603236541	-0.9241112603269547	-0.9241112603222835	-0.9241112603225151	-0.924111260322221	-0.9241112603456985	-0.9241112603360755	-0.9241112603689434	-0.9241112603222406	-0.9241112603184395	-0.9241112603197095	-0.9241112603241007	-0.9241112603210668	-0.9241112603222517	-0.9241112603217361	-0.9241112603223968	-0.9241112603237154	-0.924111260323582	-0.9241112603197968	-0.9241112603209218	-0.9241112603242768	-0.9241112603245788	-0.9241112603255214	-0.9241112603267478	-0.9241112603188198	-0.9241112603188177	Flavonifractor_plautii_YL31	fe3-e0
Flavonifractor_plautii_YL31##Mn2+-e0##Microbe	-0.9241112603170188	-0.9241112603208748	-0.9241112603210403	-0.924111260320817	-0.9241112603207601	-0.9241112603208514	-0.9241112603230218	-0.924111260322282	-0.9241112603272511	-0.924111260321711	-0.9241112603232825	-0.9241112603220162	-0.9241112603230552	-0.9241112603231435	-0.9241112603220797	-0.9241112603213854	-0.9241112603210575	-0.9241112603191456	-0.9241112603177682	-0.9241112603184451	-0.9241112603134782	-0.9241112603175423	-0.9241112603200836	-0.9241112603238013	-0.9241112603235131	-0.9241112603223692	-0.9241112603226467	-0.9241112603223969	-0.9241112603469454	-0.9241112603380092	-0.9241112603723454	-0.9241112603215572	-0.9241112603176029	-0.9241112603193076	-0.9241112603238153	-0.9241112603201751	-0.9241112603214633	-0.9241112603212311	-0.9241112603217113	-0.9241112603230345	-0.9241112603228333	-0.9241112603189889	-0.9241112603198428	-0.9241112603236615	-0.9241112603242152	-0.9241112603252126	-0.9241112603272658	-0.9241112603182554	-0.9241112603182479	Flavonifractor_plautii_YL31	Mn2+-e0
Flavonifractor_plautii_YL31##L-Methionine-e0##Microbe	-18.482435295025446	-18.48243529519638	-18.482435295201352	-18.4824352951942	-18.482435295158194	-18.482435295160045	-18.482435295206198	-18.482435295193323	-18.482435295285324	-18.482435295168862	-18.482435295191298	-18.482435295170383	-18.48243529518627	-18.48243529518826	-18.48243529517121	-18.482435295156506	-18.48243529515818	-18.482435295111202	-18.48243529509451	-18.48243529510157	-18.48243529501849	-18.48243529513975	-18.482435295114808	-18.482435295191333	-18.482435295313866	-18.48243529517764	-18.48243529517074	-18.48243529516472	-18.482435295655907	-18.482435295470037	-18.482435296179034	-18.482435295167765	-18.482435295084656	-18.482435295113238	-18.482435295214025	-18.482435295133612	-18.4824352951764	-18.48243529514881	-18.482435295166237	-18.482435295259535	-18.482435295255502	-18.48243529512214	-18.48243529514049	-898.2549265513785	-19.482435295232673	-19.48243529525671	-19.482435295270687	-19.482435295098085	-20.482435295098135	Flavonifractor_plautii_YL31	L-Methionine-e0
Flavonifractor_plautii_YL31##XAN-e0##Microbe	1572.3212686298555	-55.5847856141874	-68.14705475731795	-56.584785614184504	-56.584785614180944	-56.58478561418735	-56.584785614311826	-56.58478561427007	-56.58478561456217	-56.584785614204065	-56.5847856142772	-56.584785614220046	-56.584785614259964	-56.584785614265726	-56.58478561422164	-56.584785614179054	-56.58478561418109	-56.58478561404177	-56.58478561400498	-56.58478561401807	-56.584785613751336	-56.58478561402678	-56.58478561410263	-56.58478561430676	-56.584785614426565	-56.58478561424692	-55.58478561424344	-55.58478561422701	-55.58478561555612	-55.58478561503775	-55.58478561699454	-55.58478561423666	-55.584785614002506	-55.58478561407438	-55.58478561436352	-55.584785614161575	-55.58478561424878	-55.584785614209	-55.58478561425637	-55.584785614343204	-55.584785614335765	-55.58478561408655	-55.584785614149986	-55.58478561439859	-55.58478561440815	-55.584785614471286	-55.58478561452939	-55.58478561402444	-55.58478561402426	Flavonifractor_plautii_YL31	XAN-e0
Acutalibacter_muris_KB1##Ca2+-e0##Microbe	-1.412125071952282	-1.412125071952282	-1.412125071952282	-1.412125071952282	-1.412125071952282	-1.412125071952282	-1.412125071952282	-1.412125071952282	-1.412125071952282	-1.412125071952282	-1.412125071952282	-1.412125071952282	-1.412125071952282	-1.412125071952282	-1.412125071952282	-1.4121250719501652	-1.4121250719501652	-1.4121250719501652	-1.4121250719501652	-1.4121250719501652	-1.4121250719501652	-1.4121250719501652	-1.4121250719501652	-1.4121250719501652	-1.4121250719501652	-1.4121250719501652	-1.4121250719501652	-1.4121250719501652	-1.4121250719501652	-1.4121250719501652	-1.4121250719501652	-1.4121250719501652	-1.4121250719501652	-1.4121250719501652	-1.4121250719501652	-1.4121250719501652	-1.4121250719501652	-1.4121250719501652	-1.4121250719501652	-1.4121250719501652	-1.4121250719501652	-1.4121250719501652	-1.4121250719501652	-1.4121250719501652	-1.4121250719501652	-1.4121250719501652	-1.4121250719501652	-1.4121250719501652	-1.4121250719501652	Acutalibacter_muris_KB1	Ca2+-e0
Acutalibacter_muris_KB1##PAN##Microbe	-2.0000000000076352	-2.0000000000076352	-2.0000000000076352	-2.0000000000076352	-2.0000000000076352	-2.0000000000076352	-2.0000000000076352	-2.0000000000076352	-2.0000000000076352	-2.0000000000076352	-2.0000000000076352	-2.0000000000076352	-2.0000000000076352	-2.0000000000076352	-2.0000000000076352	-2.0000000000004445	-2.0000000000004445	-2.0000000000004445	-2.0000000000004445	-2.0000000000004445	-2.0000000000004445	-2.0000000000004445	-2.0000000000004445	-2.0000000000004445	-2.0000000000004445	-2.0000000000004445	-2.0000000000004445	-2.0000000000004445	-2.0000000000004445	-2.0000000000004445	-2.0000000000004445	-2.0000000000004445	-2.0000000000004445	-2.0000000000004445	-2.0000000000004445	-2.0000000000004445	-2.0000000000004445	-2.0000000000004445	-2.0000000000004445	-2.0000000000004445	-2.0000000000004445	-2.0000000000004445	-2.0000000000004445	-2.0000000000004445	-2.0000000000004445	-2.0000000000004445	-2.0000000000004445	-2.0000000000004445	-2.0000000000004445	Acutalibacter_muris_KB1	PAN
Acutalibacter_muris_KB1##CO2-e0##Microbe	7119.69337044713	7119.69337044713	7119.69337044713	7119.69337044713	7119.69337044713	7119.69337044713	7119.69337044713	7119.69337044713	7119.69337044713	7119.69337044713	7119.026703780467	7119.026703780467	7119.026703780467	7119.026703780467	7119.026703780467	7119.026703763223	7119.026703763223	7119.026703763223	7119.026703763223	7119.026703763223	7119.026703763223	7119.026703763223	7119.026703763223	7119.026703763223	7119.026703763223	7119.026703763223	7119.026703763223	7119.026703763223	7119.026703763223	7119.026703763223	7119.026703763223	7119.026703763223	7119.026703763223	7119.026703763223	7119.026703763223	7119.026703763223	7119.026703763223	7119.026703763223	7119.026703763223	7119.026703763223	7119.026703763223	7119.026703763223	7119.026703763223	7119.026703763223	7119.026703763223	7119.026703763223	7119.026703763223	7119.026703763223	7120.360037096556	Acutalibacter_muris_KB1	CO2-e0
Flavonifractor_plautii_YL31##L-Threonine-e0##Microbe	-37.09933646745258	-37.09933646763482	-37.09933646763957	-37.09933646763304	-37.09933646766631	-37.099336467669744	-37.099336467744905	-37.09933646771748	-37.09933646786059	-37.09933646766832	-37.09933646770684	-703.4126317673484	-1302.1764751252936	-1302.1764751254066	-738.9454970040456	-738.9454970034413	-0.9999999999999998	-1.0000000000000004	-0.9999999999999992	-0.9999999999999993	-1.000000000000001	-0.9999999999999997	-1.0000000000000007	-1.0000000000000002	-0.9999999999999992	-0.9999999999999993	-1.0	-1.0000000000000004	-1.0000000000000004	-0.9999999999999991	-1.0000000000000002	-0.9999999999999999	-1.0	-1.0	-0.9999999999999993	-0.9999999999999996	-0.9999999999999989	-0.9999999999999999	-1.0	-0.9999999999999992	-1.0000000000000004	-0.9999999999999993	-1.0	-0.9999999999999996	-1.0000000000000002	-0.9999999999999997	-0.9999999999999988	-0.9999999999999998	-1.000000000000002	Flavonifractor_plautii_YL31	L-Threonine-e0
Acutalibacter_muris_KB1##Fe2+-e0##Microbe	-4.246772178070191	-4.246772178070191	-4.246772178070191	-4.246772178070191	-4.246772178070191	-4.246772178070191	-4.246772178070191	-4.246772178070191	-4.246772178070191	-4.246772178070191	-4.246772178070191	-4.246772178070191	-4.246772178070191	-4.246772178070191	-4.246772178070191	-4.246772178059705	-4.246772178059705	-4.246772178059705	-4.246772178059705	-4.246772178059705	-4.246772178059705	-4.246772178059705	-4.246772178059705	-4.246772178059705	-4.246772178059705	-4.246772178059705	-4.246772178059705	-4.246772178059705	-4.246772178059705	-4.246772178059705	-4.246772178059705	-4.246772178059705	-4.246772178059705	-4.246772178059705	-4.246772178059705	-4.246772178059705	-4.246772178059705	-4.246772178059705	-4.246772178059705	-4.246772178059705	-4.246772178059705	-4.246772178059705	-4.246772178059705	-4.246772178059705	-4.246772178059705	-4.246772178059705	-4.246772178059705	-4.246772178059705	-4.246772178059705	Acutalibacter_muris_KB1	Fe2+-e0
Flavonifractor_plautii_YL31##Acetate-e0##Microbe	1534.9235605220015	-92.98249372243167	-92.98249372245097	-92.98249372242438	-92.98249372241995	-90.98249372242326	173.46962967252873	44.076588270053506	962.9374379805386	58.57137485422735	234.76561919121022	401.3439430159211	700.7258646949356	700.7258646949967	419.1103756342726	299.70462746884834	-438.2408695347371	-438.24086953364093	-438.24086953333386	-438.2408695334765	-438.24086953146315	1756.0137801012447	-1327.0143354029374	-683.7150614875405	-680.4197319756995	-1423.4060267391048	61.8165627946417	288.1303553759812	-5431.120342982374	1745.0143089571109	-701.1867449126511	-697.232349460366	-1004.0570347738212	-85.08297882472336	527.0663918115627	-696.2323494592432	-696.2323494605813	-88.06017653335613	-88.06017653342352	-88.06017653375935	-88.06017653373104	-88.06017653338863	-88.0601765334617	-529.9236198702959	495.31095326195856	622.5026661227944	622.5026661228845	-671.5125157479116	-673.5125157479133	Flavonifractor_plautii_YL31	Acetate-e0
