	0.0000-0.0000	0.0000-0.0805	0.0805-0.0872	0.0872-0.0992	0.0992-0.1103	0.1103-0.2235	0.2235-0.2314	0.2315-0.2318	0.2318-0.2327	0.2327-0.2327	0.2330-0.3291	0.3291-0.3615	0.3663-0.3705	0.3705-0.4851	0.4866-0.4866	0.4866-6.1042	6.1042-6.1784	6.1784-6.8178	6.8178-6.9191	7.0891-7.2286	7.2291-19.1458	19.1458-19.3982	19.3982-20.0000	Source	Target
Riboflavin##Bifidobacterium_animalis_YL2##Metabolite	96.79614651724023	96.79614651724023	96.79614651724023	96.79614651724023	96.79614651724023	96.79614651724023	96.79614651724023	96.79614651724023	96.79614651724023	96.79614651724023	96.79614651724023	96.79614651724023	96.79614651724023	96.79614651724023	96.79614651724023	96.79614651724023	96.79614651533197	96.7961465152212	96.7961465158509	96.79614651528752	96.79614651516174	96.79614651516174	96.79614651516174	Riboflavin	Bifidobacterium_animalis_YL2
Bifidobacterium_animalis_YL2##Zn2+-e0##Microbe	-0.7060625359787005	-0.7060625359787005	-0.7060625359787005	-0.7060625359787005	-0.7060625359787005	-0.7060625359787005	-0.7060625359787005	-0.7060625359787005	-0.7060625359787005	-0.7060625359787005	-0.7060625359787005	-0.7060625359787005	-0.7060625359787005	-0.7060625359787005	-0.7060625359787005	-0.7060625359787005	-0.7060625359652397	-0.7060625359646359	-0.7060625359666447	-0.7060625359633904	-0.7060625359648105	-0.7060625359648105	-0.7060625359648105	Bifidobacterium_animalis_YL2	Zn2+-e0
Muribaculum_intestinale_YL27##D-Glucose-e0##Microbe	-954.4316802313722	-983.9846744296017	-1.0000000000000013	-0.9999999999999998	-1.0	-0.9999999999999991	-0.9999999999999996	-0.9999999999999993	-0.9999999999999983	-0.9999999999999991	-0.9999999999999987	-1.0000000000000004	-1.000000000000001	-0.9999999999999993	-0.9999999999999996	-0.9999999999999998	-0.9999999999999998	-0.9999999999999998	-0.9999999999999998	-0.9999999999999998	-0.9999999999999998	-0.9999999999999998	-0.9999999999999996	Muribaculum_intestinale_YL27	D-Glucose-e0
Bifidobacterium_animalis_YL2##Sucrose-e0##Microbe	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-0.9999999999999998	-1.0	-0.9999999999999994	-0.9999999999999997	-1.0000000000000016	-1.0000000000000016	-1.0000000000000016	Bifidobacterium_animalis_YL2	Sucrose-e0
Muribaculum_intestinale_YL27##Mg-e0##Microbe	-0.9241112603247265	-0.9241112603250549	-0.9241112603145986	0.0036314775546842123	-0.9241112603269793	-0.9241112603228798	-0.9241112603238347	-0.9241112603238507	0.03674834597452298	-0.05968027987754705	-0.059680279877549244	-0.059680279877539294	-0.05968027987757217	-0.0596802798775677	-0.924111260321502	-0.9241112603235314	-0.9241112603235314	-0.9241112603235314	-0.9241112603235314	-0.9241112603235314	-0.9241112603235314	-0.9241112603235314	-0.9241112603239028	Muribaculum_intestinale_YL27	Mg-e0
Muribaculum_intestinale_YL27##L-Threonine##Microbe	-74.99313011411748	-74.99313011415464	-74.99313011332545	0.29470030336982905	-74.99313011433293	-74.99313011398624	-74.99313011406575	-74.99313011406872	2.982187978294383	-4.84315167043005	-8.23753166718792	-8.23753166718706	-8.23753166718992	-8.237531667189835	-142.03731565499862	-142.03731565530813	-142.03731565530813	-142.03731565530813	-142.03731565530813	-142.03731565530813	-142.03731565530813	-142.03731565530813	-102.43822830231227	Muribaculum_intestinale_YL27	L-Threonine
Bifidobacterium_animalis_YL2##Spermidine-e0##Microbe	-0.9999999999999998	-0.9999999999999998	-0.9999999999999998	-0.9999999999999998	-0.9999999999999998	-0.9999999999999998	-0.9999999999999998	-0.9999999999999998	-0.9999999999999998	-0.9999999999999998	-0.9999999999999998	-0.9999999999999998	-0.9999999999999998	-0.9999999999999998	-0.9999999999999998	-0.9999999999999998	-1.0000000000000007	-1.0000000000000022	-1.000000000000001	-0.9999999999999998	-0.9999999999999993	-0.9999999999999993	-0.9999999999999993	Bifidobacterium_animalis_YL2	Spermidine-e0
Muribaculum_intestinale_YL27##K+-e0##Microbe	-0.9241112603220244	-0.9241112603223128	-0.9241112603129596	0.0036314775546752564	-0.9241112603238326	-0.9241112603234211	-0.9241112603232793	-0.9241112603232325	0.03674834597451005	-0.05968027987750701	-0.05968027987750042	-0.059680279877440984	-0.05968027987749702	-0.05968027987755353	-0.9241112603207516	-0.9241112603228254	-0.9241112603228254	-0.9241112603228254	-0.9241112603228254	-0.9241112603228254	-0.9241112603228254	-0.9241112603228254	-0.9241112603232187	Muribaculum_intestinale_YL27	K+-e0
Muribaculum_intestinale_YL27##L-Methionine-e0##Microbe	-20.482435295202386	-20.482435295213893	-20.48243529495262	0.08048977134371149	-20.482435295246223	-20.482435295125242	-20.482435295155568	-20.482435295153447	0.8145075717001048	-1.3227817076487045	-1.322781707648629	-1.3227817076477182	-1.3227817076483595	-1.322781707648299	-20.48243529509183	-20.48243529512506	-20.48243529512506	-20.48243529512506	-20.48243529512506	-20.48243529512506	-20.48243529512506	-20.48243529512506	-12.244760252008504	Muribaculum_intestinale_YL27	L-Methionine-e0
Bifidobacterium_animalis_YL2##L-Valine-e0##Microbe	-34.56469128230957	-34.56469128230957	-34.56469128230957	-34.56469128230957	-34.56469128230957	-34.56469128230957	-34.56469128230957	-34.56469128230957	-34.56469128230957	-34.56469128230957	-34.56469128230957	-34.56469128230957	-34.56469128230957	-34.56469128230957	-34.56469128230957	-34.56469128230957	-34.56469128157578	-34.564691281523785	-34.564691281778856	-34.56469128151992	-34.56469128150614	-34.56469128150614	-34.56469128150614	Bifidobacterium_animalis_YL2	L-Valine-e0
