	0.0000-0.0000	0.0000-0.0806	0.0806-0.0844	0.0844-0.1212	0.1215-0.1879	0.1879-0.2200	0.2200-0.2200	0.2266-0.2287	0.2287-0.4734	0.4734-0.4736	0.4736-0.4737	0.4737-0.4778	0.4779-0.4949	0.5132-0.7234	0.7234-0.7248	0.7248-0.8957	0.8957-0.9174	0.9174-0.9321	0.9321-0.9414	0.9414-0.9414	0.9414-0.9659	0.9659-0.9678	0.9678-0.9679	0.9679-0.9680	0.9680-0.9770	0.9770-1.0525	1.0525-1.1680	1.1680-1.2682	1.2682-1.2735	1.2735-1.2742	1.2742-1.3005	1.3005-1.3538	1.3538-1.3562	1.3818-2.3159	2.3159-2.3264	2.3265-2.5057	2.5057-2.5132	2.5132-2.5306	2.5306-2.7372	2.7375-2.7523	2.7523-3.1109	3.1109-3.6947	3.6998-3.8267	3.8267-3.8329	3.8329-3.8537	3.8537-3.9029	3.9029-3.9051	3.9051-3.9051	3.9051-3.9653	3.9675-3.9678	3.9678-4.5944	4.7183-5.6740	5.6740-5.6741	5.6741-5.6800	5.6800-5.6886	5.6907-5.6988	5.6988-5.7301	5.7446-5.7453	5.7453-5.7680	5.7680-5.7853	5.7853-6.7483	6.7483-7.0600	7.0600-10.6220	10.6220-20.0000	Source	Target
Blautia_coccoides_YL58##Inosine-e0##Microbe	-32.67381898594269	-32.67381898640013	-32.67381898640013	-32.67381898640013	-32.67381898640013	-32.67381898640013	-32.67381898640013	-32.67381898640013	-32.67381898640013	-32.67381898640013	-32.67381898640013	-32.67381898640013	-32.67381898640013	-32.67381898588901	-32.67381898588901	-32.67381898588901	-32.673818996618905	-32.67381898801693	-32.67381898629639	-32.67381898629639	-32.67381898629639	-32.67381898629639	-32.67381898629639	-32.67381898629639	-32.67381898629639	-32.67381898629639	-32.67381898629639	-32.67381899933452	-32.673819005840514	-32.67381897412319	-32.6738189874434	-32.6738189874434	-32.673818976854896	-32.673818991657036	-32.67381898458068	-32.6738189846318	-32.6738189846318	-32.673818984518185	-32.673818984668216	0.03871234376930821	-32.67381898427568	-32.67381898428402	-32.67381898427792	-32.67381898428083	-32.67381898428178	-32.67381898474758	-32.67381898429117	-32.67381898431973	-32.67381898432002	-32.67381898430958	-32.67381898447463	-32.673818984465385	-32.67381898446082	-32.67381898387151	-32.67381897997813	-32.673818984736485	-32.67381898496183	-32.67381898467025	-32.67381898411231	-32.67381898360032	-32.67381898410399	-32.673818984653224	-32.67381898457265	-32.67381898457299	Blautia_coccoides_YL58	Inosine-e0
Blautia_coccoides_YL58##Phosphate-e0##Microbe	-129.86418562492165	-129.8641856265105	-129.8641856265105	-129.8641856265105	-129.8641856265105	-129.8641856265105	-129.8641856265105	-129.8641856265105	-129.8641856265105	-129.8641856265105	-129.8641856265105	-129.8641856265105	-129.8641856265105	-129.8641856247276	-129.8641856247276	-129.8641856247276	-129.86418566157636	-129.8641856320658	-129.8641856263632	-129.8641856263632	-129.8641856263632	-129.8641856263632	-129.8641856263632	-129.8641856263632	-129.8641856263632	-129.8641856263632	-129.8641856263632	-129.8641856708112	-129.86418569310743	-129.8641855847666	-129.86418563012262	-129.86418563012262	-129.86418559284616	-129.8641856447799	-129.86418562033202	-129.86418562053603	-129.86418562053603	-129.86418562012867	-129.8641856207283	-17.101891936371818	-129.8641856192781	-129.86418561932416	-129.864185619335	-129.86418561929318	-129.86418561929645	-129.8641856209652	-129.8641856194369	-129.86418561953076	-129.86418561953286	-129.86418561945527	-129.86418562007228	-129.86418562004064	-129.86418561847793	-129.86418561648517	-129.864185604492	-129.8641856196113	-129.86418562163036	-129.86418562062534	-129.8641856187681	-129.86418561697607	-129.8641856186959	-129.8641856206007	-129.86418562032048	-129.86418562031994	Blautia_coccoides_YL58	Phosphate-e0
Blautia_coccoides_YL58##Succinate-e0##Microbe	2029.8196407290773	2030.846619171427	2031.1164033441582	2031.1164033441582	2031.1164033441582	2031.1164033441582	2031.1164033441582	2031.1164033441582	2031.1164033441582	2031.1164033441582	2031.1164033441582	2031.1164033441582	2031.1164033441582	2029.1916822976186	2029.1916822976186	2029.1916822976186	2741.995867248931	2358.551255257622	825.0020441613066	825.0020441613066	825.0020441613066	825.0020441613066	825.0020441613066	825.0020441613066	825.0020441613066	825.0020441613066	825.0020441613066	14925.84106836308	14925.841070928896	319.7186981103769	929.800802864024	929.800802864024	325.90067562218144	325.90067575253136	172.47111563373122	27.98394593470622	27.98394593470622	286.73020378619975	481.1873865648764	43.396737172036836	204.2580063305803	227.34004955946395	202.9675497174874	298.2788593339922	297.8090476175133	1007.6265678711791	270.2408592004849	306.5442525745436	306.5442525745503	-111.75264253048766	438.190924935654	424.442335749086	424.4423357488902	424.4423357419305	14075.484419269387	590.4723302325355	590.4723302347426	590.4723302305412	590.4723302220071	10.003941318217919	10.003941318261717	10.003941318393466	10.00394131837778	10.003941318377718	Blautia_coccoides_YL58	Succinate-e0
Blautia_coccoides_YL58##L-Proline-e0##Microbe	-18.087781191029865	-18.087781191248865	-18.087781191248865	-18.087781191248865	-18.087781191248865	-18.087781191248865	-18.087781191248865	-18.087781191248865	-18.087781191248865	-18.087781191248865	-18.087781191248865	-18.087781191248865	-18.087781191248865	-18.08778119100393	-18.08778119100393	-18.08778119100393	-18.08778119614446	-18.087781192001927	-18.087781191224437	-18.087781191224437	-18.087781191224437	-18.087781191224437	-18.087781191224437	-18.087781191224437	-18.087781191224437	-18.087781191224437	-18.087781191224437	-18.08778119731777	-18.087781200380658	-18.087781185501086	-18.08778119173014	-18.08778119173014	-18.087781186748508	-18.087781193749255	-18.087781190383126	-18.08778119040659	-18.08778119040659	-18.087781190348473	-18.087781190434836	-2.3819906759439173	-18.08778119023185	-18.087781190238122	-18.0877811902442	-18.0877811902294	-18.08778119023022	-18.08778119043843	-18.087781190237934	-18.08778119025197	-18.08778119025208	-18.087781190268046	-18.087781190321696	-18.08778119031671	-18.087781190328144	-18.08778119003541	-18.087781187343463	-18.087781190445515	-18.087781190548913	-18.087781190418106	-18.0877811901278	-18.087781189886595	-18.087781190152576	-18.08778119042565	-18.087781190383886	-18.0877811903836	Blautia_coccoides_YL58	L-Proline-e0
Blautia_coccoides_YL58##Urea-e0##Microbe	5.2028159558403786e-11	6.648737116421444e-11	6.648737116421444e-11	6.648737116421444e-11	6.648737116421444e-11	6.648737116421444e-11	6.648737116421444e-11	6.648737116421444e-11	6.648737116421444e-11	6.648737116421444e-11	6.648737116421444e-11	6.648737116421444e-11	6.648737116421444e-11	5.0659587635948355e-11	5.0659587635948355e-11	5.0659587635948355e-11	3.7274339170778603e-10	1.1394729604319309e-10	6.382028239215742e-11	6.382028239215742e-11	6.382028239215742e-11	6.382028239215742e-11	6.382028239215742e-11	6.382028239215742e-11	6.382028239215742e-11	6.382028239215742e-11	6.382028239215742e-11	4.800437825025483e-10	6.69625688232145e-10	-3.035273143936479e-10	8.900080672447075e-11	8.900080672447075e-11	-1.86903381660386e-10	2.1204615840986207e-10	1.4201750886400077e-11	1.928590620536852e-11	1.928590620536852e-11	1.3876455540184907e-11	2.0764945318774153e-11	-0.8683094045139219	7.321254713588132e-12	8.317013744374435e-12	1.1528111798497775e-11	5.938138869510112e-12	5.74207348336131e-12	2.0635271269497935e-11	9.122258504135061e-12	9.36406507889842e-12	9.292788760717485e-12	3.6983749396313215e-12	1.3977929924635646e-11	1.3939516207983615e-11	8.522071937022702e-12	-4.792832797306801e-12	7.878098173819126e-11	2.1296520102964678e-11	3.8966607718293744e-12	-1.2349565814417929e-11	2.1391777238477516e-12	-1.8659518374875006e-11	2.41140440948584e-13	1.5163204025725463e-11	1.3430145884285594e-11	1.344280242676632e-11	Blautia_coccoides_YL58	Urea-e0
Muribaculum_intestinale_YL27##Succinate-e0##Microbe	1623.9687223308827	1682.140002823271	1682.1400028194284	321.2016712167602	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Muribaculum_intestinale_YL27	Succinate-e0
Muribaculum_intestinale_YL27##D-Glucose-e0##Microbe	-954.8990341833813	-983.9846744296365	-1.0000000000000013	-1.0	-1.0000000000000002	-1.0000000000000007	-1.0	-0.9999999999999998	-0.9999999999999998	-1.0000000000000013	-0.9999999999999989	-0.9999999999999988	-0.9999999999999991	-0.9999999999999993	-1.0000000000000004	-1.0000000000000002	-1.0000000000000002	-1.0000000000000002	-1.0000000000000002	-1.0000000000000004	-1.0000000000000002	-1.0000000000000002	-1.0000000000000009	-1.000000000000001	-0.9999999999999998	-0.9999999999999998	-1.0000000000000004	-1.0000000000000004	-1.0000000000000004	-1.0000000000000004	-1.0000000000000004	-0.9999999999999998	-0.9999999999999998	-0.9999999999999991	-0.9999999999999991	-0.9999999999999991	-0.9999999999999993	-0.9999999999999993	-0.9999999999999993	-0.9999999999999993	-0.9999999999999993	-0.9999999999999993	-0.9999999999999993	-0.9999999999999993	-0.9999999999999993	-0.9999999999999993	-0.9999999999999993	-0.9999999999999993	-0.9999999999999993	-0.9999999999999993	-0.9999999999999993	-0.9999999999999993	-0.9999999999999993	-0.9999999999999993	-0.9999999999999993	-0.9999999999999993	-0.9999999999999993	-0.9999999999999993	-0.9999999999999993	-0.9999999999999993	-0.9999999999999993	-0.9999999999999993	-0.9999999999999993	-0.9999999999999993	Muribaculum_intestinale_YL27	D-Glucose-e0
Blautia_coccoides_YL58##L-Asparagine-e0##Microbe	-16.661009646696936	-16.66100964690018	-16.66100964690018	-16.66100964690018	-16.66100964690018	-16.66100964690018	-16.66100964690018	-16.66100964690018	-16.66100964690018	-16.66100964690018	-16.66100964690018	-16.66100964690018	-16.66100964690018	-16.661009646671914	-16.661009646671914	-16.661009646671914	-16.661009651400192	-16.66100964760066	-16.661009646873698	-16.661009646873698	-16.661009646873698	-16.661009646873698	-16.661009646873698	-16.661009646873698	-16.661009646873698	-16.661009646873698	-16.661009646873698	-16.66100965249347	-16.661009655339427	-16.661009641565762	1528.8803221097412	1528.8803221097412	-0.9999999999999984	-0.9999999999999992	-1.0000000000000007	-1.0000000000000009	-1.0000000000000009	-0.9999999999999993	-0.9999999999999999	-1.0000000000000002	-1.0000000000000002	-0.9999999999999992	-1.0000000000000022	-0.9999999999999998	-0.9999999999999981	-0.9999999999999982	-1.0	-1.0000000000000013	-1.0000000000000016	-0.9999999999999999	-1.0000000000000004	-1.000000000000002	-1.0000000000000002	-1.0	-0.9999999999999974	-0.9999999999999992	-1.0000000000000004	-1.0000000000000004	-0.9999999999999997	-0.9999999999999996	-1.000000000000001	-1.0000000000000002	-0.999999999999999	-1.0000000000000002	Blautia_coccoides_YL58	L-Asparagine-e0
Blautia_coccoides_YL58##L-Tyrosine-e0##Microbe	-11.972744790779903	-11.972744790937107	-11.972744790937107	-11.972744790937107	-11.972744790937107	-11.972744790937107	-11.972744790937107	-11.972744790937107	-11.972744790937107	-11.972744790937107	-11.972744790937107	-11.972744790937107	-11.972744790937107	-11.972744790761197	-11.972744790761197	-11.972744790761197	-11.972744794432403	-11.97274479148437	-11.972744790906873	-11.972744790906873	-11.972744790906873	-11.972744790906873	-11.972744790906873	-11.972744790906873	-11.972744790906873	-11.972744790906873	-11.972744790906873	-11.972744795315545	-11.972744797526417	-11.972744786792719	-11.972744791292717	-11.972744791292717	-11.972744787638852	-11.972744792725502	-11.972744790298483	-11.972744790308079	-11.972744790308079	-11.972744790273556	-11.972744790331166	-0.708388486494604	-11.972744790190324	-11.972744790193502	-11.97274479019058	-11.972744790192621	-11.972744790193206	-11.972744790363148	-11.972744790197996	-11.972744790208306	-11.972744790208395	-11.972744790206702	-11.972744790263237	-11.97274479025973	-11.9727447901919	-11.972744789987708	-11.972744788398648	-11.972744790314866	-11.972744790493037	-11.97274479040529	-11.972744790184304	-11.972744790034444	-11.972744790116193	-11.97274479031706	-11.972744790289806	-11.972744790289632	Blautia_coccoides_YL58	L-Tyrosine-e0
Muribaculum_intestinale_YL27##Mg-e0##Microbe	-0.924111260324689	-0.9241112603251102	-0.9241112603228674	-0.9241112603197743	-0.9241112603193261	-0.9241112603099246	-0.9241112603180233	-0.9241112603215611	-0.9241112603149757	-0.92411126031494	-0.9241112603159584	-0.924111260315319	-0.9241112603149247	-0.9241112603151187	-0.9241112603155932	-0.9241112603157391	-0.9241112603157391	-0.9241112603157391	-0.9241112603157391	-0.9241112603144587	-0.92411126031456	-0.924111260316009	-0.9241112603145781	-0.9241112603149292	-0.924111260315891	-0.924111260314066	-0.9241112603153704	-0.9241112603153704	-0.9241112603153704	-0.9241112603153704	-0.9241112603153704	-0.9241112603145648	-0.9241112603145648	-0.9241112603134353	-0.9241112603134353	-0.9241112603134597	-0.924111260313205	-0.924111260313205	-0.924111260313205	-0.924111260313205	-0.924111260313205	-0.924111260313205	-0.924111260313205	-0.924111260313205	-0.924111260313205	-0.924111260313205	-0.924111260313205	-0.924111260313205	-0.924111260313205	-0.924111260313205	-0.924111260313205	-0.924111260313205	-0.924111260313205	-0.924111260313205	-0.924111260313205	-0.924111260313205	-0.924111260313205	-0.924111260313205	-0.924111260313205	-0.924111260313205	-0.924111260313205	-0.924111260313205	-0.924111260313205	-0.924111260313205	Muribaculum_intestinale_YL27	Mg-e0
