	0.0000-0.2268	0.2323-0.4202	0.4202-0.4202	0.4202-0.4203	0.4203-0.4217	0.4217-0.4217	0.4217-0.4218	0.4218-0.4222	0.4222-0.4229	0.4229-0.4234	0.4234-0.4235	0.4235-0.4236	0.4242-1.1763	1.1763-2.5000	Source	Target
bc1002##bc1001##O2	-0.15236136794858168	-0.15236136794858168	-0.15236136794858168	-0.15236136794858168	-0.269915768783746	-0.269915768783746	-0.269915768783746	0.0	0.0	0.0	0.0	0.0	0.0	0.0	bc1002	bc1001
bc1003##bc1001##O2	-0.1523613679485816	-0.1523613679485816	-0.1523613679485816	-0.1523613679485816	-0.1523613679485816	-0.1523613679485816	-0.2774753036950088	0.0	0.0	0.0	0.0	0.0	0.0	0.0	bc1003	bc1001
bc1008##bc1001##O2	-0.0034154906736591317	-0.0034154906736591317	-0.0034154906736591317	-0.0034154906736591317	-0.0034154906736591317	-0.0034154906736591317	-0.0034154906736591317	0.0	0.0	0.0	0.0	0.0	0.0	0.0	bc1008	bc1001
bc1009##bc1001##O2	-0.15236136794858157	-0.15236136794858157	-0.15236136794858157	-0.15236136794858157	-0.15236136794858157	-0.15236136794858157	-0.15236136794858157	0.0	0.0	0.0	0.0	0.0	0.0	0.0	bc1009	bc1001
bc1010##bc1001##O2	-0.15236136794858224	-0.15236136794858224	-0.15236136794858224	-0.15236136794858018	-0.15236136794858018	-0.15236136794858018	-0.15236136794858018	0.0	0.0	0.0	0.0	0.0	0.0	0.0	bc1010	bc1001
bc1011##bc1001##O2	-0.15236136794858174	-0.15236136794858174	-0.26940622446608276	-0.26940622446608276	-0.26940622446608276	-0.26940622446608276	-0.26940622446608276	0.0	0.0	0.0	0.0	0.0	0.0	0.0	bc1011	bc1001
bc1012##bc1001##O2	-0.15236136794858177	-0.15236136794858154	-0.15236136794858154	-0.15236136794858154	-0.15236136794858154	-0.15236136794858154	-0.15236136794858154	0.0	0.0	0.0	0.0	0.0	0.0	0.0	bc1012	bc1001
bc1015##bc1001##O2	-0.1523613679485819	-0.1523613679485819	-0.1523613679485819	-0.1523613679485819	-0.1523613679485819	-0.15236136794857424	-0.15236136794857424	0.0	0.0	0.0	0.0	0.0	0.0	0.0	bc1015	bc1001
bc1016##bc1001##O2	-0.003415490649107333	-0.003415490649107333	-0.003415490649107333	-0.003415490649107333	-0.003415490649107333	-0.003415490649107333	-0.003415490649107333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	bc1016	bc1001
bc1001##bc1002##O2	-0.15290050085943388	-0.15290050085943388	-0.15290050085943388	-0.15290050085943388	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	bc1001	bc1002
bc1003##bc1002##O2	-0.15290050085943346	-0.15290050085943346	-0.15290050085943346	-0.15290050085943346	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	bc1003	bc1002
bc1008##bc1002##O2	-0.0034275764369577303	-0.0034275764369577303	-0.0034275764369577303	-0.0034275764369577303	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	bc1008	bc1002
bc1009##bc1002##O2	-0.15290050085943344	-0.15290050085943344	-0.15290050085943344	-0.15290050085943344	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	bc1009	bc1002
bc1010##bc1002##O2	-0.1529005008594341	-0.1529005008594341	-0.1529005008594341	-0.15290050085943205	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	bc1010	bc1002
bc1011##bc1002##O2	-0.15290050085943357	-0.15290050085943357	-0.2703595222997372	-0.2703595222997372	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	bc1011	bc1002
bc1012##bc1002##O2	-0.15290050085943363	-0.1529005008594334	-0.1529005008594334	-0.1529005008594334	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	bc1012	bc1002
bc1015##bc1002##O2	-0.15290050085943377	-0.15290050085943377	-0.15290050085943377	-0.15290050085943377	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	bc1015	bc1002
bc1016##bc1002##O2	-0.003427576412319055	-0.003427576412319055	-0.003427576412319055	-0.003427576412319055	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	bc1016	bc1002
bc1001##bc1003##O2	-0.15297633046741835	-0.15297633046741835	-0.15297633046741835	-0.15297633046741835	-0.15297633046741835	-0.15297633046741835	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	bc1001	bc1003
bc1002##bc1003##O2	-0.15297633046741801	-0.15297633046741801	-0.15297633046741801	-0.15297633046741801	-0.2710052055831118	-0.2710052055831118	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	bc1002	bc1003
bc1008##bc1003##O2	-0.003429276312210528	-0.003429276312210528	-0.003429276312210528	-0.003429276312210528	-0.003429276312210528	-0.003429276312210528	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	bc1008	bc1003
bc1009##bc1003##O2	-0.1529763304674179	-0.1529763304674179	-0.1529763304674179	-0.1529763304674179	-0.1529763304674179	-0.1529763304674179	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	bc1009	bc1003
bc1010##bc1003##O2	-0.15297633046741857	-0.15297633046741857	-0.15297633046741857	-0.15297633046741652	-0.15297633046741652	-0.15297633046741652	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	bc1010	bc1003
bc1011##bc1003##O2	-0.15297633046741804	-0.15297633046741804	-0.270493604637438	-0.270493604637438	-0.270493604637438	-0.270493604637438	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	bc1011	bc1003
bc1012##bc1003##O2	-0.1529763304674181	-0.15297633046741788	-0.15297633046741788	-0.15297633046741788	-0.15297633046741788	-0.15297633046741788	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	bc1012	bc1003
bc1015##bc1003##O2	-0.15297633046741824	-0.15297633046741824	-0.15297633046741824	-0.15297633046741824	-0.15297633046741824	-0.15297633046741052	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	bc1015	bc1003
bc1016##bc1003##O2	-0.003429276287559633	-0.003429276287559633	-0.003429276287559633	-0.003429276287559633	-0.003429276287559633	-0.003429276287559633	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	bc1016	bc1003
bc1001##bc1008##D-Glucose	-0.03152386386470465	-0.03152386386470465	-0.03152386386470465	-0.03152386386470465	-0.03152386386470465	-0.03152386386470465	-0.03152386386470465	-0.05745328811845829	-0.05745328811845829	-0.05745328811845829	-0.05745328811845829	-0.05745328811845829	-0.05745328811845905	-0.05745328811845905	bc1001	bc1008
bc1002##bc1008##D-Glucose	-0.032431086224850275	-0.032431086224850275	-0.032431086224850275	-0.032431086224850275	-0.057453288118459046	-0.057453288118459046	-0.057453288118459046	-0.057453288118459046	-0.057453288118459046	-0.057453288118459046	-0.057453288118459046	-0.057453288118459046	-0.057453288118459046	-0.057453288118459046	bc1002	bc1008
bc1003##bc1008##D-Glucose	-0.031547533976191595	-0.031547533976191595	-0.031547533976191595	-0.031547533976191595	-0.031547533976191595	-0.031547533976191595	-0.05745328811845898	-0.05745328811845898	-0.05745328811845898	-0.05745328811845898	-0.05745328811845898	-0.05745328811845898	-0.05745328811845898	-0.05745328811845898	bc1003	bc1008
bc1009##bc1008##D-Glucose	-0.03153298991388202	-0.03153298991388202	-0.03153298991388202	-0.03153298991388202	-0.03153298991388202	-0.03153298991388202	-0.03153298991388202	-0.057453288118458935	-0.057453288118458935	-0.057453288118458935	-0.057453288118458935	-0.057453288118458935	-0.057453288118458935	-0.057453288118458935	bc1009	bc1008
bc1010##bc1008##D-Glucose	-0.032492260466609545	-0.032492260466609545	-0.032492260466609545	-0.05745328811845873	-0.05745328811845873	-0.05745328811845873	-0.05745328811845873	-0.05745328811845873	-0.05745328811845873	-0.05745328811845873	-0.05745328811845873	-0.05745328811845913	-0.05745328811845913	-0.05745328811845913	bc1010	bc1008
bc1011##bc1008##D-Glucose	-0.03249242510346841	-0.03249242510346841	-0.05745328811845902	-0.05745328811845902	-0.05745328811845902	-0.05745328811845902	-0.05745328811845902	-0.05745328811845902	-0.05745328811845902	-0.05745328811845902	-0.05745328811845902	-0.05745328811845902	-0.05745328811845902	-0.05745328811845902	bc1011	bc1008
bc1012##bc1008##D-Glucose	-0.0465205129843213	-0.057453288118459005	-0.057453288118459005	-0.057453288118459005	-0.057453288118459005	-0.057453288118459005	-0.057453288118459005	-0.057453288118459005	-0.057453288118459005	-0.05745328811845943	-0.05745328811842027	-0.05745328811842027	-0.05745328811845903	-0.05745328811845903	bc1012	bc1008
bc1015##bc1008##D-Glucose	-0.03158902696931234	-0.03158902696931234	-0.03158902696931234	-0.03158902696931234	-0.03158902696931234	-0.057453288118457645	-0.057453288118457645	-0.057453288118457645	-0.05745328811845903	-0.05745328811845903	-0.05745328811845903	-0.05745328811845903	-0.05745328811845903	-0.05745328811845903	bc1015	bc1008
bc1016##bc1008##D-Glucose	-0.05745328811845898	-0.05745328811845898	-0.05745328811845898	-0.05745328811845898	-0.05745328811845898	-0.05745328811845898	-0.05745328811845898	-0.05745328811845898	-0.05745328811845898	-0.05745328811845898	-0.05745328811845898	-0.05745328811845898	-0.05745328811845898	-0.05745328811845898	bc1016	bc1008
bc1001##bc1009##O2	-0.15319477863951855	-0.15319477863951855	-0.15319477863951855	-0.15319477863951855	-0.15319477863951855	-0.15319477863951855	-0.15319477863951855	0.0	0.0	0.0	0.0	0.0	0.0	0.0	bc1001	bc1009
bc1002##bc1009##O2	-0.15319477863951822	-0.15319477863951822	-0.15319477863951822	-0.15319477863951822	-0.2713921974243227	-0.2713921974243227	-0.2713921974243227	0.0	0.0	0.0	0.0	0.0	0.0	0.0	bc1002	bc1009
bc1003##bc1009##O2	-0.15319477863951814	-0.15319477863951814	-0.15319477863951814	-0.15319477863951814	-0.15319477863951814	-0.15319477863951814	-0.2789930826942648	0.0	0.0	0.0	0.0	0.0	0.0	0.0	bc1003	bc1009
bc1008##bc1009##O2	-0.0034341732733269305	-0.0034341732733269305	-0.0034341732733269305	-0.0034341732733269305	-0.0034341732733269305	-0.0034341732733269305	-0.0034341732733269305	0.0	0.0	0.0	0.0	0.0	0.0	0.0	bc1008	bc1009
bc1010##bc1009##O2	-0.15319477863951877	-0.15319477863951877	-0.15319477863951877	-0.15319477863951672	-0.15319477863951672	-0.15319477863951672	-0.15319477863951672	0.0	0.0	0.0	0.0	0.0	0.0	0.0	bc1010	bc1009
bc1011##bc1009##O2	-0.15319477863951825	-0.15319477863951825	-0.2708798659192801	-0.2708798659192801	-0.2708798659192801	-0.2708798659192801	-0.2708798659192801	0.0	0.0	0.0	0.0	0.0	0.0	0.0	bc1011	bc1009
bc1012##bc1009##O2	-0.1531947786395183	-0.15319477863951808	-0.15319477863951808	-0.15319477863951808	-0.15319477863951808	-0.15319477863951808	-0.15319477863951808	0.0	0.0	0.0	0.0	0.0	0.0	0.0	bc1012	bc1009
bc1015##bc1009##O2	-0.15319477863951844	-0.15319477863951844	-0.15319477863951844	-0.15319477863951844	-0.15319477863951844	-0.15319477863951073	-0.15319477863951073	0.0	0.0	0.0	0.0	0.0	0.0	0.0	bc1015	bc1009
bc1016##bc1009##O2	-0.0034341732486408345	-0.0034341732486408345	-0.0034341732486408345	-0.0034341732486408345	-0.0034341732486408345	-0.0034341732486408345	-0.0034341732486408345	0.0	0.0	0.0	0.0	0.0	0.0	0.0	bc1016	bc1009
bc1001##bc1010##O2	-0.15252946972194592	-0.15252946972194592	-0.15252946972194592	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	bc1001	bc1010
bc1002##bc1010##O2	-0.1525294697219456	-0.1525294697219456	-0.1525294697219456	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	bc1002	bc1010
bc1003##bc1010##O2	-0.1525294697219455	-0.1525294697219455	-0.1525294697219455	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	bc1003	bc1010
bc1008##bc1010##O2	-0.0034192590176093103	-0.0034192590176093103	-0.0034192590176093103	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	bc1008	bc1010
bc1009##bc1010##O2	-0.15252946972194548	-0.15252946972194548	-0.15252946972194548	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	bc1009	bc1010
bc1011##bc1010##O2	-0.15252946972194564	-0.15252946972194564	-0.2697034629635955	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	bc1011	bc1010
bc1012##bc1010##O2	-0.15252946972194567	-0.15252946972194545	-0.15252946972194545	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	bc1012	bc1010
bc1015##bc1010##O2	-0.1525294697219458	-0.1525294697219458	-0.1525294697219458	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	bc1015	bc1010
