	0.0000-0.0006	0.0006-0.0057	0.0057-0.0080	0.0094-0.0096	0.0110-0.0115	0.0115-0.0118	0.0118-0.0119	0.0119-0.0119	0.0120-0.0121	0.0121-0.0124	0.0124-0.0125	0.0127-0.0128	0.0128-0.0129	0.0139-0.0378	0.0378-0.2211	0.2237-0.2280	0.2280-0.2280	0.4783-0.5861	0.5861-20.0000	Source	Target
Limosilactobacillus_reuteri_I49##L-Threonine-e0##Microbe	-164.14776061498074	-73.08423504305128	-73.08423504322838	-307.0650112448691	-307.06501122817946	-307.06501123331884	-2710.7020035714513	-555.0762101511716	-555.0762101418468	-555.0762101492471	-4.746799036907206	-135.16109551835433	-135.1610955187561	-2378.7014365586338	-0.9999999999999996	-1.0000000000000013	-1.0	-1.0000000000000007	-1.000000000000001	Limosilactobacillus_reuteri_I49	L-Threonine-e0
Limosilactobacillus_reuteri_I49##L-Phenylalanine-e0##Microbe	-19.790702065752868	-19.790702065740557	-19.7907020658097	-83.15106737843384	-83.15106737389564	-83.15106737527363	-83.15106737383245	-83.15106737609997	-83.15106737470356	-83.15106737582354	-0.11268339276923509	-19.790702065655765	-19.7907020657176	-19.79070206601767	-19.79070206563157	-0.11241583318968403	-0.1124158331896761	-0.1124158331896908	-0.11241583318965373	Limosilactobacillus_reuteri_I49	L-Phenylalanine-e0
Limosilactobacillus_reuteri_I49##Sulfate-e0##Microbe	-0.7060625359793	-0.7060625359787291	-0.7060625359773234	-2.9665371802973652	-2.9665371801389426	-2.966537180187558	-2.9665371801369167	-2.966537180216577	-2.966537180166034	-2.9665371802070704	-0.0040201465211891375	-0.7060625359722008	-0.706062535974564	-0.7060625359865306	-0.7060625359715729	-0.0040106009378577554	-0.004010600937856852	-0.004010600937856215	-0.004010600937856464	Limosilactobacillus_reuteri_I49	Sulfate-e0
Limosilactobacillus_reuteri_I49##Zn2+-e0##Microbe	-0.7060625359841994	-0.7060625359899259	-0.7060625360042152	-2.9665371804356386	-2.9665371802804046	-2.9665371803384977	-2.966537180261411	-2.9665371803639906	-2.9665371802986744	-2.9665371803335847	-0.0040201465207387755	-0.7060625360024197	-0.7060625359955596	-0.7060625359944737	-0.7060625360022774	-0.004010600938015045	-0.004010600938036197	-0.004010600938031702	-0.004010600938039575	Limosilactobacillus_reuteri_I49	Zn2+-e0
Limosilactobacillus_reuteri_I49##Cytosine##Microbe	-12.165428977257744	-12.165428977246346	-12.165428977302692	-51.113315799345514	-51.11331579652496	-51.11331579739637	-51.11331579646848	-51.11331579789665	-51.11331579703603	-51.113315797726074	-0.06926696218733476	-640.3274803731106	-640.3274803750846	0.0	0.0	0.0	0.0	0.0	0.0	Limosilactobacillus_reuteri_I49	Cytosine
Limosilactobacillus_reuteri_I49##Riboflavin##Microbe	-0.9999999999999993	-0.9999999999999999	-0.9999999999999996	-1.0000000000004983	-0.999999999999944	-0.9999999999995353	-0.9999999999995977	-0.9999999999996884	-0.99999999999986	-1.0000000000001592	-0.9999999999999981	-0.9999999999999999	-1.0000000000000013	-1.0000000000000018	-0.9999999999999989	-1.0000000000000016	-1.0000000000000002	-0.9999999999999997	-1.0000000000000002	Limosilactobacillus_reuteri_I49	Riboflavin
Limosilactobacillus_reuteri_I49##Cu2+-e0##Microbe	-0.7060625359759879	-0.7060625359757844	-0.7060625359788764	-2.9665371803042015	-2.9665371801418745	-2.9665371801917932	-2.9665371801395106	-2.9665371802206706	-2.966537180171527	-2.9665371802114366	-0.004020146521173434	-0.7060625359732488	-0.7060625359754333	-0.7060625359857357	-0.7060625359724655	-0.004010600937860323	-0.00401060093786102	-0.004010600937860159	-0.004010600937861517	Limosilactobacillus_reuteri_I49	Cu2+-e0
Limosilactobacillus_reuteri_I49##L-Arginine-e0##Microbe	-21.723747383716205	-21.72374738369264	-21.72374738390185	-94.47432140236731	-94.47432139704509	-94.47432139859995	-94.47432139696697	-94.4743213995591	-94.47432139798448	-94.47432139928247	0.8706165681681617	-20.72374738370855	-20.723747383785152	-20.72374738413828	-21.723747383682834	0.8709237809322474	0.8709237809322532	0.8709237809322508	0.8709237809322662	Limosilactobacillus_reuteri_I49	L-Arginine-e0
Limosilactobacillus_reuteri_I49##Folate-e0##Microbe	-1.0	-1.000000000000001	-1.000000000000002	-0.9999999999999315	-1.0000000000000255	-0.9999999999999686	-1.0000000000000007	-0.9999999999999506	-0.9999999999999857	-0.999999999999991	-1.0000000000000007	-0.9999999999999989	-1.0000000000000009	-1.0000000000000009	-0.9999999999999999	-1.0000000000000004	-0.9999999999999994	-1.000000000000001	-0.999999999999999	Limosilactobacillus_reuteri_I49	Folate-e0
Limosilactobacillus_reuteri_I49##L-Aspartate-e0##Microbe	-2597.597575519379	-2597.5975755177165	-190.73175292049947	-804.5651513857711	-1111.0202565328145	-4720.475745130458	-2917.748000790375	-4534.467345991354	-2935.547223902562	-1842.2941913424525	0.0	0.0	0.0	0.0	0.0	0.0	0.0	26.53307906013798	-0.9999999999999987	Limosilactobacillus_reuteri_I49	L-Aspartate-e0
