	0.0000-0.0000	0.0000-0.0806	0.0810-0.0879	0.0879-0.0992	0.0992-0.1033	0.1033-0.1049	0.1049-0.1158	0.1158-0.2162	0.2162-0.2486	0.2486-0.2507	0.4804-0.4804	0.4804-0.4850	0.4850-0.4851	0.4851-0.7279	0.7283-0.9451	0.9451-0.9451	0.9451-0.9700	0.9700-0.9725	0.9725-0.9725	0.9725-0.9726	0.9726-0.9889	1.0646-1.3118	1.3118-1.3119	1.3119-1.3168	1.3168-1.3738	1.3738-1.3740	1.3740-1.6465	1.6465-1.7161	1.7161-1.7164	1.7164-1.7165	1.7231-1.7234	1.7234-1.7303	1.7303-1.7304	1.7304-1.7533	1.7831-1.7831	1.7831-8.6111	8.6111-9.3883	9.3883-11.9368	11.9368-19.8745	19.8745-20.0000	Source	Target
Enterocloster_clostridioformis_YL32##Putrescine-e0##Microbe	-0.9999999999999996	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-0.9999999999999986	-0.9999999999999986	-0.9999999999999986	-0.9999999999999986	-0.9999999999999986	-0.9999999999999986	-0.9999999999999986	-0.9999999999999986	-0.9999999999999986	-0.9999999999999986	-0.9999999999999986	-0.9999999999999986	-0.9999999999999986	-0.9999999999999986	-0.9999999999999986	-0.9999999999999986	-0.9999999999999986	-0.9999999999999986	-0.9999999999999986	-0.9999999999999986	-0.9999999999999986	-0.9999999999999986	-0.9999999999999986	-0.9999999999999986	-0.9999999999999986	-0.9999999999999986	-0.9999999999999986	-1.0000000000000002	0.0	0.0	Enterocloster_clostridioformis_YL32	Putrescine-e0
Enterocloster_clostridioformis_YL32##Puryvate##Microbe	-0.9999999999999993	-0.9999999999999993	-0.9999999999999993	-0.9999999999999993	-0.9999999999999993	-0.9999999999999993	-0.9999999999999993	-0.9999999999999993	-0.9999999999999993	-0.9999999999999993	-0.9999999999999998	-0.9999999999999998	-0.9999999999999998	-0.9999999999999998	-0.9999999999999998	-0.9999999999999998	-0.9999999999999998	-0.9999999999999998	-0.9999999999999998	-0.9999999999999998	-0.9999999999999998	-0.9999999999999998	-0.9999999999999998	-0.9999999999999998	-0.9999999999999998	-0.9999999999999998	-0.9999999999999998	-0.9999999999999998	-0.9999999999999998	-0.9999999999999998	-0.9999999999999998	-0.9999999999999998	-0.9999999999999998	-0.9999999999999998	-0.9999999999999998	-0.9999999999999998	-0.9999999999999998	-0.9999999999999989	-0.9999999999999989	-0.9999999999999989	Enterocloster_clostridioformis_YL32	Puryvate
Enterocloster_clostridioformis_YL32##L-Aspartate-e0##Microbe	-201.4072416105358	-201.40724161053777	-201.40724161053777	-201.40724161053777	-201.40724161053777	-201.40724161053777	-201.40724161053777	-201.40724161053777	-201.40724161053777	-201.40724161053777	-201.40724161053427	-201.40724161053427	-201.40724161053427	-201.40724161053427	-201.40724161053427	-201.40724161053427	-201.40724161053427	-201.40724161053427	-201.40724161053427	-201.40724161053427	-201.40724161053427	-201.40724161053427	-201.40724161053427	-201.40724161053427	-201.40724161053427	-201.40724161053427	-201.40724161053427	-201.40724161053427	-201.40724161053427	-201.40724161053427	-201.40724161053427	-201.40724161053427	-201.40724161053427	-201.40724161053427	-201.40724161053427	-201.40724161053427	-201.40724161053427	-201.40724161052643	-204.40724161052134	0.0	Enterocloster_clostridioformis_YL32	L-Aspartate-e0
Muribaculum_intestinale_YL27##Succinate-e0##Microbe	1623.9687223308827	1682.140002823271	-225.85019969725295	-7.928591153668158	180.9442920419812	17.18860571520894	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-5144.593800319458	-1.0000000000000002	-0.9999999999999996	-0.9999999999999992	-1.0000000000000002	-0.9999999999999984	-0.9999999999999986	-0.9999999999999986	-1.0000000000000013	-1.0000000000000013	Muribaculum_intestinale_YL27	Succinate-e0
Muribaculum_intestinale_YL27##D-Glucose-e0##Microbe	-954.8990341833813	-983.9846744296365	-1.0	-0.9999999999999996	-1.0000000000000004	-0.9999999999999981	-1.0000000000000004	-1.0000000000000007	-0.9999999999999982	-1.0000000000000004	-1.0000000000000004	-1.0000000000000013	-1.0000000000000007	-0.9999999999999993	-1.0000000000000004	-1.000000000000001	-1.000000000000001	-1.0000000000000004	-1.0000000000000002	-1.0000000000000007	-1.0000000000000007	-0.9999999999999987	-1.0000000000000009	-1.0000000000000004	-1.0000000000000002	-1.0000000000000004	-1.0	-0.9999999999999996	-1.0000000000000004	-1.000000000000001	-1.0000000000000002	-1.0000000000000007	-1.0000000000000002	-1.0	-1.0	-0.9999999999999996	-0.9999999999999996	-0.9999999999999996	-0.9999999999999998	-0.9999999999999998	Muribaculum_intestinale_YL27	D-Glucose-e0
Enterocloster_clostridioformis_YL32##Inosine-e0##Microbe	-110.21788777626087	-110.21788777626827	-110.21788777626827	-110.21788777626827	-110.21788777626827	-110.21788777626827	-110.21788777626827	-110.21788777626827	-110.21788777626827	-110.21788777626827	-110.21788777626382	-110.21788777626382	-110.21788777626382	-110.21788777626382	-110.21788777626382	-110.21788777626382	-110.21788777626382	-110.21788777626382	-110.21788777626382	-110.21788777626382	-110.21788777626382	-110.21788777626382	-110.21788777626382	-110.21788777626382	-110.21788777626382	-110.21788777626382	-110.21788777626382	-110.21788777626382	-110.21788777626382	-110.21788777626382	-110.21788777626382	-110.21788777626382	-110.21788777626382	-110.21788777626382	-110.21788777626382	-110.21788777626382	-110.21788777626382	-110.2178877762621	-110.2178877762621	0.0	Enterocloster_clostridioformis_YL32	Inosine-e0
Enterocloster_clostridioformis_YL32##Phosphate-e0##Microbe	-127.45775496143999	-127.4577549614481	-127.4577549614481	-127.4577549614481	-127.4577549614481	-127.4577549614481	-127.4577549614481	-127.4577549614481	-127.4577549614481	-127.4577549614481	-127.45775496144095	-127.45775496144095	-127.45775496144095	-127.45775496144095	-127.45775496144095	-127.45775496144095	-127.45775496144095	-127.45775496144095	-127.45775496144095	-127.45775496144095	-127.45775496144095	-127.45775496144095	-127.45775496144095	-127.45775496144095	-127.45775496144095	-127.45775496144095	-127.45775496144095	-127.45775496144095	-127.45775496144095	-127.45775496144095	-127.45775496144095	-127.45775496144095	-127.45775496144095	-127.45775496144095	-127.45775496144095	-127.45775496144095	-127.45775496144095	-127.45775496143516	-127.45775496143516	0.0	Enterocloster_clostridioformis_YL32	Phosphate-e0
Muribaculum_intestinale_YL27##Mg-e0##Microbe	-0.924111260324689	-0.9241112603251102	-0.9241112603165655	0.004565829225336875	-0.9241112603225795	-0.9241112603205556	-0.9241112603285608	-0.9241112603272668	-0.9241112603158328	-0.9241112603176179	-0.924111260326471	-0.9241112603172165	-0.9241112603156171	-0.9241112603169466	-0.9241112603198681	-0.924111260315101	-0.9241112603150498	-0.9241112603213741	-0.9241112603180011	-0.9241112603169803	-0.9241112603172316	-0.9241112603232581	-0.924111260325594	-0.9241112603277064	-0.9241112603203836	-0.9241112603155736	-0.9241112603152335	-0.9241112603191838	-0.9241112603017471	-0.9241112603112124	-0.924111260284792	-0.9241112603326349	-0.9241112603455368	-0.9241112603224015	-0.9241112603173787	-0.9241112603144106	-0.9241112603132483	-0.9241112603132483	-0.9241112603132672	0.0	Muribaculum_intestinale_YL27	Mg-e0
Muribaculum_intestinale_YL27##L-Threonine##Microbe	-74.99313011412507	-74.99313011415876	-74.99313011348058	0.37052445941894363	-74.99313011396916	-74.99313011380411	-74.99313011444062	-74.99313011433973	-74.99313011344866	-74.99313011358937	-74.99313011428904	-74.99313011353101	-74.99313011341961	-74.99313011351981	-74.99313011375058	-1016.545373347725	-1016.5453733476921	-1.0000000000000013	-0.9999999999999993	-0.9999999999999994	-0.9999999999999996	-1.0000000000000009	-1.0000000000000009	-1.0000000000000009	-0.9999999999999992	-0.9999999999999986	-1.0000000000000002	-1.0	-0.9999999999999991	-1.0000000000000013	-1.0000000000000009	-1.000000000000001	-1.0000000000000004	-1.0000000000000002	-1.0000000000000004	-1.0000000000000013	-1.0000000000000013	-1.0000000000000013	-1.0000000000000004	-1.0000000000000004	Muribaculum_intestinale_YL27	L-Threonine
Enterocloster_clostridioformis_YL32##L-Valine-e0##Microbe	-50.889993073685176	-50.88999307368627	-50.88999307368627	-50.88999307368627	-50.88999307368627	-50.88999307368627	-50.88999307368627	-50.88999307368627	-50.88999307368627	-50.88999307368627	-50.8899930736895	-50.8899930736895	-50.8899930736895	-50.8899930736895	-50.8899930736895	-50.8899930736895	-50.8899930736895	-50.8899930736895	-50.8899930736895	-50.8899930736895	-50.8899930736895	-50.8899930736895	-50.8899930736895	-50.8899930736895	-50.8899930736895	-50.8899930736895	-50.8899930736895	-50.8899930736895	-50.8899930736895	-50.8899930736895	-50.8899930736895	-50.8899930736895	-50.8899930736895	-50.8899930736895	-50.8899930736895	-50.8899930736895	-50.8899930736895	-50.88999307367899	-50.88999307367899	0.0	Enterocloster_clostridioformis_YL32	L-Valine-e0
