	Source	Target	SourceType	Weight	Variance	ABS_Weight	Sign_Weight	ABSRootWeight	SignedRootWeight
0	Akkermansia_muciniphilaYL44	L-Asparagine-e0	Microbe	-13.441079456398738	112.09054276141843	13.441079456398738	-1.0	3.666207775944885	-3.666207775944885
1	Muribaculum_intestinale_YL27	D-Glucose-e0	Microbe	-143.1567865917932	109063.54618126243	143.1567865917932	-1.0	11.964814523919424	-11.964814523919424
2	Akkermansia_muciniphilaYL44	fe3-e0	Microbe	0.0001954306117291099	0.0006010641400916433	0.0001954306117291099	1.0	0.013979649914397353	0.013979649914397353
3	Akkermansia_muciniphilaYL44	Mn2+-e0	Microbe	-0.4284662214371268	0.11390265685532575	0.4284662214371268	-1.0	0.6545733124999268	-0.6545733124999268
4	Akkermansia_muciniphilaYL44	L-Methionine-e0	Microbe	-9.26490014096608	53.25766981244013	9.26490014096608	-1.0	3.0438298475713257	-3.0438298475713257
5	Akkermansia_muciniphilaYL44	K+-e0	Microbe	-0.42846622143709706	0.11390265685530984	0.42846622143709706	-1.0	0.654573312499904	-0.654573312499904
6	Muribaculum_intestinale_YL27	Mg-e0	Microbe	-0.42846622143799384	0.11390265685578663	0.42846622143799384	-1.0	0.654573312500589	-0.654573312500589
7	Muribaculum_intestinale_YL27	L-Threonine	Microbe	-34.770729968727196	750.115762862953	34.770729968727196	-1.0	5.896671092127082	-5.896671092127082
8	Akkermansia_muciniphilaYL44	L-Alanine-e0	Microbe	76.36209143670109	3617.897881305019	76.36209143670109	1.0	8.738540578191595	8.738540578191595
9	Muribaculum_intestinale_YL27	H2-e0	Microbe	540.1567525215635	540489.6294567973	540.1567525215635	1.0	23.24127260976824	23.24127260976824
10	Akkermansia_muciniphilaYL44	L-Threonine-e0	Microbe	-34.77072996863408	750.1157628589351	34.77072996863408	-1.0	5.8966710921191865	-5.8966710921191865
11	Muribaculum_intestinale_YL27	K+-e0	Microbe	-0.428466221437491	0.11390265685551929	0.428466221437491	-1.0	0.654573312500205	-0.654573312500205
12	Muribaculum_intestinale_YL27	L-Methionine-e0	Microbe	-9.496726242351683	55.95623858367378	9.496726242351683	-1.0	3.0816758821056576	-3.0816758821056576
13	Akkermansia_muciniphilaYL44	Sulfate-e0	Microbe	-0.42846622143764523	0.11390265685560133	0.42846622143764523	-1.0	0.6545733125003228	-0.6545733125003228
14	Akkermansia_muciniphilaYL44	Cl--e0	Microbe	-0.42846622143735336	0.1139026568554461	0.42846622143735336	-1.0	0.6545733125000999	-0.6545733125000999
15	Akkermansia_muciniphilaYL44	Uracil	Microbe	-18.380207668487532	209.60493479382194	18.380207668487532	-1.0	4.287214441626117	-4.287214441626117
16	Muribaculum_intestinale_YL27	Sulfate-e0	Microbe	-0.42846622143796836	0.11390265685577301	0.42846622143796836	-1.0	0.6545733125005696	-0.6545733125005696
17	Muribaculum_intestinale_YL27	Riboflavin	Microbe	-0.4636522027548037	0.13337834678725446	0.4636522027548037	-1.0	0.6809201148114246	-0.6809201148114246
18	Akkermansia_muciniphilaYL44	D-Glucose-e0	Microbe	-450.15967828712934	125728.53606173329	450.15967828712934	-1.0	21.21696675510261	-21.21696675510261
19	Muribaculum_intestinale_YL27	L-Arginine-e0	Microbe	-16.95685450518191	178.3985264701244	16.95685450518191	-1.0	4.1178701418551205	-4.1178701418551205
20	Muribaculum_intestinale_YL27	L-Proline	Microbe	-12.325880724237656	94.26198844038016	12.325880724237656	-1.0	3.510823368419103	-3.510823368419103
21	Akkermansia_muciniphilaYL44	Mg-e0	Microbe	-0.42846622143719704	0.11390265685536291	0.42846622143719704	-1.0	0.6545733124999804	-0.6545733124999804
22	Akkermansia_muciniphilaYL44	Ca2+-e0	Microbe	-0.42846622143691443	0.11390265685521267	0.42846622143691443	-1.0	0.6545733124997646	-0.6545733124997646
23	Muribaculum_intestinale_YL27	H+-e0	Microbe	-125.00151508089859	1503822.1396998453	125.00151508089859	-1.0	11.18040764377125	-11.18040764377125
24	Akkermansia_muciniphilaYL44	H2-e0	Microbe	2553.1822421234137	4044495.0255690077	2553.1822421234137	1.0	50.52902375984929	50.52902375984929
25	Akkermansia_muciniphilaYL44	O2-e0	Microbe	-0.10716541300809725	0.00716297667508544	0.10716541300809725	-1.0	0.3273612881940949	-0.3273612881940949
26	Akkermansia_muciniphilaYL44	PAN	Microbe	-0.46365220275170504	0.13337834678547175	0.46365220275170504	-1.0	0.6809201148091493	-0.6809201148091493
27	Akkermansia_muciniphilaYL44	CO2-e0	Microbe	1685.949640226898	1763558.5031453534	1685.949640226898	1.0	41.06031709846988	41.06031709846988
28	Akkermansia_muciniphilaYL44	Fe2+-e0	Microbe	-1.3207800762382345	1.0829360172103857	1.3207800762382345	-1.0	1.14925196377393	-1.14925196377393
29	Muribaculum_intestinale_YL27	Ca2+-e0	Microbe	-0.42846622143820445	0.11390265685589865	0.42846622143820445	-1.0	0.6545733125007499	-0.6545733125007499
30	Muribaculum_intestinale_YL27	O2-e0	Microbe	-38.807404214430754	12465.82209263806	38.807404214430754	-1.0	6.229558910101963	-6.229558910101963
31	Muribaculum_intestinale_YL27	Galactose-e0	Microbe	-3.7061712691870308	296.5860605978725	3.7061712691870308	-1.0	1.9251418828717615	-1.9251418828717615
32	Muribaculum_intestinale_YL27	L-Tyrosine	Microbe	-7.92082788649084	38.92618374024398	7.92082788649084	-1.0	2.8143965403778552	-2.8143965403778552
