	Source	Target	SourceType	Weight	ABS_Weight	Sign_Weight	ABSRootWeight	SignedRootWeight
9	Riboflavin	Turicimonas_muris_YL45	Metabolite	126.68907411749171	126.68907411749171	1.0	11.255624110527666	11.255624110527666
29	PAN	Clostridium_innocuum_I46	Metabolite	126.68907411737936	126.68907411737936	1.0	11.255624110522675	11.255624110522675
31	PAN	Limosilactobacillus_reuteri_I49	Metabolite	96.79614651713456	96.79614651713456	1.0	9.838503266103771	9.838503266103771
37	Muribaculum_intestinale_YL27	Riboflavin	Microbe	-1.0000000000000004	1.0000000000000004	-1.0	1.0000000000000002	-1.0000000000000002
41	Flavonifractor_plautii_YL31	PAN	Microbe	-1.000000000003331	1.000000000003331	-1.0	1.0000000000016653	-1.0000000000016653
47	Akkermansia_muciniphilaYL44	PAN	Microbe	-0.9999999999896954	0.9999999999896954	-1.0	0.9999999999948477	-0.9999999999948477
53	Turicimonas_muris_YL45	PAN	Microbe	-1.0000000000475173	1.0000000000475173	-1.0	1.0000000000237586	-1.0000000000237586
65	Blautia_coccoides_YL58	Riboflavin	Microbe	-0.9999999999999999	0.9999999999999999	-1.0	0.9999999999999999	-0.9999999999999999
74	Limosilactobacillus_reuteri_I49	Riboflavin	Microbe	-0.9999999999999986	0.9999999999999986	-1.0	0.9999999999999992	-0.9999999999999992
123	Pyridoxal	Acutalibacter_muris_KB1	Metabolite	193.5922930332615	193.5922930332615	1.0	13.913744752339735	13.913744752339735
128	Bacteroides_caecimuris_I48	PAN	Microbe	-0.9999999999999957	0.9999999999999957	-1.0	0.9999999999999978	-0.9999999999999978
142	Riboflavin	Akkermansia_muciniphilaYL44	Metabolite	126.68907411746862	126.68907411746862	1.0	11.25562411052664	11.25562411052664
151	PAN	Enterocloster_clostridioformis_YL32	Metabolite	126.68907411979899	126.68907411979899	1.0	11.25562411063016	11.25562411063016
162	Turicimonas_muris_YL45	Pyridoxal	Microbe	-0.49999999999716355	0.49999999999716355	-1.0	0.7071067811845418	-0.7071067811845418
167	Riboflavin	Bifidobacterium_animalis_YL2	Metabolite	96.79614651727874	96.79614651727874	1.0	9.838503266111099	9.838503266111099
182	PAN	Blautia_coccoides_YL58	Metabolite	96.79614652133009	96.79614652133009	1.0	9.838503266316991	9.838503266316991
193	Acutalibacter_muris_KB1	Riboflavin	Microbe	2.4292613645396886	2.4292613645396886	1.0	1.5586087913712308	1.5586087913712308
265	Riboflavin-e0	Enterococcus_faecalis_KB1	Metabolite	96.79614649931558	96.79614649931558	1.0	9.838503265198197	9.838503265198197
270	Bacteroides_caecimuris_I48	Riboflavin	Microbe	-0.9999999999999992	0.9999999999999992	-1.0	0.9999999999999996	-0.9999999999999996
272	Enterocloster_clostridioformis_YL32	PAN	Microbe	-0.9999999999997649	0.9999999999997649	-1.0	0.9999999999998824	-0.9999999999998824
274	Enterococcus_faecalis_KB1	Riboflavin-e0	Microbe	-1.0000000000000056	1.0000000000000056	-1.0	1.0000000000000027	-1.0000000000000027
277	Bifidobacterium_animalis_YL2	PAN	Microbe	-1.00000000000246	1.00000000000246	-1.0	1.00000000000123	-1.00000000000123
290	Riboflavin	Flavonifractor_plautii_YL31	Metabolite	126.68907411730046	126.68907411730046	1.0	11.25562411051917	11.25562411051917
344	Enterococcus_faecalis_KB1	PAN	Microbe	-0.9999999998187179	0.9999999998187179	-1.0	0.999999999909359	-0.999999999909359
373	Blautia_coccoides_YL58	PAN	Microbe	-0.9999999999998702	0.9999999999998702	-1.0	0.999999999999935	-0.999999999999935
374	Flavonifractor_plautii_YL31	Riboflavin	Microbe	-1.0000000000000406	1.0000000000000406	-1.0	1.0000000000000202	-1.0000000000000202
390	Akkermansia_muciniphilaYL44	Riboflavin	Microbe	-1.0000000000000138	1.0000000000000138	-1.0	1.0000000000000069	-1.0000000000000069
392	Limosilactobacillus_reuteri_I49	PAN	Microbe	-0.9999999999996387	0.9999999999996387	-1.0	0.9999999999998194	-0.9999999999998194
398	Turicimonas_muris_YL45	Riboflavin	Microbe	-1.0000000000002138	1.0000000000002138	-1.0	1.0000000000001068	-1.0000000000001068
419	Clostridium_innocuum_I46	PAN	Microbe	-1.0000000000000122	1.0000000000000122	-1.0	1.000000000000006	-1.000000000000006
439	PAN	Bacteroides_caecimuris_I48	Metabolite	126.68907411730912	126.68907411730912	1.0	11.255624110519555	11.255624110519555
452	Enterococcus_faecalis_KB1	Pyridoxal	Microbe	-0.499999999910532	0.499999999910532	-1.0	0.7071067811232841	-0.7071067811232841
483	PAN	Muribaculum_intestinale_YL27	Metabolite	126.6890741184538	126.6890741184538	1.0	11.255624110570404	11.255624110570404
490	Acutalibacter_muris_KB1	PAN	Microbe	-2.000000000000248	2.000000000000248	-1.0	1.4142135623731826	-1.4142135623731826
547	Muribaculum_intestinale_YL27	PAN	Microbe	-0.9999999999994932	0.9999999999994932	-1.0	0.9999999999997465	-0.9999999999997465
552	Clostridium_innocuum_I46	Riboflavin	Microbe	-1.0000000000000007	1.0000000000000007	-1.0	1.0000000000000002	-1.0000000000000002
589	Acutalibacter_muris_KB1	Pyridoxal	Microbe	-0.9999999999985408	0.9999999999985408	-1.0	0.9999999999992704	-0.9999999999992704
602	Bifidobacterium_animalis_YL2	Riboflavin	Microbe	-1.0000000000002396	1.0000000000002396	-1.0	1.0000000000001197	-1.0000000000001197
