	In	InAmount	Out	OutAmount	All	AllAmount	Type
1,2-Diacyl-sn-glycerol dioctadecanoyl	bc1002.bc1008.bc1010.bc1001.bc1010.bc1002.bc1001	7		0	bc1002.bc1008.bc1010.bc1001.bc1010.bc1002.bc1001	7	Metabolite
2-Oxoglutarate	bc1008.bc1010.bc1010	3		0	bc1008.bc1010.bc1010	3	Metabolite
4-Hydroxybenzoate	bc1002.bc1008.bc1010.bc1001.bc1010.bc1002.bc1001	7		0	bc1002.bc1008.bc1010.bc1001.bc1010.bc1002.bc1001	7	Metabolite
5-Aminolevulinate	bc1002.bc1008.bc1010.bc1001.bc1010.bc1002.bc1001	7		0	bc1002.bc1008.bc1010.bc1001.bc1010.bc1002.bc1001	7	Metabolite
AMP	bc1002.bc1008.bc1010.bc1001.bc1010.bc1002.bc1001	7		0	bc1002.bc1008.bc1010.bc1001.bc1010.bc1002.bc1001	7	Metabolite
Acetate	bc1002.bc1008.bc1010.bc1001.bc1010.bc1002.bc1001	7		0	bc1002.bc1008.bc1010.bc1001.bc1010.bc1002.bc1001	7	Metabolite
Adenosine	bc1010.bc1001.bc1010.bc1001	4		0	bc1010.bc1001.bc1010.bc1001	4	Metabolite
Ala-Ala	bc1002.bc1010.bc1001.bc1010.bc1002.bc1001	6		0	bc1002.bc1010.bc1001.bc1010.bc1002.bc1001	6	Metabolite
BET	bc1002.bc1008.bc1010.bc1001.bc1010.bc1002.bc1001	7		0	bc1002.bc1008.bc1010.bc1001.bc1010.bc1002.bc1001	7	Metabolite
BIOT	bc1002.bc1008.bc1010.bc1001.bc1010.bc1002.bc1001	7		0	bc1002.bc1008.bc1010.bc1001.bc1010.bc1002.bc1001	7	Metabolite
CMP	bc1002.bc1008.bc1010.bc1001.bc1010.bc1002.bc1001	7		0	bc1002.bc1008.bc1010.bc1001.bc1010.bc1002.bc1001	7	Metabolite
CO2	bc1002.bc1008.bc1010.bc1001.bc1010.bc1002.bc1001	7		0	bc1002.bc1008.bc1010.bc1001.bc1010.bc1002.bc1001	7	Metabolite
Ca2+	bc1002.bc1008.bc1010.bc1001.bc1010.bc1002.bc1001	7		0	bc1002.bc1008.bc1010.bc1001.bc1010.bc1002.bc1001	7	Metabolite
Chitobiose	bc1008	1		0	bc1008	1	Metabolite
Chorismate	bc1002.bc1008.bc1010.bc1001.bc1010.bc1002.bc1001	7		0	bc1002.bc1008.bc1010.bc1001.bc1010.bc1002.bc1001	7	Metabolite
Citrate	bc1008	1		0	bc1008	1	Metabolite
