	0.0000-0.0000	0.0000-0.0020	0.0020-0.0084	0.0085-0.0086	0.0086-0.0237	0.0237-0.0238	0.0238-0.0238	0.0238-0.0318	0.0318-0.0318	0.0318-0.0484	0.0486-8.2301	8.2301-9.5566	9.5566-20.0000	Source	Target
Turicimonas_muris_YL45##L-Aspartate-e0##Microbe	-680.6171616423412	-674.6171616418995	-674.6171616418995	-674.6171616418995	-674.6171616418995	-674.6171616418995	-674.6171616418995	-674.6171616418995	-674.6171616418995	-674.6171616418995	-674.6171616418995	-674.6171616418995	-680.2180914102381	Turicimonas_muris_YL45	L-Aspartate-e0
Flavonifractor_plautii_YL31##fe3-e0##Microbe	-0.924111260316831	-0.924111260316831	-0.9241112603241239	-0.9241112603252016	-0.9241112603249834	-0.9241112603255865	-0.9241112603254779	-0.9241112603287324	-0.9241112603272117	-0.9241112603270342	-0.9241112603264553	-0.9241112603265826	-0.9241112603265826	Flavonifractor_plautii_YL31	fe3-e0
Flavonifractor_plautii_YL31##Mn2+-e0##Microbe	-0.9241112603166506	-0.9241112603166506	-0.924111260325962	-0.9241112603257865	-0.9241112603246684	-0.9241112603254433	-0.9241112603269978	-0.924111260330375	-0.9241112603254421	-0.9241112603260937	-0.9241112603279572	-0.9241112603287422	-0.9241112603287422	Flavonifractor_plautii_YL31	Mn2+-e0
Flavonifractor_plautii_YL31##L-Methionine-e0##Microbe	-18.48243529503569	-18.48243529503569	-18.482435295156854	-18.482435295177783	-18.482435295170912	-18.482435295182974	-18.48243529517693	-18.482435295245253	-18.482435295222032	-18.482435295211733	-18.48243529520255	-18.482435295204148	-18.482435295204148	Flavonifractor_plautii_YL31	L-Methionine-e0
Turicimonas_muris_YL45##Pyridoxal##Microbe	-0.49999999999689765	-0.4999999999965697	-0.4999999999965697	-0.4999999999965697	-0.4999999999965697	-0.4999999999965697	-0.4999999999965697	-0.4999999999965697	-0.4999999999965697	-0.4999999999965697	-0.4999999999965697	-0.4999999999965697	-0.49999999999687267	Turicimonas_muris_YL45	Pyridoxal
Turicimonas_muris_YL45##Phosphate-e0##Microbe	-127.45775495970794	-127.45775495960842	-127.45775495960842	-127.45775495960842	-127.45775495960842	-127.45775495960842	-127.45775495960842	-127.45775495960842	-127.45775495960842	-127.45775495960842	-127.45775495960842	-127.45775495960842	-127.04052910414902	Turicimonas_muris_YL45	Phosphate-e0
Turicimonas_muris_YL45##L-Proline-e0##Microbe	-26.584324739480696	-26.584324739459074	-26.584324739459074	-26.584324739459074	-26.584324739459074	-26.584324739459074	-26.584324739459074	-26.584324739459074	-26.584324739459074	-26.584324739459074	-26.584324739459074	-26.584324739459074	-26.584324739472308	Turicimonas_muris_YL45	L-Proline-e0
Riboflavin##Turicimonas_muris_YL45##Metabolite	126.68907411748705	126.68907411739079	126.68907411739079	126.68907411739079	126.68907411739079	126.68907411739079	126.68907411739079	126.68907411739079	126.68907411739079	126.68907411739079	126.68907411739079	126.68907411739079	126.68907411746092	Riboflavin	Turicimonas_muris_YL45
Flavonifractor_plautii_YL31##L-Threonine-e0##Microbe	-37.09933646741867	-37.09933646741867	-36.09933646768259	-36.09933646771923	-36.09933646770681	-36.09933646771635	-36.09933646771955	-36.09933646784743	-36.09933646776361	-36.09933646777805	-36.09933646774242	-30.50867743931528	-30.50867743931528	Flavonifractor_plautii_YL31	L-Threonine-e0
Turicimonas_muris_YL45##carbonate##Microbe	-272.08718788733535	-272.0871878871393	-272.0871878871393	-272.0871878871393	-272.0871878871393	-272.0871878871393	-272.0871878871393	-272.0871878871393	-272.0871878871393	-272.0871878871393	-272.0871878871393	-272.0871878871393	-270.04268210582416	Turicimonas_muris_YL45	carbonate
Flavonifractor_plautii_YL31##Sulfate-e0##Microbe	-0.9241112603191508	-0.9241112603191508	-0.9241112603231815	-0.9241112603238535	-0.9241112603236403	-0.9241112603242905	-0.9241112603235959	-0.9241112603274642	-0.9241112603252353	-0.9241112603257112	-0.9241112603249209	-0.924111260325076	-0.924111260325076	Flavonifractor_plautii_YL31	Sulfate-e0
Turicimonas_muris_YL45##L-Asparagine-e0##Microbe	-28.98957316828693	-28.98957316826345	-28.98957316826345	-28.98957316826345	-28.98957316826345	-28.98957316826345	-28.98957316826345	-28.98957316826345	-28.98957316826345	-28.98957316826345	-28.98957316826345	-28.98957316826345	-28.731110497004817	Turicimonas_muris_YL45	L-Asparagine-e0
Flavonifractor_plautii_YL31##Cl--e0##Microbe	-0.9241112603153301	-0.9241112603153301	-0.9241112603242093	-0.9241112603254563	-0.9241112603252356	-0.9241112603259443	-0.9241112603257992	-0.9241112603289231	-0.9241112603276698	-0.9241112603274027	-0.9241112603268742	-0.9241112603270011	-0.9241112603270011	Flavonifractor_plautii_YL31	Cl--e0
Turicimonas_muris_YL45##fe3-e0##Microbe	-0.9241112603308173	-0.9241112603232884	-0.9241112603232884	-0.9241112603232884	-0.9241112603232884	-0.9241112603232884	-0.9241112603232884	-0.9241112603232884	-0.9241112603232884	-0.9241112603232884	-0.9241112603232884	-0.9241112603232884	-0.9197848741489493	Turicimonas_muris_YL45	fe3-e0
Turicimonas_muris_YL45##L-Threonine-e0##Microbe	-75.99313011327494	-75.99313011324399	-75.99313011324399	-75.99313011324399	-75.99313011324399	-75.99313011324399	-75.99313011324399	-75.99313011324399	-75.99313011324399	-75.99313011324399	-75.99313011324399	-75.99313011324399	-75.40534761265144	Turicimonas_muris_YL45	L-Threonine-e0
Flavonifractor_plautii_YL31##D-Glucose-e0##Microbe	-8.740871282621923	-8.740871282621923	-8.740871282646545	-8.740871282657203	-8.740871282661194	-8.740871282670977	-8.740871282652998	-8.740871282685683	-8.740871282675892	-8.740871282665736	-8.740871282654657	-8.740871282668731	-8.740871282668731	Flavonifractor_plautii_YL31	D-Glucose-e0
Turicimonas_muris_YL45##Sulfate-e0##Microbe	-0.924111260303212	-0.9241112602976418	-0.9241112602976418	-0.9241112602976418	-0.9241112602976418	-0.9241112602976418	-0.9241112602976418	-0.9241112602976418	-0.9241112602976418	-0.9241112602976418	-0.9241112602976418	-0.9241112602976418	-1.796090228523749	Turicimonas_muris_YL45	Sulfate-e0
Turicimonas_muris_YL45##Cl--e0##Microbe	-0.9241112603204099	-0.9241112603196924	-0.9241112603196924	-0.9241112603196924	-0.9241112603196924	-0.9241112603196924	-0.9241112603196924	-0.9241112603196924	-0.9241112603196924	-0.9241112603196924	-0.9241112603196924	-0.9241112603196924	-0.9241112603201492	Turicimonas_muris_YL45	Cl--e0
Flavonifractor_plautii_YL31##Mg-e0##Microbe	-0.9241112603186514	-0.9241112603186514	-0.9241112603247564	-0.924111260326382	-0.9241112603246123	-0.9241112603236411	-0.9241112603259155	-0.9241112603289566	-0.9241112603281129	-0.9241112603269981	-0.9241112603269774	-0.9241112603268036	-0.9241112603268036	Flavonifractor_plautii_YL31	Mg-e0
Flavonifractor_plautii_YL31##Ca2+-e0##Microbe	-0.9241112603167592	-0.9241112603167592	-0.9241112603213901	-0.9241112603221088	-0.9241112603213542	-0.9241112603220913	-0.9241112603212448	-0.9241112603245186	-0.9241112603235467	-0.9241112603233284	-0.9241112603227861	-0.9241112603224682	-0.9241112603224682	Flavonifractor_plautii_YL31	Ca2+-e0
Flavonifractor_plautii_YL31##PAN##Microbe	-1.0000000000029188	-1.0000000000029188	-0.9999999999775453	-0.9999999999754983	-0.9999999999754281	-0.9999999999753394	-0.999999999966499	-0.9999999999729017	-0.9999999999731511	-0.9999999999691753	-0.999999999970511	-0.9999999999705675	-0.9999999999705675	Flavonifractor_plautii_YL31	PAN
Flavonifractor_plautii_YL31##Fe2+-e0##Microbe	-1.9241112602849473	-1.9241112602849473	-1.9241112603357464	-1.9241112603627397	-1.9241112603501986	-1.9241112603620678	-1.9241112603639632	-1.924111260373034	-1.9241112603619517	-1.9241112603641526	-1.9241112603796104	-1.9241112603500605	-1.9241112603500605	Flavonifractor_plautii_YL31	Fe2+-e0
Flavonifractor_plautii_YL31##K+-e0##Microbe	-0.9241112603165901	-0.9241112603165901	-0.9241112603244039	-0.9241112603255279	-0.9241112603257623	-0.9241112603264182	-0.9241112603253899	-0.9241112603286076	-0.9241112603274834	-0.9241112603270033	-0.9241112603269563	-0.9241112603266142	-0.9241112603266142	Flavonifractor_plautii_YL31	K+-e0
Turicimonas_muris_YL45##Ca2+-e0##Microbe	-0.9241112603174336	-0.9241112603167059	-0.9241112603167059	-0.9241112603167059	-0.9241112603167059	-0.9241112603167059	-0.9241112603167059	-0.9241112603167059	-0.9241112603167059	-0.9241112603167059	-0.9241112603167059	-0.9241112603167059	-0.9241112603174579	Turicimonas_muris_YL45	Ca2+-e0
Flavonifractor_plautii_YL31##Riboflavin##Microbe	-0.9999999999996236	-0.9999999999996236	-0.9999999999998013	-1.000000000000301	-1.0000000000000653	-0.9999999999998216	-0.9999999999997248	-0.9999999999996791	-1.0000000000002782	-1.000000000000816	-0.9999999999999704	-1.0000000000001188	-1.0000000000001188	Flavonifractor_plautii_YL31	Riboflavin
Turicimonas_muris_YL45##Mg##Microbe	-0.9241112603192111	-0.924111260318627	-0.924111260318627	-0.924111260318627	-0.924111260318627	-0.924111260318627	-0.924111260318627	-0.924111260318627	-0.924111260318627	-0.924111260318627	-0.924111260318627	-0.924111260318627	-0.9241112603190857	Turicimonas_muris_YL45	Mg
Turicimonas_muris_YL45##PAN##Microbe	-1.0000000000479108	-1.0000000000479423	-1.0000000000479423	-1.0000000000479423	-1.0000000000479423	-1.0000000000479423	-1.0000000000479423	-1.0000000000479423	-1.0000000000479423	-1.0000000000479423	-1.0000000000479423	-1.0000000000479423	-1.0000000000484666	Turicimonas_muris_YL45	PAN
Turicimonas_muris_YL45##Fe2+-e0##Microbe	-1.9241112602932702	-1.924111260298342	-1.924111260298342	-1.924111260298342	-1.924111260298342	-1.924111260298342	-1.924111260298342	-1.924111260298342	-1.924111260298342	-1.924111260298342	-1.924111260298342	-1.924111260298342	-1.9284376464749613	Turicimonas_muris_YL45	Fe2+-e0
Turicimonas_muris_YL45##L-Methionine-e0##Microbe	-18.98243529510627	-18.982435295089385	-18.982435295089385	-18.982435295089385	-18.982435295089385	-18.982435295089385	-18.982435295089385	-18.982435295089385	-18.982435295089385	-18.982435295089385	-18.982435295089385	-18.982435295089385	-18.49380135132174	Turicimonas_muris_YL45	L-Methionine-e0
Turicimonas_muris_YL45##K+-e0##Microbe	-0.9241112603190458	-0.9241112603184826	-0.9241112603184826	-0.9241112603184826	-0.9241112603184826	-0.9241112603184826	-0.9241112603184826	-0.9241112603184826	-0.9241112603184826	-0.9241112603184826	-0.9241112603184826	-0.9241112603184826	-0.9241112603189606	Turicimonas_muris_YL45	K+-e0
Flavonifractor_plautii_YL31##L-Arginine-e0##Microbe	-34.5723583418003	-34.5723583418003	-34.57235834204604	-34.57235834208289	-34.57235834207616	-34.57235834209432	-34.572358342086744	-34.572358342218585	-34.57235834215238	-34.57235834214748	-34.572358342128254	-34.57235834212414	-34.57235834212414	Flavonifractor_plautii_YL31	L-Arginine-e0
Flavonifractor_plautii_YL31##L-Histidine-e0##Microbe	-11.393282031185551	-11.393282031185551	-11.393282031262581	-11.393282031274406	-11.39328203127177	-11.393282031278671	-11.393282031273838	-11.39328203131461	-11.393282031295055	-11.393282031292527	-11.393282031285995	-11.393282031287777	-11.393282031287777	Flavonifractor_plautii_YL31	L-Histidine-e0
Flavonifractor_plautii_YL31##L-Cysteine-e0##Microbe	-13.013505963486923	-13.013505963486923	-13.013505963538499	-13.013505963548079	-13.013505963546159	-13.0135059635339	-13.013505963540663	-13.013505963592998	-13.013505963572713	-13.013505963562151	-13.013505963553202	-13.013505963557964	-13.013505963557964	Flavonifractor_plautii_YL31	L-Cysteine-e0
Flavonifractor_plautii_YL31##Spermidine-e0##Microbe	-0.9999999999999999	-0.9999999999999999	-1.0	-1.0	-1.0000000000000002	-1.000000000000001	-1.0000000000000002	-1.0000000000000002	-1.000000000000001	-0.9999999999999999	-1.0000000000000002	-0.9999999999999997	-0.9999999999999997	Flavonifractor_plautii_YL31	Spermidine-e0
Flavonifractor_plautii_YL31##H+-e0##Microbe	1969.293683638374	1969.293683638374	-179.7009089364714	-439.08858051461425	-439.0885805144575	-439.0885805146917	-439.08858051469224	-439.0885805161887	-1386.0702459761574	-437.81738018584156	-471.8280950776147	-463.4421065350246	-464.4421065350237	Flavonifractor_plautii_YL31	H+-e0
Flavonifractor_plautii_YL31##L-Leucine-e0##Microbe	-64.72644010483614	-64.72644010483614	-64.72644010525566	-64.72644010531987	-64.72644010530476	-64.72644010534118	-64.72644010531232	-64.72644010554345	-64.72644010543637	-64.72644010542089	-64.72644010538757	-64.72644010539489	-64.72644010539489	Flavonifractor_plautii_YL31	L-Leucine-e0
