	6.3266	7.3514	7.9980	10.2963	13.0269	17.2483	Source	Target
Pyridoxal##Acutalibacter_muris_KB1##Metabolite##None	-193.59229303371148	0.0	0.0	0.0	0.0	0.0	Pyridoxal	Acutalibacter_muris_KB1
Acutalibacter_muris_KB1##H2O-e0##Microbe##Spermidine-e0	9.253930954855605e-12	0.0	2.499999999993643	0.0	0.0	0.0	Acutalibacter_muris_KB1	H2O-e0
Acutalibacter_muris_KB1##H2O-e0##Microbe##L-Lactate-e0	-3.2132629890213593e-12	0.0	0.0	3.9351855107838674e-13	-0.6666666666617662	0.0	Acutalibacter_muris_KB1	H2O-e0
Acutalibacter_muris_KB1##H2O-e0##Microbe##Thiamine	-6.16884321402722e-12	0.0	0.0	1.944444444450214	0.0	0.0	Acutalibacter_muris_KB1	H2O-e0
Acutalibacter_muris_KB1##H2O-e0##Microbe##Pyridoxal	4117.544257978498	0.0	0.0	0.0	0.0	0.0	Acutalibacter_muris_KB1	H2O-e0
Acutalibacter_muris_KB1##H2O-e0##Microbe##Puryvate	-3.4445779562020107e-12	0.0	0.0	-1.1536327448880002e-12	-0.6666666666576526	0.0	Acutalibacter_muris_KB1	H2O-e0
Acutalibacter_muris_KB1##Glycine-e0##Microbe##Thiamine	-1.7275070263167436e-13	0.0	0.0	-1.3333333333332467	0.0	0.0	Acutalibacter_muris_KB1	Glycine-e0
Acutalibacter_muris_KB1##Glycine-e0##Microbe##Pyridoxal	109.2042819332184	0.0	0.0	0.0	0.0	0.0	Acutalibacter_muris_KB1	Glycine-e0
Acutalibacter_muris_KB1##Phosphate-e0##Microbe##Pyridoxal	259.7283712389129	0.0	0.0	0.0	0.0	0.0	Acutalibacter_muris_KB1	Phosphate-e0
Acutalibacter_muris_KB1##D-Glucose-e0##Microbe##Spermidine-e0	8.353540081884603e-12	0.0	-0.5000000000058924	0.0	0.0	0.0	Acutalibacter_muris_KB1	D-Glucose-e0
Acutalibacter_muris_KB1##D-Glucose-e0##Microbe##L-Lactate-e0	-2.90700796767851e-12	0.0	0.0	3.3623104300772866e-13	-0.33333333333013393	0.0	Acutalibacter_muris_KB1	D-Glucose-e0
Acutalibacter_muris_KB1##D-Glucose-e0##Microbe##Thiamine	-5.587530438333488e-12	0.0	0.0	-5.277777777772578	0.0	0.0	Acutalibacter_muris_KB1	D-Glucose-e0
Acutalibacter_muris_KB1##D-Glucose-e0##Microbe##Pyridoxal	3719.1345486307355	0.0	0.0	0.0	0.0	0.0	Acutalibacter_muris_KB1	D-Glucose-e0
Acutalibacter_muris_KB1##D-Glucose-e0##Microbe##Puryvate	-3.1144531398297204e-12	0.0	0.0	-1.0554890295111363e-12	-0.33333333332699594	0.0	Acutalibacter_muris_KB1	D-Glucose-e0
Acutalibacter_muris_KB1##Heme-e0##Microbe##Thiamine	1.3877787807814457e-15	0.0	0.0	0.16666666666666313	0.0	0.0	Acutalibacter_muris_KB1	Heme-e0
Acutalibacter_muris_KB1##Heme-e0##Microbe##Pyridoxal	-1.0013137727864574	0.0	0.0	0.0	0.0	0.0	Acutalibacter_muris_KB1	Heme-e0
Acutalibacter_muris_KB1##Mn2+-e0##Microbe##Pyridoxal	1.4121250719524567	0.0	0.0	0.0	0.0	0.0	Acutalibacter_muris_KB1	Mn2+-e0
Acutalibacter_muris_KB1##Zn2+-e0##Microbe##Pyridoxal	1.4121250719209246	0.0	0.0	0.0	0.0	0.0	Acutalibacter_muris_KB1	Zn2+-e0
Acutalibacter_muris_KB1##L-Lysine-e0##Microbe##Pyridoxal	72.7193238692557	0.0	0.0	0.0	0.0	0.0	Acutalibacter_muris_KB1	L-Lysine-e0
Acutalibacter_muris_KB1##Sulfate-e0##Microbe##Pyridoxal	1.4121250719541507	0.0	0.0	0.0	0.0	0.0	Acutalibacter_muris_KB1	Sulfate-e0
Acutalibacter_muris_KB1##L-Arginine-e0##Microbe##Pyridoxal	43.447494767458856	0.0	0.0	0.0	0.0	0.0	Acutalibacter_muris_KB1	L-Arginine-e0
Acutalibacter_muris_KB1##L-Glutamine-e0##Microbe##Spermidine-e0	2.7966517990307693e-13	0.0	-1.000000000000231	0.0	0.0	0.0	Acutalibacter_muris_KB1	L-Glutamine-e0
Acutalibacter_muris_KB1##L-Glutamine-e0##Microbe##Pyridoxal	123.63775242578389	0.0	0.0	0.0	0.0	0.0	Acutalibacter_muris_KB1	L-Glutamine-e0
Acutalibacter_muris_KB1##L-Histidine-e0##Microbe##Pyridoxal	18.409955409936344	0.0	0.0	0.0	0.0	0.0	Acutalibacter_muris_KB1	L-Histidine-e0
Acutalibacter_muris_KB1##L-Proline-e0##Microbe##Pyridoxal	36.17556238053251	0.0	0.0	0.0	0.0	0.0	Acutalibacter_muris_KB1	L-Proline-e0
Acutalibacter_muris_KB1##Co2+-e0##Microbe##Pyridoxal	1.412125071936898	0.0	0.0	0.0	0.0	0.0	Acutalibacter_muris_KB1	Co2+-e0
Acutalibacter_muris_KB1##L-Valine-e0##Microbe##Pyridoxal	69.12938256425586	0.0	0.0	0.0	0.0	0.0	Acutalibacter_muris_KB1	L-Valine-e0
Acutalibacter_muris_KB1##L-Threonine-e0##Microbe##Pyridoxal	117.1159145597341	0.0	0.0	0.0	0.0	0.0	Acutalibacter_muris_KB1	L-Threonine-e0
Acutalibacter_muris_KB1##Spermidine-e0##Microbe##Spermidine-e0	-4.440892098500626e-16	0.0	1.0000000000000002	0.0	0.0	0.0	Acutalibacter_muris_KB1	Spermidine-e0
Acutalibacter_muris_KB1##fe3-e0##Microbe##Pyridoxal	1.4121250719483869	0.0	0.0	0.0	0.0	0.0	Acutalibacter_muris_KB1	fe3-e0
Acutalibacter_muris_KB1##H+-e0##Microbe##Spermidine-e0	-1.3657519559728826e-11	0.0	-2.499999999990312	0.0	0.0	0.0	Acutalibacter_muris_KB1	H+-e0
