	Source	Target	Weight	Metabolites	ABSWeight	SignWeight	ABSRootWeight	SignedRootWeight
Acutalibacter_muris_KB1->Clostridium_innocuum_I46	Acutalibacter_muris_KB1	Clostridium_innocuum_I46	-253.37814823379168	PAN	253.37814823379168	-1.0	15.917856270044396	-15.917856270044396
Akkermansia_muciniphilaYL44->Clostridium_innocuum_I46	Akkermansia_muciniphilaYL44	Clostridium_innocuum_I46	-126.68907411557466	PAN	126.68907411557466	-1.0	11.255624110442506	-11.255624110442506
Bacteroides_caecimuris_I48->Clostridium_innocuum_I46	Bacteroides_caecimuris_I48	Clostridium_innocuum_I46	-126.68907411690292	PAN	126.68907411690292	-1.0	11.255624110501511	-11.255624110501511
Bifidobacterium_animalis_YL2->Clostridium_innocuum_I46	Bifidobacterium_animalis_YL2	Clostridium_innocuum_I46	-126.6890741171918	PAN	126.6890741171918	-1.0	11.255624110514344	-11.255624110514344
Blautia_coccoides_YL58->Clostridium_innocuum_I46	Blautia_coccoides_YL58	Clostridium_innocuum_I46	-126.6890741168637	PAN	126.6890741168637	-1.0	11.255624110499769	-11.255624110499769
Enterocloster_clostridioformis_YL32->Clostridium_innocuum_I46	Enterocloster_clostridioformis_YL32	Clostridium_innocuum_I46	-126.68907411685035	PAN	126.68907411685035	-1.0	11.255624110499175	-11.255624110499175
Enterococcus_faecalis_KB1->Clostridium_innocuum_I46	Enterococcus_faecalis_KB1	Clostridium_innocuum_I46	-126.68907412329133	PAN	126.68907412329133	-1.0	11.255624110785298	-11.255624110785298
Flavonifractor_plautii_YL31->Clostridium_innocuum_I46	Flavonifractor_plautii_YL31	Clostridium_innocuum_I46	-126.68907411728884	PAN	126.68907411728884	-1.0	11.255624110518655	-11.255624110518655
Limosilactobacillus_reuteri_I49->Clostridium_innocuum_I46	Limosilactobacillus_reuteri_I49	Clostridium_innocuum_I46	-126.68907411683436	PAN	126.68907411683436	-1.0	11.255624110498465	-11.255624110498465
Muribaculum_intestinale_YL27->Clostridium_innocuum_I46	Muribaculum_intestinale_YL27	Clostridium_innocuum_I46	-126.68907411681593	PAN	126.68907411681593	-1.0	11.255624110497646	-11.255624110497646
Turicimonas_muris_YL45->Clostridium_innocuum_I46	Turicimonas_muris_YL45	Clostridium_innocuum_I46	-126.68907412290007	PAN	126.68907412290007	-1.0	11.255624110767917	-11.255624110767917
Acutalibacter_muris_KB1->Bacteroides_caecimuris_I48	Acutalibacter_muris_KB1	Bacteroides_caecimuris_I48	-253.37814823458766	PAN	253.37814823458766	-1.0	15.917856270069398	-15.917856270069398
Akkermansia_muciniphilaYL44->Bacteroides_caecimuris_I48	Akkermansia_muciniphilaYL44	Bacteroides_caecimuris_I48	-126.68907411597264	PAN	126.68907411597264	-1.0	11.255624110460186	-11.255624110460186
Bifidobacterium_animalis_YL2->Bacteroides_caecimuris_I48	Bifidobacterium_animalis_YL2	Bacteroides_caecimuris_I48	-126.68907411758978	PAN	126.68907411758978	-1.0	11.255624110532022	-11.255624110532022
Blautia_coccoides_YL58->Bacteroides_caecimuris_I48	Blautia_coccoides_YL58	Bacteroides_caecimuris_I48	-126.68907411726168	PAN	126.68907411726168	-1.0	11.255624110517447	-11.255624110517447
Clostridium_innocuum_I46->Bacteroides_caecimuris_I48	Clostridium_innocuum_I46	Bacteroides_caecimuris_I48	-126.6890741172787	PAN	126.6890741172787	-1.0	11.255624110518204	-11.255624110518204
Enterocloster_clostridioformis_YL32->Bacteroides_caecimuris_I48	Enterocloster_clostridioformis_YL32	Bacteroides_caecimuris_I48	-126.68907411724834	PAN	126.68907411724834	-1.0	11.255624110516855	-11.255624110516855
Enterococcus_faecalis_KB1->Bacteroides_caecimuris_I48	Enterococcus_faecalis_KB1	Bacteroides_caecimuris_I48	-126.68907412368932	PAN	126.68907412368932	-1.0	11.255624110802978	-11.255624110802978
Flavonifractor_plautii_YL31->Bacteroides_caecimuris_I48	Flavonifractor_plautii_YL31	Bacteroides_caecimuris_I48	-126.68907411768683	PAN	126.68907411768683	-1.0	11.255624110536333	-11.255624110536333
Limosilactobacillus_reuteri_I49->Bacteroides_caecimuris_I48	Limosilactobacillus_reuteri_I49	Bacteroides_caecimuris_I48	-126.68907411723235	PAN	126.68907411723235	-1.0	11.255624110516145	-11.255624110516145
Muribaculum_intestinale_YL27->Bacteroides_caecimuris_I48	Muribaculum_intestinale_YL27	Bacteroides_caecimuris_I48	-126.68907411721392	PAN	126.68907411721392	-1.0	11.255624110515326	-11.255624110515326
Turicimonas_muris_YL45->Bacteroides_caecimuris_I48	Turicimonas_muris_YL45	Bacteroides_caecimuris_I48	-126.68907412329806	PAN	126.68907412329806	-1.0	11.255624110785597	-11.255624110785597
Acutalibacter_muris_KB1->Limosilactobacillus_reuteri_I49	Acutalibacter_muris_KB1	Limosilactobacillus_reuteri_I49	-193.5922930342931	PAN	193.5922930342931	-1.0	13.913744752376806	-13.913744752376806
Akkermansia_muciniphilaYL44->Limosilactobacillus_reuteri_I49	Akkermansia_muciniphilaYL44	Limosilactobacillus_reuteri_I49	-96.79614651613711	PAN	96.79614651613711	-1.0	9.83850326605308	-9.83850326605308
Bacteroides_caecimuris_I48->Limosilactobacillus_reuteri_I49	Bacteroides_caecimuris_I48	Limosilactobacillus_reuteri_I49	-96.79614651715197	PAN	96.79614651715197	-1.0	9.838503266104656	-9.838503266104656
Bifidobacterium_animalis_YL2->Limosilactobacillus_reuteri_I49	Bifidobacterium_animalis_YL2	Limosilactobacillus_reuteri_I49	-96.79614651737268	PAN	96.79614651737268	-1.0	9.838503266115872	-9.838503266115872
Blautia_coccoides_YL58->Limosilactobacillus_reuteri_I49	Blautia_coccoides_YL58	Limosilactobacillus_reuteri_I49	-96.796146517122	PAN	96.796146517122	-1.0	9.838503266103132	-9.838503266103132
Clostridium_innocuum_I46->Limosilactobacillus_reuteri_I49	Clostridium_innocuum_I46	Limosilactobacillus_reuteri_I49	-96.79614651713499	PAN	96.79614651713499	-1.0	9.838503266103793	-9.838503266103793
Enterocloster_clostridioformis_YL32->Limosilactobacillus_reuteri_I49	Enterocloster_clostridioformis_YL32	Limosilactobacillus_reuteri_I49	-96.7961465171118	PAN	96.7961465171118	-1.0	9.838503266102613	-9.838503266102613
Enterococcus_faecalis_KB1->Limosilactobacillus_reuteri_I49	Enterococcus_faecalis_KB1	Limosilactobacillus_reuteri_I49	-96.796146522033	PAN	96.796146522033	-1.0	9.838503266352713	-9.838503266352713
Flavonifractor_plautii_YL31->Limosilactobacillus_reuteri_I49	Flavonifractor_plautii_YL31	Limosilactobacillus_reuteri_I49	-96.79614651744683	PAN	96.79614651744683	-1.0	9.83850326611964	-9.83850326611964
Muribaculum_intestinale_YL27->Limosilactobacillus_reuteri_I49	Muribaculum_intestinale_YL27	Limosilactobacillus_reuteri_I49	-96.7961465170855	PAN	96.7961465170855	-1.0	9.838503266101277	-9.838503266101277
Turicimonas_muris_YL45->Limosilactobacillus_reuteri_I49	Turicimonas_muris_YL45	Limosilactobacillus_reuteri_I49	-96.79614652173406	PAN	96.79614652173406	-1.0	9.83850326633752	-9.83850326633752
Acutalibacter_muris_KB1->Flavonifractor_plautii_YL31	Acutalibacter_muris_KB1	Flavonifractor_plautii_YL31	307.76087306248013	Riboflavin	307.76087306248013	1.0	17.543114691025654	17.543114691025654
Akkermansia_muciniphilaYL44->Flavonifractor_plautii_YL31	Akkermansia_muciniphilaYL44	Flavonifractor_plautii_YL31	-126.68907411730923	Riboflavin	126.68907411730923	-1.0	11.25562411051956	-11.25562411051956
Bacteroides_caecimuris_I48->Flavonifractor_plautii_YL31	Bacteroides_caecimuris_I48	Flavonifractor_plautii_YL31	-126.68907411730743	Riboflavin	126.68907411730743	-1.0	11.255624110519479	-11.255624110519479
Bifidobacterium_animalis_YL2->Flavonifractor_plautii_YL31	Bifidobacterium_animalis_YL2	Flavonifractor_plautii_YL31	-126.68907411733784	Riboflavin	126.68907411733784	-1.0	11.25562411052083	-11.25562411052083
Blautia_coccoides_YL58->Flavonifractor_plautii_YL31	Blautia_coccoides_YL58	Flavonifractor_plautii_YL31	-126.68907411730747	Riboflavin	126.68907411730747	-1.0	11.25562411051948	-11.25562411051948
