	Avg_Bifidobacterium_animalis_YL2	Var_Bifidobacterium_animalis_YL2	Avg_Blautia_coccoides_YL58	Var_Blautia_coccoides_YL58	Avg_InAmount	Var_InAmount	Avg_OutAmount	Var_OutAmount	Avg_AllAmount	Var_AllAmount	In	InAmount	Out	OutAmount	All	AllAmount
Fe2+-e0	0.0	0.0	0.0	0.0	1.9503988277254851	0.0023992599969295545	0.0	0.0	1.9503988277254851	0.0023992599969295545	Bifidobacterium_animalis_YL2.Blautia_coccoides_YL58	1		1	Bifidobacterium_animalis_YL2.Blautia_coccoides_YL58	1
Folate	-1.4490140933514103e-12	5.032541578889517e-25	0.0	0.0	0.9751994138627426	0.0005998149992323886	0.0	0.0	0.9751994138627426	0.0005998149992323886	Bifidobacterium_animalis_YL2	1		1	Bifidobacterium_animalis_YL2	1
Folate-e0	0.0	0.0	-9.077284952472342e-13	5.223851653384401e-28	0.9751994138627426	0.0005998149992323886	0.0	0.0	0.9751994138627426	0.0005998149992323886	Blautia_coccoides_YL58	1		1	Blautia_coccoides_YL58	1
Galactose-e0	0.0	0.0	0.0	0.0	0.9751994138627426	0.0005998149992323886	0.0	0.0	0.9751994138627426	0.0005998149992323886	Bifidobacterium_animalis_YL2	1		1	Bifidobacterium_animalis_YL2	1
Gamma-Tocopherol	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
Glycine-e0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
Guanidine	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
Guanine	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
H+-e0	0.0	0.0	0.0	0.0	1.9503988277254851	0.0023992599969295545	0.0	0.0	1.9503988277254851	0.0023992599969295545	Bifidobacterium_animalis_YL2.Blautia_coccoides_YL58	1		1	Bifidobacterium_animalis_YL2.Blautia_coccoides_YL58	1
H2O-e0	0.0	0.0	0.0	0.0	1.9503988277254851	0.0023992599969295545	0.0	0.0	1.9503988277254851	0.0023992599969295545	Bifidobacterium_animalis_YL2.Blautia_coccoides_YL58	1		1	Bifidobacterium_animalis_YL2.Blautia_coccoides_YL58	1
Hemin	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
Hydrocortisone	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
Hypoxanthine	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
Inosine	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
Inosine-e0	0.0	0.0	0.0	0.0	0.9751994138627426	0.0005998149992323886	0.0	0.0	0.9751994138627426	0.0005998149992323886	Blautia_coccoides_YL58	1		1	Blautia_coccoides_YL58	1
K+-e0	0.0	0.0	0.0	0.0	1.9503988277254851	0.0023992599969295545	0.0	0.0	1.9503988277254851	0.0023992599969295545	Bifidobacterium_animalis_YL2.Blautia_coccoides_YL58	1		1	Bifidobacterium_animalis_YL2.Blautia_coccoides_YL58	1
L-Alanine-e0	0.0	0.0	0.0	0.0	1.7261002541635713	0.17458843322328826	0.0	0.0	1.7261002541635713	0.17458843322328826	Bifidobacterium_animalis_YL2.Blautia_coccoides_YL58.Blautia_coccoides_YL58	2		1	Bifidobacterium_animalis_YL2.Blautia_coccoides_YL58.Blautia_coccoides_YL58	2
L-Arginine-e0	0.0	0.0	0.0	0.0	1.9503988277254851	0.0023992599969295545	0.0	0.0	1.9503988277254851	0.0023992599969295545	Bifidobacterium_animalis_YL2.Blautia_coccoides_YL58	1		1	Bifidobacterium_animalis_YL2.Blautia_coccoides_YL58	1
L-Ascorbate	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
L-Asparagine-e0	0.0	0.0	0.0	0.0	1.9503988277254851	0.0023992599969295545	0.0	0.0	1.9503988277254851	0.0023992599969295545	Bifidobacterium_animalis_YL2.Blautia_coccoides_YL58	1		1	Bifidobacterium_animalis_YL2.Blautia_coccoides_YL58	1
L-Aspartate-e0	0.0	0.0	0.0	0.0	1.9503988277254851	0.0023992599969295545	0.0	0.0	1.9503988277254851	0.0023992599969295545	Bifidobacterium_animalis_YL2.Blautia_coccoides_YL58	1		1	Bifidobacterium_animalis_YL2.Blautia_coccoides_YL58	1
L-Cysteine-e0	0.0	0.0	0.0	0.0	1.9503988277254851	0.0023992599969295545	0.0	0.0	1.9503988277254851	0.0023992599969295545	Bifidobacterium_animalis_YL2.Blautia_coccoides_YL58	1		1	Bifidobacterium_animalis_YL2.Blautia_coccoides_YL58	1
L-Cystine	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
L-Fucose-e0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
L-Glutamate-e0	0.0	0.0	0.0	0.0	1.9503988277254851	0.0023992599969295545	0.0	0.0	1.9503988277254851	0.0023992599969295545	Bifidobacterium_animalis_YL2.Blautia_coccoides_YL58	1		1	Bifidobacterium_animalis_YL2.Blautia_coccoides_YL58	1
L-Glutamine-e0	0.0	0.0	0.0	0.0	0.9751994138627426	0.0005998149992323886	0.0	0.0	0.9751994138627426	0.0005998149992323886	Blautia_coccoides_YL58	1		1	Blautia_coccoides_YL58	1
L-Histidine-e0	0.0	0.0	0.0	0.0	1.9503988277254851	0.0023992599969295545	0.0	0.0	1.9503988277254851	0.0023992599969295545	Bifidobacterium_animalis_YL2.Blautia_coccoides_YL58	1		1	Bifidobacterium_animalis_YL2.Blautia_coccoides_YL58	1
L-Isoleucine	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
L-Isoleucine-e0	0.0	0.0	0.0	0.0	0.9751994138627426	0.0005998149992323886	0.0	0.0	0.9751994138627426	0.0005998149992323886	Bifidobacterium_animalis_YL2	1		1	Bifidobacterium_animalis_YL2	1
L-Lactate-e0	0.0	0.0	7.813171079297289e-13	3.86262365619476e-28	0.9751994138627426	0.0005998149992323886	0.0	0.0	0.9751994138627426	0.0005998149992323886	Blautia_coccoides_YL58	1		1	Blautia_coccoides_YL58	1
L-Leucine	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
L-Leucine-e0	0.0	0.0	0.0	0.0	0.9751994138627426	0.0005998149992323886	0.0	0.0	0.9751994138627426	0.0005998149992323886	Bifidobacterium_animalis_YL2	1		1	Bifidobacterium_animalis_YL2	1
L-Lysine-e0	0.0	0.0	0.0	0.0	1.9503988277254851	0.0023992599969295545	0.0	0.0	1.9503988277254851	0.0023992599969295545	Bifidobacterium_animalis_YL2.Blautia_coccoides_YL58	1		1	Bifidobacterium_animalis_YL2.Blautia_coccoides_YL58	1
L-Methionine-e0	0.0	0.0	0.0	0.0	1.9503988277254851	0.0023992599969295545	0.0	0.0	1.9503988277254851	0.0023992599969295545	Bifidobacterium_animalis_YL2.Blautia_coccoides_YL58	1		1	Bifidobacterium_animalis_YL2.Blautia_coccoides_YL58	1
L-Phenylalanine	0.0	0.0	0.0	0.0	0.9751994138627426	0.0005998149992323886	0.0	0.0	0.9751994138627426	0.0005998149992323886	Blautia_coccoides_YL58	1		1	Blautia_coccoides_YL58	1
L-Phenylalanine-e0	0.0	0.0	0.0	0.0	0.9751994138627426	0.0005998149992323886	0.0	0.0	0.9751994138627426	0.0005998149992323886	Bifidobacterium_animalis_YL2	1		1	Bifidobacterium_animalis_YL2	1
L-Proline-e0	0.0	0.0	0.0	0.0	1.9503988277254851	0.0023992599969295545	0.0	0.0	1.9503988277254851	0.0023992599969295545	Bifidobacterium_animalis_YL2.Blautia_coccoides_YL58	1		1	Bifidobacterium_animalis_YL2.Blautia_coccoides_YL58	1
L-Serine-e0	0.0	0.0	0.0	0.0	1.9503988277254851	0.0023992599969295545	0.0	0.0	1.9503988277254851	0.0023992599969295545	Bifidobacterium_animalis_YL2.Blautia_coccoides_YL58	1		1	Bifidobacterium_animalis_YL2.Blautia_coccoides_YL58	1
L-Threonine-e0	0.0	0.0	0.0	0.0	1.9503988277254851	0.0023992599969295545	0.0	0.0	1.9503988277254851	0.0023992599969295545	Bifidobacterium_animalis_YL2.Blautia_coccoides_YL58	1		1	Bifidobacterium_animalis_YL2.Blautia_coccoides_YL58	1
L-Tryptophan	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
L-Tryptophan-e0	0.0	0.0	0.0	0.0	0.9751994138627426	0.0005998149992323886	0.0	0.0	0.9751994138627426	0.0005998149992323886	Bifidobacterium_animalis_YL2	1		1	Bifidobacterium_animalis_YL2	1
L-Tyrosine-e0	0.0	0.0	0.0	0.0	1.9503988277254851	0.0023992599969295545	0.0	0.0	1.9503988277254851	0.0023992599969295545	Bifidobacterium_animalis_YL2.Blautia_coccoides_YL58	1		1	Bifidobacterium_animalis_YL2.Blautia_coccoides_YL58	1
L-Valine-e0	0.0	0.0	0.0	0.0	1.9503988277254851	0.0023992599969295545	0.0	0.0	1.9503988277254851	0.0023992599969295545	Bifidobacterium_animalis_YL2.Blautia_coccoides_YL58	1		1	Bifidobacterium_animalis_YL2.Blautia_coccoides_YL58	1
Linolenic	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
Melitose	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
Melitose-e0	-3.627601919842402e-13	2.4664522656926193e-26	0.0	0.0	0.9751994138627426	0.0005998149992323886	0.0	0.0	0.9751994138627426	0.0005998149992323886	Bifidobacterium_animalis_YL2	1		1	Bifidobacterium_animalis_YL2	1
Methylguanidine	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
Methylhistidine	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
Mg-e0	0.0	0.0	0.0	0.0	1.9503988277254851	0.0023992599969295545	0.0	0.0	1.9503988277254851	0.0023992599969295545	Bifidobacterium_animalis_YL2.Blautia_coccoides_YL58	1		1	Bifidobacterium_animalis_YL2.Blautia_coccoides_YL58	1
Mn2+-e0	0.0	0.0	0.0	0.0	1.9503988277254851	0.0023992599969295545	0.0	0.0	1.9503988277254851	0.0023992599969295545	Bifidobacterium_animalis_YL2.Blautia_coccoides_YL58	1		1	Bifidobacterium_animalis_YL2.Blautia_coccoides_YL58	1
Molybdenum	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
Mucin core 3 (GlcNAcβ1,3GalNAcαSer/Thr-PROTEIN)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
Mucin core 4 [GlcNAcβ1,6(GlcNAcβ1,3)GalNAcαSer/Thr-PROTEIN]	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
N-acetyl-D-galactosamine	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
N-acetyl-D-gluosamine	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
N-acetylneuraminate (as sialic residue)	0.0	0.0	7.320930556442989e-13	3.3845234219788283e-28	0.9751994138627426	0.0005998149992323886	0.0	0.0	0.9751994138627426	0.0005998149992323886	Blautia_coccoides_YL58	1		1	Blautia_coccoides_YL58	1
NH3-e0	0.0	0.0	0.0	0.0	1.9503988277254851	0.0023992599969295545	0.0	0.0	1.9503988277254851	0.0023992599969295545	Bifidobacterium_animalis_YL2.Blautia_coccoides_YL58	1		1	Bifidobacterium_animalis_YL2.Blautia_coccoides_YL58	1
Na+-e0	0.0	0.0	0.0	0.0	1.9503988277254851	0.0023992599969295545	0.0	0.0	1.9503988277254851	0.0023992599969295545	Bifidobacterium_animalis_YL2.Blautia_coccoides_YL58	1		1	Bifidobacterium_animalis_YL2.Blautia_coccoides_YL58	1
Niacin	0.0	0.0	0.0	0.0	0.9751994138627426	0.0005998149992323886	0.0	0.0	0.9751994138627426	0.0005998149992323886	Bifidobacterium_animalis_YL2	1		1	Bifidobacterium_animalis_YL2	1
Nickel	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
O2-e0	0.0	0.0	-4.0224735168535844e-17	9.274221312542265e-28	1.9503988277254851	0.0023992599969295545	0.0	0.0	1.9503988277254851	0.0023992599969295545	Bifidobacterium_animalis_YL2.Blautia_coccoides_YL58	1		1	Bifidobacterium_animalis_YL2.Blautia_coccoides_YL58	1
Oleic acid	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
PAN	0.0	0.0	94.3955453509744	5.619963025153512	1.9503988277254851	0.0023992599969295545	0.9751994138627426	0.0005998149992323886	2.9255982415882276	0.005398334993091514	Bifidobacterium_animalis_YL2.Blautia_coccoides_YL58	1	Blautia_coccoides_YL58	1	Blautia_coccoides_YL58Bifidobacterium_animalis_YL2.Blautia_coccoides_YL58	1
Pb-e0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
Pectin	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
Phosphate-e0	0.0	0.0	0.0	0.0	1.9503988277254851	0.0023992599969295545	0.0	0.0	1.9503988277254851	0.0023992599969295545	Bifidobacterium_animalis_YL2.Blautia_coccoides_YL58	1		1	Bifidobacterium_animalis_YL2.Blautia_coccoides_YL58	1
Phosphoethanolamine	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
Puryvate	0.0	0.0	-2.387619070783331e-12	3.5984915184467305e-27	0.9751994138627426	0.0005998149992323886	0.0	0.0	0.9751994138627426	0.0005998149992323886	Blautia_coccoides_YL58	1		1	Blautia_coccoides_YL58	1
Putrescine-e0	-9.974216718565971e-14	3.470671230974499e-27	0.0	0.0	0.9751994138627426	0.0005998149992323886	0.0	0.0	0.9751994138627426	0.0005998149992323886	Bifidobacterium_animalis_YL2	1		1	Bifidobacterium_animalis_YL2	1
Pyridoxal	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
Pyruvate-e0	0.0	0.0	0.0	0.0	0.3269051179242528	0.21738779864857685	0.0	0.0	0.3269051179242528	0.21738779864857685	.Bifidobacterium_animalis_YL2	2		1	.Bifidobacterium_animalis_YL2	2
Riboflavin	94.39554534769735	5.6199630247633605	-1.4946300347206568e-11	1.4089958964966994e-25	1.9503988277254851	0.0023992599969295545	0.9751994138627426	0.0005998149992323886	2.9255982415882276	0.005398334993091514	Bifidobacterium_animalis_YL2.Blautia_coccoides_YL58	1	Bifidobacterium_animalis_YL2	1	Bifidobacterium_animalis_YL2Bifidobacterium_animalis_YL2.Blautia_coccoides_YL58	1
Selenium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
Spermidine-e0	-2.853525508059247e-13	3.4007694830952504e-26	2.831446669103475e-12	5.057283089381598e-27	1.9503988277254851	0.0023992599969295545	0.0	0.0	1.9503988277254851	0.0023992599969295545	Bifidobacterium_animalis_YL2.Blautia_coccoides_YL58	1		1	Bifidobacterium_animalis_YL2.Blautia_coccoides_YL58	1
Stachyose	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
Starch	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
Succinate-e0	0.0	0.0	0.0	0.0	0.9751994138627426	0.0005998149992323886	0.0	0.0	0.9751994138627426	0.0005998149992323886	Blautia_coccoides_YL58	1		1	Blautia_coccoides_YL58	1
Sucrose	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
Sucrose-e0	-3.7104675335081143e-13	1.8911843356159492e-26	0.0	0.0	0.9751994138627426	0.0005998149992323886	0.0	0.0	0.9751994138627426	0.0005998149992323886	Bifidobacterium_animalis_YL2	1		1	Bifidobacterium_animalis_YL2	1
Sulfate-e0	0.0	0.0	0.0	0.0	1.9503988277254851	0.0023992599969295545	0.0	0.0	1.9503988277254851	0.0023992599969295545	Bifidobacterium_animalis_YL2.Blautia_coccoides_YL58	1		1	Bifidobacterium_animalis_YL2.Blautia_coccoides_YL58	1
Thiamin-e0	-1.346070730495751e-12	6.158103920117811e-25	-6.086923203534424e-12	2.3401400414885993e-26	1.9503988277254851	0.0023992599969295545	0.0	0.0	1.9503988277254851	0.0023992599969295545	Bifidobacterium_animalis_YL2.Blautia_coccoides_YL58	1		1	Bifidobacterium_animalis_YL2.Blautia_coccoides_YL58	1
Uracil-e0	0.0	0.0	0.0	0.0	1.9503988277254851	0.0023992599969295545	0.0	0.0	1.9503988277254851	0.0023992599969295545	Bifidobacterium_animalis_YL2.Blautia_coccoides_YL58	1		1	Bifidobacterium_animalis_YL2.Blautia_coccoides_YL58	1
Urea-e0	0.0	0.0	0.0	0.0	0.9751994138627426	0.0005998149992323886	0.0	0.0	0.9751994138627426	0.0005998149992323886	Blautia_coccoides_YL58	1		1	Blautia_coccoides_YL58	1
VitA Retinol	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
Vitamin K1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
Vitamin K3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
Zn2+-e0	0.0	0.0	0.0	0.0	1.9503988277254851	0.0023992599969295545	0.0	0.0	1.9503988277254851	0.0023992599969295545	Bifidobacterium_animalis_YL2.Blautia_coccoides_YL58	1		1	Bifidobacterium_animalis_YL2.Blautia_coccoides_YL58	1
acetylhexosamine	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
carbonate	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
fe3-e0	0.0	0.0	0.0	0.0	1.9503988277254851	0.0023992599969295545	0.0	0.0	1.9503988277254851	0.0023992599969295545	Bifidobacterium_animalis_YL2.Blautia_coccoides_YL58	1		1	Bifidobacterium_animalis_YL2.Blautia_coccoides_YL58	1
2-Oxoglutarate-e0-e0	0.0	0.0	0.0	0.0	0.6528141412225741	0.21607866413655094	0.0	0.0	0.6528141412225741	0.21607866413655094	.Bifidobacterium_animalis_YL2	2		1	.Bifidobacterium_animalis_YL2	2
5'-Deoxyadenosine-e0	0.0	0.0	0.0	0.0	1.9503953384267676	0.00240622999724805	0.0	0.0	1.9503953384267676	0.00240622999724805	.Bifidobacterium_animalis_YL2.Blautia_coccoides_YL58	2		1	.Bifidobacterium_animalis_YL2.Blautia_coccoides_YL58	2
5-Methylthio-D-ribose-e0	0.0	0.0	0.0	0.0	0.9751976692133838	0.0006015574993120125	0.0	0.0	0.9751976692133838	0.0006015574993120125	.Bifidobacterium_animalis_YL2	2		1	.Bifidobacterium_animalis_YL2	2
Fumarate-e0	0.0	0.0	-3.549997143276175e-12	7.971643037976901e-27	1.9503953384267676	0.00240622999724805	0.0	0.0	1.9503953384267676	0.00240622999724805	.Bifidobacterium_animalis_YL2.Blautia_coccoides_YL58	2		1	.Bifidobacterium_animalis_YL2.Blautia_coccoides_YL58	2
Glycerol-e0	0.0	0.0	0.0	0.0	0.9751976692133838	0.0006015574993120125	0.0	0.0	0.9751976692133838	0.0006015574993120125	.Bifidobacterium_animalis_YL2	2		1	.Bifidobacterium_animalis_YL2	2
Glycolaldehyde-e0	0.0	0.0	0.0	0.0	0.9751976692133838	0.0006015574993120125	0.0	0.0	0.9751976692133838	0.0006015574993120125	.Bifidobacterium_animalis_YL2	2		1	.Bifidobacterium_animalis_YL2	2
XAN-e0	0.0	0.0	0.0	0.0	0.9751976692133838	0.0006015574993120125	0.0	0.0	0.9751976692133838	0.0006015574993120125	.Blautia_coccoides_YL58	2		1	.Blautia_coccoides_YL58	2
