	Source	Target	SourceType	Weight	Variance	ABS_Weight	Sign_Weight	ABSRootWeight	SignedRootWeight
1	Limosilactobacillus_reuteri_I49	Cytosine	Microbe	-2.8500433672103025	400.57969625211433	2.8500433672103025	-1.0	1.6882071458237293	-1.6882071458237293
3	Limosilactobacillus_reuteri_I49	L-Aspartate-e0	Microbe	-17.66840826429843	14448.488259945469	17.66840826429843	-1.0	4.203380575715031	-4.203380575715031
4	Acutalibacter_muris_KB1	PAN	Microbe	-1.9859110047169708	0.0001971014568574213	1.9859110047169708	-1.0	1.4092235467508236	-1.4092235467508236
11	Limosilactobacillus_reuteri_I49	Urea-e0	Microbe	-0.9929555023573957	4.927536421424759e-05	0.9929555023573957	-1.0	0.9964715261147183	-0.9964715261147183
14	Limosilactobacillus_reuteri_I49	L-Asparagine-e0	Microbe	-1.0445654883212308	73.38585187364127	1.0445654883212308	-1.0	1.022039866307196	-1.022039866307196
19	Acutalibacter_muris_KB1	Riboflavin	Microbe	2.345481771920162	0.040243406763935445	2.345481771920162	1.0	1.5314965791408617	1.5314965791408617
22	PAN	Limosilactobacillus_reuteri_I49	Metabolite	0.03353847609397008	3.245262492720148	0.03353847609397008	1.0	0.18313513069307613	0.18313513069307613
24	Acutalibacter_muris_KB1	L-Cysteine-e0	Microbe	-15.783651740176104	0.10237951100464121	15.783651740176104	-1.0	3.9728644250938268	-3.9728644250938268
26	Acutalibacter_muris_KB1	Spermidine-e0	Microbe	-0.8929555023573954	0.0899689053983809	0.8929555023573954	-1.0	0.9449632280450893	-0.9449632280450893
31	Limosilactobacillus_reuteri_I49	Folate-e0	Microbe	-0.9929555023573939	4.92753642142458e-05	0.9929555023573939	-1.0	0.9964715261147175	-0.9964715261147175
33	Limosilactobacillus_reuteri_I49	Fumarate-e0	Microbe	1.1031106779739237	1362.3014533755006	1.1031106779739237	1.0	1.0502907587777415	1.0502907587777415
34	Limosilactobacillus_reuteri_I49	D-Glucose-e0	Microbe	-2.0337059409742446	3580.2542219458014	2.0337059409742446	-1.0	1.4260806221859423	-1.4260806221859423
36	Limosilactobacillus_reuteri_I49	Thiamine	Microbe	-0.892955502357396	0.08996890539838101	0.892955502357396	-1.0	0.9449632280450896	-0.9449632280450896
40	Limosilactobacillus_reuteri_I49	PAN	Microbe	-1.1110732583612453	0.3494109957180453	1.1110732583612453	-1.0	1.0540745981007442	-1.0540745981007442
49	Limosilactobacillus_reuteri_I49	L-Threonine-e0	Microbe	-14.168137100784834	4848.9197541965805	14.168137100784834	-1.0	3.7640585942284206	-3.7640585942284206
50	Acutalibacter_muris_KB1	L-Asparagine-e0	Microbe	-111.73492297060727	1.2634431310644527	111.73492297060727	-1.0	10.57047411285829	-10.57047411285829
51	Limosilactobacillus_reuteri_I49	Riboflavin	Microbe	-0.9929555023574798	4.927536421425594e-05	0.9929555023574798	-1.0	0.9964715261147604	-0.9964715261147604
53	Acutalibacter_muris_KB1	Glycine-e0	Microbe	-107.24438528988875	0.734677368195717	107.24438528988875	-1.0	10.355886504297388	-10.355886504297388
57	Limosilactobacillus_reuteri_I49	L-Cysteine-e0	Microbe	-106.18452702138472	267617.4235185744	106.18452702138472	-1.0	10.304587668673829	-10.304587668673829
59	Acutalibacter_muris_KB1	L-Serine-e0	Microbe	-58.19277672032189	0.2591711649387911	58.19277672032189	-1.0	7.628419018402298	-7.628419018402298
60	Limosilactobacillus_reuteri_I49	Spermidine-e0	Microbe	-0.8929555023573952	0.08996890539838086	0.8929555023573952	-1.0	0.9449632280450891	-0.9449632280450891
61	Acutalibacter_muris_KB1	L-Glutamine-e0	Microbe	-121.87383106772533	0.8322491139241995	121.87383106772533	-1.0	11.0396481405761	-11.0396481405761
64	Acutalibacter_muris_KB1	Uracil-e0	Microbe	-7.023867236211992	0.06491633415581584	7.023867236211992	-1.0	2.6502579565415876	-2.6502579565415876
67	Limosilactobacillus_reuteri_I49	Sucrose	Microbe	-0.9929555023573957	4.927536421424713e-05	0.9929555023573957	-1.0	0.9964715261147183	-0.9964715261147183
70	Limosilactobacillus_reuteri_I49	Pyruvate-e0	Microbe	-0.9929555023573964	4.9275364214247105e-05	0.9929555023573964	-1.0	0.9964715261147187	-0.9964715261147187
71	Limosilactobacillus_reuteri_I49	O2-e0	Microbe	517.0480167962313	11967.114521457175	517.0480167962313	1.0	22.73868986543049	22.73868986543049
72	Limosilactobacillus_reuteri_I49	Melitose-e0	Microbe	-0.9929555023573969	4.9275364214246183e-05	0.9929555023573969	-1.0	0.9964715261147189	-0.9964715261147189
73	Acutalibacter_muris_KB1	Pyridoxal	Microbe	-0.9929555023562049	4.9275364214127274e-05	0.9929555023562049	-1.0	0.9964715261141208	-0.9964715261141208
76	Acutalibacter_muris_KB1	D-Glucose-e0	Microbe	-3686.7828601033084	682.3079799883584	3686.7828601033084	-1.0	60.71888388387346	-60.71888388387346
79	Acutalibacter_muris_KB1	Thiamine	Microbe	-0.892955502357396	0.08996890539838102	0.892955502357396	-1.0	0.9449632280450896	-0.9449632280450896
83	Pyridoxal	Acutalibacter_muris_KB1	Metabolite	192.22853258146102	1.8467409135650588	192.22853258146102	1.0	13.864650467338187	13.864650467338187
90	Limosilactobacillus_reuteri_I49	L-Glutamate-e0	Microbe	-9.354079496605342	2384.7571227334897	9.354079496605342	-1.0	3.058443966562955	-3.058443966562955
91	Acutalibacter_muris_KB1	L-Threonine-e0	Microbe	-116.29089177549918	0.6758676681221175	116.29089177549918	-1.0	10.783825470374564	-10.783825470374564
94	Limosilactobacillus_reuteri_I49	Glycine-e0	Microbe	-0.950534489841909	0.30905010045051196	0.950534489841909	-1.0	0.9749535834294415	-0.9749535834294415
95	Limosilactobacillus_reuteri_I49	D-Mannose-e0	Microbe	0.2964841345186171	368.228908945711	0.2964841345186171	1.0	0.5445035670393878	0.5445035670393878
97	Limosilactobacillus_reuteri_I49	L-Serine-e0	Microbe	-6.280739073849203	2210.904451284835	6.280739073849203	-1.0	2.506140274176448	-2.506140274176448
106	Limosilactobacillus_reuteri_I49	Glycolate-e0	Microbe	-0.807592466097762	1.2044151047961014	0.807592466097762	-1.0	0.8986614858208635	-0.8986614858208635
108	Melitose-e0	Limosilactobacillus_reuteri_I49	Metabolite	0.00040408411344300475	0.0022292013385423184	0.00040408411344300475	1.0	0.020101843533442517	0.020101843533442517
109	Thiamine	Limosilactobacillus_reuteri_I49	Metabolite	5.146482021117875	640.6766508672791	5.146482021117875	1.0	2.2685859078108273	2.2685859078108273
110	Folate-e0	Limosilactobacillus_reuteri_I49	Metabolite	2.573225316027844	160.1692754320744	2.573225316027844	1.0	1.6041275872036627	1.6041275872036627
111	Sucrose	Limosilactobacillus_reuteri_I49	Metabolite	0.0002729304609646868	0.0010507430894771447	0.0002729304609646868	1.0	0.016520607160897167	0.016520607160897167
112	Spermidine-e0	Limosilactobacillus_reuteri_I49	Metabolite	9.567249755210298e-05	0.00013709622191448786	9.567249755210298e-05	1.0	0.009781231903605138	0.009781231903605138
113	D-Mannose-e0	Limosilactobacillus_reuteri_I49	Metabolite	-4.075578012559707e-05	3.450495028887431e-05	4.075578012559707e-05	-1.0	0.00638402538572624	-0.00638402538572624
114	Riboflavin	Limosilactobacillus_reuteri_I49	Metabolite	99.79350012884524	385.0197398367892	99.79350012884524	1.0	9.989669670657046	9.989669670657046
115	D-Glucose-e0	Limosilactobacillus_reuteri_I49	Metabolite	0.0001464971209199598	0.0003112037443396276	0.0001464971209199598	1.0	0.012103599502625647	0.012103599502625647
116	Pyruvate-e0	Limosilactobacillus_reuteri_I49	Metabolite	3.0132624117568484e-05	9.190492679586176e-06	3.0132624117568484e-05	1.0	0.005489319094165367	0.005489319094165367
117	O2-e0	Limosilactobacillus_reuteri_I49	Metabolite	-9.80277477039158e-05	6.622963022602392e-05	9.80277477039158e-05	-1.0	0.009900896308108463	-0.009900896308108463
118	Limosilactobacillus_reuteri_I49	L-Malate-e0	Microbe	-0.8456263520551168	318.8574582092506	0.8456263520551168	-1.0	0.9195794430363897	-0.9195794430363897
121	Limosilactobacillus_reuteri_I49	Galactose-e0	Microbe	-4.716082925030883	485.40690219101367	4.716082925030883	-1.0	2.171654421180056	-2.171654421180056
122	Acutalibacter_muris_KB1	Heme-e0	Microbe	0.8450458918906996	0.0028706178840698037	0.8450458918906996	1.0	0.9192637771013821	0.9192637771013821
123	Limosilactobacillus_reuteri_I49	Heme-e0	Microbe	-0.9924903820473716	0.0005141316502095004	0.9924903820473716	-1.0	0.9962381151348163	-0.9962381151348163
124	Limosilactobacillus_reuteri_I49	L-Glutamine-e0	Microbe	-1.1028663535740777	146.42031239271546	1.1028663535740777	-1.0	1.0501744395928125	-1.0501744395928125
125	Limosilactobacillus_reuteri_I49	Putrescine-e0	Microbe	-0.9579317011873779	0.03383429252696549	0.9579317011873779	-1.0	0.9787398536829783	-0.9787398536829783
126	Limosilactobacillus_reuteri_I49	Uracil-e0	Microbe	-1.3012407348008814	444.9372855144829	1.3012407348008814	-1.0	1.1407193935411466	-1.1407193935411466
127	L-Glutamate-e0	Limosilactobacillus_reuteri_I49	Metabolite	5.082462336789151e-05	3.553495689924441e-05	5.082462336789151e-05	1.0	0.0071291390341254755	0.0071291390341254755
128	Urea-e0	Limosilactobacillus_reuteri_I49	Metabolite	-2.0063780875244756e-05	8.43799993315913e-06	2.0063780875244756e-05	-1.0	0.004479261197479419	-0.004479261197479419
129	Heme-e0	Limosilactobacillus_reuteri_I49	Metabolite	-0.0004066513096840542	0.004947767846708241	0.0004066513096840542	-1.0	0.020165597181438843	-0.020165597181438843
