	0.0000-0.0009	0.0009-0.0012	0.0014-0.0029	0.0029-0.0032	0.0036-0.0040	0.0040-0.0042	0.0042-0.0044	0.0044-0.0044	0.0044-0.0059	0.0059-0.0061	0.0061-0.0062	0.0062-0.0068	0.0068-0.0071	0.0071-0.0071	0.0071-0.0072	0.0072-0.0080	0.0080-0.0106	0.0106-0.0108	0.0208-0.0213	0.0215-0.0721	0.0722-0.0722	0.0722-0.0779	0.0779-0.0789	0.0790-0.0799	0.0809-0.0810	0.0810-0.0837	0.0837-0.0904	0.0904-0.0904	0.0904-0.0981	0.0981-0.1228	0.1241-0.1268	0.1294-0.1296	0.1299-0.1999	0.2001-0.2001	0.2001-0.2002	0.2002-0.2003	0.2003-0.2004	0.2004-0.2004	0.2004-0.2015	0.2015-0.2019	0.2019-0.2041	0.2042-0.2055	0.2055-0.2307	0.2307-0.2307	0.2307-0.2478	0.2478-0.2487	0.2551-0.2551	0.2562-0.2562	0.2562-0.2563	0.2571-0.2571	0.2579-0.2591	0.2591-0.2605	0.2605-0.2605	0.2606-0.2615	0.2615-0.2615	0.2615-0.2616	0.2656-0.2659	0.2711-0.2736	0.2736-0.2744	0.2744-0.2780	0.2780-0.2816	0.2834-0.2862	0.2862-0.2862	0.2862-0.2977	0.2977-0.3011	0.3011-20.0000	Source	Target
Clostridium_innocuum_I46##Inosine##Microbe	-95.4788422346786	-95.47884223689945	869.6336384910437	-527.6847615287858	-527.6847615441378	-527.684761548429	-128.3548212525937	-485.61656157513835	-129.27893251297127	12.15436150154612	12.154361501547912	12.154361501387886	-43.97813773688202	-43.978137736884	-20.839457331757806	-41.041631277653096	-41.0416312776553	-41.041631277364154	-0.9999999999999998	-0.9999999999999999	-0.9999999999999999	-0.9999999999999999	-1.0	-1.0	-0.9999999999999983	-0.9999999999999992	-0.9999999999999998	-0.9999999999999983	-0.9999999999999983	-0.9999999999999983	-1.0000000000000002	-0.9999999999999986	-0.9999999999999982	-0.9999999999999992	-0.9999999999999992	-0.9999999999999982	-1.0000000000000009	-1.0000000000000016	-1.0000000000000022	-1.0000000000000013	-0.9999999999999989	-1.0000000000000004	-0.9999999999999994	-1.0	-1.0000000000000004	-0.9999999999999988	-0.9999999999999988	-0.9999999999999987	-1.0000000000000007	-1.0000000000000016	-1.0000000000000007	-0.999999999999998	-1.000000000000003	-0.9999999999999998	-1.0	-0.9999999999999998	-1.0000000000000009	-1.0	-0.9999999999999984	-0.9999999999999941	-0.9999999999999977	-0.9999999999999925	-1.0000000000000004	-1.0000000000000018	-1.0000000000000004	-1.000000000000001	Clostridium_innocuum_I46	Inosine
Clostridium_innocuum_I46##L-Asparagine-e0##Microbe	-2559.1672613797227	-96.5004430328243	386.0557973320141	-312.6034026799282	-312.603402688967	-0.9999999999999989	-1.0000000000000007	-0.9999999999999999	-1.0000000000000007	-0.9999999999999886	-0.9999999999999883	-0.999999999999996	-1.0000000000000007	-1.0000000000000002	-1.0000000000000004	-1.0000000000000007	-0.9999999999999992	-0.9999999999999994	-0.9999999999999989	-1.0000000000000007	-1.0000000000000007	-1.0000000000000007	-1.000000000000001	-0.9999999999999998	211.01547663565813	62.30469523335787	62.304695233358544	45.64666796717265	45.64666796717265	45.64666796717265	56.375872986687966	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.663264787152577	0.3987743459696772	3.8648656711574363	4.150851228631278	4.319302248711327	48.06838224279169	48.06838224279169	-1.8911651704664612	14.600812625161394	-61.32529921115757	23.20560639170565	1.016781938416007	3.3435504546492547	-1151.016974330901	-914.4259526206071	-977.0149668814759	-811.0362560426925	-48.03872149912368	-48.03872149913591	-41.67535186924974	1365.7782000667535	1365.7782003969241	-233.8457414176723	-3746.65504349602	14746.426558454712	-19.010561420610912	Clostridium_innocuum_I46	L-Asparagine-e0
Bacteroides_caecimuris_I48##L-Serine##Microbe	-794.5519522305691	-794.5519522305691	-540.8686623914546	-540.8686623914546	-540.8686623914546	-540.8686623914546	-540.8686623914546	-540.8686623914546	-540.8686623914546	-540.8686623914546	-540.8686623914546	-540.8686623914546	-540.8686623914546	-540.8686623914546	-540.8686623914546	-540.8686623914546	-540.8686623914546	-540.8686623914546	-540.8686623914546	-540.8686623914546	-4712.445394862765	-2624.843476042233	-2624.843476042233	-2624.843476042233	-2624.843476042233	-2624.843476042233	-2624.843476042233	-2624.843476042233	-2624.8434760426708	-1.0000000000000018	-1.0	-1.0	-1.0	-1.0	-1.0000000000000004	-1.0000000000000004	-1.0000000000000004	-1.0000000000000004	-1.0000000000000004	-1.0000000000000004	-1.0000000000000004	-1.0000000000000004	-1.0000000000000004	-1.0000000000000004	-1.0000000000000004	-1.0000000000000004	-0.999999999999999	-0.999999999999999	-0.999999999999999	-0.999999999999999	-0.999999999999999	-0.999999999999999	-0.999999999999999	-0.999999999999999	-0.999999999999999	-0.999999999999999	-0.999999999999999	-0.999999999999999	-0.999999999999999	-0.999999999999999	-0.999999999999999	-0.999999999999999	-0.999999999999999	-0.999999999999999	-0.999999999999999	-0.999999999999999	Bacteroides_caecimuris_I48	L-Serine
Bacteroides_caecimuris_I48##H2O-e0##Microbe	-253.68328983957687	-253.68328983957687	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteroides_caecimuris_I48	H2O-e0
Clostridium_innocuum_I46##fe3-e0##Microbe	-0.9241112603170311	-0.9241112603353466	-0.9241112603181518	-0.9241112603669374	-0.9241112603861092	-0.9241112603931451	-0.9241112603708636	-0.9241112603918241	-0.9241112603709762	0.04887254727344883	0.04887254727346309	0.0488725472728546	-0.13215376797736283	-0.1321537679773732	-0.1321537679773831	-0.1321537679773414	-0.1321537679773099	-0.13215376797588652	-0.13215376797908676	-0.13215376797943565	-0.13215376797943565	-0.13215376797943565	-0.13215376797619416	-0.03562083638136726	-0.9241112603288711	-0.9241112603273385	-0.924111260327356	-0.9241112603272705	-0.9241112603272705	-0.9241112603272705	-0.9241112603271969	-0.92411126032725	-0.924111260327499	-0.9241112603263371	-0.9241112603263371	-0.9241112603258098	0.10235244071476113	-0.6160741735182405	-0.6160741735104699	-0.6160741735099138	-0.6160741735100604	-0.6160741735102266	-0.6160741735087358	-0.6160741735388148	-0.6160741735474206	-0.6160741735474025	-0.6160741735474025	-0.616074173538979	-0.6160741735384064	-0.6160741735395936	-0.61607417354157	-0.00046559948229066544	-0.012905068328224313	-0.6160741735409381	-0.6160741735436676	-0.6160741735450468	-0.6160741735877484	-0.6160741735336557	-0.6160741735338192	-0.6160741735376887	-0.6160741735004589	-0.6160741736480748	-0.6160741735601756	-0.6160741735851061	-0.6160741732319136	-0.6160741752852539	Clostridium_innocuum_I46	fe3-e0
Clostridium_innocuum_I46##Mn2+-e0##Microbe	-0.9241112603138921	-0.9241112603337556	-0.924111260317921	-0.9241112603534949	-0.9241112603824171	-0.9241112603899181	-0.9241112603680656	-0.924111260388164	-0.9241112603679974	0.04887254727328584	0.04887254727330226	0.04887254727284119	-0.13215376797731399	-0.13215376797732542	-0.1321537679772895	-0.13215376797728529	-0.13215376797728665	-0.13215376797617592	-0.13215376797846282	-0.13215376797880718	-0.13215376797880718	-0.13215376797880718	-0.13215376797610587	-0.035620836381343196	-0.9241112603284565	-0.924111260326784	-0.9241112603268015	-0.9241112603267636	-0.9241112603267636	-0.9241112603267636	-0.9241112603267312	-0.9241112603265403	-0.9241112603269519	-0.9241112603256774	-0.9241112603256774	-0.9241112603251533	0.10235244071470591	-0.6160741735177102	-0.6160741735101277	-0.6160741735095522	-0.6160741735097053	-0.6160741735098809	-0.616074173508381	-0.616074173538461	-0.6160741735470666	-0.6160741735469497	-0.6160741735469497	-0.616074173538821	-0.6160741735379742	-0.6160741735390451	-0.6160741735409679	-0.0004655994822874523	-0.012905068328217414	-0.6160741735352625	-0.6160741735397293	-0.6160741735406978	-0.6160741735869928	-0.6160741735334389	-0.6160741735335458	-0.6160741735374352	-0.6160741734966312	-0.6160741736432587	-0.6160741735612371	-0.6160741735796897	-0.616074173263829	-0.6160741752858186	Clostridium_innocuum_I46	Mn2+-e0
Bacteroides_caecimuris_I48##L-Tyrosine##Microbe	-17.083554956493476	-17.083554956493476	-17.083554956512007	-17.083554956512007	-17.083554956512007	-17.083554956512007	-17.083554956512007	-17.083554956512007	-17.083554956512007	-17.083554956512007	-17.083554956512007	-17.083554956512007	-17.083554956512007	-17.083554956512007	-17.083554956512007	-17.083554956512007	-17.083554956512007	-17.083554956512007	-17.083554956512007	-17.083554956512007	-17.083554956344393	-17.083554956405195	-17.083554956405195	-17.083554956405195	-17.083554956405195	-17.083554956405195	-17.083554956405195	-17.083554956405195	-17.083554956403887	-0.09925361640574215	-17.083554956585758	-17.083554956585758	-17.083554956585758	-17.083554956585758	-17.08355495658852	-17.08355495658852	-17.08355495658852	-17.08355495658852	-17.08355495658852	-17.08355495658852	-17.08355495658852	-17.08355495658852	-17.08355495658852	-17.08355495658852	-17.08355495658852	-17.08355495658852	-17.083554956574673	-17.083554956574673	-17.083554956574673	-17.083554956574673	-17.083554956574673	-17.083554956574673	-17.083554956574673	-17.083554956574673	-17.083554956574673	-17.083554956574673	-17.083554956574673	-17.083554956574673	-17.083554956574673	-17.083554956574673	-17.083554956574673	-17.083554956574673	-17.083554956574673	-17.083554956574673	-17.083554956574673	-17.083554956574673	Bacteroides_caecimuris_I48	L-Tyrosine
Clostridium_innocuum_I46##XAN-e0##Microbe	38.89405662087231	38.89405662182858	-443.6621837420002	254.99701626773975	254.9970162750472	254.99701627711934	55.33204612941533	233.9629162904828	55.79410175961131	-5.662270811143945	-5.662270811144559	-5.66227081106985	20.867132015294615	20.867132015295553	9.297791812731614	19.398878785680296	19.39887878568181	19.398878785540074	-0.6219368531599283	-0.6219368531637174	-0.6219368531637174	-0.6219368531637174	-0.6219368531480215	0.9891005987245276	13.188735488283838	13.188735488273457	13.18873548827288	13.188735488271421	13.188735488271421	13.188735488271421	13.188735488268211	13.188735488290899	13.18873548827441	105.79124510467658	105.79124510467658	149.84432565633037	-6.609583928505886	39.78404352267889	39.78404352222291	39.78404352218729	39.7840435221975	8.461591316344396	25.79204794224213	25.62795786956673	25.594267665926214	88.09295337176668	88.09295337176668	-36.80591516108817	-36.80591516104008	-36.80591516110689	33.63650617467047	0.5666781682085862	-2.287094037738442	50.834500462616894	-35.723190409085774	-35.723190409161596	-35.72319041189058	-35.723190408586525	-35.72319040859577	-35.72319040882759	-35.723190406502106	-35.7231904156995	-35.72319041025629	-35.72319041169056	-35.72319039051469	-35.72319051533806	Clostridium_innocuum_I46	XAN-e0
Clostridium_innocuum_I46##Co2+-e0##Microbe	-0.9241112603153536	-0.924111260336639	-0.9241112603170414	-0.9241112603516932	-0.9241112603799829	-0.9241112603858125	-0.924111260365664	-0.9241112603845067	-0.9241112603655643	0.04887254727314115	0.04887254727314819	0.04887254727278231	-0.13215376797716558	-0.13215376797718	-0.13215376797713868	-0.13215376797713987	-0.13215376797712441	-0.13215376797584147	-0.1321537679781062	-0.1321537679784074	-0.1321537679784074	-0.1321537679784074	-0.13215376797613287	-0.035620836381358136	-0.9241112603285622	-0.9241112603270941	-0.9241112603271009	-0.92411126032704	-0.92411126032704	-0.92411126032704	-0.9241112603269988	-0.9241112603266841	-0.9241112603272379	-0.924111260325908	-0.924111260325908	-0.924111260325288	0.10235244071472688	-0.6160741735178391	-0.6160741735102607	-0.6160741735096917	-0.6160741735098443	-0.616074173510073	-0.6160741735085477	-0.6160741735386176	-0.6160741735472307	-0.616074173547077	-0.616074173547077	-0.6160741735387487	-0.6160741735381295	-0.6160741735391572	-0.6160741735410403	-0.00046559948229040913	-0.0129050683282135	-0.6160741735376897	-0.6160741735414047	-0.6160741735426578	-0.6160741735848299	-0.6160741735331988	-0.6160741735332929	-0.6160741735372135	-0.6160741735041244	-0.6160741736495241	-0.616074173560466	-0.6160741735836875	-0.6160741732403328	-0.6160741752844399	Clostridium_innocuum_I46	Co2+-e0
Clostridium_innocuum_I46##Acetate-e0##Microbe	4.49634851305254	4.496348513220482	4.496348513025794	4.4963485133142385	4.496348513201796	4.496348513194933	4.496348513214756	4.49634851327535	4.496348513222793	-0.237793883371485	-0.2377938833721176	-0.2377938833712343	0.6430063387940625	0.643006338794257	0.6430063387942574	0.6430063387943165	0.643006338793862	0.6430063388049856	0.6430063387928373	12.50007903096581	12.50007903096581	12.50007903096581	12.500079030739222	3.7650358789349165	97.67631545802145	97.67631545789105	97.6763154578922	-102.22001173632508	-102.22001173632508	-102.22001173632508	26.53044849791934	26.530448497940128	151.14686566246635	-88.10616110332725	-88.10616110332725	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Clostridium_innocuum_I46	Acetate-e0
