	0.0000-0.0000	0.0000-0.0806	0.0806-0.0843	0.0843-0.1215	0.1215-0.1217	0.1217-0.1886	0.2207-0.2208	0.2208-0.2274	0.2274-0.2294	0.4771-0.4773	0.4773-0.4815	0.4815-0.4816	0.4994-20.0000	Source	Target
Akkermansia_muciniphilaYL44##L-Asparagine-e0##Microbe	-28.989573168290903	-28.98957316828898	-28.98957316828898	-28.98957316828898	-28.98957316828898	-28.98957316828898	-28.98957316828898	-28.98957316828898	-28.98957316828898	-28.98957316828898	-28.98957316828898	-28.98957316828898	-28.98957316828898	Akkermansia_muciniphilaYL44	L-Asparagine-e0
Muribaculum_intestinale_YL27##D-Glucose-e0##Microbe	-954.8990341833813	-983.9846744296365	-1.0000000000000013	-1.0	-1.0000000000000002	-1.0000000000000002	-1.0	-1.0000000000000009	-0.9999999999999998	-1.0000000000000013	-0.9999999999999988	-1.0000000000000002	-0.9999999999999998	Muribaculum_intestinale_YL27	D-Glucose-e0
Akkermansia_muciniphilaYL44##fe3-e0##Microbe	3.0758887397169885	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Akkermansia_muciniphilaYL44	fe3-e0
Akkermansia_muciniphilaYL44##Mn2+-e0##Microbe	-0.9241112603184295	-0.9241112603183633	-0.9241112603183633	-0.9241112603183633	-0.9241112603183633	-0.9241112603183633	-0.9241112603183633	-0.9241112603183633	-0.9241112603183633	-0.9241112603183633	-0.9241112603183633	-0.9241112603183633	-0.9241112603183633	Akkermansia_muciniphilaYL44	Mn2+-e0
Akkermansia_muciniphilaYL44##L-Methionine-e0##Microbe	-19.98243529507667	-19.982435295073323	-19.982435295073323	-19.982435295073323	-19.982435295073323	-19.982435295073323	-19.982435295073323	-19.982435295073323	-19.982435295073323	-19.982435295073323	-19.982435295073323	-19.982435295073323	-19.982435295073323	Akkermansia_muciniphilaYL44	L-Methionine-e0
Akkermansia_muciniphilaYL44##K+-e0##Microbe	-0.9241112603178396	-0.924111260318299	-0.924111260318299	-0.924111260318299	-0.924111260318299	-0.924111260318299	-0.924111260318299	-0.924111260318299	-0.924111260318299	-0.924111260318299	-0.924111260318299	-0.924111260318299	-0.924111260318299	Akkermansia_muciniphilaYL44	K+-e0
Muribaculum_intestinale_YL27##Mg-e0##Microbe	-0.924111260324689	-0.9241112603251102	-0.9241112603228674	-0.9241112603197743	-0.9241112603171744	-0.9241112603193261	-0.9241112603180233	-0.9241112603157746	-0.9241112603215611	-0.92411126031494	-0.924111260315319	-0.9241112603144837	-0.9241112603152712	Muribaculum_intestinale_YL27	Mg-e0
Muribaculum_intestinale_YL27##L-Threonine##Microbe	-74.99313011412507	-74.99313011415876	-74.993130113997	-74.99313011373367	-74.99313011352919	-74.99313011370172	-74.99313011360056	-74.99313011341638	-74.99313011390122	-74.99313011335674	-74.99313011337098	-74.99313011332129	-74.9931301133691	Muribaculum_intestinale_YL27	L-Threonine
Akkermansia_muciniphilaYL44##L-Alanine-e0##Microbe	164.6969236487934	164.69692364878978	164.69692364878978	164.69692364878978	164.69692364878978	164.69692364878978	164.69692364878978	164.69692364878978	164.69692364878978	164.69692364878978	164.69692364878978	164.69692364878978	164.69692364878978	Akkermansia_muciniphilaYL44	L-Alanine-e0
Muribaculum_intestinale_YL27##H2-e0##Microbe	2059.8485929679036	2176.1911539521457	2175.1911539471253	814.7528223431111	510.23975684011174	1135.454493559371	4141.20794368246	138.19847486734974	4253.166236372062	0.0	0.0	0.0	0.0	Muribaculum_intestinale_YL27	H2-e0
Akkermansia_muciniphilaYL44##L-Threonine-e0##Microbe	-74.9931301135713	-74.99313011356948	-74.99313011356948	-74.99313011356948	-74.99313011356948	-74.99313011356948	-74.99313011356948	-74.99313011356948	-74.99313011356948	-74.99313011356948	-74.99313011356948	-74.99313011356948	-74.99313011356948	Akkermansia_muciniphilaYL44	L-Threonine-e0
Muribaculum_intestinale_YL27##K+-e0##Microbe	-0.9241112603229622	-0.9241112603225655	-0.9241112603195466	-0.9241112603192442	-0.9241112603168304	-0.9241112603186942	-0.9241112603175164	-0.924111260315397	-0.9241112603199734	-0.924111260315154	-0.9241112603153095	-0.9241112603149715	-0.9241112603153828	Muribaculum_intestinale_YL27	K+-e0
Muribaculum_intestinale_YL27##L-Methionine-e0##Microbe	-20.482435295204667	-20.48243529521418	-20.482435295164056	-20.482435295070875	-20.482435295003395	-20.482435295062263	-20.482435295066995	-20.482435294977748	-20.482435295134444	-20.482435294952616	-20.482435294969175	-20.48243529495466	-20.482435294977595	Muribaculum_intestinale_YL27	L-Methionine-e0
Akkermansia_muciniphilaYL44##Sulfate-e0##Microbe	-0.9241112603195364	-0.9241112603194813	-0.9241112603194813	-0.9241112603194813	-0.9241112603194813	-0.9241112603194813	-0.9241112603194813	-0.9241112603194813	-0.9241112603194813	-0.9241112603194813	-0.9241112603194813	-0.9241112603194813	-0.9241112603194813	Akkermansia_muciniphilaYL44	Sulfate-e0
Akkermansia_muciniphilaYL44##Cl--e0##Microbe	-0.9241112603189167	-0.9241112603188517	-0.9241112603188517	-0.9241112603188517	-0.9241112603188517	-0.9241112603188517	-0.9241112603188517	-0.9241112603188517	-0.9241112603188517	-0.9241112603188517	-0.9241112603188517	-0.9241112603188517	-0.9241112603188517	Akkermansia_muciniphilaYL44	Cl--e0
Akkermansia_muciniphilaYL44##Uracil##Microbe	-39.642230877545764	-39.6422308775435	-39.6422308775435	-39.6422308775435	-39.6422308775435	-39.6422308775435	-39.6422308775435	-39.6422308775435	-39.6422308775435	-39.6422308775435	-39.6422308775435	-39.6422308775435	-39.6422308775435	Akkermansia_muciniphilaYL44	Uracil
Muribaculum_intestinale_YL27##Sulfate-e0##Microbe	-0.9241112603229554	-0.9241112603230845	-0.9241112603216414	-0.9241112603196777	-0.9241112603189042	-0.9241112603195826	-0.9241112603162142	-0.9241112603174292	-0.9241112603228501	-0.9241112603170812	-0.9241112603177394	-0.9241112603165792	-0.9241112603173498	Muribaculum_intestinale_YL27	Sulfate-e0
Muribaculum_intestinale_YL27##Riboflavin##Microbe	-0.9999999999999994	-0.9999999999999996	-1.0	-1.0	-1.0000000000000002	-1.000000000000001	-1.0000000000000007	-1.0000000000000007	-0.9999999999999998	-0.9999999999999983	-1.0000000000000004	-1.0000000000000013	-0.9999999999999996	Muribaculum_intestinale_YL27	Riboflavin
Akkermansia_muciniphilaYL44##D-Glucose-e0##Microbe	-970.7855646001217	-970.8994864052466	-970.8994864052466	-970.8994864052466	-970.8994864052466	-970.8994864052466	-970.8994864052466	-970.8994864052466	-970.8994864052466	-970.8994864052466	-970.8994864052466	-970.8994864052466	-970.8994864052466	Akkermansia_muciniphilaYL44	D-Glucose-e0
Muribaculum_intestinale_YL27##L-Arginine-e0##Microbe	-36.57235834212699	-36.57235834214137	-36.572358342058976	-36.572358341926794	-36.57235834182123	-36.572358341911716	-36.57235834186228	-36.57235834176856	-36.572358342021275	-36.57235834173402	-36.57235834174645	-36.572358341724616	-36.57235834175027	Muribaculum_intestinale_YL27	L-Arginine-e0
Muribaculum_intestinale_YL27##L-Proline##Microbe	-26.584324739669054	-26.584324739680348	-26.584324739621096	-26.584324739529233	-26.584324739455713	-26.584324739517907	-26.584324739482632	-26.58432473941655	-26.584324739588855	-26.584324739394205	-26.58432473939902	-26.584324739381454	-26.584324739398454	Muribaculum_intestinale_YL27	L-Proline
Akkermansia_muciniphilaYL44##Mg-e0##Microbe	-0.9241112603185616	-0.9241112603185144	-0.9241112603185144	-0.9241112603185144	-0.9241112603185144	-0.9241112603185144	-0.9241112603185144	-0.9241112603185144	-0.9241112603185144	-0.9241112603185144	-0.9241112603185144	-0.9241112603185144	-0.9241112603185144	Akkermansia_muciniphilaYL44	Mg-e0
Akkermansia_muciniphilaYL44##Ca2+-e0##Microbe	-0.924111260318052	-0.9241112603179049	-0.9241112603179049	-0.9241112603179049	-0.9241112603179049	-0.9241112603179049	-0.9241112603179049	-0.9241112603179049	-0.9241112603179049	-0.9241112603179049	-0.9241112603179049	-0.9241112603179049	-0.9241112603179049	Akkermansia_muciniphilaYL44	Ca2+-e0
Muribaculum_intestinale_YL27##H+-e0##Microbe	1673.199105031352	1847.7129465071566	1845.712946502674	-2235.602048293397	-1322.06285178524	-2259.884956865256	2228.5608010965057	-1774.448667714053	-745.7067273492661	-1076.4562933759873	869.5541100071996	-36.011540451331626	347.46091883838943	Muribaculum_intestinale_YL27	H+-e0
Akkermansia_muciniphilaYL44##H2-e0##Microbe	5505.9920988387985	5506.675629669457	5506.675629669457	5506.675629669457	5506.675629669457	5506.675629669457	5506.675629669457	5506.675629669457	5506.675629669457	5506.675629669457	5506.675629669457	5506.675629669457	5506.675629669457	Akkermansia_muciniphilaYL44	H2-e0
Akkermansia_muciniphilaYL44##O2-e0##Microbe	-0.9999999999999996	-0.23102781507071185	-0.23102781507071185	-0.23102781507071185	-0.23102781507071185	-0.23102781507071185	-0.23102781507071185	-0.23102781507071185	-0.23102781507071185	-0.23102781507071185	-0.23102781507071185	-0.23102781507071185	-0.23102781507071185	Akkermansia_muciniphilaYL44	O2-e0
Akkermansia_muciniphilaYL44##PAN##Microbe	-0.9999999999913189	-0.9999999999933173	-0.9999999999933173	-0.9999999999933173	-0.9999999999933173	-0.9999999999933173	-0.9999999999933173	-0.9999999999933173	-0.9999999999933173	-0.9999999999933173	-0.9999999999933173	-0.9999999999933173	-0.9999999999933173	Akkermansia_muciniphilaYL44	PAN
Akkermansia_muciniphilaYL44##CO2-e0##Microbe	3635.896026456072	3636.237791871341	3636.237791871341	3636.237791871341	3636.237791871341	3636.237791871341	3636.237791871341	3636.237791871341	3636.237791871341	3636.237791871341	3636.237791871341	3636.237791871341	3636.237791871341	Akkermansia_muciniphilaYL44	CO2-e0
Akkermansia_muciniphilaYL44##Fe2+-e0##Microbe	-5.924111260348283	-2.8482225206312224	-2.8482225206312224	-2.8482225206312224	-2.8482225206312224	-2.8482225206312224	-2.8482225206312224	-2.8482225206312224	-2.8482225206312224	-2.8482225206312224	-2.8482225206312224	-2.8482225206312224	-2.8482225206312224	Akkermansia_muciniphilaYL44	Fe2+-e0
Muribaculum_intestinale_YL27##Ca2+-e0##Microbe	-0.9241112603258484	-0.9241112603264786	-0.9241112603240351	-0.9241112603197572	-0.924111260317053	-0.9241112603195184	-0.9241112603211035	-0.9241112603157643	-0.9241112603233411	-0.924111260314863	-0.9241112603153088	-0.9241112603143515	-0.9241112603150261	Muribaculum_intestinale_YL27	Ca2+-e0
Muribaculum_intestinale_YL27##O2-e0##Microbe	-0.9999999999999998	-0.9999999999999997	-1.0000000000000002	-0.9999999999999993	-1.0000000000000002	-1.0000000000000002	-1.0	-1.0000000000000007	-1.0000000000000004	-1.0000000000000002	-1.0	-1.0000000000000004	-384.43752011675934	Muribaculum_intestinale_YL27	O2-e0
Muribaculum_intestinale_YL27##Galactose-e0##Microbe	-6.9926970261449615	-6.992697026148843	-6.992697026114956	-6.992697026064388	-6.992697026016179	-6.992697026056483	-1509.869422088233	-8.740871282597869	-8.740871282647932	-8.740871282584934	-130.36652149408076	-1.0000000000000004	-1.000000000000001	Muribaculum_intestinale_YL27	Galactose-e0
Muribaculum_intestinale_YL27##L-Tyrosine##Microbe	-17.083554956657373	-17.08355495666665	-17.083554956625104	-17.083554956541246	-17.08355495649343	-17.083554956533117	-17.083554956539512	-17.083554956461885	-17.08355495658975	-17.083554956452826	-17.083554956451152	-17.083554956438316	-17.083554956455934	Muribaculum_intestinale_YL27	L-Tyrosine
Muribaculum_intestinale_YL27##PAN##Microbe	-1.0000000000001044	-1.0000000000000815	-0.9999999999998352	-0.9999999999999948	-1.000000000000126	-0.9999999999998621	-0.999999999999195	-1.000000000000009	-1.0000000000000533	-0.999999999999947	-0.9999999999999892	-0.9999999999998149	-0.9999999999999986	Muribaculum_intestinale_YL27	PAN
Muribaculum_intestinale_YL27##CO2-e0##Microbe	2355.2863092755333	2471.628870259894	2470.6288702542283	2470.628870245705	1252.5766082360515	2503.0060816750474	2503.006081671905	1502.2537144646853	2530.9956548501395	1363.055239596135	1119.8039391734037	1378.5369821606753	1378.502042988732	Muribaculum_intestinale_YL27	CO2-e0
Muribaculum_intestinale_YL27##Fe2+-e0##Microbe	-1.9241112603302701	-1.9241112603325696	-1.9241112603253894	-1.9241112603371768	-1.9241112603292487	-1.9241112603350867	-1.9241112603242279	-1.9241112603272617	-1.9241112603388624	-1.9241112603273505	-1.9241112603300206	-1.9241112603279165	-1.924111260325797	Muribaculum_intestinale_YL27	Fe2+-e0
Muribaculum_intestinale_YL27##L-Lysine-e0##Microbe	-41.2689993577712	-41.2689993577911	-41.26899935769842	-41.26899935756571	-41.268999357451584	-41.2689993575474	-41.26899935748996	-41.26899935739319	-41.268999357651595	-41.26899935736108	-41.26899935737045	-41.26899935734195	-41.26899935736549	Muribaculum_intestinale_YL27	L-Lysine-e0
Akkermansia_muciniphilaYL44##Riboflavin##Microbe	-1.0000000000001932	-1.0000000000001341	-1.0000000000001341	-1.0000000000001341	-1.0000000000001341	-1.0000000000001341	-1.0000000000001341	-1.0000000000001341	-1.0000000000001341	-1.0000000000001341	-1.0000000000001341	-1.0000000000001341	-1.0000000000001341	Akkermansia_muciniphilaYL44	Riboflavin
Akkermansia_muciniphilaYL44##L-Arginine-e0##Microbe	-35.5723583418762	-35.57235834187336	-35.57235834187336	-35.57235834187336	-35.57235834187336	-35.57235834187336	-35.57235834187336	-35.57235834187336	-35.57235834187336	-35.57235834187336	-35.57235834187336	-35.57235834187336	-35.57235834187336	Akkermansia_muciniphilaYL44	L-Arginine-e0
Akkermansia_muciniphilaYL44##galactose##Microbe	-6.992697026121221	-6.9926970261182	-6.9926970261182	-6.9926970261182	-6.9926970261182	-6.9926970261182	-6.9926970261182	-6.9926970261182	-6.9926970261182	-6.9926970261182	-6.9926970261182	-6.9926970261182	-6.9926970261182	Akkermansia_muciniphilaYL44	galactose
Muribaculum_intestinale_YL27##Zn2+-e0##Microbe	-0.9241112603243139	-0.924111260325524	-0.9241112603235908	-0.924111260319656	-0.9241112603169346	-0.9241112603193964	-0.9241112603179492	-0.9241112603152252	-0.9241112603234555	-0.9241112603146474	-0.9241112603145788	-0.9241112603141204	-0.9241112603147922	Muribaculum_intestinale_YL27	Zn2+-e0
Akkermansia_muciniphilaYL44##L-Histidine-e0##Microbe	-11.393282031208072	-11.39328203120752	-11.39328203120752	-11.39328203120752	-11.39328203120752	-11.39328203120752	-11.39328203120752	-11.39328203120752	-11.39328203120752	-11.39328203120752	-11.39328203120752	-11.39328203120752	-11.39328203120752	Akkermansia_muciniphilaYL44	L-Histidine-e0
Akkermansia_muciniphilaYL44##L-Cysteine-e0##Microbe	-13.01350596348749	-13.01350596349711	-13.01350596349711	-13.01350596349711	-13.01350596349711	-13.01350596349711	-13.01350596349711	-13.01350596349711	-13.01350596349711	-13.01350596349711	-13.01350596349711	-13.01350596349711	-13.01350596349711	Akkermansia_muciniphilaYL44	L-Cysteine-e0
Akkermansia_muciniphilaYL44##H+-e0##Microbe	663.4372740380475	666.7410063881065	666.7410063881065	666.7410063881065	666.7410063881065	666.7410063881065	666.7410063881065	666.7410063881065	666.7410063881065	666.7410063881065	666.7410063881065	666.7410063881065	666.7410063881065	Akkermansia_muciniphilaYL44	H+-e0
Muribaculum_intestinale_YL27##Asparagine##Microbe	-28.989573168502133	-28.989573168514767	-28.989573168452008	-28.989573168385643	-28.98957316832062	-28.989573168374886	-28.98957316832056	-1029.7419403691383	-1.0000000000000004	-1.000000000000002	-1.0	-1.000000000000001	-0.9999999999999997	Muribaculum_intestinale_YL27	Asparagine
Muribaculum_intestinale_YL27##L-Cysteine-e0##Microbe	-13.013505963569264	-13.013505963578766	-13.013505963585612	-13.0135059637284	-13.0135059637759	-13.013505963725182	-13.013505963537492	-13.013505963734458	-13.013505963620288	-431.60893056573667	-1404.6141322573844	-1145.8810892684921	-1145.8810892692268	Muribaculum_intestinale_YL27	L-Cysteine-e0
Muribaculum_intestinale_YL27##L-Histidine-e0##Microbe	-11.393282031288837	-11.393282031294197	-11.393282031265988	-11.393282031211555	-11.393282031174085	-11.393282031205386	-11.393282031196081	-11.39328203115751	-11.393282031242784	-11.393282031144745	-11.39328203115298	-11.39328203114342	-11.393282031155032	Muribaculum_intestinale_YL27	L-Histidine-e0
Akkermansia_muciniphilaYL44##H2O-e0##Microbe	-2349.947678671754	-2351.9413102621384	-2351.9413102621384	-2351.9413102621384	-2351.9413102621384	-2351.9413102621384	-2351.9413102621384	-2351.9413102621384	-2351.9413102621384	-2351.9413102621384	-2351.9413102621384	-2351.9413102621384	-2351.9413102621384	Akkermansia_muciniphilaYL44	H2O-e0
