	0.0000-0.0000	0.0000-5.0431	5.0431-5.0431	5.0431-6.9372	6.9372-20.0000	Source	Target
Blautia_coccoides_YL58##Inosine-e0##Microbe	-32.6738189860085	-30.673818986541214	-30.67381878461598	-30.67381878461598	-30.673771231019607	Blautia_coccoides_YL58	Inosine-e0
Blautia_coccoides_YL58##Phosphate-e0##Microbe	-129.86418562515698	-129.86418562698202	-129.86418492713327	-129.86418492713327	-129.8640074169278	Blautia_coccoides_YL58	Phosphate-e0
Blautia_coccoides_YL58##Succinate-e0##Microbe	2029.8196407325206	2027.9005760134537	2027.9005651305383	2027.9005651305383	2027.8977752662502	Blautia_coccoides_YL58	Succinate-e0
Blautia_coccoides_YL58##L-Proline-e0##Microbe	-18.087781191062163	-18.087781191314523	-18.087781093265743	-18.087781093265743	-18.087756289105112	Blautia_coccoides_YL58	L-Proline-e0
Acutalibacter_muris_KB1##Ca2+-e0##Microbe	-1.412125071952282	-1.412125071952282	-1.412125071952282	-1.412125071952282	-1.412125071952282	Acutalibacter_muris_KB1	Ca2+-e0
Blautia_coccoides_YL58##Urea-e0##Microbe	5.437650330009092e-11	7.000799939760327e-11	-6.037912281264823e-09	-6.037912281264823e-09	-1.5731477294167462e-06	Blautia_coccoides_YL58	Urea-e0
Acutalibacter_muris_KB1##PAN##Microbe	-2.0000000000076352	-2.0000000000076352	-2.0000000000076352	-2.0000000000076352	-2.0000000000076352	Acutalibacter_muris_KB1	PAN
Acutalibacter_muris_KB1##CO2-e0##Microbe	7119.69337044713	7119.69337044713	7119.69337044713	7119.69337044713	7119.69337044713	Acutalibacter_muris_KB1	CO2-e0
Acutalibacter_muris_KB1##Fe2+-e0##Microbe	-4.246772178070191	-4.246772178070191	-4.246772178070191	-4.246772178070191	-4.246772178070191	Acutalibacter_muris_KB1	Fe2+-e0
Blautia_coccoides_YL58##L-Asparagine-e0##Microbe	-16.66100964672762	-16.661009646960593	-16.661009556803954	-16.661009556803954	-16.660986733785943	Blautia_coccoides_YL58	L-Asparagine-e0
Blautia_coccoides_YL58##L-Tyrosine-e0##Microbe	-11.972744790803318	-11.972744790984413	-11.97274472141955	-11.97274472141955	-11.97272702426708	Blautia_coccoides_YL58	L-Tyrosine-e0
Acutalibacter_muris_KB1##L-Lysine-e0##Microbe	-72.7193238692557	-72.7193238692557	-72.7193238692557	-72.7193238692557	-72.7193238692557	Acutalibacter_muris_KB1	L-Lysine-e0
Acutalibacter_muris_KB1##Niacin##Microbe	-2.0000000000011053	-2.0000000000011053	-2.0000000000011053	-2.0000000000011053	-2.0000000000011053	Acutalibacter_muris_KB1	Niacin
