	0.0000-0.0006	0.0006-0.0009	0.0009-0.0010	0.0010-0.0017	0.0022-0.0023	0.0023-0.0023	0.0023-0.0026	0.0026-0.0033	0.0033-0.0033	0.0033-0.0044	0.0044-0.0048	0.0048-0.0057	0.0057-0.0058	0.0083-0.0083	0.0090-0.0097	0.0112-0.0117	0.0117-0.0120	0.0120-0.0120	0.0121-0.0121	0.0121-0.0128	0.0128-0.0128	0.0129-0.0138	0.0138-0.0212	0.0212-0.1018	0.1018-0.1028	0.1028-0.1364	0.2061-0.2069	0.2072-0.2077	0.2081-0.2083	0.2083-0.2085	0.2085-0.2088	0.2088-0.2091	0.2091-0.2102	0.2102-0.2105	0.2117-0.2123	0.2128-0.2139	0.2139-0.2148	0.2148-0.2155	0.2155-0.2155	0.2155-0.2316	0.2316-0.2319	0.2319-0.2325	0.2326-0.2326	0.2326-0.2328	0.2328-0.2328	0.2330-0.2343	0.2355-0.2432	0.2455-0.2801	0.2846-0.2849	0.2849-0.2898	0.2898-0.3009	0.3009-0.3038	0.3038-0.3076	0.3125-0.3168	0.3168-0.3241	0.3241-0.3259	0.3285-0.3303	0.3303-0.3349	0.3349-0.3360	0.3360-0.3363	0.3363-0.3574	0.3975-0.3993	0.3993-0.4879	0.4879-0.4880	0.4880-0.4880	0.4881-0.4883	0.4883-0.5221	0.5221-0.5232	0.5232-0.5236	0.5238-0.5360	0.5360-0.5512	0.5518-0.5546	0.5546-0.5546	0.5547-0.5549	0.5549-0.5558	0.5598-0.5598	0.5726-0.5782	0.5786-0.5787	0.5787-0.5787	0.5788-0.5789	0.5789-0.5953	0.6417-0.6582	0.6582-0.6582	0.6582-0.6584	0.6584-0.6586	0.6586-0.6615	0.6615-0.6615	0.6615-0.6616	0.6628-0.6703	0.6703-0.6885	0.6885-0.6920	0.7008-0.7278	0.7278-0.7354	0.7354-0.7372	0.7424-0.7432	0.7791-0.7792	0.7792-0.8249	0.9102-0.9112	0.9112-0.9166	0.9166-2.6258	2.6305-2.6473	2.6473-3.4846	3.4846-4.2916	4.2916-4.6761	4.6761-6.0375	6.0375-6.2118	6.2118-6.2154	6.2199-6.2212	6.2212-7.9488	7.9488-8.5734	8.5734-20.0000	Source	Target
Limosilactobacillus_reuteri_I49##L-Phenylalanine-e0##Microbe	-19.790702065763814	-19.790702065749002	-19.790702065749002	-19.790702065749002	-19.79070206573331	-19.79070206573331	-19.79070206572888	-19.79070206572888	-19.79070206572888	-19.79070206572888	-19.79070206572888	-19.79070206572888	-19.79070206874841	-19.790702065912757	-19.790702065779858	-19.790702065750324	-19.790702065774244	-19.790702065865123	-19.790702065779378	-19.790702065759596	-19.790702065764133	-19.790702065742103	-19.790702065709944	-19.7907020656922	-19.7907020656922	-19.7907020656922	-19.790702066588857	-19.790702066588857	-19.790702066588857	-19.790702066588857	-19.790702066588857	-19.790702066588857	-19.790702066588857	-19.790702066588857	-19.790702066588857	-19.790702066588857	-19.790702066588857	-19.790702066588857	-19.790702066588857	-19.790702066588857	-19.790702066588857	-19.790702066588857	-19.790702066588857	-19.790702066588857	-19.790702066588857	-19.790702066588857	-19.790702066588857	-19.790702066633916	-19.790702066633916	-19.790702066633916	-19.790702066635355	-19.790702066635355	-19.790702066635355	-19.790702066632143	-19.790702066632143	-19.790702066632143	-19.790702066630683	-19.79070206809058	-19.79070206809058	-19.79070206809058	-19.79070206809058	-19.790702066016184	-19.7907020659898	-19.7907020659898	-19.7907020659898	-19.7907020659898	-19.7907020659898	-19.79070206674856	-0.45565110366902817	-0.45565110366902817	-0.45565110366902817	-39.58140413005532	-39.58140413005532	-39.58140413005532	-39.58140413005532	-39.58140413005532	-39.58140413005532	-39.58140413005532	-39.58140413005532	-39.58140413005532	-39.58140413005532	-39.58140413005532	-39.581404129795075	-39.58140413008509	-39.58140412999772	-39.58140412996626	-39.58140412861144	-39.58140413017912	-39.58140413020832	-39.58140413020832	-39.58140413020832	-2.8631212613985726	-19.790702065665748	-19.790702065622927	-19.790702065624796	-19.7907020656238	-19.790702065636662	-19.790702065702472	-19.790702065569928	-19.79070206549226	-19.79070206549226	-19.79070206549226	-19.79070206549226	-19.79070206549226	-19.790702065452685	-19.790702065452685	-19.790702065452685	-19.790702065452685	-19.790702065452685	-19.790702065452685	-19.79070206545196	Limosilactobacillus_reuteri_I49	L-Phenylalanine-e0
Limosilactobacillus_reuteri_I49##Cytosine##Microbe	-12.165428977285721	-12.165428977278	-12.165428977278	-12.165428977278	-12.165428977266853	-12.165428977266853	-12.165428977260547	-12.165428977260547	-12.165428977260547	-12.165428977260547	-12.165428977260547	-12.165428977260547	4798.566216930653	-0.9999999999999998	-0.9999999999999994	-0.9999999999999993	-0.9999999999999994	-1.0000000000000004	-1.0	-0.9999999999999998	-0.9999999999999998	-1.0	-0.9999999999999989	-1.0000000000000002	-1.0000000000000002	-1.0000000000000002	-0.9999999999999989	-0.9999999999999989	-0.9999999999999989	-0.9999999999999989	-0.9999999999999989	-0.9999999999999989	-0.9999999999999989	-0.9999999999999989	-0.9999999999999989	-0.9999999999999989	-0.9999999999999989	-0.9999999999999989	-0.9999999999999989	-0.9999999999999989	-0.9999999999999989	-0.9999999999999989	-0.9999999999999989	-0.9999999999999989	-0.9999999999999989	-0.9999999999999989	-0.9999999999999989	-1.0	-1.0	-1.0	-0.9999999999999996	-0.9999999999999996	-0.9999999999999996	-1.0	-1.0	-1.0	-1.0	-1.0000000000000007	-1.0000000000000007	-1.0000000000000007	-1.0000000000000007	-1.0000000000000004	-0.9999999999999993	-0.9999999999999993	-0.9999999999999993	-0.9999999999999993	-0.9999999999999993	-0.9999999999999996	-0.9999999999999996	-0.9999999999999996	-0.9999999999999996	-0.9999999999999999	-0.9999999999999999	-0.9999999999999999	-0.9999999999999999	-0.9999999999999999	-0.9999999999999999	-0.9999999999999999	-0.9999999999999999	-0.9999999999999999	-0.9999999999999999	-0.9999999999999999	-1.0000000000000004	-1.0000000000000009	-1.0000000000000004	-0.9999999999999998	-0.9999999999999991	-1.0000000000000002	-0.9999999999999998	-0.9999999999999998	-0.9999999999999998	-0.9999999999999996	-1.0000000000000002	-1.0000000000000004	-1.0000000000000002	-0.9999999999999999	-1.0	-1.0000000000000007	-1.0000000000000004	-0.9999999999999996	-0.9999999999999996	-0.9999999999999996	-0.9999999999999996	-0.9999999999999996	-1.0000000000000007	-1.0000000000000007	-1.0000000000000007	-1.0000000000000007	-1.0000000000000007	-1.0000000000000007	-1.0000000000000009	Limosilactobacillus_reuteri_I49	Cytosine
Clostridium_innocuum_I46##Inosine##Microbe	-95.4788422346786	-95.4788422346786	-95.47884223641819	-95.47884223684873	-95.47884223596067	3721.255947760934	3721.255947760934	-1524.8598472223714	770.4279620062655	770.427962045812	1202.2792872368784	-125.89563513743825	-125.89563513743825	-125.89563515832168	-125.89563513495638	-125.89563513495638	-125.89563513495638	-125.89563513495638	-125.89563513495638	-125.89563513495638	-125.89563513495638	-125.89563513495638	-125.89563513495638	-125.89563513495638	-125.89563513489409	-125.89563513458778	-125.89563513518033	-125.89563513489855	-125.89563513519666	65.91770375535054	65.9177037554678	65.9177037554713	-111.87290181179903	-111.87290181183027	-111.87290181226159	-111.87290181181879	-111.8729018118285	-111.8729018119558	-594.7663232464556	-594.7663232443526	-0.9999999999999996	-1.0	-1.0000000000000009	-0.9999999999999996	-1.0	-1.0	-0.9999999999999998	-0.9999999999999998	-1.0000000000000007	-1.0000000000000004	-1.0000000000000004	-0.9999999999999991	-0.9999999999999999	-1.0000000000000007	-1.0000000000000007	-0.9999999999999992	-0.9999999999999982	-0.9999999999999982	-1.000000000000001	-0.9999999999999996	-1.0	-0.9999999999999996	-0.9999999999999996	-1.0000000000000016	-1.0000000000000002	-1.0000000000000009	-1.0000000000000004	-1.0000000000000004	-1.0000000000000004	-1.0000000000000009	-0.9999999999999998	-0.9999999999999998	-0.9999999999999988	-0.9999999999999998	-1.0000000000000013	-1.0000000000000013	-0.9999999999999994	-1.0	-0.9999999999999991	-0.9999999999999992	-1.0000000000000007	-1.0000000000000007	-1.0000000000000007	-1.0000000000000007	-1.0000000000000007	-1.0000000000000007	-1.0000000000000007	-1.0000000000000007	-1.0000000000000007	-1.000000000000001	-0.999999999999998	-0.9999999999999976	-0.9999999999999976	-0.9999999999999976	-0.9999999999999976	-0.9999999999999976	-0.9999999999999976	-0.9999999999999997	-0.9999999999999997	-0.9999999999999997	-0.9999999999999994	-1.0	-0.9999999999999991	-1.0000000000000002	-1.0000000000000002	-0.9999999999999991	-0.9999999999999986	-0.9999999999999998	-0.999999999999999	-0.9999999999999996	-0.9999999999999996	Clostridium_innocuum_I46	Inosine
Clostridium_innocuum_I46##L-Asparagine-e0##Microbe	-2559.1672613797227	-2559.1672613797227	-96.50044303232218	-96.50044303292452	-96.5004430320103	-7729.970023005995	-7729.970023005995	2762.2615669334477	-1828.314051513454	-1828.3140516079015	-2692.016701978854	-35.66685723206818	-35.66685723206818	-35.66685723838899	-35.66685723150795	-35.66685723150795	-35.66685723150795	-35.66685723150795	-35.66685723150795	-35.66685723150795	-35.66685723150795	-35.66685723150795	-35.66685723150795	-35.66685723150795	-35.66685723150128	-35.66685723139024	-35.66685723161898	-28.989573168345725	863.1600250071124	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	234.60843546691194	245.87548545929332	245.87548545929332	245.87548546510197	245.87548546501523	245.87548546501523	245.87548546516462	245.8754854654965	245.87548546547902	245.87548546553225	245.87548546046105	245.8754854608929	245.8754854608929	245.87548546152647	-86.81840995891848	-86.81840995898311	-3598.4740961954817	-3598.4740961954817	298.65262101831297	15848.69580915096	298.65262101389635	298.65262100949343	298.65262100949343	298.65262100949343	-1174.3490962129065	322.62340911885616	322.62340911885616	15313.19249492766	-158.70026364502343	-158.7002636485145	-158.70026364868932	724.2308031431053	-13721.27852390445	670.0494174730917	-86.81840995755333	-86.81840995975084	-325.6187779145348	-325.6187779145348	-325.6187779145348	-325.6187779145348	-325.6187779145348	-325.6187779145348	-325.6187779145348	-325.6187779145348	-325.61877788125867	-325.6187778805522	-325.61877788017637	-325.61877788017637	-325.61877788017637	-325.61877788017637	-325.61877788017637	-325.61877788017637	-128.0874093150842	-128.0874093150842	-128.0874093150842	-128.08740931493688	-128.08740931519424	-128.08740931518662	-128.087409315207	-128.087409315207	-128.08740931527052	305.50635400247495	-86.81840995759066	-86.81840995780378	-86.81840995957019	-86.81840995957019	Clostridium_innocuum_I46	L-Asparagine-e0
Limosilactobacillus_reuteri_I49##L-Aspartate-e0##Microbe	-2597.597575521284	-2597.5975755194254	-2597.5975755194254	-2597.5975755194254	-2597.5975755173436	-2597.5975755173436	-2597.5975755167074	-2594.0975755160484	-2594.0975755160484	-2594.0975755160484	-2594.0975755160484	-2594.0975755160484	-4999.463398857153	-199.89718189885005	-199.8971818975349	-303.0026403853096	-1090.651926155912	-698.8272832739775	-1042.9512942933102	-567.1086041638183	-528.0145957857168	0.0	0.0	0.0	0.0	0.0	-5649.861849072933	-5649.861849072933	-5649.861849072933	-5649.861849072933	-5649.861849072933	-5649.861849072933	-5649.861849072933	-5649.861849072933	-5649.861849072933	-5649.861849072933	-5649.861849072933	-5649.861849072933	-5649.861849072933	-5645.861849072749	-5645.861849072749	-5645.861849072749	-5645.861849072749	-5645.861849072749	-5645.861849072749	-5645.861849072749	-5645.861849072749	-1.0000000000000004	-1.0000000000000004	-1.0000000000000004	-1.0000000000000004	-1.0000000000000004	-1.0000000000000004	-1.0000000000000007	-1.0000000000000007	-1.0000000000000007	-0.9999999999999996	-0.9999999999999987	-0.9999999999999987	-0.9999999999999987	-0.9999999999999987	-1.0000000000000004	-1.0000000000000004	-1.0000000000000004	-1.0000000000000004	-1.0000000000000004	-1.0000000000000004	-0.9999999999999996	-0.9999999999999997	-0.9999999999999997	-0.9999999999999997	-1.0000000000000013	-1.0000000000000013	-1.0000000000000013	-1.0000000000000013	-1.0000000000000013	-1.0000000000000013	-1.0000000000000013	-1.0000000000000013	-1.0000000000000013	-1.0000000000000013	-1.0000000000000013	-0.9999999999999994	-0.9999999999999996	-1.0	-1.0000000000000007	-0.9999999999999972	-1.0	-0.9999999999999992	-0.9999999999999992	-0.9999999999999992	-1.0000000000000002	-1.0000000000000009	-1.0000000000000009	-0.9999999999999996	-1.0000000000000009	-1.0000000000000007	-1.0000000000000013	-1.0000000000000002	-0.9999999999999987	-0.9999999999999987	-0.9999999999999987	-0.9999999999999987	-0.9999999999999987	-0.9999999999999988	-0.9999999999999988	-0.9999999999999988	-0.9999999999999988	-0.9999999999999988	-0.9999999999999988	-1.0000000000000013	Limosilactobacillus_reuteri_I49	L-Aspartate-e0
Clostridium_innocuum_I46##fe3-e0##Microbe	-0.9241112603170311	-0.9241112603170311	-0.9241112603246457	-0.9241112603371955	-0.9241112603288597	-0.924111260265769	-0.924111260265769	-0.924111260352437	-0.9241112603211654	-0.9241112603658159	-0.9241112603335238	-0.924111260336268	-0.924111260336268	-0.9241112604938746	-0.9241112603201044	-0.9241112603201044	-0.9241112603201044	-0.9241112603201044	-0.9241112603201044	-0.9241112603201044	-0.9241112603201044	-0.9241112603201044	-0.9241112603201044	-0.9241112603201044	-0.9241112603195734	-0.9241112603172965	-0.9241112603216391	-0.9241112603193901	-0.9241112603220364	-0.9241112603241001	-0.9241112603250733	-0.9241112603254263	-0.9241112603193301	-0.9241112603196134	-0.9241112603230497	-0.9241112603195999	-0.9241112603195766	-0.9241112603207651	-0.9241112603205166	-0.9241112603165379	-0.9241112603214519	-0.9241112603218884	-0.9241112603229401	-0.9241112603198338	-0.9241112603231282	-0.9241112603242191	-0.9241112603241707	-0.9241112603241707	-0.9241112603524996	-0.9241112603487396	-0.9241112603487396	-0.9241112603493672	-0.9241112603505809	-0.9241112603502678	-0.9241112603508853	-0.9241112603284442	-0.9241112603351856	-0.9241112603351856	-0.9241112603376753	-0.924111260331567	-0.9241112603318153	-0.9241112602816541	-0.9241112602816541	-0.9241112603528996	-0.9241112603678951	-0.9241112603471765	-0.9241112603283239	-0.9241112603283239	-0.9241112603283239	-0.9241112603091154	-0.9241112603457062	-0.9241112603457062	-0.9241112605987386	-0.9241112603106761	-0.9241112603308972	-0.9241112603320102	-0.9241112603086139	-0.9241112603532661	-0.9241112602954327	-0.9241112603116018	-0.9241112603314312	-0.9241112604105622	-0.9241112604105622	-0.9241112604105622	-0.9241112604105622	-0.9241112604105622	-0.9241112604105622	-0.9241112604105622	-0.9241112604105622	-0.9241112603159339	-0.9241112603137149	-0.9241112603150919	-0.9241112603150919	-0.9241112603150919	-0.9241112603150919	-0.9241112603150919	-0.9241112603150919	-0.9241112603155056	-0.9241112603155056	-0.9241112603155056	-0.924111260314354	-0.924111260316401	-0.9241112603163316	-0.9241112603164644	-0.9241112603164644	-0.9241112603168823	-0.9241112603108551	-0.9241112603129007	-0.9241112603153748	-0.9241112603338824	-0.9241112603338824	Clostridium_innocuum_I46	fe3-e0
Clostridium_innocuum_I46##Mn2+-e0##Microbe	-0.9241112603138921	-0.9241112603138921	-0.9241112603280536	-0.9241112603351758	-0.9241112603259174	-0.9241112602793822	-0.9241112602793822	-0.9241112603430575	-0.9241112603209688	-0.9241112603702637	-0.9241112603349787	-0.9241112603345958	-0.9241112603345958	-0.9241112604953499	-0.9241112603195102	-0.9241112603195102	-0.9241112603195102	-0.9241112603195102	-0.9241112603195102	-0.9241112603195102	-0.9241112603195102	-0.9241112603195102	-0.9241112603195102	-0.9241112603195102	-0.9241112603192512	-0.9241112603169769	-0.9241112603212845	-0.9241112603194152	-0.9241112603215886	-0.9241112603238826	-0.9241112603249436	-0.9241112603252963	-0.9241112603189605	-0.924111260319271	-0.9241112603226739	-0.9241112603193237	-0.9241112603193696	-0.9241112603202909	-0.9241112603202958	-0.9241112603161931	-0.9241112603213083	-0.9241112603217714	-0.9241112603229273	-0.9241112603194783	-0.9241112603226531	-0.9241112603238427	-0.9241112603239072	-0.9241112603239072	-0.9241112603505495	-0.9241112603487254	-0.9241112603487254	-0.9241112603493564	-0.9241112603508361	-0.9241112603506132	-0.9241112603508029	-0.9241112603280808	-0.924111260329667	-0.924111260329667	-0.924111260331934	-0.9241112603260278	-0.9241112603265542	-0.9241112602815226	-0.9241112602815226	-0.9241112603538439	-0.9241112603343852	-0.9241112603441569	-0.9241112603282228	-0.9241112603282228	-0.9241112603282228	-0.9241112603082864	-0.9241112603441064	-0.9241112603441064	-0.9241112605921267	-0.9241112603099643	-0.924111260329974	-0.9241112603310797	-0.9241112603086491	-0.9241112603614882	-0.9241112602950399	-0.9241112603118705	-0.9241112603340174	-0.9241112604123701	-0.9241112604123701	-0.9241112604123701	-0.9241112604123701	-0.9241112604123701	-0.9241112604123701	-0.9241112604123701	-0.9241112604123701	-0.9241112603082171	-0.9241112603059971	-0.9241112603141614	-0.9241112603141614	-0.9241112603141614	-0.9241112603141614	-0.9241112603141614	-0.9241112603141614	-0.9241112603146421	-0.9241112603146421	-0.9241112603146421	-0.9241112603134948	-0.924111260315491	-0.9241112603154207	-0.9241112603155497	-0.9241112603155497	-0.9241112603159453	-0.924111260309884	-0.9241112603120393	-0.9241112603144709	-0.9241112603348384	-0.9241112603348384	Clostridium_innocuum_I46	Mn2+-e0
Limosilactobacillus_reuteri_I49##Phosphate-e0##Microbe	-129.864185620176	-129.8641856200823	-129.8641856200823	-129.8641856200823	-129.86418561998164	-129.86418561998164	-129.8641856199539	-129.8641856199539	-129.8641856199539	-129.8641856199539	-129.8641856199539	-129.8641856199539	-129.86418563892263	-129.86418562108878	-129.86418562014813	-129.8641856200125	-129.86418562014353	-129.8641856207247	-129.86418562017568	-129.86418562007876	-129.86418562010724	-129.86418562000318	-129.86418561977933	-129.86418561963328	-129.86418561963328	-129.86418561963328	-129.86418562568906	-129.86418562568906	-129.86418562568906	-129.86418562568906	-129.86418562568906	-129.86418562568906	-129.86418562568906	-129.86418562568906	-129.86418562568906	-129.86418562568906	-129.86418562568906	-129.86418562568906	-129.86418562568906	-129.86418562568906	-129.86418562568906	-129.86418562568906	-129.86418562568906	-129.86418562568906	-129.86418562568906	-129.86418562568906	-129.86418562568906	-129.8641856257672	-129.8641856257672	-129.8641856257672	-129.86418562577597	-129.86418562577597	-129.86418562577597	-129.86418562575736	-129.86418562575736	-129.86418562575736	-129.86418562574679	-129.86418563523566	-129.86418563523566	-129.86418563523566	-129.86418563523566	-129.86418562200535	-129.86418562185102	-129.86418562185102	-129.86418562185102	-129.86418562185102	-129.86418562185102	-129.864185627232	-2.9899272551260805	-2.9899272551260805	-2.9899272551260805	-259.7283712297864	-259.7283712297864	-259.7283712297864	-259.7283712297864	-259.7283712297864	-259.7283712297864	-259.7283712297864	-259.7283712297864	-259.7283712297864	-259.7283712297864	-259.7283712297864	-259.7283712280635	-259.7283712300884	-259.7283712294894	-259.7283712292853	-259.72837121963715	-259.7283712308093	-259.72837123090534	-259.72837123090534	-259.72837123090534	-18.787454315988256	-129.86418561912112	-129.8641856188807	-129.8641856188741	-129.86418561886612	-129.86418561895647	-129.86418561932695	-129.86418561840728	-129.8641856178943	-129.8641856178943	-129.8641856178943	-129.8641856178943	-129.8641856178943	-129.8641856176297	-129.8641856176297	-129.8641856176297	-129.8641856176297	-129.8641856176297	-129.8641856176297	-128.5077592103089	Limosilactobacillus_reuteri_I49	Phosphate-e0
Limosilactobacillus_reuteri_I49##Succinate-e0##Microbe	1.4999999999952804	1.4999999999880067	1.4999999999880067	1.4999999999880067	1.4999999999901144	1.4999999999901144	1.499999999991514	-1.5000000000090083	-1.5000000000090083	-1.5000000000090083	-1.5000000000090083	-1.5000000000090083	-1.499999999585972	-1.4999999999804947	-1.5000000000005795	-1.5000000000086493	-1.5000000000043634	-1.4999999999958966	-1.5000000000052889	-1.4999999999994689	-1.5000000000007978	-1.5000000000064253	184.73034931298758	429.7795748384603	429.7795748384603	429.7795748384603	-5220.082274212935	-5220.082274212935	-5220.082274212935	-5220.082274212935	-5220.082274212935	-5220.082274212935	-5220.082274212935	-5220.082274212935	-5220.082274212935	-5220.082274212935	-5220.082274212935	-5220.082274212935	-5220.082274212935	-5216.082274212767	-5216.082274212767	-5216.082274212767	-5216.082274212767	-5216.082274212767	-5216.082274212767	-5216.082274212767	-5216.082274212767	-1989.5027302618296	-1989.5027302618296	-1989.5027302618296	-1989.502730261987	-1989.502730261987	-1989.502730261987	-1989.502730261653	-1989.502730261653	-1989.502730261653	-1984.8812511685924	-5329.256781789513	-5329.256781789513	-5329.256781789513	-5329.256781789513	-2403.0531923744043	-2403.0531923713	-2403.0531923713	-2403.0531923713	-2403.0531923713	-2403.0531923713	-5141.367772991139	-14.812738681912332	-14.812738681912332	-14.812738681912332	-126.63775242147187	-126.63775242147187	-126.63775242147187	-126.63775242147187	-126.63775242147187	-126.63775242147187	-126.63775242147187	-126.63775242147187	-126.63775242147187	-126.63775242147187	-126.63775242147187	-126.63775242059602	-126.63775242157824	-126.63775242126044	-126.63775242115457	-126.63775241659373	-126.6377524218837	-126.63775242192254	-126.63775242192254	-126.63775242192254	-1.7390231604235995	-59.31887621287256	-59.31887621271878	-59.31887621273359	-59.31887621273041	-59.31887621277359	-59.318876213028744	-59.318876212581586	-59.318876212311515	-59.318876212311515	-59.318876212311515	-59.318876212311515	-59.318876212311515	-59.31887621217648	-59.31887621217648	-59.31887621217648	-59.31887621217648	-59.31887621217648	-59.31887621217648	-56.927612345961414	Limosilactobacillus_reuteri_I49	Succinate-e0
Limosilactobacillus_reuteri_I49##L-Proline-e0##Microbe	-18.087781190339932	-18.087781190326545	-18.087781190326545	-18.087781190326545	-18.087781190311496	-18.087781190311496	-18.087781190307506	-18.087781190307506	-18.087781190307506	-18.087781190307506	-18.087781190307506	-18.087781190307506	-18.087781193022753	-18.087781190472224	-18.087781190353574	-18.087781190328347	-18.087781190350793	-18.08778119043394	-18.087781190354978	-18.087781190336	-18.087781190340362	-18.087781190319202	-18.087781190289725	-18.087781190274388	-18.087781190274388	-18.087781190274388	-18.087781191089636	-18.087781191089636	-18.087781191089636	-18.087781191089636	-18.087781191089636	-18.087781191089636	-18.087781191089636	-18.087781191089636	-18.087781191089636	-18.087781191089636	-18.087781191089636	-18.087781191089636	-18.087781191089636	-18.087781191089636	-18.087781191089636	-18.087781191089636	-18.087781191089636	-18.087781191089636	-18.087781191089636	-18.087781191089636	-18.087781191089636	-18.08778119113613	-18.08778119113613	-18.08778119113613	-18.087781191137214	-18.087781191137214	-18.087781191137214	-18.087781191134532	-18.087781191134532	-18.087781191134532	-18.0877811911334	-18.087781192469528	-18.087781192469528	-18.087781192469528	-18.087781192469528	1445.0140132403756	1445.014013238476	1445.014013238476	1445.014013238476	1445.014013238476	1445.014013238476	21982.37336724917	-6.313143599444436	-6.313143599444436	-6.313143599444436	1189.9654297183536	1189.9654297183536	1189.9654297183536	1189.9654297183536	1189.9654297183536	1189.9654297183536	1189.9654297183536	1189.9654297183536	1189.9654297183536	1189.9654297183536	1189.9654297183536	1082.142644825123	1189.7154297194381	-78.62305714522546	-78.6230571451633	-78.62305714246037	-78.62305714559018	-78.62305714566183	-78.62305714566183	-78.62305714566183	-2.9042046503781336	-37.81152857398631	-37.811528573893796	-37.811528573900446	-37.81152857389787	-37.81152857392264	-37.811528574069	-37.81152857379947	-37.81152857363614	-37.81152857363614	-37.81152857363614	-37.81152857363614	-37.81152857363614	-37.81152857355721	-37.81152857355721	-37.81152857355721	-37.81152857355721	-37.81152857355721	-39.81152857355633	-43.706286432753274	Limosilactobacillus_reuteri_I49	L-Proline-e0
