	0.0000-0.0009	0.0009-0.0015	0.0015-0.0029	0.0029-0.0033	0.0033-0.0034	0.0034-0.0038	0.0038-0.0039	0.0039-0.0045	0.0045-0.0050	0.0050-0.0061	0.0061-1.3601	1.3601-2.8777	2.8777-2.9804	2.9804-3.0082	3.0087-3.0277	3.0510-3.1472	3.1478-3.1679	3.1679-3.1822	3.2315-3.2343	3.2343-3.3533	3.3533-3.3637	3.3948-3.3961	3.3961-3.3969	3.3969-3.3971	3.3971-3.3979	3.3979-3.4176	3.4591-6.9037	6.9037-6.9118	6.9118-9.0242	9.0242-9.0408	9.0408-9.0420	9.0420-9.5296	9.5296-20.0000	Source	Target
Turicimonas_muris_YL45##L-Aspartate-e0##Microbe	-680.617161643273	-680.617161643273	-680.617161643273	-680.617161643273	-680.617161643273	-680.617161643273	-680.617161643273	-680.617161643273	-680.617161643273	-680.617161643273	-680.617161643273	-680.6171616363173	-1289.7234356060537	-1289.723435605774	-1064.5380708877983	-812.9440828109632	-392.05299928334745	-116.29216448517636	-116.29216448516098	-116.2921644851714	764.842920300342	65.77272878840367	-389.05086078462625	-1073.134467675308	-389.0508607846365	-1075.982690185656	-250.1972734510131	-2904.8234377150375	-2904.82343764846	-0.9999999999999999	-1.0000000000000007	-1.0000000000000002	-1.0000000000000002	Turicimonas_muris_YL45	L-Aspartate-e0
Turicimonas_muris_YL45##Pyridoxal##Microbe	-0.49999999999728445	-0.49999999999728445	-0.49999999999728445	-0.49999999999728445	-0.49999999999728445	-0.49999999999728445	-0.49999999999728445	-0.49999999999728445	-0.49999999999728445	-0.49999999999728445	-0.49999999999728445	-0.4999999999983076	-0.5000000000003596	-0.49999999999959077	-0.49999999999928385	-0.49999999999935907	-0.4999999999984968	-0.49999999999927336	-0.49999999999884315	-0.49999999999888317	-0.49999999999936434	-0.5000000000001636	-0.49999999999938183	-0.5000000000000155	-0.4999999999994199	-0.4999999999994461	-0.4999999999993698	-0.5000000000013858	-0.4999999999959695	-0.5000000000021854	-0.5000000000034863	-0.500000000011151	-0.5000000000109025	Turicimonas_muris_YL45	Pyridoxal
Turicimonas_muris_YL45##Phosphate-e0##Microbe	-127.45775495982701	-127.45775495982701	-127.45775495982701	-127.45775495982701	-127.45775495982701	-127.45775495982701	-127.45775495982701	-127.45775495982701	-127.45775495982701	-127.45775495982701	-127.45775495982701	-127.45775495865695	-127.45775495861274	-127.45775495858548	-127.45775495859174	-127.45775495867171	-127.45775495870019	-127.4577549589225	-127.45775495885846	-127.4577549588615	-127.45775495927984	-127.4577549587487	-127.45775495864356	-127.45775496000336	-127.45775495863796	-127.45775495877247	-127.45775495859291	-127.45775495931963	-127.45775495591536	-127.45775496126782	-127.45775496085352	-127.45775496136089	-126.52216311867673	Turicimonas_muris_YL45	Phosphate-e0
Clostridium_innocuum_I46##Inosine##Microbe	-95.47884223469642	-95.478842236907	869.6336384910406	-525.6847615290161	2187.4522794937493	-484.616561562618	-4.8286730361277606	33.854294787450016	27.050337016694957	-508.58734964714364	-98.99892815628311	-98.99892815628311	-98.99892815628311	-98.99892815628311	-98.99892815628311	-98.99892815628311	-98.99892815628311	-98.99892815628311	-98.99892815628311	-98.99892815628311	-98.99892815628311	-98.99892815628311	-98.99892815628311	-98.99892815628311	-98.99892815628311	-98.99892815628311	-98.99892815628311	-98.99892815628311	-98.99892815628311	-98.99892815628311	-98.99892815628311	-98.99892815628311	-98.53425603722073	Clostridium_innocuum_I46	Inosine
Turicimonas_muris_YL45##L-Proline-e0##Microbe	-26.58432473950207	-26.58432473950207	-26.58432473950207	-26.58432473950207	-26.58432473950207	-26.58432473950207	-26.58432473950207	-26.58432473950207	-26.58432473950207	-26.58432473950207	-26.58432473950207	-26.58432473934408	-26.58432473933789	-26.5843247393343	-26.58432473933039	-26.584324739351825	-26.58432473936386	-26.58432473940743	-26.58432473939948	-26.584324739399797	-26.58432473949518	-26.584324739423696	-26.584324739345156	-26.58432473959924	-26.58432473934456	-26.584324739373358	-26.584324739337067	-26.584324739362287	-26.584324738816868	-26.584324739853322	-26.584324739792287	-26.58432473985699	-26.584324739846956	Turicimonas_muris_YL45	L-Proline-e0
Clostridium_innocuum_I46##L-Asparagine-e0##Microbe	-2560.6117058246914	-96.50044303282961	386.05579733201415	-310.60340268006246	2402.5336383278636	-269.5352027116701	-2.347703579796736	19.194327136160467	15.086500939018627	-410.5884214906227	-1.0000000000000004	-1.0000000000000004	-1.0000000000000004	-1.0000000000000004	-1.0000000000000004	-1.0000000000000004	-1.0000000000000004	-1.0000000000000004	-1.0000000000000004	-1.0000000000000004	-1.0000000000000004	-1.0000000000000004	-1.0000000000000004	-1.0000000000000004	-1.0000000000000004	-1.0000000000000004	-1.0000000000000004	-1.0000000000000004	-1.0000000000000004	-1.0000000000000004	-1.0000000000000004	-1.0000000000000004	-0.9999999999999964	Clostridium_innocuum_I46	L-Asparagine-e0
Riboflavin##Turicimonas_muris_YL45##Metabolite	126.68907411760277	126.68907411760277	126.68907411760277	126.68907411760277	126.68907411760277	126.68907411760277	126.68907411760277	126.68907411760277	126.68907411760277	126.68907411760277	126.68907411760277	126.68907411684094	126.68907411680973	126.68907411679253	126.6890741167751	126.68907411687573	126.68907411693263	126.68907411714439	126.68907411710214	126.68907411710445	126.68907411755117	126.68907411721698	126.689074116846	126.6890741180601	126.68907411684322	126.68907411698213	126.6890741168055	126.68907411693247	126.68907411432252	126.68907411928099	126.68907411899076	126.68907411930097	126.68907411924718	Riboflavin	Turicimonas_muris_YL45
Clostridium_innocuum_I46##fe3-e0##Microbe	-0.924111260317236	-0.9241112603354055	-0.924111260318149	-0.9241112603669612	-0.9241112602914642	-0.924111260375287	0.002261594194204814	0.07695053941882223	0.0529933161025773	-0.9241112603270432	-0.9241112603227744	-0.9241112603227744	-0.9241112603227744	-0.9241112603227744	-0.9241112603227744	-0.9241112603227744	-0.9241112603227744	-0.9241112603227744	-0.9241112603227744	-0.9241112603227744	-0.9241112603227744	-0.9241112603227744	-0.9241112603227744	-0.9241112603227744	-0.9241112603227744	-0.9241112603227744	-0.9241112603227744	-0.9241112603227744	-0.9241112603227744	-0.9241112603227744	-0.9241112603227744	-0.9241112603227744	-0.9241112603227117	Clostridium_innocuum_I46	fe3-e0
Clostridium_innocuum_I46##Mn2+-e0##Microbe	-0.9241112603140964	-0.9241112603338151	-0.9241112603179195	-0.9241112603535484	-0.9241112602888208	-0.9241112603650986	0.0022615941942118033	0.07695053941883069	0.05299331610258591	-0.9241112603269361	-0.9241112603230395	-0.9241112603230395	-0.9241112603230395	-0.9241112603230395	-0.9241112603230395	-0.9241112603230395	-0.9241112603230395	-0.9241112603230395	-0.9241112603230395	-0.9241112603230395	-0.9241112603230395	-0.9241112603230395	-0.9241112603230395	-0.9241112603230395	-0.9241112603230395	-0.9241112603230395	-0.9241112603230395	-0.9241112603230395	-0.9241112603230395	-0.9241112603230395	-0.9241112603230395	-0.9241112603230395	-0.9241112603229661	Clostridium_innocuum_I46	Mn2+-e0
Turicimonas_muris_YL45##carbonate##Microbe	-272.0871878875891	-272.0871878875891	-272.0871878875891	-272.0871878875891	-272.0871878875891	-272.0871878875891	-272.0871878875891	-272.0871878875891	-272.0871878875891	-272.0871878875891	-272.0871878875891	-272.08718788617426	-272.0871878862006	-272.08718788616727	-272.0871878861406	-272.0871878863189	-272.08718788642153	-272.08718788683046	-272.08718788675003	-272.08718788675657	-272.087187887521	-272.08718788673343	-272.08718788626373	-272.087187888256	-272.0871878862598	-272.08718788640715	-272.0871878862289	-272.08718788665004	-272.08718788100686	-272.0871878910136	-272.08718789046776	-272.08718789108036	-267.50256566291	Turicimonas_muris_YL45	carbonate
Turicimonas_muris_YL45##L-Asparagine-e0##Microbe	-28.98957316831629	-28.98957316831629	-28.98957316831629	-28.98957316831629	-28.98957316831629	-28.98957316831629	-28.98957316831629	-28.98957316831629	-28.98957316831629	-28.98957316831629	-28.98957316831629	-28.989573168168448	-28.989573168160607	-28.98957316815625	-28.989573168151434	-28.98957316817492	-28.989573168190866	-28.989573168237108	-28.98957316823164	-28.989573168230965	-28.98957316832393	-28.989573168225938	-28.989573168167603	-28.989573168431082	-28.989573168165563	-28.989573168194827	-28.989573168158913	-28.989573168180822	-28.989573167627736	-28.989573168682696	-28.989573168626496	-28.989573168685183	-28.409993634787533	Turicimonas_muris_YL45	L-Asparagine-e0
Turicimonas_muris_YL45##fe3-e0##Microbe	-0.9241112603314343	-0.9241112603314343	-0.9241112603314343	-0.9241112603314343	-0.9241112603314343	-0.9241112603314343	-0.9241112603314343	-0.9241112603314343	-0.9241112603314343	-0.9241112603314343	-0.9241112603314343	-0.9241112602775696	-0.924111260264978	-0.9241112602648921	-0.924111260267508	-0.924111260264916	-0.9241112602625599	-0.9241112602693582	-0.9241112602668284	-0.9241112602650073	-0.9241112602668643	-0.9241112602875339	-0.9241112602643659	-0.9241112603227114	-0.9241112602660657	-0.92411126027629	-0.9241112602595806	-0.9241112603037598	-0.9241112602449125	-0.9241112603125258	-0.9241112602747245	-0.9241112602639193	-0.9144097243777115	Turicimonas_muris_YL45	fe3-e0
