	0.0000-0.0000	0.0000-0.0805	0.0805-0.0843	0.1213-0.1215	0.1215-0.1885	0.1885-0.2207	0.2207-0.2207	0.2273-0.2294	0.2294-0.4758	0.4758-0.4760	0.4760-0.4760	0.4802-0.4803	0.4803-0.4979	0.4979-0.7269	0.7269-0.7283	0.9461-0.9461	0.9706-0.9725	0.9725-0.9726	0.9726-0.9727	0.9727-0.9728	0.9808-1.0567	1.0567-1.3064	1.3064-1.3621	1.3629-1.6015	1.6015-1.6015	1.6015-1.6688	1.6688-1.6701	1.6701-1.6702	1.6702-1.6703	1.6703-1.6703	1.6876-1.6878	1.6878-1.6878	1.6878-1.7052	1.7052-1.7056	1.7056-1.7276	1.7276-1.7675	1.7675-1.7675	1.7675-1.7676	1.7676-6.3268	6.3268-6.5370	6.5370-10.2751	10.2751-12.9607	12.9607-16.6732	16.6732-20.0000	Source	Target
PAN##Phosphate-e0##Muribaculum_intestinale_YL27	-127.45775496007167	-127.45775496006294	-127.4577549598359	-127.4577549590568	-127.45775495941837	-127.4577549580556	-127.4577549594632	-127.45775495959109	-127.45775495873947	-127.45775495880089	-127.45775495891363	-127.45775495874986	-127.45775495876707	-127.45775495879494	-127.45775495891506	-127.45775495873976	-127.45775495893854	-127.45775495866748	-127.45775495879589	-127.45775495903862	-127.457754958671	-127.45775495886485	-127.45775495875442	-127.45775495880795	-127.4577549587026	-127.4577549587026	-127.45775495818813	-127.45775495881176	-127.45775495785135	-127.45775496008004	-127.45775495806659	-127.45775495845325	-127.45775495956293	-127.45775496047172	-127.4577549595397	-127.45775495848122	-127.45775495818609	-127.45775495879751	-127.45775495856358	-127.45775495856358	-127.45775495857487	-127.45775495857487	-127.45775495857487	-127.45775495857487	PAN	Phosphate-e0
PAN##Mn2+-e0##Muribaculum_intestinale_YL27	-0.9241112603261753	-0.9241112603261264	-0.9241112603239598	-0.9241112603164231	-0.9241112603194187	-0.9241112603087984	-0.924111260322128	-0.9241112603221321	-0.9241112603136943	-0.9241112603140501	-0.9241112603149303	-0.9241112603139605	-0.9241112603140604	-0.9241112603142718	-0.9241112603150876	-0.9241112603135766	-0.9241112603151429	-0.9241112603129932	-0.9241112603140033	-0.9241112603158619	-0.9241112603132241	-0.9241112603144639	-0.9241112603140597	-0.9241112603141842	-0.924111260313513	-0.924111260313513	-0.9241112603085239	-0.9241112603155722	-0.9241112603077789	-0.9241112603250728	-0.924111260306009	-0.9241112603113605	-0.9241112603214082	-0.9241112603302114	-0.9241112603199112	-0.92411126031124	-0.9241112603093429	-0.9241112603129124	-0.9241112603113089	-0.9241112603113089	-0.9241112603113949	-0.9241112603113949	-0.9241112603113949	-0.9241112603113949	PAN	Mn2+-e0
PAN##Zn2+-e0##Muribaculum_intestinale_YL27	-0.9241112603243139	-0.9241112603244703	-0.9241112603236565	-0.924111260317226	-0.9241112603201118	-0.9241112603100404	-0.9241112603204408	-0.9241112603233789	-0.9241112603142908	-0.9241112603149885	-0.9241112603157781	-0.92411126031455	-0.9241112603145005	-0.9241112603148671	-0.9241112603157816	-0.9241112603146961	-0.924111260316432	-0.9241112603142625	-0.9241112603150913	-0.9241112603166572	-0.9241112603136532	-0.9241112603156472	-0.9241112603140064	-0.9241112603152803	-0.9241112603130708	-0.9241112603130708	-0.9241112603096088	-0.9241112603146974	-0.9241112603090619	-0.9241112603238533	-0.9241112603113075	-0.9241112603089071	-0.9241112603219329	-0.924111260335391	-0.9241112603226534	-0.9241112603120486	-0.9241112603100587	-0.9241112603156415	-0.924111260312903	-0.924111260312903	-0.9241112603136828	-0.9241112603136828	-0.9241112603136828	-0.9241112603136828	PAN	Zn2+-e0
PAN##Co2+-e0##Muribaculum_intestinale_YL27	-0.9241112603249343	-0.9241112603251337	-0.9241112603235039	-0.92411126031613	-0.9241112603197754	-0.9241112603081728	-0.9241112603208915	-0.924111260321247	-0.9241112603127474	-0.924111260313431	-0.9241112603141185	-0.9241112603131206	-0.9241112603132033	-0.9241112603132792	-0.9241112603143616	-0.9241112603124532	-0.9241112603147312	-0.9241112603124093	-0.9241112603132565	-0.9241112603146487	-0.9241112603133793	-0.9241112603136384	-0.9241112603126476	-0.9241112603140006	-0.9241112603130871	-0.9241112603130871	-0.9241112603089313	-0.9241112603138981	-0.9241112603083144	-0.9241112603226586	-0.9241112603069417	-0.9241112603070208	-0.9241112603219739	-0.924111260332137	-0.9241112603211225	-0.9241112603102177	-0.9241112603093176	-0.9241112603138454	-0.9241112603113278	-0.9241112603113278	-0.9241112603112716	-0.9241112603112716	-0.9241112603112716	-0.9241112603112716	PAN	Co2+-e0
PAN##fe3-e0##Muribaculum_intestinale_YL27	-0.9241112603197785	-0.9241112603159541	-0.9241112603092434	-0.9241112602611229	-0.9241112602687579	-0.9241112602451842	-0.9241112603081207	-0.9241112602957557	-0.9241112602481906	-0.9241112602542031	-0.924111260255235	-0.92411126025096	-0.9241112602495192	-0.9241112602500213	-0.9241112602530303	-0.9241112602493725	-0.9241112602603335	-0.9241112602524437	-0.9241112602508095	-0.9241112602508348	-0.9241112602501923	-0.9241112602518503	-0.9241112602393046	-0.9241112602407145	-0.9241112602228135	-0.9241112602228135	-0.9241112601588423	-0.9241112602330817	-0.924111260234325	-0.9241112602320618	-0.9241112601454301	-10403.399902453355	-2.8482225206666683	-2.848222520686338	-2.8482225206743395	-2.848222520627439	-0.9241112602260932	-0.9241112602425133	-0.9241112602026379	-0.9241112602026379	-0.9241112602030334	-0.9241112602030334	-0.9241112602030334	-0.9241112602030334	PAN	fe3-e0
Neu5Ac-e0##H+-e0##Muribaculum_intestinale_YL27	0.2886597938069723	-3.000000000025997	-3.0000000000203904	3.00000000000019	4.500000000009892	1.999999999989196	-3.0000000000118354	2.000000000006222	-0.49999999999743155	11.999999999996202	12.000000000003824	4.499999999999615	2.0000000000007243	2.0000000000005467	1.9999999999993363	2.000000000000926	12.00000000000375	2.000000000003636	2.0000000000012026	1.9999999999966884	6.999999999995218	4.500000000001234	-0.49999999999978595	1.9999999999996485	1.9999999999994282	1.9999999999994282	1.9999999999965217	-0.49999999999868194	-0.4999999999832696	-0.5000000000192699	6.999999999965297	-7.9999999999639195	2.0000000000049676	2.0000000000121916	-3.0000000000226845	1.9999999999954616	6.999999999963898	6.999999999995609	1.9999999999965874	1.9999999999965874	1.999999999997076	1.999999999997076	1.999999999997076	1.999999999997076	Neu5Ac-e0	H+-e0
Sucrose##H+-e0##Muribaculum_intestinale_YL27	0.26804123711252814	-1.0000000000066516	-0.9999999999976115	11.000000000008857	6.499999999983614	3.999999999980618	-0.9999999999874281	3.999999999997734	1.5000000000107985	28.999999999984613	29.000000000002466	12.499999999998876	7.000000000003472	7.0000000000033715	7.000000000000669	7.000000000004266	28.999999999998177	7.000000000010564	7.0000000000051745	6.99999999999525	11.999999999975362	7.999999999992998	0.0	3.999999999996226	3.999999999996087	3.999999999996087	3.999999999995885	4.50000000001506	4.500000000013331	4.500000000018928	5.999999999963074	0.0	3.9999999999991482	4.000000000006652	-0.999999999997078	3.9999999999891247	11.999999999925116	11.999999999975984	3.9999999999908176	3.9999999999908176	3.9999999999915383	3.9999999999915383	3.9999999999915383	3.9999999999915383	Sucrose	H+-e0
Folate##H+-e0##Muribaculum_intestinale_YL27	-4.883161512032535	-6.000000000011058	-6.0000000000120455	-8.000000000036671	2.00000000000601	-1.6666666666868495	-9.00000000001015	-1.6666666666618233	-5.333333333327154	-10.33333333334563	-10.333333333351092	-7.3333333333347674	-6.333333333329417	-6.333333333329815	-6.333333333329329	-6.333333333329949	-10.333333333359223	-8.333333333328342	-8.333333333327543	-8.333333333326573	1.9999999999471716	-0.33333333336214843	-4.99999999999272	-2.666666666677912	-2.6666666666787826	-2.6666666666787826	-2.666666666689289	-13.499999999965118	-13.49999999990296	-13.500000000053817	14.333333333118736	-36.6666666663836	-2.666666666662075	-2.6666666666443266	-15.000000000025143	-2.6666666666858982	4.999999999890848	4.999999999939172	-2.666666666684275	-2.666666666684275	-2.6666666666840397	-2.6666666666840397	-2.6666666666840397	-2.6666666666840397	Folate	H+-e0
Riboflavin##H+-e0##Muribaculum_intestinale_YL27	-5.326460481100444	-3.9999999999922853	-4.000000000001197	3.0000000000009104	2.499999999999111	-0.666666666685888	-7.000000000003686	-0.666666666663867	-3.8333333333267183	13.666666666656738	13.666666666665638	3.16666666666583	-0.3333333333299704	-0.3333333333303887	-0.33333333333197546	-0.3333333333299251	13.666666666661053	-0.3333333333255235	-0.33333333332890785	-0.333333333335199	5.9999999999741185	2.6666666666573877	-3.9999999999967173	-0.666666666671567	-0.6666666666718557	-0.6666666666718557	-0.6666666666746801	-3.4999999999834297	-3.499999999966797	-3.5000000000072093	5.33333333325508	-12.666666666562511	-0.6666666666654182	-0.6666666666559817	-7.000000000006876	-0.6666666666776875	5.999999999929619	5.999999999972902	-0.666666666676301	-0.666666666676301	0.0	0.0	0.0	0.0	Riboflavin	H+-e0
PAN##H+-e0##Muribaculum_intestinale_YL27	1684.0479022822315	1859.7129465058622	1859.7129465022913	-1340.0628517834778	-2281.3849568653986	-781.8593156860506	2258.5608011015943	-749.3733940152821	812.57284987605	-1165.7896267095086	-1165.789626710739	-70.8448737841586	336.12758550519425	336.1275855053019	336.1275855055404	336.12758550518845	-1790.963161191359	470.2159565864516	470.21595658696003	470.21595658796423	-3076.8908185842033	-1877.2502815941161	522.0307923945702	-714.3514738616691	-714.3514738613046	-714.3514738613046	-714.3514738582435	2508.966510383445	2508.966510364619	2508.966510409502	-5902.877559717665	9700.836127061844	-699.7155528791478	-699.7155528849285	3235.0634366786508	-774.7086829851719	-3551.4546852209396	-3551.4546852384956	-789.3446039731832	-789.3446039731832	-790.0112706398903	-790.0112706398903	-790.0112706398903	-790.0112706398903	PAN	H+-e0
