	0.0000-0.0000	0.0000-0.0005	0.0005-0.0006	0.0006-0.0007	0.0007-0.0009	0.0009-0.0009	0.0009-0.0010	0.0010-0.0012	0.0014-0.0015	0.0015-0.0020	0.0020-0.0022	0.0022-0.0029	0.0029-0.0032	0.0032-0.0032	0.0033-0.0035	0.0035-0.0040	0.0040-0.0050	0.0050-0.0053	0.0053-0.0057	0.0058-0.0066	0.0069-0.0082	0.0083-0.0084	0.0084-0.0085	0.0085-0.0091	0.0091-0.0097	0.0097-0.0105	0.0105-0.0112	0.0117-0.0120	0.0120-0.0120	0.0120-0.0121	0.0121-0.0121	0.0121-0.0128	0.0128-0.0128	0.0131-0.0253	0.0253-20.0000	Source	Target
Turicimonas_muris_YL45##L-Aspartate-e0##Microbe	-681.1171616425929	-681.1171616425929	-681.1171616425929	-681.1171616425929	-681.1171616425929	-681.1171616425929	-681.1171616425929	-681.1171616425929	-681.1171616425929	-681.1171616425929	-681.1171616425929	-681.1171616425929	-681.1171616425929	-681.1171616425929	-681.1171616425929	-681.1171616425929	-681.1171616425929	-681.1171616425929	-681.1171616425929	-681.1171616425929	-681.1171616425929	-681.1171616425929	-681.1171616425929	-681.1171616425929	-681.1171616425929	-681.1171616425929	-681.1171616425929	-681.1171616425929	-681.1171616425929	-681.1171616425929	-681.1171616425929	-681.1171616425929	-681.1171616425929	-681.1171616425929	-685.6579602875343	Turicimonas_muris_YL45	L-Aspartate-e0
Limosilactobacillus_reuteri_I49##L-Phenylalanine-e0##Microbe	-19.790702065753454	-19.790702065753454	-19.790702065753454	-19.790702065743044	-19.790702065743044	-19.790702065743044	-19.790702065743044	-19.790702065743044	-19.790702065743044	-19.790702065743044	-19.790702065743044	-19.790702065732315	-19.790702065732315	-19.790702065732315	-19.790702065732315	-19.790702065732315	-19.790702065732315	-19.790702065732315	-19.790702065732315	-19.790702065914644	-19.790702065914644	-19.790702065914644	-19.790702065914644	-19.790702065914644	-19.790702065778596	-19.79070206566108	-19.79070206566108	-19.790702065774894	-19.790702065947638	-19.790702065862675	-19.79070206577554	-19.79070206576123	-19.790702065760836	-19.790702065733235	-19.790702065733235	Limosilactobacillus_reuteri_I49	L-Phenylalanine-e0
Flavonifractor_plautii_YL31##L-Methionine-e0##Microbe	-18.482435295028388	-18.482435295028388	-18.482435295028388	-18.482435295028388	-18.482435295028388	-18.482435295028388	-18.482435295028388	-18.482435295028388	-18.482435295028388	-18.482435295026967	-18.48243529515515	-18.48243529515515	-18.48243529515515	-18.48243529515515	-18.48243529515515	-18.48243529515515	-18.48243529515515	-18.48243529515515	-18.48243529515515	-18.48243529515515	-18.48243529515515	-18.48243529515515	-18.4824352951656	-18.482435295175705	-18.482435295175705	-18.482435295175705	-18.482435295175705	-18.482435295175705	-18.482435295175705	-18.482435295175705	-18.482435295175705	-18.482435295175705	-18.482435295175705	-18.482435295175705	-18.854199549226337	Flavonifractor_plautii_YL31	L-Methionine-e0
Enterocloster_clostridioformis_YL32##Puryvate##Microbe	-0.9999999999999991	-0.9999999999999991	-0.9999999999999991	-0.9999999999999991	-0.9999999999999991	-0.9999999999999991	-0.9999999999999991	-0.9999999999999991	-0.9999999999999991	-0.9999999999999991	-0.9999999999999991	-0.9999999999999991	-0.9999999999999991	-0.9999999999999991	-0.9999999999999991	-0.9999999999999991	-0.9999999999999991	-0.9999999999999991	-0.9999999999999991	-0.9999999999999991	-0.9999999999999991	-0.9999999999999991	-0.9999999999999991	-0.9999999999999991	-0.9999999999999991	-0.9999999999999991	-0.9999999999999991	-0.9999999999999991	-0.9999999999999991	-0.9999999999999991	-0.9999999999999991	-0.9999999999999991	-0.9999999999999991	-0.9999999999999991	-1.0000000000000007	Enterocloster_clostridioformis_YL32	Puryvate
Blautia_coccoides_YL58##L-Proline-e0##Microbe	-18.087781191193823	-18.08778119109651	-18.08778119109651	-18.08778119109651	-18.08778119109651	-18.08778119109651	-18.08778119109651	-18.08778119109651	-18.08778119109651	-18.08778119109651	-18.08778119109651	-18.08778119109651	-18.08778119109651	-18.08778119109651	-18.08778119109651	-18.08778119109651	-18.08778119109651	-18.08778119109651	-18.08778119109651	-18.08778119109651	-18.08778119109651	-18.08778119109651	-18.08778119109651	-18.08778119109651	-18.08778119109651	-18.08778119109651	-18.08778119109651	-18.08778119109651	-18.08778119109651	-18.08778119109651	-18.08778119109651	-18.08778119109651	-18.08778119109651	-18.08778119109651	-433.4815469968575	Blautia_coccoides_YL58	L-Proline-e0
Blautia_coccoides_YL58##L-Malate-e0##Microbe	-0.9999999999999998	-0.9999999999999994	-0.9999999999999994	-0.9999999999999994	-0.9999999999999994	-0.9999999999999994	-0.9999999999999994	-0.9999999999999994	-0.9999999999999994	-0.9999999999999994	-0.9999999999999994	-0.9999999999999994	-0.9999999999999994	-0.9999999999999994	-0.9999999999999994	-0.9999999999999994	-0.9999999999999994	-0.9999999999999994	-0.9999999999999994	-0.9999999999999994	-0.9999999999999994	-0.9999999999999994	-0.9999999999999994	-0.9999999999999994	-0.9999999999999994	-0.9999999999999994	-0.9999999999999994	-0.9999999999999994	-0.9999999999999994	-0.9999999999999994	-0.9999999999999994	-0.9999999999999994	-0.9999999999999994	-0.9999999999999994	-0.9999999999999994	Blautia_coccoides_YL58	L-Malate-e0
Clostridium_innocuum_I46##Inosine##Microbe	-95.47884223462916	-95.47884223462916	-95.47884223462916	-95.47884223462916	-95.47884223462916	-95.47884223462916	-95.47884223687933	-95.47884223687933	869.633638491267	869.633638491267	869.633638491267	869.633638491267	-527.6847615286586	-527.684761486337	936.9890909420484	936.9890909420484	-310.5818018899604	-77.46482817689015	-77.46482817670105	-77.46482817670105	-77.46482817670105	-77.46482817670105	-77.46482817670105	-77.46482817670105	-77.46482817670105	-77.46482817670105	-77.46482817284581	-77.46482817284581	-77.46482817284581	-77.46482817284581	-77.46482817284581	-77.46482817284581	-77.46482817284581	-77.46482817284581	-71.13638235872357	Clostridium_innocuum_I46	Inosine
Enterocloster_clostridioformis_YL32##L-Aspartate-e0##Microbe	-201.4072416105173	-201.4072416105173	-201.4072416105173	-201.4072416105173	-201.4072416105173	-201.4072416105173	-201.4072416105173	-201.4072416105173	-201.4072416105173	-201.4072416105173	-201.4072416105173	-201.4072416105173	-201.4072416105173	-201.4072416105173	-201.4072416105173	-201.4072416105173	-201.4072416105173	-201.4072416105173	-201.4072416105173	-201.4072416105173	-201.4072416105173	-201.4072416105173	-201.4072416105173	-201.4072416105173	-201.4072416105173	-201.4072416105173	-201.4072416105173	-201.4072416105173	-201.4072416105173	-201.4072416105173	-201.4072416105173	-201.4072416105173	-201.4072416105173	-201.4072416105173	-203.2381576128939	Enterocloster_clostridioformis_YL32	L-Aspartate-e0
Bacteroides_caecimuris_I48##L-Serine##Microbe	-794.551952230622	-794.551952230622	-794.551952230622	-793.5519522306225	-793.5519522306225	-793.5519522306225	-793.5519522306225	-793.5519522306225	-541.8686623913353	-541.8686623913353	-541.8686623913353	-541.8686623913353	-541.8686623913353	-541.8686623913353	-541.8686623913353	-541.8686623913353	-541.8686623913353	-541.8686623913353	-541.8686623913353	-541.8686623913353	-541.8686623913353	-541.8686623913353	-541.8686623913353	-541.8686623913353	-541.8686623913353	-541.8686623913353	-541.8686623913353	-541.8686623913353	-541.8686623913353	-541.8686623913353	-541.8686623913353	-541.8686623913353	-541.8686623913353	-541.8686623913353	-594.6677800473575	Bacteroides_caecimuris_I48	L-Serine
Bacteroides_caecimuris_I48##H2O-e0##Microbe	-253.68328983949777	-253.68328983949777	-253.68328983949777	-251.68328983949783	-251.68328983949783	-251.68328983949783	-251.68328983949783	-251.68328983949783	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteroides_caecimuris_I48	H2O-e0
