	0.0000-0.5555	0.5555-0.5555	0.5559-1.2721	Source	Target
bc1003##bc1015##O2	-0.1532485362975271	0.0	0.0	bc1003	bc1015
bc1008##bc1015##O2	-0.0034353783608417027	0.0	0.0	bc1008	bc1015
bc1016##bc1015##O2	-0.003435378336115343	0.0	0.0	bc1016	bc1015
bc1003##bc1008##D-Glucose	-0.03154753397618745	-0.03154753397618745	-0.057453288118453114	bc1003	bc1008
bc1015##bc1008##D-Glucose	-0.03158902696931565	-0.05745328811844513	-0.05745328811845338	bc1015	bc1008
bc1016##bc1008##D-Glucose	-0.05745328811845306	-0.05745328811845306	-0.05745328811845306	bc1016	bc1008
bc1008##bc1003##O2	-0.003429276312228097	-0.003429276312228097	0.0	bc1008	bc1003
bc1015##bc1003##O2	-0.15297633046741732	-0.1529763304673917	0.0	bc1015	bc1003
bc1016##bc1003##O2	-0.0034292762875456568	-0.0034292762875456568	0.0	bc1016	bc1003
bc1003##bc1016##D-Glucose	-0.031547533749478725	-0.031547533749478725	-0.05745328770557894	bc1003	bc1016
bc1008##bc1016##D-Glucose	-0.057453287705578414	-0.057453287705578414	-0.057453287705578414	bc1008	bc1016
bc1015##bc1016##D-Glucose	-0.031589026742308735	-0.057453287705570955	-0.057453287705579205	bc1015	bc1016
bc1003##bc1015##D-Glucose.O2	0.0	-0.15102705137978845	0.0	bc1003	bc1015
bc1008##bc1015##O2.D-Glucose	0.0	-3.0415027240468806	0.0	bc1008	bc1015
bc1016##bc1015##D-Glucose.O2	0.0	-3.0415027242950576	0.0	bc1016	bc1015
bc1003##bc1015##D-Glucose	0.0	0.0	-0.25030228184986664	bc1003	bc1015
bc1008##bc1015##D-Glucose	0.0	0.0	-0.25030228184986436	bc1008	bc1015
bc1016##bc1015##D-Glucose	0.0	0.0	-0.2503022818498664	bc1016	bc1015
bc1008##bc1003##D-Glucose	0.0	0.0	-0.2785952523668618	bc1008	bc1003
bc1015##bc1003##D-Glucose	0.0	0.0	-0.2785952523668656	bc1015	bc1003
bc1016##bc1003##D-Glucose	0.0	0.0	-0.2785952523668641	bc1016	bc1003
