	6.3266	7.3514	7.9980	10.2963	13.0269	17.2483	Source	Target
Spermidine-e0##H2O-e0##Acutalibacter_muris_KB1	9.253930954855605e-12	0.0	2.499999999993643	0.0	0.0	0.0	Spermidine-e0	H2O-e0
L-Lactate-e0##H2O-e0##Acutalibacter_muris_KB1	-3.2132629890213593e-12	0.0	0.0	3.9351855107838674e-13	-0.6666666666617662	0.0	L-Lactate-e0	H2O-e0
Thiamine##H2O-e0##Acutalibacter_muris_KB1	-6.16884321402722e-12	0.0	0.0	1.944444444450214	0.0	0.0	Thiamine	H2O-e0
Pyridoxal##H2O-e0##Acutalibacter_muris_KB1	4117.544257978498	0.0	0.0	0.0	0.0	0.0	Pyridoxal	H2O-e0
Puryvate##H2O-e0##Acutalibacter_muris_KB1	-3.4445779562020107e-12	0.0	0.0	-1.1536327448880002e-12	-0.6666666666576526	0.0	Puryvate	H2O-e0
Thiamine##Glycine-e0##Acutalibacter_muris_KB1	-1.7275070263167436e-13	0.0	0.0	-1.3333333333332467	0.0	0.0	Thiamine	Glycine-e0
Pyridoxal##Glycine-e0##Acutalibacter_muris_KB1	109.2042819332184	0.0	0.0	0.0	0.0	0.0	Pyridoxal	Glycine-e0
Pyridoxal##Phosphate-e0##Acutalibacter_muris_KB1	259.7283712389129	0.0	0.0	0.0	0.0	0.0	Pyridoxal	Phosphate-e0
Spermidine-e0##D-Glucose-e0##Acutalibacter_muris_KB1	8.353540081884603e-12	0.0	-0.5000000000058924	0.0	0.0	0.0	Spermidine-e0	D-Glucose-e0
L-Lactate-e0##D-Glucose-e0##Acutalibacter_muris_KB1	-2.90700796767851e-12	0.0	0.0	3.3623104300772866e-13	-0.33333333333013393	0.0	L-Lactate-e0	D-Glucose-e0
Thiamine##D-Glucose-e0##Acutalibacter_muris_KB1	-5.587530438333488e-12	0.0	0.0	-5.277777777772578	0.0	0.0	Thiamine	D-Glucose-e0
Pyridoxal##D-Glucose-e0##Acutalibacter_muris_KB1	3719.1345486307355	0.0	0.0	0.0	0.0	0.0	Pyridoxal	D-Glucose-e0
Puryvate##D-Glucose-e0##Acutalibacter_muris_KB1	-3.1144531398297204e-12	0.0	0.0	-1.0554890295111363e-12	-0.33333333332699594	0.0	Puryvate	D-Glucose-e0
Thiamine##Heme-e0##Acutalibacter_muris_KB1	1.3877787807814457e-15	0.0	0.0	0.16666666666666313	0.0	0.0	Thiamine	Heme-e0
Pyridoxal##Heme-e0##Acutalibacter_muris_KB1	-1.0013137727864574	0.0	0.0	0.0	0.0	0.0	Pyridoxal	Heme-e0
Pyridoxal##Mn2+-e0##Acutalibacter_muris_KB1	1.4121250719524567	0.0	0.0	0.0	0.0	0.0	Pyridoxal	Mn2+-e0
Pyridoxal##Zn2+-e0##Acutalibacter_muris_KB1	1.4121250719209246	0.0	0.0	0.0	0.0	0.0	Pyridoxal	Zn2+-e0
Pyridoxal##L-Lysine-e0##Acutalibacter_muris_KB1	72.7193238692557	0.0	0.0	0.0	0.0	0.0	Pyridoxal	L-Lysine-e0
Pyridoxal##Sulfate-e0##Acutalibacter_muris_KB1	1.4121250719541507	0.0	0.0	0.0	0.0	0.0	Pyridoxal	Sulfate-e0
Pyridoxal##L-Arginine-e0##Acutalibacter_muris_KB1	43.447494767458856	0.0	0.0	0.0	0.0	0.0	Pyridoxal	L-Arginine-e0
Spermidine-e0##L-Glutamine-e0##Acutalibacter_muris_KB1	2.7966517990307693e-13	0.0	-1.000000000000231	0.0	0.0	0.0	Spermidine-e0	L-Glutamine-e0
Pyridoxal##L-Glutamine-e0##Acutalibacter_muris_KB1	123.63775242578389	0.0	0.0	0.0	0.0	0.0	Pyridoxal	L-Glutamine-e0
Pyridoxal##L-Histidine-e0##Acutalibacter_muris_KB1	18.409955409936344	0.0	0.0	0.0	0.0	0.0	Pyridoxal	L-Histidine-e0
Pyridoxal##L-Proline-e0##Acutalibacter_muris_KB1	36.17556238053251	0.0	0.0	0.0	0.0	0.0	Pyridoxal	L-Proline-e0
Pyridoxal##Co2+-e0##Acutalibacter_muris_KB1	1.412125071936898	0.0	0.0	0.0	0.0	0.0	Pyridoxal	Co2+-e0
Pyridoxal##L-Valine-e0##Acutalibacter_muris_KB1	69.12938256425586	0.0	0.0	0.0	0.0	0.0	Pyridoxal	L-Valine-e0
Pyridoxal##L-Threonine-e0##Acutalibacter_muris_KB1	117.1159145597341	0.0	0.0	0.0	0.0	0.0	Pyridoxal	L-Threonine-e0
Spermidine-e0##Spermidine-e0##Acutalibacter_muris_KB1	-4.440892098500626e-16	0.0	1.0000000000000002	0.0	0.0	0.0	Spermidine-e0	Spermidine-e0
Pyridoxal##fe3-e0##Acutalibacter_muris_KB1	1.4121250719483869	0.0	0.0	0.0	0.0	0.0	Pyridoxal	fe3-e0
Spermidine-e0##H+-e0##Acutalibacter_muris_KB1	-1.3657519559728826e-11	0.0	-2.499999999990312	0.0	0.0	0.0	Spermidine-e0	H+-e0
L-Lactate-e0##H+-e0##Acutalibacter_muris_KB1	4.75086636697597e-12	0.0	0.0	-5.468958619303521e-13	0.6666666666614771	0.0	L-Lactate-e0	H+-e0
Thiamine##H+-e0##Acutalibacter_muris_KB1	9.122480548739986e-12	0.0	0.0	7.55555555554693	0.0	0.0	Thiamine	H+-e0
Pyridoxal##H+-e0##Acutalibacter_muris_KB1	-6076.67224135793	0.0	0.0	0.0	0.0	0.0	Pyridoxal	H+-e0
Puryvate##H+-e0##Acutalibacter_muris_KB1	5.076383757796066e-12	0.0	0.0	1.7156276399532544e-12	0.6666666666562904	0.0	Puryvate	H+-e0
Thiamine##Uracil-e0##Acutalibacter_muris_KB1	-5.88418203051333e-15	0.0	0.0	0.8333333333334046	0.0	0.0	Thiamine	Uracil-e0
Pyridoxal##Uracil-e0##Acutalibacter_muris_KB1	6.324289090510011	0.0	0.0	0.0	0.0	0.0	Pyridoxal	Uracil-e0
Pyridoxal##L-Methionine-e0##Acutalibacter_muris_KB1	28.497788242765356	0.0	0.0	0.0	0.0	0.0	Pyridoxal	L-Methionine-e0
Thiamine##L-Cysteine-e0##Acutalibacter_muris_KB1	-3.26405569239796e-14	0.0	0.0	-0.9999999999999515	0.0	0.0	Thiamine	L-Cysteine-e0
Pyridoxal##L-Cysteine-e0##Acutalibacter_muris_KB1	16.794919009941417	0.0	0.0	0.0	0.0	0.0	Pyridoxal	L-Cysteine-e0
Thiamine##L-Tyrosine-e0##Acutalibacter_muris_KB1	-3.985700658404312e-14	0.0	0.0	-0.9999999999999198	0.0	0.0	Thiamine	L-Tyrosine-e0
Pyridoxal##L-Tyrosine-e0##Acutalibacter_muris_KB1	25.945489580474504	0.0	0.0	0.0	0.0	0.0	Pyridoxal	L-Tyrosine-e0
Thiamine##Inosine-e0##Acutalibacter_muris_KB1	-1.2112533198660458e-13	0.0	0.0	-0.3333333333332551	0.0	0.0	Thiamine	Inosine-e0
Pyridoxal##Inosine-e0##Acutalibacter_muris_KB1	81.63804960792996	0.0	0.0	0.0	0.0	0.0	Pyridoxal	Inosine-e0
Pyridoxal##Ca2+-e0##Acutalibacter_muris_KB1	1.412125071952282	0.0	0.0	0.0	0.0	0.0	Pyridoxal	Ca2+-e0
Pyridoxal##Cu2+-e0##Acutalibacter_muris_KB1	1.4121250719424934	0.0	0.0	0.0	0.0	0.0	Pyridoxal	Cu2+-e0
Thiamine##Fe2+-e0##Acutalibacter_muris_KB1	-6.661338147750939e-15	0.0	0.0	-0.16666666666666402	0.0	0.0	Thiamine	Fe2+-e0
Pyridoxal##Fe2+-e0##Acutalibacter_muris_KB1	4.413438844736861	0.0	0.0	0.0	0.0	0.0	Pyridoxal	Fe2+-e0
Pyridoxal##K+-e0##Acutalibacter_muris_KB1	1.412125071955017	0.0	0.0	0.0	0.0	0.0	Pyridoxal	K+-e0
L-Lactate-e0##L-Lactate-e0##Acutalibacter_muris_KB1	-2.220446049250313e-16	0.0	0.0	1.3322676295501878e-15	-2.4424906541753444e-15	0.0	L-Lactate-e0	L-Lactate-e0
Thiamine##L-Alanine-e0##Acutalibacter_muris_KB1	-1.6131540547803525e-13	0.0	0.0	1.0000000000000462	0.0	0.0	Thiamine	L-Alanine-e0
