	0.0000-0.0000	0.0029-0.0033	0.0033-0.0033	0.0033-0.0229	0.0284-0.0300	0.0300-0.0395	0.0395-0.0767	0.0767-0.2344	0.2375-0.3273	0.3273-0.3273	0.3273-0.3275	0.3589-0.3684	0.3684-0.4725	0.4725-0.4796	0.4796-0.5798	0.5798-0.5802	0.5802-0.6056	0.6056-0.6111	0.6143-0.6143	0.6143-0.6649	0.6649-0.6649	0.6818-0.6819	0.6819-0.6872	0.6872-0.6872	0.6872-0.8082	0.9518-1.0082	1.0082-4.9381	4.9381-5.2359	5.3547-5.3566	5.3566-5.3618	5.3618-5.4844	5.4844-5.5262	5.5262-5.5264	5.5264-5.5464	5.5464-5.5925	5.5925-7.1042	7.1042-7.1408	7.1408-7.1655	7.1655-10.1773	10.1773-10.4017	10.4017-15.9471	15.9471-16.2721	16.2721-16.2729	16.2729-17.0678	17.0678-17.1934	17.1934-17.9633	17.9633-18.1061	18.1061-18.2519	18.2519-18.5850	18.5850-18.6081	18.6081-19.7882	19.7882-19.7899	19.7899-19.8008	19.8008-20.0000	Source	Target
Spermidine-e0##H2O-e0##Turicimonas_muris_YL45	-0.999999999983026	-0.999999999983026	-0.999999999983026	-0.999999999983026	-0.999999999983026	-0.999999999983026	-0.999999999983026	-0.999999999983026	-0.999999999983026	-0.999999999983026	-0.999999999983026	-0.999999999983026	-0.999999999983026	-0.999999999983026	-0.999999999983026	-0.999999999983026	-0.999999999983026	-0.999999999983026	-0.999999999983026	-0.999999999983026	-0.999999999983026	-0.9999999999853809	-0.9999999999853809	-0.9999999999853809	-0.9999999999853809	-0.9999999999853809	-0.9999999999853809	-1.9999999999869562	-2.0000000000390297	-1.9999999999744675	-1.9999999999716687	4.000000000012135	3.999999999980577	4.000000000012218	-5.00000000013215	3.9999999999861546	-11.99999999973441	-11.999999999665123	3.9999999999809943	-8.999999999682712	-2.4999999999287636	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Spermidine-e0	H2O-e0
Folate##H2O-e0##Turicimonas_muris_YL45	10.499999999961402	10.499999999961402	10.499999999961402	10.499999999961402	10.499999999961402	10.499999999961402	10.499999999961402	10.499999999961402	10.499999999961402	10.499999999961402	10.499999999961402	10.499999999961402	10.499999999961402	10.499999999961402	10.499999999961402	10.499999999961402	10.499999999961402	10.499999999961402	10.499999999961402	10.499999999961402	10.499999999961402	10.499999999987875	10.499999999987875	10.499999999987875	10.499999999987875	10.499999999987875	10.499999999987875	34.00000000046542	34.00000000022244	33.99999999968565	33.9999999996373	-14.000000000082741	-13.999999999906736	-14.000000000079137	36.50000000082626	-13.999999999933545	84.99999999875747	84.99999999829171	-13.999999999900618	89.99999999896453	38.000000000152	37.99999999969903	38.000000000050285	107.99999999956732	-28.000000000135266	-28.00000000008775	104.00000000005775	-36.00000000003087	111.99999999855487	240.00000000125775	240.000000003484	70.66666666662745	240.00000000104544	240.0000000055166	Folate	H2O-e0
Riboflavin##H2O-e0##Turicimonas_muris_YL45	-5247.119353027718	-5247.119353027718	-5247.119353027718	-5247.119353027718	-5247.119353027718	-5247.119353027718	-5247.119353027718	-5247.119353027718	-5247.119353027718	-5247.119353027718	-5247.119353027718	-5247.119353027718	-5247.119353027718	-5247.119353027718	-5247.119353027718	-5247.119353027718	-5247.119353027718	-5247.119353027718	-5247.119353027718	-5247.119353027718	-5247.119353027718	-5247.119353033767	-5247.119353033767	-5247.119353033767	-5247.119353033767	-5247.119353033767	-5247.119353033767	-12675.734496923198	-12675.73449682698	-12675.734496681598	-12675.7344966677	1164.8184812546779	1164.8184812058125	1164.8184812537993	-12565.41080341986	1082.280482499367	-26843.24649456969	-26843.24649443646	854.3010921486485	-27900.091108733657	-13508.40022188342	-13508.400221763955	-13508.400221840615	-29317.06582541677	-1124.855415966369	-1124.8554159747662	-25891.945027614733	-1627.7365254838876	-25389.06391786904	-48021.83380348326	-48021.83380387336	-17946.199537140797	-48014.440913340484	-48014.44091415964	Riboflavin	H2O-e0
Riboflavin##Phosphate-e0##Turicimonas_muris_YL45	-127.45775495960842	-127.45775495960842	-127.45775495960842	-127.45775495960842	-127.45775495960842	-127.45775495960842	-127.45775495960842	-127.45775495960842	-127.45775495960842	-127.45775495960842	-127.45775495960842	-127.45775495960842	-127.45775495960842	-127.45775495960842	-127.45775495960842	-127.45775495960842	-127.45775495960842	-127.45775495960842	-127.45775495960842	-127.45775495960842	-127.45775495960842	-127.45775495985278	-127.45775495985278	-127.45775495985278	-127.45775495985278	-127.45775495985278	-127.45775495985278	-127.45775496181517	-127.4577549604228	-127.45775495885091	-127.45775495873566	-127.45775496345696	-127.45775495567439	-127.45775496348678	-127.45775496296572	-127.45775495760255	-127.45775495983301	-127.4577549589456	-127.4577549557399	-127.45775495846675	-127.45775496042948	-127.45775495912989	-127.45775496023508	-127.45775496014984	-127.45775495670748	-127.4577549576779	-127.4577549599476	-127.45775495939675	-127.45775495836381	-127.45775496122188	-127.45775496242643	-127.45775495987243	-127.45775496140494	-127.45775496328713	Riboflavin	Phosphate-e0
Spermidine-e0##L-Glutamate-e0##Turicimonas_muris_YL45	3.0000000000012768	3.0000000000012768	3.0000000000012768	3.0000000000012768	3.0000000000012768	3.0000000000012768	3.0000000000012768	3.0000000000012768	3.0000000000012768	3.0000000000012768	3.0000000000012768	3.0000000000012768	3.0000000000012768	3.0000000000012768	3.0000000000012768	3.0000000000012768	3.0000000000012768	3.0000000000012768	3.0000000000012768	3.0000000000012768	3.0000000000012768	3.00000000000094	3.00000000000094	3.00000000000094	3.00000000000094	3.00000000000094	3.00000000000094	3.9999999999927076	4.000000000021404	1.000000000000181	1.0000000000001938	0.9999999999990238	1.0000000000005236	0.999999999998941	0.999999999999225	1.0000000000007507	1.000000000000781	1.0000000000009277	1.0000000000013278	1.000000000000649	1.0000000000003244	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Spermidine-e0	L-Glutamate-e0
Folate##L-Glutamate-e0##Turicimonas_muris_YL45	-1.5000000000027378	-1.5000000000027378	-1.5000000000027378	-1.5000000000027378	-1.5000000000027378	-1.5000000000027378	-1.5000000000027378	-1.5000000000027378	-1.5000000000027378	-1.5000000000027378	-1.5000000000027378	-1.5000000000027378	-1.5000000000027378	-1.5000000000027378	-1.5000000000027378	-1.5000000000027378	-1.5000000000027378	-1.5000000000027378	-1.5000000000027378	-1.5000000000027378	-1.5000000000027378	-1.5000000000000524	-1.5000000000000524	-1.5000000000000524	-1.5000000000000524	-1.5000000000000524	-1.5000000000000524	-25.000000000257103	-25.000000000122863	0.9999999999970595	0.9999999999967168	1.000000000006079	0.9999999999976487	1.000000000006216	1.0000000000046092	0.9999999999961781	0.9999999999959532	0.9999999999949669	0.9999999999927015	0.9999999999979858	1.0000000000004436	0.9999999999980801	0.999999999999496	0.99999999999775	0.9999999999929773	0.9999999999962684	1.0000000000002225	1.0000000000007785	0.9999999999964766	1.0000000000021585	1.0000000000050424	0.9999999999995596	1.0000000000004312	1.0000000000090126	Folate	L-Glutamate-e0
Riboflavin##L-Glutamate-e0##Turicimonas_muris_YL45	-467.2132690487409	-467.2132690487409	-467.2132690487409	-467.2132690487409	-467.2132690487409	-467.2132690487409	-467.2132690487409	-467.2132690487409	-467.2132690487409	-467.2132690487409	-467.2132690487409	-467.2132690487409	-467.2132690487409	-467.2132690487409	-467.2132690487409	-467.2132690487409	-467.2132690487409	-467.2132690487409	-467.2132690487409	-467.2132690487409	-467.2132690487409	-467.21326904976615	-467.21326904976615	-467.21326904976615	-467.21326904976615	-467.21326904976615	-467.21326904976615	6961.401874771927	6961.401874718801	-76.04418554015713	-76.0441855400638	-76.04418554277642	-76.04418554043129	-76.04418554281	-76.04418554240446	-76.0441855401028	-76.04418554005166	-76.04418553976552	-76.04418553913776	-76.04418554058053	-76.04418554127496	-76.04418554065127	-76.04418554095088	-76.04418554057949	-76.0441855395802	-76.0441855401883	-76.0441855409286	-76.04418554103212	-76.04418554029391	-76.04418554133262	-76.04418554184824	-76.04418554086716	-76.04418554099284	-76.04418554255665	Riboflavin	L-Glutamate-e0
Riboflavin##Zn2+-e0##Turicimonas_muris_YL45	-0.9241112603179752	-0.9241112603179752	-0.9241112603179752	-0.9241112603179752	-0.9241112603179752	-0.9241112603179752	-0.9241112603179752	-0.9241112603179752	-0.9241112603179752	-0.9241112603179752	-0.9241112603179752	-0.9241112603179752	-0.9241112603179752	-0.9241112603179752	-0.9241112603179752	-0.9241112603179752	-0.9241112603179752	-0.9241112603179752	-0.9241112603179752	-0.9241112603179752	-0.9241112603179752	-0.9241112603186658	-0.9241112603186658	-0.9241112603186658	-0.9241112603186658	-0.9241112603186658	-0.9241112603186658	-0.924111260317666	-0.9241112603173051	-0.9241112603096846	-0.9241112603088816	-0.9241112603241028	-0.9241112602820699	-0.924111260325297	-0.9241112603289628	-0.924111260319184	-0.9241112602921473	-0.9241112602981981	-0.9241112602960895	-0.9241112603238829	-0.92411126032188	-0.9241112603145705	-0.924111260320228	-0.9241112603153616	-0.9241112602993046	-0.9241112603058952	-0.9241112603180508	-0.9241112603146685	-0.9241112603055006	-0.9241112603113713	-0.924111260331072	-0.9241112603178395	-0.9241112603165528	-0.9241112603300412	Riboflavin	Zn2+-e0
Riboflavin##L-Lysine-e0##Turicimonas_muris_YL45	-41.26899935742889	-41.26899935742889	-41.26899935742889	-41.26899935742889	-41.26899935742889	-41.26899935742889	-41.26899935742889	-41.26899935742889	-41.26899935742889	-41.26899935742889	-41.26899935742889	-41.26899935742889	-41.26899935742889	-41.26899935742889	-41.26899935742889	-41.26899935742889	-41.26899935742889	-41.26899935742889	-41.26899935742889	-41.26899935742889	-41.26899935742889	-41.26899935751922	-41.26899935751922	-41.26899935751922	-41.26899935751922	-41.26899935751922	-41.26899935751922	-41.26899935804383	-41.268999357711415	-41.26899935718127	-41.2689993571205	-41.26899935839218	-41.2689993566535	-41.26899935836649	6823.845642978458	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Riboflavin	L-Lysine-e0
Spermidine-e0##L-Aspartate-e0##Turicimonas_muris_YL45	-2.999999999997623	-2.999999999997623	-2.999999999997623	-2.999999999997623	-2.999999999997623	-2.999999999997623	-2.999999999997623	-2.999999999997623	-2.999999999997623	-2.999999999997623	-2.999999999997623	-2.999999999997623	-2.999999999997623	-2.999999999997623	-2.999999999997623	-2.999999999997623	-2.999999999997623	-2.999999999997623	-2.999999999997623	-2.999999999997623	-2.999999999997623	-2.99999999999795	-2.99999999999795	-2.99999999999795	-2.99999999999795	-2.99999999999795	-2.99999999999795	-3.9999999999919758	-4.000000000026088	-0.9999999999984267	-0.9999999999981285	-13.000000000284418	-12.99999999950191	-13.000000000286816	-13.000000000304619	-12.999999999641119	-12.999999999716813	-12.999999999642494	-12.999999999374095	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Spermidine-e0	L-Aspartate-e0
