	0.0000-0.0000	0.0067-0.0071	0.0071-0.0078	0.0078-0.0113	0.0113-0.0176	0.0176-0.2791	0.2791-0.3051	0.3051-8.5359	8.5359-9.4819	9.4819-11.8500	11.8500-16.1491	16.1491-20.0000	Source	Target
O2-e0##H2O-e0##Akkermansia_muciniphilaYL44	2.5925925925937516	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	O2-e0	H2O-e0
Folate##H2O-e0##Akkermansia_muciniphilaYL44	4.3333333333382225	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Folate	H2O-e0
Riboflavin##H2O-e0##Akkermansia_muciniphilaYL44	-2356.873604597686	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Riboflavin	H2O-e0
Riboflavin##Phosphate-e0##Akkermansia_muciniphilaYL44	-127.457754959254	-127.45775496207834	-127.45775495884563	-127.45775495928314	-127.45775495914046	-127.45775495895064	-127.45775495942273	-127.45775495931916	0.0	0.0	0.0	0.0	Riboflavin	Phosphate-e0
O2-e0##L-Glutamate-e0##Akkermansia_muciniphilaYL44	0.1481481481487858	-0.5000000000017756	0.39999999999979113	-0.6666666666637425	-0.4999999999969778	-0.6666666666653032	-0.49999999999991535	0.0	0.0	0.0	0.0	0.0	O2-e0	L-Glutamate-e0
Folate##L-Glutamate-e0##Akkermansia_muciniphilaYL44	1.3333333333375974	0.2499999999958866	2.466666666665791	-0.6666666666581051	0.2500000000067456	0.6666666666711444	1.2500000000001328	4.999999999996566	5.000000000082907	5.000000000082907	0.0	0.0	Folate	L-Glutamate-e0
Riboflavin##L-Glutamate-e0##Akkermansia_muciniphilaYL44	-1819.4775094583138	-1230.2591083049288	-2367.934369859716	-897.1485720486645	-1230.2591083106186	-712.5382630876856	-262.6535180124833	-1296.975880655299	0.0	0.0	0.0	0.0	Riboflavin	L-Glutamate-e0
Riboflavin##Mn2+-e0##Akkermansia_muciniphilaYL44	-0.9241112603184295	-0.9241112603150482	-0.9241112603167487	-0.9241112603225186	-0.9241112603206025	-0.9241112603184998	-0.9241112603229661	-0.9241112603223046	0.0	0.0	0.0	0.0	Riboflavin	Mn2+-e0
Riboflavin##Zn2+-e0##Akkermansia_muciniphilaYL44	-0.9241112603199275	-0.9241112603147061	-0.9241112603189258	-0.924111260322394	-0.9241112603214308	-0.9241112603191503	-0.9241112603236789	-0.9241112603241685	0.0	0.0	0.0	0.0	Riboflavin	Zn2+-e0
Riboflavin##L-Lysine-e0##Akkermansia_muciniphilaYL44	-41.268999357466235	-41.26899935732852	-41.26899935739493	-41.26899935768046	-41.26899935758853	-41.268999357469426	-41.268999357704615	-41.26899935764142	0.0	0.0	0.0	0.0	Riboflavin	L-Lysine-e0
Riboflavin##L-Aspartate-e0##Akkermansia_muciniphilaYL44	-333.91602467723874	-333.91602467613734	-333.9160246766235	-333.9160246783047	-333.91602467780507	-333.91602467716945	-1683.5702599132662	-2714.3962740431166	0.0	0.0	0.0	0.0	Riboflavin	L-Aspartate-e0
Riboflavin##L-Arginine-e0##Akkermansia_muciniphilaYL44	-35.5723583418762	-35.57235834173429	-35.57235834181739	-35.57235834204239	-35.57235834196946	-35.57235834187906	-35.57235834207101	-35.57235834203902	0.0	0.0	0.0	0.0	Riboflavin	L-Arginine-e0
