	0.0000-0.0009	0.0009-0.0010	0.0010-0.0019	0.0025-0.0029	0.0040-0.0040	0.0040-0.0050	0.0051-0.0051	0.0051-0.0053	0.0053-0.0053	0.0053-0.0067	0.0067-0.0071	0.0071-0.0101	0.0101-0.0105	0.0105-0.0113	0.0113-0.0128	0.0128-0.0161	0.0161-0.0180	0.0180-0.0181	0.0181-0.0181	0.0356-0.0502	0.0502-0.0863	0.0863-0.0870	0.0918-0.0969	0.0969-0.1022	0.1022-0.1708	0.1708-0.1715	0.1715-0.1721	0.1722-0.1732	0.1732-0.1736	0.1736-0.1769	0.1769-0.1776	0.1776-0.1776	0.1784-0.1807	0.1807-0.1914	0.2019-0.2019	0.2019-0.2056	0.2116-0.2118	0.2118-0.2154	0.2154-0.2183	0.2183-0.2238	0.2238-0.2831	0.2831-0.2856	0.3686-0.3797	0.3797-0.4153	0.4153-0.5310	0.5310-0.5310	0.5374-0.5374	0.6997-0.7178	0.7178-0.7199	0.7199-0.7209	0.7209-0.7572	0.7572-0.7577	0.7583-0.8098	0.8098-0.8100	0.8102-0.8173	0.8173-0.8480	0.8480-0.8493	0.8493-2.0160	2.0160-2.1866	2.1866-3.8648	3.8648-6.0006	6.0006-6.3403	6.3882-20.0000	Source	Target
Clostridium_innocuum_I46##Inosine##Microbe	-95.4788422346786	-95.47884223640759	-95.47884223538423	-95.47884223256938	-8.512117693099283	-8.51211769310821	5.534170297237048	5.3429671247655754	29.540959260545463	-95.47884223585395	-95.47884223585395	-95.47884223585395	-95.47884223583691	-95.47884223584049	-95.47884223584049	-95.47884223584049	-95.47884223593843	-95.478842236509	-95.47884223361396	-95.4788422335202	5.4478940774496465	-95.47884222300917	-95.47884222783863	-95.47884222730085	-95.47884222730085	-1284.680978040792	1027.9634113160319	914.5623494375378	-606.5419115753816	-606.5419115300516	-606.5419116728006	-606.541911531206	-606.5419115000135	1537.1131520201604	-712.8542513723409	-712.8542513388197	-1.0000000000000004	-1.0000000000000029	-0.9999999999999996	-0.9999999999999981	-1.0000000000000018	-1.0000000000000018	-1.0000000000000018	-1.0000000000000018	-0.9999999999999992	-0.9999999999999992	-0.9999999999999992	-0.9999999999999992	-0.9999999999999992	-0.9999999999999992	-0.9999999999999992	-0.9999999999999992	-0.9999999999999992	-0.9999999999999992	-0.9999999999999992	-0.9999999999999992	-0.9999999999999992	-0.9999999999999992	-1.0000000000000002	-1.000000000000001	-0.9999999999999994	-1.0	-0.9999999999999998	Clostridium_innocuum_I46	Inosine
Akkermansia_muciniphilaYL44##L-Asparagine-e0##Microbe	-28.989573168280458	-28.989573168280458	-28.989573168280458	-28.989573168280458	-28.989573168280458	-28.989573168280458	-28.989573168280458	-28.989573168280458	-28.989573168280458	-28.989573168280458	-28.989573168177493	-28.989573168374726	-28.989573168374726	-28.989573168374726	-28.989573168396557	-28.989573168362263	-28.989573168362263	-28.989573168362263	-28.989573168362263	-28.989573168362263	-28.989573168362263	-28.989573168362263	-28.989573168362263	-28.989573168362263	-28.989573168347857	-28.989573168347857	-28.989573168347857	-28.989573168347857	-28.989573168347857	-28.989573168347857	-28.989573168347857	-28.989573168347857	-28.989573168347857	-28.989573168347857	-28.98957316847629	-28.98957316847629	-28.98957316847629	-28.98957316847629	-28.98957316847629	-28.98957316847629	-28.98957316847629	-28.989573168444974	-28.98957316831335	-28.989573168323854	-28.989573168323854	-28.9895731684254	-28.989573168365173	-28.989573168413326	-28.98957316832662	-28.989573168311573	-28.989573168381778	-28.989573168389473	-28.989573168363147	-28.989573168362806	-28.98957316835882	-28.989573168543043	-28.98957316847696	-28.989573168336406	-28.989573168336406	-28.989573168336406	-28.989573168336406	-28.989573168336406	-28.989573168336406	Akkermansia_muciniphilaYL44	L-Asparagine-e0
Clostridium_innocuum_I46##L-Asparagine-e0##Microbe	-2559.1672613797227	-96.5004430323201	-96.50044303157222	-96.50044302864015	-12.086187727470417	-12.086187727480079	0.08346463123540526	4.615286629140602	18.78397053165341	-68.74184306029133	-68.74184306029133	-68.74184306029133	-1.0000000000000018	-1.0000000000000018	-1.0000000000000018	-1.0000000000000018	-0.9999999999999996	-0.9999999999999999	-0.9999999999999979	-1.0	-0.9999999999999993	-0.9999999999999992	-1.000000000000002	-0.9999999999999999	-0.9999999999999999	-1.0000000000000029	-1.0000000000000004	-1.000000000000001	-1.0000000000000016	-0.9999999999999967	-0.9999999999999942	-0.9999999999999996	-1.000000000000001	-0.9999999999999979	-1.000000000000002	-0.9999999999999972	-1.0000000000000007	-0.9999999999999958	-0.9999999999999984	-0.9999999999999994	-1.000000000000001	-1.000000000000001	-1.000000000000001	-1.000000000000001	-1.0000000000000004	-1.0000000000000004	-1.0000000000000004	-1.0000000000000004	-1.0000000000000004	-1.0000000000000004	-1.0000000000000004	-1.0000000000000004	-1.0000000000000004	-1.0000000000000004	-1.0000000000000004	-1.0000000000000004	-1.0000000000000004	-1.0000000000000004	-1.0	-1.0000000000000009	-0.9999999999999997	-0.9999999999999997	-1.0000000000000004	Clostridium_innocuum_I46	L-Asparagine-e0
Akkermansia_muciniphilaYL44##fe3-e0##Microbe	-0.9241112603423335	-0.9241112603423335	-0.9241112603423335	-0.9241112603423335	-0.9241112603423335	-0.9241112603423335	-0.9241112603423335	-0.9241112603423335	-0.9241112603423335	-0.9241112603423335	-0.9241112603793857	-0.9241112603191374	-0.9241112603191374	-0.9241112603191374	-0.9241112602632865	-0.9241112602603945	-0.9241112602603945	-0.9241112602603945	-0.9241112602603945	-0.9241112602603945	-0.9241112602603945	-0.9241112602603945	-0.9241112602603945	-0.9241112602603945	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Akkermansia_muciniphilaYL44	fe3-e0
Akkermansia_muciniphilaYL44##Mn2+-e0##Microbe	-0.9241112603181044	-0.9241112603181044	-0.9241112603181044	-0.9241112603181044	-0.9241112603181044	-0.9241112603181044	-0.9241112603181044	-0.9241112603181044	-0.9241112603181044	-0.9241112603181044	-0.9241112603150616	-0.9241112603211485	-0.9241112603211485	-0.9241112603211485	-0.9241112603212726	-0.9241112603222041	-0.9241112603222041	-0.9241112603222041	-0.9241112603222041	-0.9241112603222041	-0.9241112603222041	-0.9241112603222041	-0.9241112603222041	-0.9241112603222041	-0.9241112603212084	-0.9241112603212084	-0.9241112603212084	-0.9241112603212084	-0.9241112603212084	-0.9241112603212084	-0.9241112603212084	-0.9241112603212084	-0.9241112603212084	-0.9241112603212084	-0.9241112603247236	-0.9241112603247236	-0.9241112603247236	-0.9241112603247236	-0.9241112603247236	-0.9241112603247236	-0.9241112603247236	-0.9241112603236394	-0.924111260320972	-0.9241112603208451	-0.9241112603208451	-0.9241112603227642	-0.924111260321743	-0.9241112603229703	-0.9241112603202973	-0.9241112603198628	-0.9241112603208251	-0.9241112603213989	-0.9241112603205486	-0.9241112603210508	-0.9241112603208148	-0.9241112603270882	-0.9241112603246601	-0.9241112603198679	-0.9241112603198679	-0.9241112603198679	-0.9241112603198679	-0.9241112603198679	-0.9241112603198679	Akkermansia_muciniphilaYL44	Mn2+-e0
Akkermansia_muciniphilaYL44##L-Methionine-e0##Microbe	-19.98243529506897	-19.98243529506897	-19.98243529506897	-19.98243529506897	-19.98243529506897	-19.98243529506897	-19.98243529506897	-19.98243529506897	-19.98243529506897	-19.98243529506897	-19.982435294992527	-19.98243529510437	-19.98243529510437	-19.98243529510437	-19.982435295072808	-19.98243529505058	-19.98243529505058	-19.98243529505058	-19.98243529505058	-19.98243529505058	-19.98243529505058	-19.98243529505058	-19.98243529505058	-19.98243529505058	-19.98243529507544	-19.98243529507544	-19.98243529507544	-19.98243529507544	-19.98243529507544	-19.98243529507544	-19.98243529507544	-19.98243529507544	-19.98243529507544	-19.98243529507544	-19.982435295165054	-19.982435295165054	-19.982435295165054	-19.982435295165054	-19.982435295165054	-19.982435295165054	-19.982435295165054	-19.982435295140498	-19.982435295116783	-19.98243529511773	-19.98243529511773	-19.982435295139695	-19.98243529513965	-19.982435295154385	-19.98243529509737	-19.982435295093662	-18.982435295035252	-18.982435295057027	-18.98243529503378	-18.982435295037284	-18.982435295029433	-18.982435295193003	-18.982435295157295	-18.982435295048532	-18.982435295048532	-18.982435295048532	-18.982435295048532	-18.982435295048532	-18.982435295048532	Akkermansia_muciniphilaYL44	L-Methionine-e0
Clostridium_innocuum_I46##fe3-e0##Microbe	-0.9241112603170311	-0.9241112603245971	-0.9241112603234128	-0.9241112602984162	-0.1321537679769325	-0.1321537679770162	-0.004242051488106238	-0.005983232218961755	0.2143743962018369	-0.924111260327144	-0.924111260327144	-0.924111260327144	-0.9241112603270377	-0.9241112603270748	-0.9241112603270748	-0.9241112603270748	-0.9241112603279353	-0.924111260333999	-0.9241112603064492	-0.9241112603069959	-0.005027720938478249	-0.9241112602007019	-0.9241112602554639	-0.9241112602510426	-0.9241112602510426	-0.9241112601803717	-0.9241112603200976	-0.924111260318645	-0.9241112604065155	-0.9241112603319597	-0.9241112605434177	-0.9241112603332249	-0.924111260286007	-0.9241112603157983	-0.9241112604241855	-0.9241112603962859	-0.9241112603361785	0.002655992578803712	0.002655992578773552	-0.924111260317103	-0.9241112602899639	-0.9241112602899639	-0.9241112602899639	-0.9241112602899639	-0.9241112603436571	-0.9241112603436571	-0.9241112603436571	-0.9241112603436571	-0.9241112603436571	-0.9241112603436571	-0.9241112603436571	-0.9241112603436571	-0.9241112603436571	-0.9241112603436571	-0.9241112603436571	-0.9241112603436571	-0.9241112603436571	-0.9241112603436571	-0.9241112603258212	-0.9241112603672323	-0.9241112603679381	-0.9241112602762712	-0.924111260269952	Clostridium_innocuum_I46	fe3-e0
Clostridium_innocuum_I46##Mn2+-e0##Microbe	-0.9241112603138921	-0.9241112603280117	-0.9241112603225148	-0.9241112602958473	-0.13215376797657039	-0.13215376797664366	-0.004242051488100168	-0.0059832322189633455	0.21437439620170784	-0.9241112603265993	-0.9241112603265993	-0.9241112603265993	-0.9241112603265016	-0.9241112603265398	-0.9241112603265398	-0.9241112603265398	-0.9241112603274667	-0.9241112603309196	-0.9241112603050816	-0.924111260302883	-0.005027720938474232	-0.9241112602178356	-0.9241112602473455	-0.9241112602420376	-0.9241112602420376	-0.9241112601618069	-0.9241112603194809	-0.9241112603186808	-0.9241112604059857	-0.924111260338747	-0.9241112605586991	-0.9241112603328113	-0.9241112602824304	-0.9241112603167223	-0.9241112604241417	-0.9241112603917746	-0.9241112603334131	0.0026559925787966576	0.0026559925788028765	-0.9241112603219889	-0.9241112602887118	-0.9241112602887118	-0.9241112602887118	-0.9241112602887118	-0.9241112603358181	-0.9241112603358181	-0.9241112603358181	-0.9241112603358181	-0.9241112603358181	-0.9241112603358181	-0.9241112603358181	-0.9241112603358181	-0.9241112603358181	-0.9241112603358181	-0.9241112603358181	-0.9241112603358181	-0.9241112603358181	-0.9241112603358181	-0.92411126032127	-0.9241112603626519	-0.9241112603632152	-0.9241112602773066	-0.9241112602685526	Clostridium_innocuum_I46	Mn2+-e0
Akkermansia_muciniphilaYL44##K+-e0##Microbe	-0.9241112603181062	-0.9241112603181062	-0.9241112603181062	-0.9241112603181062	-0.9241112603181062	-0.9241112603181062	-0.9241112603181062	-0.9241112603181062	-0.9241112603181062	-0.9241112603181062	-0.9241112603152475	-0.9241112603211025	-0.9241112603211025	-0.9241112603211025	-0.9241112603225886	-0.9241112603214586	-0.9241112603214586	-0.9241112603214586	-0.9241112603214586	-0.9241112603214586	-0.9241112603214586	-0.9241112603214586	-0.9241112603214586	-0.9241112603214586	-0.9241112603200907	-0.9241112603200907	-0.9241112603200907	-0.9241112603200907	-0.9241112603200907	-0.9241112603200907	-0.9241112603200907	-0.9241112603200907	-0.9241112603200907	-0.9241112603200907	-0.9241112603245756	-0.9241112603245756	-0.9241112603245756	-0.9241112603245756	-0.9241112603245756	-0.9241112603245756	-0.9241112603245756	-0.9241112603232595	-0.9241112603202637	-0.9241112603203844	-0.9241112603203844	-0.9241112603235465	-0.9241112603206619	-0.9241112603223001	-0.9241112603188887	-0.9241112603188121	-0.9241112603214383	-0.9241112603216394	-0.9241112603206995	-0.9241112603210532	-0.9241112603206223	-0.9241112603284307	-0.9241112603243253	-0.9241112603183889	-0.9241112603183889	-0.9241112603183889	-0.9241112603183889	-0.9241112603183889	-0.9241112603183889	Akkermansia_muciniphilaYL44	K+-e0
Clostridium_innocuum_I46##XAN-e0##Microbe	38.89405662087231	38.8940566217649	38.89405662117308	38.89405661997579	2.13412199340002	2.13412199340353	-5.267476350208595	-4.722279001893568	-14.95051990340594	37.89405662134037	37.89405662134037	37.89405662134037	37.8940566213299	37.894056621331444	37.894056621331444	37.894056621331444	37.89405662137186	37.89405662167825	37.8940566203966	37.8940566203976	-4.766630539124071	37.894056615484175	37.89405661808423	37.89405661786905	37.89405661786905	632.4951245254093	-523.8270701545244	-467.12653921530125	293.4255912904993	293.4255912673048	293.42559133808055	925.6617522907641	294.4255912537344	-777.4019405065577	347.5817611886603	347.58176117245404	-8.345364496658188	-0.4774516004991806	-0.4774516004990975	-8.345364496564638	-8.345364496209498	-8.345364496209498	-8.345364496209498	-8.345364496209498	-8.34536449659518	-8.34536449659518	-8.34536449659518	-8.34536449659518	-8.34536449659518	-8.34536449659518	-8.34536449659518	-8.34536449659518	-8.34536449659518	-8.34536449659518	-8.34536449659518	-8.34536449659518	-8.34536449659518	-8.34536449659518	-8.345364496527896	-8.345364496792246	-8.345364496794458	-8.345364496274916	-8.448285962151603	Clostridium_innocuum_I46	XAN-e0
