	0.0000-0.2639	0.2711-0.2739	0.2739-0.3863	0.3863-0.3887	0.3887-0.3914	0.3914-1.1708	1.1708-2.0000	Source	Target
bc1011##bc1003##O2	-0.15297633046741682	-0.15297633046741682	-0.15297633046741682	-0.2704936046374425	0.0	0.0	0.0	bc1011	bc1003
bc1012##bc1003##O2	-0.15297633046741593	-0.15297633046742476	-0.152976330467417	-0.152976330467417	0.0	0.0	0.0	bc1012	bc1003
bc1016##bc1003##O2	-0.0034292762875456568	-0.0034292762875456568	-0.0034292762875456568	-0.0034292762875456568	0.0	0.0	0.0	bc1016	bc1003
bc1003##bc1016##D-Glucose	-0.031547533749478725	-0.031547533749478725	-0.031547533749478725	-0.031547533749478725	-0.05745328770557894	-0.05745328770557894	-0.05745328770557894	bc1003	bc1016
bc1011##bc1016##D-Glucose	-0.03249242486996502	-0.03249242486996502	-0.03249242486996502	-0.05745328770557865	-0.05745328770557865	-0.05745328770557865	-0.05745328770557865	bc1011	bc1016
bc1012##bc1016##D-Glucose	-0.04652051265000233	-0.05745328770554932	-0.057453287705578976	-0.057453287705578976	-0.057453287705578976	-0.05745328770557872	-0.05745328770557872	bc1012	bc1016
bc1003##bc1012##O2	-0.15299312499693277	0.0	0.0	0.0	0.0	0.0	0.0	bc1003	bc1012
bc1011##bc1012##O2	-0.1529931249969315	0.0	0.0	0.0	0.0	0.0	0.0	bc1011	bc1012
bc1016##bc1012##O2	-0.0034296527711601427	0.0	0.0	0.0	0.0	0.0	0.0	bc1016	bc1012
bc1003##bc1011##O2	-0.15278557913560284	-0.15278557913560284	-0.15278557913560284	0.0	0.0	0.0	0.0	bc1003	bc1011
bc1012##bc1011##O2	-0.15278557913560067	-0.1527855791356095	-0.15278557913560173	0.0	0.0	0.0	0.0	bc1012	bc1011
bc1016##bc1011##O2	-0.003425000207599085	-0.003425000207599085	-0.003425000207599085	0.0	0.0	0.0	0.0	bc1016	bc1011
bc1003##bc1012##D-Glucose.O2	0.0	-0.15376053067421958	-0.0987568309411719	-0.0987568309411719	-0.17985255728740152	0.0	0.0	bc1003	bc1012
bc1011##bc1012##D-Glucose.O2	0.0	-0.20526447639206724	-0.10090115430414165	-0.17841398637562095	-0.17841398637562095	0.0	0.0	bc1011	bc1012
bc1016##bc1012##D-Glucose.O2	0.0	-3.09655170155664	-0.1309926484985187	-0.1309926484985187	-0.1309926484985187	0.0	0.0	bc1016	bc1012
bc1003##bc1011##D-Glucose	0.0	0.0	0.0	-0.14834252086459365	-0.27015631706377596	-0.27015631706377596	-0.27015631706377596	bc1003	bc1011
bc1012##bc1011##D-Glucose	0.0	0.0	0.0	-0.27015631706377613	-0.27015631706377613	-0.2701563170637749	-0.2701563170637749	bc1012	bc1011
bc1016##bc1011##D-Glucose	0.0	0.0	0.0	-0.2701563170637757	-0.2701563170637757	-0.2701563170637757	-0.2701563170637757	bc1016	bc1011
bc1011##bc1003##D-Glucose	0.0	0.0	0.0	0.0	-0.27859525236686294	-0.27859525236686294	-0.27859525236686294	bc1011	bc1003
bc1012##bc1003##D-Glucose	0.0	0.0	0.0	0.0	-0.2785952523668645	-0.2785952523668633	-0.2785952523668633	bc1012	bc1003
bc1016##bc1003##D-Glucose	0.0	0.0	0.0	0.0	-0.2785952523668641	-0.2785952523668641	-0.2785952523668641	bc1016	bc1003
bc1003##bc1012##D-Glucose	0.0	0.0	0.0	0.0	0.0	-0.18156064653432794	-0.18156064653432794	bc1003	bc1012
bc1011##bc1012##D-Glucose	0.0	0.0	0.0	0.0	0.0	-0.18156064653432702	-0.18156064653432702	bc1011	bc1012
bc1016##bc1012##D-Glucose	0.0	0.0	0.0	0.0	0.0	-0.18156064653432777	-0.18156064653432777	bc1016	bc1012
