	Source	Target	SourceType	Weight	ABS_Weight	Sign_Weight	ABSRootWeight	SignedRootWeight
0	Bacteroides_caecimuris_I48	L-Serine	Microbe	-1.0000000000000002	1.0000000000000002	-1.0	1.0	-1.0
1	Muribaculum_intestinale_YL27	D-Glucose-e0	Microbe	-0.9999999999999998	0.9999999999999998	-1.0	0.9999999999999999	-0.9999999999999999
2	Muribaculum_intestinale_YL27	lactate	Microbe	-0.9999999999999984	0.9999999999999984	-1.0	0.9999999999999992	-0.9999999999999992
3	Muribaculum_intestinale_YL27	Propionate-e0	Microbe	1178.3355749271511	1178.3355749271511	1.0	34.32689288192497	34.32689288192497
4	Bacteroides_caecimuris_I48	L-Tyrosine	Microbe	-17.083554956435904	17.083554956435904	-1.0	4.133225732576906	-4.133225732576906
5	Muribaculum_intestinale_YL27	Mg-e0	Microbe	-0.9241112603107857	0.9241112603107857	-1.0	0.9613070582861575	-0.9613070582861575
6	Muribaculum_intestinale_YL27	L-Threonine	Microbe	-1.0000000000000002	1.0000000000000002	-1.0	1.0	-1.0
7	Muribaculum_intestinale_YL27	K+-e0	Microbe	-0.9241112603080873	0.9241112603080873	-1.0	0.9613070582847539	-0.9613070582847539
8	Muribaculum_intestinale_YL27	L-Methionine-e0	Microbe	-20.48243529482133	20.48243529482133	-1.0	4.525752456202319	-4.525752456202319
9	Muribaculum_intestinale_YL27	L-Alanine-e0	Microbe	-1.0000000000000009	1.0000000000000009	-1.0	1.0000000000000004	-1.0000000000000004
10	Bacteroides_caecimuris_I48	Inosine-e0	Microbe	-58.084785613462735	58.084785613462735	-1.0	7.62133752129262	-7.62133752129262
11	Bacteroides_caecimuris_I48	Phosphate-e0	Microbe	-127.45775495817237	127.45775495817237	-1.0	11.289718993764742	-11.289718993764742
12	Muribaculum_intestinale_YL27	5-Methylthio-D-ribose-e0	Microbe	0.4999999999936086	0.4999999999936086	1.0	0.7071067811820281	0.7071067811820281
13	Muribaculum_intestinale_YL27	Sulfate-e0	Microbe	-0.924111260321888	0.924111260321888	-1.0	0.961307058291932	-0.961307058291932
14	Muribaculum_intestinale_YL27	Riboflavin	Microbe	-1.0000000000000004	1.0000000000000004	-1.0	1.0000000000000002	-1.0000000000000002
15	Muribaculum_intestinale_YL27	Formate-e0-e0	Microbe	-168.9989305780844	168.9989305780844	-1.0	12.999958868322793	-12.999958868322793
16	Muribaculum_intestinale_YL27	L-Glutamate	Microbe	-0.9999999999999991	0.9999999999999991	-1.0	0.9999999999999996	-0.9999999999999996
17	Muribaculum_intestinale_YL27	Glycerol-e0	Microbe	-1.0000000000000009	1.0000000000000009	-1.0	1.0000000000000004	-1.0000000000000004
18	Muribaculum_intestinale_YL27	L-Arginine-e0	Microbe	-0.9999999999999997	0.9999999999999997	-1.0	0.9999999999999998	-0.9999999999999998
19	Bacteroides_caecimuris_I48	5'-Deoxyadenosine-e0	Microbe	1.500000000042312	1.500000000042312	1.0	1.224744871408863	1.224744871408863
20	Bacteroides_caecimuris_I48	Glutamine	Microbe	-66.04418553836436	66.04418553836436	-1.0	8.126757381536892	-8.126757381536892
21	Bacteroides_caecimuris_I48	L-Asparagine-e0	Microbe	-28.989573166235765	28.989573166235765	-1.0	5.384196612888107	-5.384196612888107
22	Muribaculum_intestinale_YL27	L-Proline	Microbe	-26.584324739310308	26.584324739310308	-1.0	5.155998908001272	-5.155998908001272
