	0.0000-0.0000	0.0000-0.0029	0.0029-0.0034	0.0229-0.0237	0.0237-0.1958	0.1958-0.2278	0.2278-0.3278	0.3278-0.3308	0.3308-0.3308	0.4703-0.4773	0.4773-0.5024	0.5024-0.5151	0.5152-0.5163	0.5163-0.5164	0.5164-0.5179	0.5179-0.5179	0.5179-0.5510	0.5510-0.5511	0.5511-0.5512	0.5521-0.5618	0.5618-0.5627	0.5627-0.5627	0.5627-0.5633	0.5633-0.5641	0.5641-2.6933	2.6933-3.2348	3.2348-3.2349	3.2349-3.6623	3.6623-4.3631	4.3631-4.3883	4.3909-5.1401	5.1401-5.9606	5.9606-7.1779	7.1779-9.2831	9.2831-14.4463	14.4463-20.0000	Source	Target
PAN##Enterocloster_clostridioformis_YL32##Metabolite##None	126.68907411984473	126.68907411981519	126.68907411998727	126.68907412035348	126.68907411709394	126.68907411699568	126.6890741170516	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	126.68907411561082	126.68907411561082	126.68907411561082	126.68907411561082	126.68907411561082	PAN	Enterocloster_clostridioformis_YL32
Enterocloster_clostridioformis_YL32##Glycine-e0##Microbe##Putrescine-e0	0.33333333330499365	0.33333333330486964	-1.6190476190586516	-2.0000000000053437	-2.000000000014023	-2.0000000000130673	-2.0000000000133347	-2.0000000000003166	-1.9999999999847702	-1.3333333333331898	0.0	-4.000000000010678	-0.40000000000022395	4.999999999992597	4.999999999999972	4.999999999998475	4.999999999998885	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Enterocloster_clostridioformis_YL32	Glycine-e0
Enterocloster_clostridioformis_YL32##Glycine-e0##Microbe##Spermidine-e0	-0.3333333333680551	-0.33333333336782905	1.6190476190052414	-1.0000000000135525	-0.9999999999887896	-2.000000000007232	-1.9999999999977551	-10.105261716768073	54.000000000235325	-2.6666666666666234	-4.0000000000020375	0.0	-3.600000000001058	8.999999999983293	9.00000000000068	8.99999999999792	8.999999999997721	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Enterocloster_clostridioformis_YL32	Glycine-e0
Enterocloster_clostridioformis_YL32##Glycine-e0##Microbe##Thiamin-e0	6.571428571451484	6.57142857145085	-2.571428571348316	4.5000000000173594	4.499999999928175	7.999999999991566	7.9999999999581215	22.18420800433756	-90.00000000052763	6.999999999993708	5.000000000012454	10.999999999965548	5.600000000008852	10.999999999945992	10.999999999956115	10.999999999949923	10.99999999995177	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Enterocloster_clostridioformis_YL32	Glycine-e0
Enterocloster_clostridioformis_YL32##Glycine-e0##Microbe##Folate-e0	5.9761904761413325	5.976190476139852	3.0476190475955622	6.749999999973111	6.75000000000694	7.00000000001019	7.000000000007465	8.013157714601661	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Enterocloster_clostridioformis_YL32	Glycine-e0
Enterocloster_clostridioformis_YL32##Glycine-e0##Microbe##O2-e0	1.2000000000345064	0.666666666672774	-3.2380952380648744	-0.999999999992308	-1.000000000025545	0.0	0.0	4.052630858384418	-28.00000000009698	0.6666666666674465	1.999999999999503	-2.0000000000054183	1.5999999999993897	-1.9999999999889198	-1.9999999999944382	-1.999999999992583	-1.9999999999923368	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Enterocloster_clostridioformis_YL32	Glycine-e0
Enterocloster_clostridioformis_YL32##Glycine-e0##Microbe##PAN	-2542.2877240388593	-2542.021057371611	-2093.484946793121	-1218.7334097651642	-1218.7334097343191	-1186.3207628607333	-1186.320762861261	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Enterocloster_clostridioformis_YL32	Glycine-e0
Enterocloster_clostridioformis_YL32##Glycine-e0##Microbe##Puryvate	0.23809523809613597	0.23809523809624775	-1.7142857142723524	0.4999999999989555	0.5000000000068969	0.0	0.0	-2.0263154291920813	14.000000000041114	-0.33333333333394405	-0.9999999999992644	1.0000000000001406	-0.7999999999993861	0.9999999999935775	0.9999999999950858	0.9999999999953663	0.9999999999952345	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Enterocloster_clostridioformis_YL32	Glycine-e0
Enterocloster_clostridioformis_YL32##Glycine-e0##Microbe##N-acetyl-D-gluosamine	-0.3333333333311406	-0.3333333333315123	1.6190476190370218	-0.4999999999974354	-0.5000000000040629	0.0	0.0	2.026315429192041	-1355.788466332908	-60.87018921348683	164.98359566909417	-521.3036275041428	96.35487335175429	-471.56887185573567	-471.5688718564397	-471.5688718562914	-471.56887185631604	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Enterocloster_clostridioformis_YL32	Glycine-e0
Enterocloster_clostridioformis_YL32##Phosphate-e0##Microbe##PAN	-127.45775496148102	-127.45775496145279	-127.45775496160738	-127.45775496341984	-127.45775495867824	-127.45775495857951	-127.4577549586348	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-127.45775495718364	-127.45775495718364	-127.45775495718364	-127.45775495718364	-127.45775495718364	Enterocloster_clostridioformis_YL32	Phosphate-e0
