	0.0000-0.0000	0.0000-0.0029	0.0029-0.0034	0.0229-0.0237	0.0237-0.1958	0.1958-0.2278	0.2278-0.3278	0.3278-0.3308	0.3308-0.3308	0.4703-0.4773	0.4773-0.5024	0.5024-0.5151	0.5152-0.5163	0.5163-0.5164	0.5164-0.5179	0.5179-0.5179	0.5179-0.5510	0.5510-0.5511	0.5511-0.5512	0.5521-0.5618	0.5618-0.5627	0.5627-0.5627	0.5627-0.5633	0.5633-0.5641	0.5641-2.6933	2.6933-3.2348	3.2348-3.2349	3.2349-3.6623	3.6623-4.3631	4.3631-4.3883	4.3909-5.1401	5.1401-5.9606	5.9606-7.1779	7.1779-9.2831	9.2831-14.4463	14.4463-20.0000	Source	Target
Blautia_coccoides_YL58##Inosine-e0##Microbe	-32.67381898594103	-32.67381898620979	-32.67381898620979	-32.67381898620979	-32.67381898620979	-32.67381898620979	-32.67381898620979	-32.67381898620979	-32.67381898620979	-32.67381898620979	-32.67381898620979	-32.67381898620979	-32.67381898620979	-32.67381898620979	-32.67381898620979	-32.67381898620979	-32.67381898620979	-32.67381898620979	-32.67381898620979	-32.67381898620979	-32.67381898620979	-32.67381898620979	-32.6738189863722	-31.673818986370676	-31.673818986370676	-31.673818957971317	3.4775394880395742	-31.673818984063367	-31.673818984055387	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Blautia_coccoides_YL58	Inosine-e0
Enterocloster_clostridioformis_YL32##Putrescine-e0##Microbe	-0.9999999999999992	-0.9999999999999998	-1.0000000000000004	-1.0000000000000009	-1.0000000000000007	-0.9999999999999993	-0.9999999999999999	-0.9999999999999992	-0.9999999999999997	-1.0000000000000002	-1.0000000000000007	-1.0000000000000002	-1.0000000000000007	-0.9999999999999977	-1.0	-0.9999999999999999	-1.0000000000000007	-0.999999999999999	-0.9999999999999986	-1.0000000000000004	-0.9999999999999988	-0.9999999999999984	-0.9999999999999984	-1.000000000000001	-1.0000000000000002	-1.0000000000000002	-1.0000000000000002	-1.0000000000000002	-1.0000000000000002	-1.0000000000000002	-1.0000000000000002	-1.0000000000000002	-1.0000000000000002	-1.0000000000000002	-1.0000000000000002	0.0	Enterocloster_clostridioformis_YL32	Putrescine-e0
Blautia_coccoides_YL58##Phosphate-e0##Microbe	-129.8641856249164	-129.86418562585462	-129.86418562585462	-129.86418562585462	-129.86418562585462	-129.86418562585462	-129.86418562585462	-129.86418562585462	-129.86418562585462	-129.86418562585462	-129.86418562585462	-129.86418562585462	-129.86418562585462	-129.86418562585462	-129.86418562585462	-129.86418562585462	-129.86418562585462	-129.86418562585462	-129.86418562585462	-129.86418562585462	-129.86418562585462	-129.86418562585462	-129.8641856264085	-129.8641856264085	-129.8641856264085	-129.86418552877026	-9.27651604620328	-129.86418561843593	-129.864185618412	-129.8641856184341	-36.34272866624353	-36.34272866624353	-36.342728666171325	-36.34272866632547	-36.3427286662635	-28.229244456270568	Blautia_coccoides_YL58	Phosphate-e0
Blautia_coccoides_YL58##Succinate-e0##Microbe	2029.8196407289001	2030.8466191611333	2030.8466191611333	2030.8466191611333	2030.8466191611333	2030.8466191611333	2030.8466191611333	2030.8466191611333	2030.8466191611333	2030.8466191611333	2030.8466191611333	2030.8466191611333	2030.8466191611333	2030.8466191611333	2030.8466191611333	2030.8466191611333	2030.8466191611333	2030.8466191611333	2030.8466191611333	2030.8466191611333	2030.8466191611333	2030.8466191611333	2030.8466191698808	2030.5228781626045	2030.5228781626045	2030.5228766387463	131.97592407313616	2026.5832479372161	2026.5832479368223	1996.9602517650544	1937.8084909228442	1937.8084909228442	1742.7268505196898	1742.7268505215998	1742.7268505211246	1706.1910945837321	Blautia_coccoides_YL58	Succinate-e0
Enterocloster_clostridioformis_YL32##Puryvate##Microbe	-1.0000000000000002	-0.9999999999999987	-1.0	-1.0	-1.0000000000000002	-1.0000000000000002	-1.0	-0.9999999999999993	-1.0000000000000007	-0.9999999999999998	-1.0000000000000002	-0.9999999999999978	-0.9999999999999989	-0.9999999999999993	-0.9999999999999996	-1.0	-1.0000000000000004	-0.9999999999999993	-0.9999999999999996	-1.0000000000000009	-1.0	-1.0	-1.0	-0.9999999999999994	-1.0000000000000009	-1.0000000000000009	-1.0000000000000009	-1.0000000000000009	-1.0000000000000009	-1.0000000000000009	-1.0000000000000004	-1.0	-1.0	-1.0	-1.0	-1.0	Enterocloster_clostridioformis_YL32	Puryvate
Blautia_coccoides_YL58##L-Proline-e0##Microbe	-18.087781191029517	-18.0877811911589	-18.0877811911589	-18.0877811911589	-18.0877811911589	-18.0877811911589	-18.0877811911589	-18.0877811911589	-18.0877811911589	-18.0877811911589	-18.0877811911589	-18.0877811911589	-18.0877811911589	-18.0877811911589	-18.0877811911589	-18.0877811911589	-18.0877811911589	-18.0877811911589	-18.0877811911589	-18.0877811911589	-18.0877811911589	-18.0877811911589	-18.087781191236395	-18.087781191236395	-18.087781191236395	-18.08778117756145	-1.1867700816697941	-18.08778119013613	-18.087781190131217	-18.087781190136088	-18.087781190135036	-18.087781190135036	-18.087781190142813	-18.087781190166545	-18.08778119015881	-16.983863890779073	Blautia_coccoides_YL58	L-Proline-e0
Enterocloster_clostridioformis_YL32##L-Aspartate-e0##Microbe	-201.40724161059393	-201.40724161055056	20.147839418954447	-242.04947248957552	-242.04947248356513	-242.04947248337712	-292.9785519743153	-0.9999999999999997	-0.9999999999999981	-1.0	-1.0000000000000009	-0.9999999999999986	-1.000000000000001	-0.9999999999999996	-0.9999999999999993	-0.9999999999999992	-1.0	-1.0000000000000007	-0.9999999999999982	-1.0000000000000002	-1.0000000000000022	-0.9999999999999996	-0.9999999999999996	-1.0000000000000009	-0.999999999999999	-0.999999999999999	-0.999999999999999	-0.999999999999999	-0.999999999999999	-0.999999999999999	-0.9999999999999991	-1.0000000000000007	-1.0000000000000007	-1.0000000000000007	-1.0000000000000007	-1.0000000000000007	Enterocloster_clostridioformis_YL32	L-Aspartate-e0
Blautia_coccoides_YL58##Urea-e0##Microbe	5.1451731764018405e-11	6.101208427367055e-11	6.101208427367055e-11	6.101208427367055e-11	6.101208427367055e-11	6.101208427367055e-11	6.101208427367055e-11	6.101208427367055e-11	6.101208427367055e-11	6.101208427367055e-11	6.101208427367055e-11	6.101208427367055e-11	6.101208427367055e-11	6.101208427367055e-11	6.101208427367055e-11	6.101208427367055e-11	6.101208427367055e-11	6.101208427367055e-11	6.101208427367055e-11	6.101208427367055e-11	6.101208427367055e-11	6.101208427367055e-11	6.55870913135459e-11	6.55870913135459e-11	6.55870913135459e-11	-7.841408633524338e-10	-1.0519813704923353	-2.495115225542577e-12	-2.417843703028666e-12	-2.7622348852673895e-12	-2.7794433421490794e-12	-2.7794433421490794e-12	9.605649609056854e-13	-4.067080006109336e-12	0.9999999999962209	1.1395818573816623	Blautia_coccoides_YL58	Urea-e0
Enterocloster_clostridioformis_YL32##Inosine-e0##Microbe	-110.21788777629612	-110.21788777626942	-110.21788777640907	-110.21788777692352	-110.21788777373214	-110.21788777363646	-110.21788777368776	3.2086433309800224	-259.4346096573273	-14.262378785950338	-14.262378785989627	-14.262378786035557	-14.262378785947169	-14.262378785943682	-14.262378785961328	-14.262378785953038	-14.262378785953954	-159.4520027379425	-159.45200273793517	-16.084143048216436	-16.084143048239067	-150.77850444620137	-150.77850444620137	-150.77850444533186	-28.90825412945886	-28.90825412945886	-28.90825412945886	-28.90825412945886	-28.90825412945886	-28.90825412945886	-28.908254129453155	-202.14666267768897	-202.14666267768897	-202.14666267768897	-201.14666267768357	-202.14666267767018	Enterocloster_clostridioformis_YL32	Inosine-e0
Enterocloster_clostridioformis_YL32##Phosphate-e0##Microbe	-127.45775496148102	-127.45775496145279	-127.45775496160738	-127.45775496341984	-127.45775495867824	-127.45775495857951	-127.4577549586348	-0.32655959104281557	-18.227266887827035	-18.227266887591647	-18.22726688762777	-18.227266887658534	-18.22726688759494	-18.22726688750456	-18.227266887525868	-18.227266887587568	-18.22726688758845	-18.227266887509355	-18.227266887508286	-18.22726688758319	-18.22726688760396	-18.227266887618917	-18.227266887618917	-18.227266887460154	-18.227266887644866	-18.227266887644866	-18.227266887644866	-18.227266887644866	-18.227266887644866	-18.227266887644866	-18.227266887641747	-127.45775495718364	-127.45775495718364	-127.45775495718364	-127.45775495718364	-127.45775495718364	Enterocloster_clostridioformis_YL32	Phosphate-e0
Blautia_coccoides_YL58##L-Asparagine-e0##Microbe	-16.661009646696	-16.661009646817366	-16.661009646817366	-16.661009646817366	-16.661009646817366	-16.661009646817366	-16.661009646817366	-16.661009646817366	-16.661009646817366	-16.661009646817366	-16.661009646817366	-16.661009646817366	-16.661009646817366	-16.661009646817366	-16.661009646817366	-16.661009646817366	-16.661009646817366	-16.661009646817366	-16.661009646817366	-16.661009646817366	-16.661009646817366	-16.661009646817366	-16.661009646888246	-16.661009646888246	-16.661009646888246	-16.66100963431086	-1.1238215190388778	-16.661009645868713	-16.661009645864503	-16.661009645867814	-16.661009645867846	-16.661009645867846	-16.661009645877723	-16.661009645896517	-16.66100964589021	-15.90462657743215	Blautia_coccoides_YL58	L-Asparagine-e0
Blautia_coccoides_YL58##L-Tyrosine-e0##Microbe	-11.97274479077962	-11.972744790872328	-11.972744790872328	-11.972744790872328	-11.972744790872328	-11.972744790872328	-11.972744790872328	-11.972744790872328	-11.972744790872328	-11.972744790872328	-11.972744790872328	-11.972744790872328	-11.972744790872328	-11.972744790872328	-11.972744790872328	-11.972744790872328	-11.972744790872328	-11.972744790872328	-11.972744790872328	-11.972744790872328	-11.972744790872328	-11.972744790872328	-11.972744790927912	-11.972744790927912	-11.972744790927912	-11.972744781212505	0.0728896904372901	-11.972744790138162	-11.972744790134634	-11.972744790137208	-11.9727447901367	-11.9727447901367	-11.972744790138641	-11.972744790157059	-11.972744790153037	-12.674369171773307	Blautia_coccoides_YL58	L-Tyrosine-e0
Blautia_coccoides_YL58##N-acetylneuraminate (as sialic residue)##Microbe	-1.0000000000000002	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0000000000000002	-1.0000000000000002	-1.0000000000000002	-0.9999999999999997	-0.9999999999999978	-0.9999999999999994	-0.9999999999999991	-0.9999999999999996	-1.0000000000000004	-1.0000000000000004	-1.0000000000000007	-1.0000000000000009	-1.0000000000000002	-0.9999999999999991	Blautia_coccoides_YL58	N-acetylneuraminate (as sialic residue)
Blautia_coccoides_YL58##fe3-e0##Microbe	-0.706062536005536	-0.7060625360106125	-0.7060625360106125	-0.7060625360106125	-0.7060625360106125	-0.7060625360106125	-0.7060625360106125	-0.7060625360106125	-0.7060625360106125	-0.7060625360106125	-0.7060625360106125	-0.7060625360106125	-0.7060625360106125	-0.7060625360106125	-0.7060625360106125	-0.7060625360106125	-0.7060625360106125	-0.7060625360106125	-0.7060625360106125	-0.7060625360106125	-0.7060625360106125	-0.7060625360106125	-0.7060625360136318	-0.7060625360136318	-0.7060625360136318	-0.7060625354832681	-0.050979470598824086	-0.7060625359704149	-0.7060625359702721	-0.7060625359704032	-0.7060625359703284	-0.7060625359703284	-0.7060625359708197	-0.7060625359712523	-0.7060625359710657	-0.7060625359715385	Blautia_coccoides_YL58	fe3-e0
Blautia_coccoides_YL58##Mn2+-e0##Microbe	-0.7060625360038846	-0.7060625360089618	-0.7060625360089618	-0.7060625360089618	-0.7060625360089618	-0.7060625360089618	-0.7060625360089618	-0.7060625360089618	-0.7060625360089618	-0.7060625360089618	-0.7060625360089618	-0.7060625360089618	-0.7060625360089618	-0.7060625360089618	-0.7060625360089618	-0.7060625360089618	-0.7060625360089618	-0.7060625360089618	-0.7060625360089618	-0.7060625360089618	-0.7060625360089618	-0.7060625360089618	-0.7060625360119813	-0.7060625360119813	-0.7060625360119813	-0.7060625354816187	-0.05097947059871004	-0.7060625359687597	-0.7060625359686147	-0.7060625359687701	-0.7060625359687457	-0.7060625359687457	-0.7060625359692757	-0.7060625359699209	-0.70606253596972	-0.7060625359702823	Blautia_coccoides_YL58	Mn2+-e0
Enterocloster_clostridioformis_YL32##L-Valine-e0##Microbe	-50.889993073705256	-50.88999307370202	-50.88999307376537	-50.889993073909785	-50.88999307257523	-50.8899930725386	-50.88999307256087	-0.13038528201975236	-7.277591590626512	-7.277591590583412	-7.277591590594767	-7.277591590610996	-7.2775915905858835	-7.277591590574553	-7.277591590587582	-7.277591590577148	-7.27759159057787	-7.277591590580687	-7.277591590580533	-7.277591590581207	-7.277591590585192	-7.27759159059737	-7.27759159059737	-7.277591590558894	-7.2775915906048985	-7.2775915906048985	-7.2775915906048985	-7.2775915906048985	-7.2775915906048985	-7.2775915906048985	-7.277591590603807	-50.889993072004245	-50.889993072004245	-50.889993072004245	-50.889993072004245	-50.889993072004245	Enterocloster_clostridioformis_YL32	L-Valine-e0
PAN##Blautia_coccoides_YL58##Metabolite	96.79614652097966	96.79614652167574	96.79614652167574	96.79614652167574	96.79614652167574	96.79614652167574	96.79614652167574	96.79614652167574	96.79614652167574	96.79614652167574	96.79614652167574	96.79614652167574	96.79614652167574	96.79614652167574	96.79614652167574	96.79614652167574	96.79614652167574	96.79614652167574	96.79614652167574	96.79614652167574	96.79614652167574	96.79614652167574	96.79614652208973	96.79614652208973	96.79614652208973	96.79614644938059	0.01896774674222579	96.79614651616535	96.79614651614602	96.79614651616605	96.79614651615971	96.79614651615971	96.79614651622637	96.79614651630774	96.79614651628108	96.7961465163526	PAN	Blautia_coccoides_YL58
Enterocloster_clostridioformis_YL32##L-Glutamate-e0##Microbe	-95.1858367656626	-95.05250343227846	242.55523908907512	-855.3673806285224	-855.3673806051182	-838.2860571681044	-838.2860571684828	4.335573132160784	-854.3264537148631	-1.0000000000000002	-1.0000000000000009	-1.0000000000000009	-1.0000000000000013	-0.9999999999999999	-0.9999999999999996	-1.0	-0.9999999999999998	-0.9999999999999992	-1.0000000000000007	-1.0000000000000004	-0.9999999999999982	-1.0	-1.0	-1.0000000000000004	-0.9999999999999984	-0.9999999999999984	-0.9999999999999984	-0.9999999999999984	-0.9999999999999984	-0.9999999999999984	-1.0000000000000002	-1.0	-1.0	-1.0	-1.0	-1.0	Enterocloster_clostridioformis_YL32	L-Glutamate-e0
