	0.0000-0.0000	0.0000-0.0806	0.0806-0.0872	0.0992-0.1103	0.3358-0.3465	0.3465-0.3466	0.4479-0.4804	0.4804-0.4829	0.4829-0.4891	0.4892-0.4938	0.4938-0.4939	0.4939-0.4980	0.7431-0.7435	0.7435-0.9633	0.9633-0.9658	0.9814-1.0067	1.0067-1.0834	1.0834-1.1441	1.1441-1.1441	1.1938-1.4440	1.4440-1.4442	1.7046-1.7046	1.7048-1.7048	1.7048-1.7773	1.7773-1.7778	1.7778-1.8141	1.8141-20.0000	Source	Target
Muribaculum_intestinale_YL27##L-Aspartate-e0##Microbe	-1650.710487984511	-1764.9224647761419	201.04688408180667	-1077.3157374812622	-1077.315737478163	-96.41943606870146	-0.9999999999999998	-0.999999999999999	-1.0	-0.9999999999999986	-0.9999999999999999	-1.0000000000000018	-1.0	-1.0000000000000004	-1.0000000000000007	-1.0	-0.9999999999999996	-0.9999999999999989	-0.9999999999999994	-0.9999999999999992	-1.0000000000000002	-0.9999999999999992	-0.9999999999999999	-0.9999999999999992	-0.9999999999999997	-1.0000000000000013	-0.9999999999999992	Muribaculum_intestinale_YL27	L-Aspartate-e0
Muribaculum_intestinale_YL27##Inosine-e0##Microbe	-58.084785614394136	-58.084785614418784	-58.08478561393581	-58.084785614595134	-58.08478561445566	-58.08478561446529	-58.08478561455299	-58.084785614631464	-58.08478561455713	-58.084785614575715	-58.08478561448282	-58.08478561434866	-58.08478561406457	-58.08478561406735	-58.08478561388304	-58.08478561418383	-58.08478561397302	-58.08478561441787	-58.08478561418526	-58.084785613947254	-58.084785614117905	-58.08478561391006	-58.08478561390216	-58.084785614291015	-58.08478561413588	-58.08478561398	-58.08478561414811	Muribaculum_intestinale_YL27	Inosine-e0
Muribaculum_intestinale_YL27##L-Proline##Microbe	-26.584324739669054	-26.584324739680348	-26.584324739441556	-26.58432473974568	-26.5843247396652	-26.584324739663955	-26.58432473969217	-26.584324739734424	-26.58432473969434	-26.584324739704044	-26.58432473966217	-26.584324739607123	-26.584324739493162	-26.58432473949496	-26.58432473942244	-26.584324739523684	-26.58432473946146	-26.584324739638713	-26.584324739534047	-26.58432473945044	-26.584324739499888	-26.584324739417653	-26.584324739406398	-26.58432473957631	-26.58432473950714	-26.58432473943947	-26.58432473949935	Muribaculum_intestinale_YL27	L-Proline
Muribaculum_intestinale_YL27##Phosphate-e0##Microbe	-127.45775496007167	-127.45775496012988	-127.45775495904064	-127.45775496047467	-127.45775496010417	-127.45775496010974	-127.45775496027942	-127.45775496045114	-127.45775496027736	-127.4577549603231	-127.45775496012047	-127.45775495984645	-127.45775495928467	-127.45775495929225	-127.4577549589215	-127.45775495949049	-127.45775495908823	-127.45775495995875	-127.45775495949793	-127.45775495904051	-127.45775495931902	-127.45775495882882	-127.45775495883525	-127.45775495961047	-127.45775495931166	-127.45775495907638	-127.45775495930525	Muribaculum_intestinale_YL27	Phosphate-e0
Muribaculum_intestinale_YL27##L-Cysteine-e0##Microbe	-13.013505963569264	-13.013505963578766	-995.9981803845218	-356.8168696132377	-764.4432807857191	-641.8312431094877	-1149.4679995307526	-424.6089305707024	-1433.0689180935067	-1405.6141322736075	-1145.88108928061	-1145.881089278303	-1145.8810892732015	-1145.8810892732793	-205.32884603506494	-1.0000000000000009	-0.9999999999999983	-0.9999999999999994	-1.0000000000000004	-1.0	-0.9999999999999997	-1.0000000000000002	-1.0000000000000002	-1.0000000000000013	-1.0000000000000022	-1.0000000000000009	-1.0000000000000002	Muribaculum_intestinale_YL27	L-Cysteine-e0
Muribaculum_intestinale_YL27##L-Histidine-e0##Microbe	-11.393282031288837	-11.393282031294197	-11.393282031170873	-11.393282031314207	-11.393282031269104	-11.393282031262949	-11.393282031270921	-11.393282031291744	-11.39328203127177	-11.393282031275865	-11.393282031257122	-11.39328203123625	-11.39328203119445	-11.393282031195849	-11.393282031165409	-11.393282031195994	-11.393282031183796	-11.393282031251692	-11.393282031206343	-11.393282031174927	-11.39328203118642	-11.393282031154564	-11.393282031147075	-11.393282031214985	-11.393282031181672	-11.393282031162641	-11.393282031172765	Muribaculum_intestinale_YL27	L-Histidine-e0
Muribaculum_intestinale_YL27##H+-e0##Microbe	1674.394981320018	1847.7129465071566	864.7282720685602	1503.9095828616087	-732.2424986611958	-241.79434795674982	361.2618445320319	-1088.456293390742	676.3486847765846	872.5541100169944	-36.51154045226929	348.46091884079544	348.46091883942063	348.460918839463	-1532.6435676317128	-731.3759848939359	-3020.89081859537	520.0985069888951	-3128.1160063903335	-2066.386667016023	-782.6779373124605	2439.7034942252303	2439.7034942247765	-731.8375797767023	-2703.8903062719237	-732.8375797727147	-732.837579774649	Muribaculum_intestinale_YL27	H+-e0
Muribaculum_intestinale_YL27##D-Glucose-e0##Microbe	-954.4316802314947	-983.9846744296365	-1.0	-1.0000000000000007	-0.9999999999999996	-1.0000000000000004	-1.0000000000000002	-1.0000000000000007	-1.0000000000000002	-1.0000000000000004	-0.9999999999999998	-0.9999999999999982	-1.0000000000000016	-0.9999999999999991	-0.9999999999999989	-0.9999999999999982	-0.9999999999999992	-0.9999999999999987	-0.9999999999999993	-0.9999999999999996	-1.0	-0.9999999999999996	-0.9999999999999998	-0.9999999999999996	-1.0	-0.999999999999999	-1.0	Muribaculum_intestinale_YL27	D-Glucose-e0
Muribaculum_intestinale_YL27##L-Phenylalanine##Microbe	-22.280195972292976	-22.2801959723023	-22.28019597210659	-22.28019597235848	-22.280195972293736	-22.280195972294024	-22.280195972316623	-22.280195972352402	-22.280195972318683	-22.280195972326883	-22.28019597229172	-22.280195972246386	-22.280195972149635	-22.280195972151212	-22.2801959720921	-22.280195972179108	-22.280195972125195	-22.280195972278197	-22.280195972189897	-22.28019597211607	-22.280195972157582	-22.280195972086066	-22.280195972076378	-22.280195972222817	-22.28019597216517	-22.28019597210634	-22.280195972160538	Muribaculum_intestinale_YL27	L-Phenylalanine
Muribaculum_intestinale_YL27##Mg-e0##Microbe	-0.924111260324689	-0.9241112603251102	-0.9241112603167229	-0.9241112603272025	-0.9241112603245519	-0.9241112603244405	-0.9241112603254836	-0.924111260326889	-0.9241112603256412	-0.9241112603259899	-0.9241112603243437	-0.9241112603224627	-0.9241112603184394	-0.9241112603185158	-0.9241112603156235	-0.9241112603192427	-0.9241112603168371	-0.9241112603237237	-0.9241112603190628	-0.9241112603165209	-0.9241112603188949	-0.9241112603157478	-0.9241112603149972	-0.9241112603209166	-0.92411126031832	-0.9241112603169511	-0.9241112603181036	Muribaculum_intestinale_YL27	Mg-e0
Muribaculum_intestinale_YL27##Glutamine##Microbe	-119.74769028697071	-62.64170189156471	-62.64170189093362	-62.64170189171741	-62.641701891494215	-553.0898525962039	-45.45309617624342	-45.453096176318404	-45.453096176244465	-66.04418554157778	-66.04418554146912	-66.04418554132369	-66.04418554105537	-66.0441855410593	-1006.59642877611	-0.9999999999999996	-1.0000000000000002	-0.9999999999999991	-1.0	-1.0000000000000009	-1.0000000000000007	-1.0000000000000002	-1.0000000000000004	-0.9999999999999998	-0.9999999999999998	-0.9999999999999993	-1.000000000000001	Muribaculum_intestinale_YL27	Glutamine
Muribaculum_intestinale_YL27##Sucrose##Microbe	-1.0000000000000009	-1.0000000000000004	-0.9999999999999996	-0.9999999999999991	-1.0000000000000002	-0.9999999999999998	-1.0000000000000004	-1.0000000000000024	-1.0000000000000004	-1.0000000000000007	-1.0000000000000002	-0.9999999999999999	-1.0000000000000004	-1.0000000000000009	-0.9999999999999988	-1.0000000000000002	-0.9999999999999999	-0.9999999999999997	-1.0000000000000007	-1.0000000000000013	-1.0000000000000007	-1.0000000000000016	-1.0000000000000009	-1.0000000000000018	-1.0000000000000009	-1.0000000000000007	-1.0000000000000009	Muribaculum_intestinale_YL27	Sucrose
Muribaculum_intestinale_YL27##NH3-e0##Microbe	1431.5502469831063	1431.5502469837272	448.5655725497791	1087.746883337687	1495.3732945080726	1372.7612568318482	1468.1806929022878	1461.1879958780592	956.9580021143058	970.6853950248541	1490.1514810050205	1105.179021709139	1105.1790217042571	1105.1790217043306	1575.455143318962	1575.45514332506	2720.2125601729495	-820.7767654136168	-820.7767654105036	462.93196429769273	-818.7767654094171	-818.7767654067134	-818.7767654064827	-818.7767654117293	-818.7767654096388	-818.7767654075773	-818.7767654092619	Muribaculum_intestinale_YL27	NH3-e0
Muribaculum_intestinale_YL27##L-Threonine##Microbe	-74.99313011412507	-74.99313011415876	-74.99313011349219	-74.99313011434906	-74.99313011411927	-74.99313011411829	-74.99313011420237	-74.99313011431668	-74.9931301142106	-74.99313011423801	-74.99313011411856	-74.99313011396228	-74.99313011363772	-74.99313011364245	-74.99313011342959	-2290.514833709416	-1.0000000000000009	-0.9999999999999993	-0.9999999999999981	-0.9999999999999989	-0.9999999999999997	-0.9999999999999989	-1.0000000000000002	-1.0000000000000004	-0.9999999999999996	-0.9999999999999984	-1.0	Muribaculum_intestinale_YL27	L-Threonine
Muribaculum_intestinale_YL27##Folate##Microbe	-1.0	-0.9999999999999999	-0.9999999999999996	-0.9999999999999997	-1.0000000000000013	-0.9999999999999989	-0.9999999999999991	-1.0	-1.0000000000000009	-1.0000000000000002	-0.9999999999999992	-0.9999999999999993	-1.0000000000000004	-1.0000000000000004	-0.9999999999999986	-0.9999999999999994	-1.0000000000000004	-1.0000000000000004	-0.999999999999999	-0.9999999999999999	-1.000000000000001	-0.9999999999999997	-1.0000000000000009	-1.0000000000000004	-0.9999999999999996	-0.9999999999999997	-1.0	Muribaculum_intestinale_YL27	Folate
Muribaculum_intestinale_YL27##Ca2+-e0##Microbe	-0.9241112603258484	-0.9241112603264786	-0.9241112603171844	-0.924111260328089	-0.9241112603242637	-0.9241112603242365	-0.9241112603255698	-0.9241112603269255	-0.9241112603256365	-0.9241112603260547	-0.9241112603244072	-0.9241112603223665	-0.924111260318149	-0.9241112603182636	-0.924111260315596	-0.9241112603189868	-0.9241112603167808	-0.9241112603232572	-0.924111260320216	-0.9241112603163307	-0.9241112603189539	-0.9241112603161802	-0.9241112603165194	-0.9241112603216567	-0.9241112603195927	-0.924111260317022	-0.9241112603184207	Muribaculum_intestinale_YL27	Ca2+-e0
Muribaculum_intestinale_YL27##Glycine-e0##Microbe	-78.04945194284855	-78.04945194287676	-78.04945194239345	-78.0494519431706	-78.04945194302786	-78.04945194313004	-78.04945194327712	-78.04945194335943	-78.04945194329052	-78.04945194331272	-857.2485809156751	-472.2761216210295	-1.0	-1.0000000000000002	-1.000000000000001	-1.0000000000000002	-1.0000000000000002	-1.0	-0.9999999999999987	-0.9999999999999998	-1.0000000000000002	-0.9999999999999991	-0.9999999999999994	-1.0000000000000002	-1.0000000000000009	-1.0000000000000009	-1.0000000000000007	Muribaculum_intestinale_YL27	Glycine-e0
Muribaculum_intestinale_YL27##fe3-e0##Microbe	-0.9241112603197785	-0.9241112603186917	-0.9241112602992005	-0.9241112603180557	-0.9241112603062999	-0.9241112603073154	-0.924111260303254	-0.9241112603085871	-0.9241112603023685	-0.9241112603023517	-0.9241112603027248	-0.9241112603037867	-0.9241112603009499	-0.9241112603013595	-0.924111260307142	-0.9241112603029124	-0.9241112603078279	-0.9241112603221618	-0.9241112603003633	-0.9241112603079108	-0.924111260299219	-0.9241112602882947	-0.9241112602897358	-0.9241112603111287	-0.9241112603034163	-0.9241112602904089	-0.9241112602976997	Muribaculum_intestinale_YL27	fe3-e0
Muribaculum_intestinale_YL27##Mn2+-e0##Microbe	-0.9241112603261753	-0.9241112603265976	-0.9241112603177947	-0.9241112603285849	-0.9241112603252533	-0.9241112603252534	-0.9241112603262641	-0.9241112603277299	-0.9241112603263094	-0.9241112603267052	-0.9241112603252574	-0.9241112603233907	-0.9241112603192162	-0.9241112603192789	-0.9241112603165555	-0.924111260321092	-0.9241112603180095	-0.9241112603249789	-0.9241112603205515	-0.9241112603174902	-0.9241112603197382	-0.9241112603172272	-0.9241112603172873	-0.9241112603224455	-0.9241112603195941	-0.9241112603173731	-0.9241112603195386	Muribaculum_intestinale_YL27	Mn2+-e0
Muribaculum_intestinale_YL27##D-Mannose-e0##Microbe	-321.84766877912483	-378.9536571747356	-378.9536571710418	-1018.1349679580801	-0.9999999999999988	-0.9999999999999997	-0.9999999999999998	-0.9999999999999994	-0.9999999999999992	-1.0000000000000009	-0.9999999999999984	-0.9999999999999993	-1.0000000000000013	-0.9999999999999992	-1.0000000000000007	-0.999999999999998	-0.9999999999999996	-0.9999999999999996	-1.0000000000000007	-1.0000000000000002	-1.0000000000000009	-1.0000000000000002	-0.9999999999999991	-0.999999999999999	-0.9999999999999991	-0.999999999999999	-0.9999999999999993	Muribaculum_intestinale_YL27	D-Mannose-e0
Muribaculum_intestinale_YL27##L-Serine##Microbe	-41.36883445550357	-41.36883445552744	-41.36883445492866	-41.36883445553102	-41.368834455285835	-41.368834455203384	-739.8444630135049	-0.9999999999999996	-1.0	-1.0000000000000007	-1.0000000000000002	-0.9999999999999991	-0.9999999999999996	-0.9999999999999996	-0.9999999999999998	-1.0000000000000009	-0.9999999999999993	-0.9999999999999998	-0.9999999999999998	-1.0000000000000009	-1.0000000000000004	-0.9999999999999994	-1.0000000000000007	-1.0000000000000013	-1.0000000000000007	-0.9999999999999994	-1.0000000000000007	Muribaculum_intestinale_YL27	L-Serine
Muribaculum_intestinale_YL27##K+-e0##Microbe	-0.9241112603229622	-0.9241112603225655	-0.9241112603155159	-0.9241112603240969	-0.9241112603244116	-0.9241112603242341	-0.9241112603251959	-0.924111260326674	-0.924111260325603	-0.9241112603260528	-0.9241112603248522	-0.9241112603224418	-0.9241112603180276	-0.9241112603179643	-0.9241112603154408	-0.9241112603175927	-0.9241112603164758	-0.9241112603223984	-0.9241112603205932	-0.9241112603162221	-0.9241112603167032	-0.924111260313575	-0.9241112603128276	-0.9241112603189883	-0.9241112603169535	-0.9241112603152019	-0.9241112603158211	Muribaculum_intestinale_YL27	K+-e0
Muribaculum_intestinale_YL27##L-Methionine-e0##Microbe	-20.482435295204667	-20.48243529521418	-20.482435295006404	-20.482435295253264	-20.482435295173946	-20.482435295164333	-20.48243529517638	-20.48243529521789	-20.4824352951789	-20.482435295187077	-20.482435295154712	-20.48243529511752	-20.482435295042837	-20.482435295045512	-20.4824352949945	-20.48243529505123	-20.482435295024196	-20.482435295143244	-20.482435295056323	-20.482435295010823	-20.48243529503154	-20.482435294969154	-20.482435294964663	-20.482435295088855	-20.482435295036318	-20.482435294984402	-20.482435294998748	Muribaculum_intestinale_YL27	L-Methionine-e0
Muribaculum_intestinale_YL27##Neu5Ac-e0##Microbe	-1.0000000000000007	-0.9999999999999994	-0.9999999999999983	-0.9999999999999989	-0.9999999999999999	-0.9999999999999991	-0.9999999999999989	-0.9999999999999987	-0.9999999999999993	-0.9999999999999997	-1.0000000000000002	-1.0000000000000004	-1.0000000000000007	-0.9999999999999991	-0.9999999999999989	-0.9999999999999976	-0.9999999999999982	-0.9999999999999996	-1.0	-1.0000000000000007	-0.9999999999999996	-0.9999999999999994	-1.000000000000001	-1.0000000000000007	-1.0000000000000007	-0.9999999999999988	-1.0000000000000004	Muribaculum_intestinale_YL27	Neu5Ac-e0
Muribaculum_intestinale_YL27##Galactose-e0##Microbe	-6.9926970261449615	-6.992697026148843	-6.992697026027241	-6.992697026135591	-6.9926970260991075	-6.992697026073344	-6.9926970260635875	-8.740871282698235	-8.740871282674572	-130.86652149561988	-1.0000000000000007	-1.0000000000000007	-1.0000000000000004	-1.000000000000001	-0.9999999999999992	-0.9999999999999993	-0.9999999999999994	-0.9999999999999992	-1.000000000000001	-1.0000000000000004	-0.9999999999999994	-1.0000000000000009	-1.0000000000000004	-1.0000000000000002	-1.0	-0.9999999999999979	-1.0000000000000002	Muribaculum_intestinale_YL27	Galactose-e0
Muribaculum_intestinale_YL27##L-Tyrosine##Microbe	-17.083554956657373	-17.08355495666665	-17.083554956483027	-17.083554956695373	-17.083554956624262	-17.083554956623477	-17.083554956640544	-17.083554956667513	-17.083554956644686	-17.083554956652545	-17.083554956624283	-17.083554956586703	-17.08355495651232	-17.083554956513648	-17.083554956470508	-17.083554956524864	-17.083554956483436	-17.083554956596924	-17.083554956529895	-17.083554956482168	-17.08355495651307	-17.08355495646772	-17.08355495645776	-17.083554956565937	-17.08355495652362	-17.083554956468237	-17.083554956492723	Muribaculum_intestinale_YL27	L-Tyrosine
Muribaculum_intestinale_YL27##PAN##Microbe	-1.0000000000001044	-1.0000000000000815	-1.000000000000088	-1.0000000000071114	-1.0000000000075846	-1.000000000009565	-1.0000000000141362	-1.0000000000126275	-1.0000000000123421	-1.0000000000125187	-1.0000000000117075	-1.0000000000088438	-1.0000000000028229	-1.0000000000027998	-0.9999999999989843	-1.0000000000079325	-1.0000000000024334	-1.0000000000101565	-1.000000000000556	-1.0000000000005158	-1.0000000000047147	-0.9999999999878784	-0.9999999999972722	-1.0000000000045257	-1.0000000000028515	-1.0000000000048963	-1.0000000000058964	Muribaculum_intestinale_YL27	PAN
Muribaculum_intestinale_YL27##Fe2+-e0##Microbe	-1.9241112603302701	-1.9241112603325696	-1.9241112603287245	-1.924111260337776	-1.924111260348265	-1.9241112603467208	-1.9241112603584567	-1.9241112603542863	-1.9241112603606743	-1.9241112603605093	-1.9241112603556212	-1.924111260348432	-1.9241112603369914	-1.9241112603368096	-1.9241112603173034	-1.9241112603369588	-1.9241112603198427	-1.9241112603354082	-1.924111260349759	-1.9241112603225947	-1.9241112603423156	-1.924111260344489	-1.9241112603470893	-1.9241112603490642	-1.924111260349565	-1.9241112603378314	-1.9241112603433226	Muribaculum_intestinale_YL27	Fe2+-e0
Muribaculum_intestinale_YL27##L-Lysine-e0##Microbe	-41.2689993577712	-41.2689993577911	-41.26899935743283	-41.268999357894785	-41.2689993577802	-41.26899935777839	-41.26899935782985	-41.26899935788993	-41.26899935783377	-41.26899935784884	-41.2689993577822	-41.26899935769375	-41.26899935751427	-41.26899935751674	-41.268999357396254	-41.26899935755601	-41.26899935745792	-41.26899935772535	-41.268999357582075	-41.26899935744069	-41.268999357526845	-41.26899935739376	-41.268999357382874	-41.2689993576396	-41.26899935753947	-41.26899935743842	-41.26899935752543	Muribaculum_intestinale_YL27	L-Lysine-e0
Muribaculum_intestinale_YL27##Co2+-e0##Microbe	-0.9241112603249343	-0.9241112603260567	-0.9241112603154562	-0.9241112603272905	-0.9241112603237185	-0.9241112603228931	-0.9241112603239482	-0.9241112603256058	-0.9241112603239386	-0.9241112603243733	-0.9241112603228155	-0.9241112603206801	-0.9241112603168281	-0.9241112603168329	-0.9241112603141276	-0.9241112603166755	-0.9241112603162249	-0.9241112603218662	-0.9241112603172453	-0.9241112603149968	-0.9241112603171051	-0.9241112603149723	-0.9241112603140905	-0.9241112603208962	-0.9241112603181191	-0.924111260314195	-0.9241112603163008	Muribaculum_intestinale_YL27	Co2+-e0
Muribaculum_intestinale_YL27##Zn2+-e0##Microbe	-0.9241112603243139	-0.924111260325524	-0.924111260316593	-0.9241112603278763	-0.9241112603240352	-0.9241112603238928	-0.9241112603252104	-0.9241112603263693	-0.9241112603252856	-0.9241112603253555	-0.9241112603239713	-0.9241112603219357	-0.9241112603181187	-0.9241112603180945	-0.9241112603155832	-0.9241112603177493	-0.9241112603165911	-0.9241112603217577	-0.9241112603190152	-0.924111260316458	-0.9241112603180889	-0.9241112603150902	-0.9241112603145072	-0.9241112603214992	-0.9241112603190169	-0.9241112603156426	-0.9241112603168895	Muribaculum_intestinale_YL27	Zn2+-e0
Muribaculum_intestinale_YL27##Cl--e0##Microbe	-0.9241112603243381	-0.9241112603250116	-0.9241112603159587	-0.9241112603264563	-0.9241112603235024	-0.9241112603235252	-0.9241112603242579	-0.9241112603258793	-0.9241112603245489	-0.9241112603248717	-0.924111260323401	-0.9241112603215411	-0.9241112603176225	-0.9241112603176921	-0.9241112603155168	-0.9241112603182645	-0.9241112603162942	-0.9241112603226821	-0.9241112603190524	-0.9241112603163136	-0.9241112603177486	-0.9241112603144627	-0.9241112603142408	-0.9241112603198735	-0.9241112603177039	-0.9241112603156673	-0.9241112603166738	Muribaculum_intestinale_YL27	Cl--e0
Muribaculum_intestinale_YL27##Sulfate-e0##Microbe	-0.9241112603229554	-0.9241112603230845	-0.9241112603191239	-0.9241112603271221	-0.9241112603257662	-0.9241112603270943	-0.9241112603276009	-0.9241112603288713	-0.9241112603287226	-0.9241112603286568	-0.9241112603266204	-0.9241112603257737	-0.9241112603209034	-0.9241112603210051	-0.9241112603169648	-0.9241112603244113	-0.9241112603217891	-0.9241112603325696	-0.924111260321647	-0.9241112603184449	-0.9241112603234843	-0.9241112603238351	-0.9241112603197341	-0.9241112603280184	-0.924111260323019	-0.924111260321515	-0.9241112603263896	Muribaculum_intestinale_YL27	Sulfate-e0
Muribaculum_intestinale_YL27##Riboflavin##Microbe	-0.9999999999999994	-0.9999999999999996	-1.0	-0.9999999999996728	-1.0000000000000437	-1.000000000000051	-1.0000000000000138	-0.9999999999999682	-0.9999999999999781	-0.9999999999999645	-0.9999999999999425	-0.9999999999999452	-0.9999999999999305	-0.9999999999999721	-0.9999999999998946	-1.0000000000000555	-1.0000000000000533	-0.9999999999999863	-0.9999999999998356	-1.0000000000000424	-0.9999999999999852	-0.9999999999999876	-1.000000000000144	-1.0000000000001943	-1.000000000000073	-1.0000000000000608	-1.000000000000053	Muribaculum_intestinale_YL27	Riboflavin
