	0.0000-0.0000	0.0000-8.4197	8.4197-9.0099	9.0099-20.0000	Source	Target
Enterococcus_faecalis_KB1##N-Acetyl-D-glucosamine-e0##Microbe	-1.0000000000000007	-1.0000000000000004	-1.0000000000000004	-1.0000000000000007	Enterococcus_faecalis_KB1	N-Acetyl-D-glucosamine-e0
Enterococcus_faecalis_KB1##Cl--e0##Microbe	-0.7060625360171188	-0.7060625359964178	-0.7060625359714712	-0.7060625359713746	Enterococcus_faecalis_KB1	Cl--e0
Enterocloster_clostridioformis_YL32##Putrescine-e0##Microbe	-1.000000000000001	-1.000000000000001	0.0	0.0	Enterocloster_clostridioformis_YL32	Putrescine-e0
Enterocloster_clostridioformis_YL32##Puryvate##Microbe	-0.9999999999999996	-0.9999999999999996	-0.9999999999999996	-0.9999999999999996	Enterocloster_clostridioformis_YL32	Puryvate
Enterocloster_clostridioformis_YL32##L-Aspartate-e0##Microbe	-201.4072416106384	-201.4072416106384	-204.4072416106334	-205.73546063845964	Enterocloster_clostridioformis_YL32	L-Aspartate-e0
Enterocloster_clostridioformis_YL32##Inosine-e0##Microbe	-110.21788777631956	-110.21788777631956	-110.21788777631956	-110.99714640192796	Enterocloster_clostridioformis_YL32	Inosine-e0
Enterocloster_clostridioformis_YL32##Phosphate-e0##Microbe	-127.45775496150756	-127.45775496150756	-127.45775496150756	-127.45775496150756	Enterocloster_clostridioformis_YL32	Phosphate-e0
Enterococcus_faecalis_KB1##D-Glucose-e0##Microbe	-31.32176771158102	-31.32176771054345	-31.321767715547562	298.5667097574477	Enterococcus_faecalis_KB1	D-Glucose-e0
Enterococcus_faecalis_KB1##L-Isoleucine-e0##Microbe	-38.57060811488612	-38.57060811375503	-38.57060811239276	-38.57060811238442	Enterococcus_faecalis_KB1	L-Isoleucine-e0
Enterocloster_clostridioformis_YL32##L-Valine-e0##Microbe	-50.88999307371476	-50.88999307371476	-50.88999307371476	-52.421671443235674	Enterocloster_clostridioformis_YL32	L-Valine-e0
Enterocloster_clostridioformis_YL32##L-Glutamate-e0##Microbe	-93.58583676563613	-93.58583676563613	-95.58583676563369	-88.98677744936201	Enterocloster_clostridioformis_YL32	L-Glutamate-e0
Enterocloster_clostridioformis_YL32##L-Asparagine-e0##Microbe	-28.989573168853923	-28.989573168853923	-28.989573168853923	-32.57081318342487	Enterocloster_clostridioformis_YL32	L-Asparagine-e0
Enterococcus_faecalis_KB1##Mg-e0##Microbe	-0.706062536017256	-0.7060625359967042	-0.7060625359716416	-0.7060625359715434	Enterococcus_faecalis_KB1	Mg-e0
Enterococcus_faecalis_KB1##Ca2+-e0##Microbe	-0.7060625360171298	-0.7060625359965766	-0.7060625359715257	-0.7060625359714142	Enterococcus_faecalis_KB1	Ca2+-e0
Enterocloster_clostridioformis_YL32##fe3-e0##Microbe	-0.9241112603365107	-0.9241112603365107	-0.9241112603365107	-0.9241112603365107	Enterocloster_clostridioformis_YL32	fe3-e0
Enterocloster_clostridioformis_YL32##Mn2+-e0##Microbe	-0.9241112603364879	-0.9241112603364879	-0.9241112603364879	-0.9241112603364879	Enterocloster_clostridioformis_YL32	Mn2+-e0
Enterocloster_clostridioformis_YL32##Neu5Ac-e0##Microbe	-5.992697026229994	-5.992697026229994	-5.992697026229994	-3.7001506759736444	Enterocloster_clostridioformis_YL32	Neu5Ac-e0
Enterococcus_faecalis_KB1##PAN##Microbe	-1.0000000000645624	-1.000000000035141	-1.000000000000077	-0.9999999999999258	Enterococcus_faecalis_KB1	PAN
Enterococcus_faecalis_KB1##Fe2+-e0##Microbe	-1.7060625360861739	-2.412125072026613	-2.412125071940848	-2.412125071940232	Enterococcus_faecalis_KB1	Fe2+-e0
Enterococcus_faecalis_KB1##L-Methionine-e0##Microbe	-13.748894122264085	-13.748894121832764	-14.748894121320335	-14.74889412131705	Enterococcus_faecalis_KB1	L-Methionine-e0
Enterococcus_faecalis_KB1##K+-e0##Microbe	-0.7060625360090614	-0.7060625359807198	-0.7060625364232824	23.704037731813973	Enterococcus_faecalis_KB1	K+-e0
Enterocloster_clostridioformis_YL32##L-Serine-e0##Microbe	-34.53286523713546	-34.53286523713546	-34.53286523713546	-32.369412481699925	Enterocloster_clostridioformis_YL32	L-Serine-e0
Enterocloster_clostridioformis_YL32##Co2+-e0##Microbe	-0.9241112603363232	-0.9241112603363232	-0.9241112603363232	-0.9241112603363232	Enterocloster_clostridioformis_YL32	Co2+-e0
Enterocloster_clostridioformis_YL32##Cl--e0##Microbe	-0.9241112603361068	-0.9241112603361068	-0.9241112603361068	-0.9241112603361068	Enterocloster_clostridioformis_YL32	Cl--e0
Enterocloster_clostridioformis_YL32##Cu2+-e0##Microbe	-0.9241112603354776	-0.9241112603354776	-0.9241112603354776	-0.9241112603354776	Enterocloster_clostridioformis_YL32	Cu2+-e0
Enterocloster_clostridioformis_YL32##Folate-e0##Microbe	-0.9999999999999994	-0.9999999999999994	-0.9999999999999994	-0.9999999999999994	Enterocloster_clostridioformis_YL32	Folate-e0
Enterococcus_faecalis_KB1##L-Arginine-e0##Microbe	-20.723747385100598	-20.72374738443577	-22.723747383655336	-22.723747383650203	Enterococcus_faecalis_KB1	L-Arginine-e0
Enterococcus_faecalis_KB1##L-Histidine-e0##Microbe	-9.204977705530457	-9.204977705260493	-9.204977704935327	-9.204977704933192	Enterococcus_faecalis_KB1	L-Histidine-e0
Enterococcus_faecalis_KB1##L-Cysteine-e0##Microbe	-6.397459505417309	-6.397459505200798	-6.397459504945887	-5.397459504944964	Enterococcus_faecalis_KB1	L-Cysteine-e0
Enterococcus_faecalis_KB1##Spermidine-e0##Microbe	-0.9999999999999993	-0.9999999999999987	0.0	0.0	Enterococcus_faecalis_KB1	Spermidine-e0
Enterocloster_clostridioformis_YL32##D-Glucose-e0##Microbe	-738.2206364168613	-738.2206364168613	-737.2206364168434	-738.7804262131767	Enterocloster_clostridioformis_YL32	D-Glucose-e0
Enterocloster_clostridioformis_YL32##L-Proline-e0##Microbe	-26.58432473998479	-26.58432473998479	-26.58432473998479	-28.308974084004063	Enterocloster_clostridioformis_YL32	L-Proline-e0
Enterocloster_clostridioformis_YL32##L-Isoleucine-e0##Microbe	-45.4844526753166	-45.4844526753166	-45.4844526753166	-45.51767659392154	Enterocloster_clostridioformis_YL32	L-Isoleucine-e0
Enterococcus_faecalis_KB1##H+-e0##Microbe	1064.879815228731	1063.9972370277312	1057.4347369894983	1174.6853560311529	Enterococcus_faecalis_KB1	H+-e0
Enterococcus_faecalis_KB1##L-Leucine-e0##Microbe	-47.22328715810772	-47.22328715671083	-47.2232871556462	-15.152614639192302	Enterococcus_faecalis_KB1	L-Leucine-e0
Enterocloster_clostridioformis_YL32##Mg-e0##Microbe	-0.9241112603356165	-0.9241112603356165	-0.9241112603356165	-0.9241112603356165	Enterocloster_clostridioformis_YL32	Mg-e0
Enterocloster_clostridioformis_YL32##L-Tyrosine-e0##Microbe	-16.08355495685383	-16.08355495685383	-16.08355495685383	-15.510286481351569	Enterocloster_clostridioformis_YL32	L-Tyrosine-e0
Enterococcus_faecalis_KB1##H2O-e0##Microbe	-197.88232824320446	-197.35278133582554	-196.790281324631	-463.8575072271584	Enterococcus_faecalis_KB1	H2O-e0
Enterocloster_clostridioformis_YL32##L-Methionine-e0##Microbe	-18.98243529544468	-18.98243529544468	-18.98243529544468	-22.217796143180372	Enterocloster_clostridioformis_YL32	L-Methionine-e0
Enterocloster_clostridioformis_YL32##K+-e0##Microbe	-0.9241112603506995	-0.9241112603506995	-0.9241112603506995	-3.865466561822458	Enterocloster_clostridioformis_YL32	K+-e0
Enterococcus_faecalis_KB1##L-Lysine-e0##Microbe	-36.35966193684157	-36.35966193577387	-36.359661934514406	-35.11931820941891	Enterococcus_faecalis_KB1	L-Lysine-e0
Enterococcus_faecalis_KB1##Niacin##Microbe	-1.0000000000762768	-1.0000000000392955	-1.0000000002390848	12.561319704425813	Enterococcus_faecalis_KB1	Niacin
Enterocloster_clostridioformis_YL32##L-Threonine-e0##Microbe	-30.50867743967232	-30.50867743967232	-30.50867743967232	-26.0973709246081	Enterocloster_clostridioformis_YL32	L-Threonine-e0
Enterococcus_faecalis_KB1##Zn2+-e0##Microbe	-0.7060625360153495	-0.7060625359948166	-0.7060625359696231	-0.7060625359696295	Enterococcus_faecalis_KB1	Zn2+-e0
Enterocloster_clostridioformis_YL32##Sulfate-e0##Microbe	-0.9241112603316283	-0.9241112603316283	-0.9241112603316283	-0.9241112603316283	Enterocloster_clostridioformis_YL32	Sulfate-e0
Enterococcus_faecalis_KB1##Putrescine-e0##Microbe	-1.0000000000000007	-1.0000000000000002	0.0	0.0	Enterococcus_faecalis_KB1	Putrescine-e0
