	0.0000-8.4216	8.4216-9.7200	9.7200-10.5276	10.5276-10.7929	10.8249-10.9095	10.9095-10.9180	10.9180-10.9351	10.9351-10.9522	10.9522-10.9895	10.9895-11.0231	11.0304-11.1167	11.2721-11.3147	11.3147-11.3173	11.3173-11.3588	11.3799-15.5774	15.5774-15.9143	15.9143-20.0000	Source	Target
Enterocloster_clostridioformis_YL32##Putrescine-e0##Microbe	-1.0000000000000009	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Enterocloster_clostridioformis_YL32	Putrescine-e0
Enterocloster_clostridioformis_YL32##Puryvate##Microbe	-1.0000000000000007	-1.0000000000000007	-0.9999999999999986	-0.9999999999999986	-0.9999999999999986	-0.9999999999999986	-0.9999999999999986	-0.9999999999999986	-0.9999999999999986	-0.9999999999999986	-0.9999999999999986	-0.9999999999999986	-0.9999999999999986	-0.9999999999999986	-0.9999999999999986	-0.9999999999999986	-0.9999999999999986	Enterocloster_clostridioformis_YL32	Puryvate
Riboflavin##Bifidobacterium_animalis_YL2##Metabolite	96.79614651724023	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Riboflavin	Bifidobacterium_animalis_YL2
Bifidobacterium_animalis_YL2##Zn2+-e0##Microbe	-0.7060625359787005	-0.7060625359769632	-0.7060625359769632	-0.7060625359799572	-0.7060625359788038	-0.7060625359788744	-0.7060625359787042	-0.7060625359750381	-0.7060625359769411	-0.7060625359791468	-0.7060625359788658	-0.7060625359904849	-0.706062535983831	-0.7060625359781133	-0.706062535980284	-0.7060625359800138	-0.7060625359794956	Bifidobacterium_animalis_YL2	Zn2+-e0
Enterocloster_clostridioformis_YL32##L-Aspartate-e0##Microbe	-201.40724161057824	-204.40724161057327	-204.4072416106362	-204.4072416106362	-204.4072416106362	-204.4072416106362	-204.4072416106362	-204.4072416106362	-204.4072416106362	-204.4072416106362	-204.4072416106362	-204.4072416106362	-204.4072416106362	-204.4072416106362	-204.4072416106362	-204.4072416106362	-204.4072416106362	Enterocloster_clostridioformis_YL32	L-Aspartate-e0
Enterocloster_clostridioformis_YL32##Inosine-e0##Microbe	-110.21788777629665	-110.21788777629665	-110.21788777631959	-110.21788777631959	-110.21788777631959	-110.21788777631959	-110.21788777631959	-110.21788777631959	-110.21788777631959	-110.21788777631959	-110.21788777631959	-110.21788777631959	-110.21788777631959	-110.21788777631959	-110.21788777631959	-112.21788777632104	-112.21788777632104	Enterocloster_clostridioformis_YL32	Inosine-e0
Enterocloster_clostridioformis_YL32##Phosphate-e0##Microbe	-127.45775496147854	-127.45775496147854	-127.45775496150733	-127.45775496150733	-127.45775496150733	-127.45775496150733	-127.45775496150733	-127.45775496150733	-127.45775496150733	-127.45775496150733	-127.45775496150733	-127.45775496150733	-127.45775496150733	-127.45775496150733	-127.45775496150733	-127.45775496150733	-127.45775496150733	Enterocloster_clostridioformis_YL32	Phosphate-e0
Bifidobacterium_animalis_YL2##Sucrose-e0##Microbe	-1.0	-0.9999999999999998	-0.9999999999999998	-0.9999999999999996	-1.0000000000000016	-1.0000000000000016	-0.9999999999999996	-0.9999999999999996	-0.9999999999999993	-1.0000000000000007	-0.9999999999999998	-1.0000000000000013	-0.9999999999999989	-1.000000000000001	-0.9999999999999986	-1.0	-1.0	Bifidobacterium_animalis_YL2	Sucrose-e0
Enterocloster_clostridioformis_YL32##L-Valine-e0##Microbe	-50.889993073701724	-50.889993073701724	-50.889993073715885	-50.889993073715885	-50.889993073715885	-50.889993073715885	-50.889993073715885	-50.889993073715885	-50.889993073715885	-50.889993073715885	-50.889993073715885	-50.889993073715885	-50.889993073715885	-50.889993073715885	-50.889993073715885	-50.889993073715885	-50.889993073715885	Enterocloster_clostridioformis_YL32	L-Valine-e0
Enterocloster_clostridioformis_YL32##L-Glutamate-e0##Microbe	-93.52869390849868	-95.52869390849624	-97.52625958389993	-97.52625958389993	-97.52625958389993	-97.52625958389993	-97.52625958389993	-97.52625958389993	-97.52625958389993	-97.52625958389993	-97.52625958389993	-97.52625958389993	-97.52625958389993	-97.52625958389993	-97.52625958389993	-99.24054529818649	-99.24054529818649	Enterocloster_clostridioformis_YL32	L-Glutamate-e0
Bifidobacterium_animalis_YL2##Spermidine-e0##Microbe	-0.9999999999999998	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bifidobacterium_animalis_YL2	Spermidine-e0
Enterocloster_clostridioformis_YL32##L-Asparagine-e0##Microbe	-28.989573168843787	-28.989573168843787	-28.989573168861742	-28.989573168861742	-28.989573168861742	-28.989573168861742	-28.989573168861742	-28.989573168861742	-28.989573168861742	-28.989573168861742	-28.989573168861742	-28.989573168861742	-28.989573168861742	-28.989573168861742	-28.989573168861742	-28.989573168861742	-28.989573168861742	Enterocloster_clostridioformis_YL32	L-Asparagine-e0
Bifidobacterium_animalis_YL2##L-Valine-e0##Microbe	-34.56469128230957	-34.56469128223055	-34.56469128223055	-34.56469128239386	-34.564691282342636	-34.56469128233789	-34.564691282334906	-34.564691282199334	-34.56469128227632	-34.564691282339886	-34.56469128233952	-34.564691282969	-34.56469128254532	-34.564691282314	-34.56469128239095	-34.56469128238044	-34.564691282351	Bifidobacterium_animalis_YL2	L-Valine-e0
Bifidobacterium_animalis_YL2##5'-Deoxyadenosine-e0##Microbe	0.500000000007432	0.5000000000040561	0.5000000000040561	0.49999999986840304	0.49999999996078737	0.49999999996050515	0.4999999999605851	0.49999999989003663	0.4999999999255985	0.4999999999619862	0.4999999999644009	0.4999999999887137	0.4999999998225213	0.49999999992328215	0.49999999985417243	1.4999999998542153	1.4999999998852493	Bifidobacterium_animalis_YL2	5'-Deoxyadenosine-e0
Bifidobacterium_animalis_YL2##Niacin##Microbe	-0.9999999999982605	-0.9999999999951397	-0.9999999999951397	-0.9999999999107632	-0.999999999943352	-0.9999999999431406	-0.9999999999433377	-0.9999999999145545	-0.999999999929308	-0.9999999999441502	-0.9999999999450745	-0.9999999999357444	-0.9999999998849856	-0.99999999994915	-0.999999999905643	-0.9999999999060473	-0.9999999999169729	Bifidobacterium_animalis_YL2	Niacin
Enterocloster_clostridioformis_YL32##fe3-e0##Microbe	-0.9241112603363127	-0.9241112603363127	-0.9241112603365147	-0.9241112603365147	-0.9241112603365147	-0.9241112603365147	-0.9241112603365147	-0.9241112603365147	-0.9241112603365147	-0.9241112603365147	-0.9241112603365147	-0.9241112603365147	-0.9241112603365147	-0.9241112603365147	-0.9241112603365147	-0.9241112603365147	-0.9241112603365147	Enterocloster_clostridioformis_YL32	fe3-e0
Enterocloster_clostridioformis_YL32##Mn2+-e0##Microbe	-0.9241112603363152	-0.9241112603363152	-0.9241112603365158	-0.9241112603365158	-0.9241112603365158	-0.9241112603365158	-0.9241112603365158	-0.9241112603365158	-0.9241112603365158	-0.9241112603365158	-0.9241112603365158	-0.9241112603365158	-0.9241112603365158	-0.9241112603365158	-0.9241112603365158	-0.9241112603365158	-0.9241112603365158	Enterocloster_clostridioformis_YL32	Mn2+-e0
Bifidobacterium_animalis_YL2##Thiamin-e0##Microbe	-1.000000000000003	-1.000000000000002	-1.000000000000002	-1.0	-1.000000000000004	-1.0000000000000027	-1.0000000000000013	-0.999999999999997	-0.9999999999999971	-0.9999999999999983	-0.9999999999999969	-0.9999999999999959	-1.0000000000000024	-0.9999999999999993	-0.9999999999999991	0.0	0.0	Bifidobacterium_animalis_YL2	Thiamin-e0
Bifidobacterium_animalis_YL2##NH3-e0##Microbe	-13.084762773295845	-13.084762773258758	-13.084762773258758	-13.084762773100943	2230.5454019873446	2230.545401987042	2230.5454019868966	-101.56790232133437	1074.2755716028325	2262.13389785613	2268.633897855915	2377.7128837056075	-300.6637458010038	218.2201140882981	-306.663745832355	-312.66374583226815	450.07736581215465	Bifidobacterium_animalis_YL2	NH3-e0
Enterocloster_clostridioformis_YL32##Neu5Ac-e0##Microbe	-5.992697026241887	-5.992697026241887	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Enterocloster_clostridioformis_YL32	Neu5Ac-e0
Bifidobacterium_animalis_YL2##Folate##Microbe	-0.9999999999999997	-1.0	-1.0	-1.0	-1.0000000000000018	-1.0000000000000027	-1.0000000000000007	-0.9999999999999973	-0.9999999999999994	-1.0000000000000004	-0.9999999999999977	-0.9999999999999992	-1.0000000000000007	-87.48064332005146	0.0	0.0	0.0	Bifidobacterium_animalis_YL2	Folate
Enterocloster_clostridioformis_YL32##L-Serine-e0##Microbe	-34.532865237128185	-34.532865237128185	-34.53286523713231	-34.53286523713231	-34.53286523713231	-34.53286523713231	-34.53286523713231	-34.53286523713231	-34.53286523713231	-34.53286523713231	-34.53286523713231	-34.53286523713231	-34.53286523713231	-34.53286523713231	-34.53286523713231	-35.53286523713269	-35.53286523713269	Enterocloster_clostridioformis_YL32	L-Serine-e0
Enterocloster_clostridioformis_YL32##Co2+-e0##Microbe	-0.924111260336197	-0.924111260336197	-0.9241112603364054	-0.9241112603364054	-0.9241112603364054	-0.9241112603364054	-0.9241112603364054	-0.9241112603364054	-0.9241112603364054	-0.9241112603364054	-0.9241112603364054	-0.9241112603364054	-0.9241112603364054	-0.9241112603364054	-0.9241112603364054	-0.9241112603364054	-0.9241112603364054	Enterocloster_clostridioformis_YL32	Co2+-e0
Bifidobacterium_animalis_YL2##L-Serine-e0##Microbe	-45.132738573128776	-45.799405239683225	-45.799405239683225	-45.79940523993986	-68.76923724063448	-68.76923724062155	-68.76923724061683	-68.76923723993742	-68.76923724029903	-68.7692372406346	-68.76923724063877	-2708.1290865998544	-29.752457226352202	-29.75245722631105	-29.75245722638465	-29.752457226375505	-29.75245722628438	Bifidobacterium_animalis_YL2	L-Serine-e0
Enterocloster_clostridioformis_YL32##Acetate-e0##Microbe	3623.732602567154	3621.7326025670654	3619.7350368924926	3619.7350368924926	3619.7350368924926	3619.7350368924926	3619.7350368924926	3619.7350368924926	3619.7350368924926	3619.7350368924926	3619.7350368924926	3619.7350368924926	3619.7350368924926	3619.7350368924926	3619.7350368924926	3625.877894035393	3625.877894035393	Enterocloster_clostridioformis_YL32	Acetate-e0
Bifidobacterium_animalis_YL2##Co2+-e0##Microbe	-0.706062535970113	-0.7060625359649803	-0.7060625359649803	-0.7060625359815607	-0.7060625360167131	-0.706062536015622	-0.7060625360161548	-0.706062535982092	-0.7060625359989869	-0.7060625360171812	-0.7060625360181085	-0.7060625360525302	-0.7060625359533694	-0.7060625359520759	-0.7060625359348683	-0.706062535935586	-0.7060625359168674	Bifidobacterium_animalis_YL2	Co2+-e0
Bifidobacterium_animalis_YL2##Uracil-e0##Microbe	-12.165428977298582	-12.16542897727006	-12.16542897727006	-12.165428977376806	-12.165428977397617	-12.165428977395802	-12.165428977394962	-12.16542897728161	-12.165428977341483	-12.165428977397793	-12.165428977401293	-12.16542897768297	-12.165428977429032	-12.165428977329722	-12.165428977375681	-12.165428977371581	-12.165428977377246	Bifidobacterium_animalis_YL2	Uracil-e0
Enterocloster_clostridioformis_YL32##Cl--e0##Microbe	-0.9241112603359095	-0.9241112603359095	-0.9241112603361087	-0.9241112603361087	-0.9241112603361087	-0.9241112603361087	-0.9241112603361087	-0.9241112603361087	-0.9241112603361087	-0.9241112603361087	-0.9241112603361087	-0.9241112603361087	-0.9241112603361087	-0.9241112603361087	-0.9241112603361087	-0.9241112603361087	-0.9241112603361087	Enterocloster_clostridioformis_YL32	Cl--e0
Enterocloster_clostridioformis_YL32##Cu2+-e0##Microbe	-0.924111260335335	-0.924111260335335	-0.9241112603355482	-0.9241112603355482	-0.9241112603355482	-0.9241112603355482	-0.9241112603355482	-0.9241112603355482	-0.9241112603355482	-0.9241112603355482	-0.9241112603355482	-0.9241112603355482	-0.9241112603355482	-0.9241112603355482	-0.9241112603355482	-0.9241112603355482	-0.9241112603355482	Enterocloster_clostridioformis_YL32	Cu2+-e0
Bifidobacterium_animalis_YL2##L-Phenylalanine-e0##Microbe	-19.790702065762716	-19.790702065717124	-19.790702065717124	-19.790702065839564	-19.79070206583038	-19.79070206582773	-19.7907020658264	-19.790702065720133	-19.79070206577821	-19.790702065829297	-19.790702065826654	-19.790702066208098	-19.79070206593552	-19.790702065786398	-19.79070206584239	-19.79070206583586	-19.790702065830605	Bifidobacterium_animalis_YL2	L-Phenylalanine-e0
Enterocloster_clostridioformis_YL32##Folate-e0##Microbe	-0.9999999999999998	-0.9999999999999998	-1.000000000000001	-1.000000000000001	-1.000000000000001	-1.000000000000001	-1.000000000000001	-1.000000000000001	-1.000000000000001	-1.000000000000001	-1.000000000000001	-1.000000000000001	-1.000000000000001	-1.000000000000001	-1.000000000000001	-1.000000000000001	-1.000000000000001	Enterocloster_clostridioformis_YL32	Folate-e0
Bifidobacterium_animalis_YL2##Putrescine-e0##Microbe	-1.0000000000000007	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bifidobacterium_animalis_YL2	Putrescine-e0
Enterocloster_clostridioformis_YL32##Succinate-e0##Microbe	47.57559773179784	49.57559773179644	51.573163407213684	51.573163407213684	51.573163407213684	51.573163407213684	51.573163407213684	51.573163407213684	51.573163407213684	51.573163407213684	51.573163407213684	51.573163407213684	51.573163407213684	51.573163407213684	51.573163407213684	53.287449121499655	53.287449121499655	Enterocloster_clostridioformis_YL32	Succinate-e0
Bifidobacterium_animalis_YL2##L-Aspartate-e0##Microbe	-46.35650920376586	-46.35650920365224	-46.35650920365224	-46.35650920368814	-46.35650920391036	-46.35650920390422	-46.35650920390074	-46.356509203448404	-46.35650920368725	-46.3565092039118	-46.356509203915095	-82.71617114051571	-82.7161711388979	3.7644721815213655	-83.71617113863394	-85.71617113861127	-85.71617113870886	Bifidobacterium_animalis_YL2	L-Aspartate-e0
Enterocloster_clostridioformis_YL32##D-Glucose-e0##Microbe	-738.2777792738639	-737.277779273846	-738.2765621116995	-738.2765621116995	-738.2765621116995	-738.2765621116995	-738.2765621116995	-738.2765621116995	-738.2765621116995	-738.2765621116995	-738.2765621116995	-738.2765621116995	-738.2765621116995	-738.2765621116995	-738.2765621116995	-737.5622763974222	-737.5622763974222	Enterocloster_clostridioformis_YL32	D-Glucose-e0
Enterocloster_clostridioformis_YL32##L-Proline-e0##Microbe	-26.58432473997577	-26.58432473997577	-26.584324739987263	-26.584324739987263	-26.584324739987263	-26.584324739987263	-26.584324739987263	-26.584324739987263	-26.584324739987263	-26.584324739987263	-26.584324739987263	-26.584324739987263	-26.584324739987263	-26.584324739987263	-26.584324739987263	-26.584324739987263	-26.584324739987263	Enterocloster_clostridioformis_YL32	L-Proline-e0
Enterocloster_clostridioformis_YL32##L-Isoleucine-e0##Microbe	-45.484452675302464	-45.484452675302464	-45.48445267532151	-45.48445267532151	-45.48445267532151	-45.48445267532151	-45.48445267532151	-45.48445267532151	-45.48445267532151	-45.48445267532151	-45.48445267532151	-45.48445267532151	-45.48445267532151	-45.48445267532151	-45.48445267532151	-45.48445267532151	-45.48445267532151	Enterocloster_clostridioformis_YL32	L-Isoleucine-e0
