	0.0000-0.0006	0.0022-0.0057	0.0080-0.0094	0.0098-0.0098	0.0098-0.0111	0.0116-0.0119	0.0119-0.0119	0.0119-0.0120	0.0120-0.0120	0.0120-0.0121	0.0124-0.0125	0.0125-0.0125	0.0125-0.0152	0.0153-0.0154	0.0154-0.1650	0.1650-0.2723	0.2723-0.2725	0.2725-0.2739	0.2739-0.3731	0.3731-0.3813	0.5883-0.5964	0.5964-7.5314	7.5314-8.2204	8.2756-10.5441	10.5441-18.5801	Source	Target
PAN##Limosilactobacillus_reuteri_I49##Metabolite##None	96.79614651719008	96.79614651714034	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	96.79614651499753	96.79614651498487	96.79614651498343	PAN	Limosilactobacillus_reuteri_I49
Limosilactobacillus_reuteri_I49##Glycine-e0##Microbe##O2-e0	-4.000000000000884	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Limosilactobacillus_reuteri_I49	Glycine-e0
Limosilactobacillus_reuteri_I49##Glycine-e0##Microbe##Thiamine	-1.0000000000053935	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Limosilactobacillus_reuteri_I49	Glycine-e0
Limosilactobacillus_reuteri_I49##Glycine-e0##Microbe##PAN	96.06352557215071	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Limosilactobacillus_reuteri_I49	Glycine-e0
Limosilactobacillus_reuteri_I49##Phosphate-e0##Microbe##PAN	-129.86418562011391	-129.86418562005164	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-129.8641856170691	-129.86418561704798	-129.86418561704036	Limosilactobacillus_reuteri_I49	Phosphate-e0
Limosilactobacillus_reuteri_I49##L-Glutamate-e0##Microbe##Folate-e0	1.0000000000031557	1.0000000000031657	0.6763020704374025	-47.190668809682165	-47.190668809682165	-47.19066881131252	-47.19066881058115	-47.19066881056816	-47.19066881160922	182.62550543173205	0.0	0.0	0.0	0.0	-764.0980471181455	4130.1963841734905	-764.0980468411491	-764.098046787038	-764.0980468834374	0.0	0.0	0.0	0.0	0.0	0.0	Limosilactobacillus_reuteri_I49	L-Glutamate-e0
Limosilactobacillus_reuteri_I49##L-Glutamate-e0##Microbe##PAN	-68.81887621315438	-68.81887621311435	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Limosilactobacillus_reuteri_I49	L-Glutamate-e0
Limosilactobacillus_reuteri_I49##D-Glucose-e0##Microbe##Spermidine-e0	1.9999999999225335	1.9999999999216185	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Limosilactobacillus_reuteri_I49	D-Glucose-e0
Limosilactobacillus_reuteri_I49##D-Glucose-e0##Microbe##Pyruvate-e0	1.0000000000068991	1.0000000000070592	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Limosilactobacillus_reuteri_I49	D-Glucose-e0
Limosilactobacillus_reuteri_I49##D-Glucose-e0##Microbe##D-Mannose-e0	1.0000000000091513	1.000000000009468	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Limosilactobacillus_reuteri_I49	D-Glucose-e0
