	0.0000-0.0000	0.0000-0.0006	0.0022-0.0057	0.0080-0.0084	0.0084-0.0085	0.0085-0.0106	0.0106-0.0111	0.0111-0.0114	0.0114-0.0135	0.0135-0.0136	0.0136-0.0249	0.0249-0.0250	0.0250-0.0250	0.0250-0.0251	0.0251-0.1171	0.1171-0.1181	0.1181-0.1425	0.1425-0.1585	0.1585-0.2326	0.2390-0.2400	0.2400-0.2483	0.2649-0.2723	0.2723-0.2773	0.2773-0.2773	0.2773-0.4333	0.4333-0.4334	0.4338-0.4363	0.4363-0.6850	0.6898-0.6900	0.6900-0.6927	0.6927-0.6930	0.6930-0.7258	0.7258-0.7378	0.7378-0.7378	0.7378-0.7394	0.7394-0.8024	0.8024-0.8767	0.8767-0.9098	0.9098-0.9102	0.9102-0.9112	0.9112-0.9112	0.9122-1.5684	1.5684-20.0000	Source	Target
Limosilactobacillus_reuteri_I49##L-Phenylalanine-e0##Microbe	-19.790702065760748	-19.790702065760748	-19.7907020657703	-19.790702065724044	-19.79070206537018	-19.79070206537018	-19.79070206560042	-19.79070206553527	-19.790702065601867	-19.790702065667436	-19.79070206564961	-19.790702065669446	-19.790702065626398	-19.79070206560371	-19.790702065674065	-19.790702065765593	-0.2237636773931416	-0.23251418602448531	-0.6318513772670108	0.044502304378003954	-0.631851377266797	-0.6318513772642105	-0.6318513772675416	-0.6318513772666695	-0.6318513772667048	-0.6318513772668517	-31.73598606402529	-31.735986064011772	-2.384565779320927	-19.790702065644698	-19.79070206566673	-19.7907020656538	-19.790702065700014	-19.790702065678264	-19.7907020656841	-19.790702065691004	-19.790702065680506	-19.790702065680474	-19.79070206561348	-19.790702065660504	-19.790702065713255	-19.79070206566921	-19.790702065670253	Limosilactobacillus_reuteri_I49	L-Phenylalanine-e0
Limosilactobacillus_reuteri_I49##Cytosine##Microbe	-12.165428977261746	-12.165428977261746	-12.165428977271011	-12.165428977264888	-12.165428977049487	-12.165428977049487	-12.165428977182353	-12.165428977147409	-12.165428977184042	-488.68121679595845	-6.580314084474634	-137.88931998656975	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1103.8418655726798	-1.0000000000000007	-1.0	Limosilactobacillus_reuteri_I49	Cytosine
Akkermansia_muciniphilaYL44##L-Asparagine-e0##Microbe	-28.989573168290903	-28.98957316828898	-28.98957316828898	-28.98957316828898	-28.98957316828898	-28.98957316828312	-28.98957316828312	-28.98957316828312	-28.98957316828312	-28.98957316828312	-28.98957316828312	-28.98957316828312	-28.98957316828312	-28.98957316828312	-28.98957316828312	-28.98957316828312	-28.98957316828312	-28.98957316828312	-28.98957316828312	-28.98957316828312	-28.98957316828312	-28.98957316828312	-28.98957316828312	-28.98957316828312	-28.98957316828312	-28.98957316828312	-28.98957316828312	-28.98957316828312	-28.98957316828312	-28.98957316828312	-28.98957316828312	-28.98957316828312	-28.98957316828312	-28.98957316828312	-28.98957316828312	-28.98957316828312	-28.98957316828312	-28.98957316828312	-28.98957316828312	-28.98957316828312	-28.98957316828312	-28.98957316828312	-28.98957316828312	Akkermansia_muciniphilaYL44	L-Asparagine-e0
Limosilactobacillus_reuteri_I49##L-Aspartate-e0##Microbe	-2597.59757552044	-2597.59757552044	-2597.5975755217305	-190.7317529196076	-1479.4044173770005	-1479.4044173770005	-256.05091479794794	-1102.9419358169712	-681.4964253094516	-206.39276256506272	-206.39276256488202	-206.3927625650814	-206.3927625646389	-206.3927625644067	-206.39276256513648	-13569.76452668474	-1.1678160766529548	-1.2525907528240192	-83.42036450845356	-0.9999999999999998	-0.9999999999999994	-0.9999999999999996	-1.0000000000000004	-1.0000000000000009	-1.0000000000000004	-0.9999999999999991	-0.9999999999999999	-0.9999999999999993	-1.0000000000000009	-0.9999999999999989	-1.0	-0.9999999999999989	-1.0	-0.9999999999999997	-1.0000000000000004	-0.9999999999999993	-0.9999999999999992	-0.9999999999999993	-1.000000000000001	-1.0000000000000009	-1.0000000000000018	-0.9999999999999991	-1.000000000000001	Limosilactobacillus_reuteri_I49	L-Aspartate-e0
Akkermansia_muciniphilaYL44##Mn2+-e0##Microbe	-0.9241112603184295	-0.9241112603183633	-0.9241112603183633	-0.9241112603183633	-0.9241112603183633	-0.9241112603181855	-0.9241112603181855	-0.9241112603181855	-0.9241112603181855	-0.9241112603181855	-0.9241112603181855	-0.9241112603181855	-0.9241112603181855	-0.9241112603181855	-0.9241112603181855	-0.9241112603181855	-0.9241112603181855	-0.9241112603181855	-0.9241112603181855	-0.9241112603181855	-0.9241112603181855	-0.9241112603181855	-0.9241112603181855	-0.9241112603181855	-0.9241112603181855	-0.9241112603181855	-0.9241112603181855	-0.9241112603181855	-0.9241112603181855	-0.9241112603181855	-0.9241112603181855	-0.9241112603181855	-0.9241112603181855	-0.9241112603181855	-0.9241112603181855	-0.9241112603181855	-0.9241112603181855	-0.9241112603181855	-0.9241112603181855	-0.9241112603181855	-0.9241112603181855	-0.9241112603181855	-0.9241112603181855	Akkermansia_muciniphilaYL44	Mn2+-e0
Akkermansia_muciniphilaYL44##fe3-e0##Microbe	3.0758887397169885	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Akkermansia_muciniphilaYL44	fe3-e0
Akkermansia_muciniphilaYL44##L-Methionine-e0##Microbe	-19.98243529507667	-19.982435295073323	-19.982435295073323	-19.982435295073323	-19.982435295073323	-19.982435295072822	-19.982435295072822	-19.982435295072822	-19.982435295072822	-19.982435295072822	-19.982435295072822	-19.982435295072822	-19.982435295072822	-19.982435295072822	-19.982435295072822	-19.982435295072822	-19.982435295072822	-19.982435295072822	-19.982435295072822	-19.982435295072822	-19.982435295072822	-19.982435295072822	-19.982435295072822	-19.982435295072822	-19.982435295072822	-19.982435295072822	-19.982435295072822	-19.982435295072822	-19.982435295072822	-19.982435295072822	-19.982435295072822	-19.982435295072822	-19.982435295072822	-19.982435295072822	-19.982435295072822	-19.982435295072822	-19.982435295072822	-19.982435295072822	-19.982435295072822	-19.982435295072822	-19.982435295072822	-19.982435295072822	-19.982435295072822	Akkermansia_muciniphilaYL44	L-Methionine-e0
Akkermansia_muciniphilaYL44##K+-e0##Microbe	-0.9241112603178396	-0.924111260318299	-0.924111260318299	-0.924111260318299	-0.924111260318299	-0.9241112603177737	-0.9241112603177737	-0.9241112603177737	-0.9241112603177737	-0.9241112603177737	-0.9241112603177737	-0.9241112603177737	-0.9241112603177737	-0.9241112603177737	-0.9241112603177737	-0.9241112603177737	-0.9241112603177737	-0.9241112603177737	-0.9241112603177737	-0.9241112603177737	-0.9241112603177737	-0.9241112603177737	-0.9241112603177737	-0.9241112603177737	-0.9241112603177737	-0.9241112603177737	-0.9241112603177737	-0.9241112603177737	-0.9241112603177737	-0.9241112603177737	-0.9241112603177737	-0.9241112603177737	-0.9241112603177737	-0.9241112603177737	-0.9241112603177737	-0.9241112603177737	-0.9241112603177737	-0.9241112603177737	-0.9241112603177737	-0.9241112603177737	-0.9241112603177737	-0.9241112603177737	-0.9241112603177737	Akkermansia_muciniphilaYL44	K+-e0
Limosilactobacillus_reuteri_I49##Phosphate-e0##Microbe	-129.8641856201801	-129.8641856201801	-129.86418562026046	-129.86418561929983	-129.86418561713305	-129.86418561713305	-129.86418561858565	-129.8641856181052	-129.8641856186122	-129.86418561911188	-129.8641856189748	-129.86418561911242	-129.8641856188373	-129.86418561870096	-129.8641856191565	-129.86418562027993	-1.4683101003264236	-1.5257298762092613	-4.146132070958121	0.29201872158897507	-4.146132070965237	-4.146132070934733	-4.14613207096973	-4.146132070968732	-4.146132070962962	-4.146132070963785	-208.24768981724515	-208.24768981717864	-15.647231308920984	-129.8641856193609	-129.8641856195114	-129.86418561944933	-129.86418561971	-129.86418561960096	-129.8641856196301	-129.86418561964538	-129.86418561962083	-129.86418561962086	-129.86418561913018	-129.8641856193973	-129.86418561964564	-129.86418561957532	-129.67592286051297	Limosilactobacillus_reuteri_I49	Phosphate-e0
Limosilactobacillus_reuteri_I49##L-Proline-e0##Microbe	-18.08778119033702	-18.08778119033702	-18.087781190344852	-18.087781190311176	-18.087781189990416	-18.087781189990416	-18.08778119019838	-18.087781190140554	-18.087781190199355	-18.087781190257793	-18.08778119024158	-18.08778119025931	-18.087781190220255	-18.087781190198882	-18.087781190263577	-18.08778119033591	-0.20450959352438575	-0.21250715141300322	-0.5774827703861866	0.040673036326964604	-0.5774827703857052	-0.5774827703835488	-0.5774827703864137	-0.5774827703855727	-0.5774827703856178	-0.5774827703857524	-29.00521517014538	-29.00521517013177	-2.179382212263007	-18.087781190229354	-18.087781190248876	-18.087781190236772	-18.087781190281017	-18.08778119026066	-18.087781190265765	-18.08778119027337	-18.087781190261506	-18.08778119026146	-18.087781190201227	-18.087781190243838	-18.08778119029264	-18.087781190252695	-18.08778119025363	Limosilactobacillus_reuteri_I49	L-Proline-e0
