	0.0000-0.0006	0.0022-0.0057	0.0057-0.0080	0.0080-0.0094	0.0098-0.0098	0.0111-0.0116	0.0116-0.0119	0.0128-0.0128	0.0130-0.2907	0.2923-0.5403	0.5403-0.5403	0.5403-0.5444	0.5445-0.5451	0.5451-0.6525	0.6525-0.6552	0.6552-0.6552	0.6552-0.6553	0.6553-0.6561	0.6561-0.7058	0.7058-0.7383	0.8625-0.9004	0.9004-0.9011	0.9011-0.9018	0.9018-0.9018	0.9018-0.9028	0.9028-0.9029	0.9029-0.9041	0.9041-0.9098	0.9098-16.6776	16.6776-20.0000	Source	Target
Limosilactobacillus_reuteri_I49##L-Phenylalanine-e0##Microbe	-19.790702065746732	-19.790702065735292	-19.790702065812592	-0.3590535873008726	-83.15106737277115	-83.15106737439915	-83.15106737588137	-83.15106737758471	-83.15106737246714	-83.1510673716958	-83.15106737117723	-83.15106737090487	-83.15106737147659	-83.15106737229976	-83.15106737413197	-83.15106737207856	-83.1510673716256	-1.031886628384132	-42.25724956167748	-42.25724956154434	-42.25724956155145	-42.25724956222845	-42.2572495623055	-42.25724956097882	-42.25724956191581	-42.25724956217434	-1.2104489752961634	-19.79070206557734	-19.790702065535285	-19.790702065541176	Limosilactobacillus_reuteri_I49	L-Phenylalanine-e0
Limosilactobacillus_reuteri_I49##Cytosine##Microbe	-12.165428977253567	-12.16542897724714	-12.16542897730546	-0.22071177166077602	-51.113315795900604	-51.113315796850664	-51.113315797792225	-51.11331579879456	-51.113315795625894	-51.11331579513894	-51.11331579481617	-51.11331579464505	-51.113315794995444	-51.11331579550973	-51.11331579664216	957.9791050892053	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-2451.223678323223	-2451.2236783796106	-0.9999999999999999	-0.9999999999999997	-1.0	-1.0000000000000004	-1.0000000000000002	Limosilactobacillus_reuteri_I49	Cytosine
Acutalibacter_muris_KB1##Ca2+-e0##Microbe	-1.4121250719524001	-1.4121250719524001	-1.4121250719524001	-1.4121250719524001	-1.4121250719524001	-1.4121250719459866	-1.4121250719459866	-1.4121250719459866	-1.4121250719459866	-1.4121250719459866	-1.4121250719459866	-1.4121250719459866	-1.4121250719459866	-1.4121250719459866	-1.4121250719459866	-1.4121250719459866	-1.4121250719459866	-1.4121250719459866	-1.4121250719459866	-1.4121250719459866	-1.4121250719459866	-1.4121250719459866	-1.4121250719459866	-1.4121250719459866	-1.4121250719459866	-1.4121250719459866	-1.4121250719459866	-1.4121250719459866	-1.4121250719459866	-1.4121250719459866	Acutalibacter_muris_KB1	Ca2+-e0
Limosilactobacillus_reuteri_I49##L-Aspartate-e0##Microbe	-2597.597575518569	-2597.597575517099	-190.73175292053153	-2.4785008362339784	-5883.152547342193	-1328.5433331042814	-4502.952668596621	0.0	-871.5667475808596	0.0	0.0	0.0	0.0	-507.04621044329787	-0.9999999999999998	-1.0000000000000004	-1.0000000000000004	-1.0000000000000007	-1.0000000000000002	-1.0000000000000004	-0.9999999999999991	-0.9999999999999986	-1.0	-0.9999999999999983	-0.9999999999999994	-0.9999999999999999	-0.9999999999999994	-1.0000000000000002	-1.0	-1.0000000000000024	Limosilactobacillus_reuteri_I49	L-Aspartate-e0
Acutalibacter_muris_KB1##PAN##Microbe	-2.000000000009109	-2.000000000009109	-2.000000000009109	-2.000000000009109	-2.000000000009109	-2.0000000000021925	-2.0000000000021925	-2.0000000000021925	-2.0000000000021925	-2.0000000000021925	-2.0000000000021925	-2.0000000000021925	-2.0000000000021925	-2.0000000000021925	-2.0000000000021925	-2.0000000000021925	-2.0000000000021925	-2.0000000000021925	-2.0000000000021925	-2.0000000000021925	-2.0000000000021925	-2.0000000000021925	-2.0000000000021925	-2.0000000000021925	-2.0000000000021925	-2.0000000000021925	-2.0000000000021925	-2.0000000000021925	-2.0000000000021925	-2.0000000000021925	Acutalibacter_muris_KB1	PAN
Acutalibacter_muris_KB1##CO2-e0##Microbe	7120.026703781528	7120.026703781528	7120.026703781528	7120.026703781528	7120.026703781528	7120.0267037675385	7120.0267037675385	7120.0267037675385	7120.0267037675385	7120.0267037675385	7120.0267037675385	7120.0267037675385	7120.0267037675385	7120.0267037675385	7120.0267037675385	7120.0267037675385	7120.0267037675385	7120.0267037675385	7120.0267037675385	7120.0267037675385	7120.0267037675385	7120.0267037675385	7120.0267037675385	7120.0267037675385	7120.0267037675385	7120.0267037675385	7120.0267037675385	7120.0267037675385	7120.0267037675385	7134.9155926564135	Acutalibacter_muris_KB1	CO2-e0
Acutalibacter_muris_KB1##Fe2+-e0##Microbe	-4.2467721780711605	-4.2467721780711605	-4.2467721780711605	-4.2467721780711605	-4.2467721780711605	-4.246772178061744	-4.246772178061744	-4.246772178061744	-4.246772178061744	-4.246772178061744	-4.246772178061744	-4.246772178061744	-4.246772178061744	-4.246772178061744	-4.246772178061744	-4.246772178061744	-4.246772178061744	-4.246772178061744	-4.246772178061744	-4.246772178061744	-4.246772178061744	-4.246772178061744	-4.246772178061744	-4.246772178061744	-4.246772178061744	-4.246772178061744	-4.246772178061744	-4.246772178061744	-4.246772178061744	-4.413438844728405	Acutalibacter_muris_KB1	Fe2+-e0
Limosilactobacillus_reuteri_I49##Phosphate-e0##Microbe	-129.86418562008961	-129.8641856200206	-129.86418562000014	-2.356066073531109	-545.6272148353671	-545.6272148456508	-545.6272148552853	-545.6272148661924	-545.6272148332105	-545.6272148282368	-545.6272148248997	-545.627214823131	-545.6272148267519	-545.6272148321258	-545.6272148439589	-545.6272148307453	-545.6272148277708	-6.771114849863254	-277.2869442742303	-277.2869442734157	-277.28694427347114	-277.2869442778303	-277.28694427827236	-277.28694426966194	-277.28694427579035	-277.2869442774197	-7.942819304158111	-129.86418561844587	-129.86418561807363	-129.86418561810683	Limosilactobacillus_reuteri_I49	Phosphate-e0
Limosilactobacillus_reuteri_I49##L-Proline-e0##Microbe	-18.08778119032506	-18.08778119031319	-18.087781190388167	-0.32815827862610536	-75.99620808725098	-75.99620808873544	-75.99620809009326	-75.99620809165148	-75.99620808696352	-75.99620808625579	-75.99620808578086	-75.9962080855313	-75.99620808605664	-75.99620808680982	-75.99620808848826	-75.9962080866063	-75.99620808619213	-0.9430963836163928	-38.62116064592151	-38.62116064579811	-38.62116064580405	-38.62116064642699	-38.62116064649648	-38.62116064528044	-38.62116064613939	-38.62116064637935	-1.1062940634686536	-18.087781190178017	-18.087781190140884	-18.087781190145847	Limosilactobacillus_reuteri_I49	L-Proline-e0
Acutalibacter_muris_KB1##L-Lysine-e0##Microbe	-72.71932386926494	-72.71932386926494	-72.71932386926494	-72.71932386926494	-72.71932386926494	-72.71932386912336	-72.71932386912336	-72.71932386912336	-72.71932386912336	-72.71932386912336	-72.71932386912336	-72.71932386912336	-72.71932386912336	-72.71932386912336	-72.71932386912336	-72.71932386912336	-72.71932386912336	-72.71932386912336	-72.71932386912336	-72.71932386912336	-72.71932386912336	-72.71932386912336	-72.71932386912336	-72.71932386912336	-72.71932386912336	-72.71932386912336	-72.71932386912336	-72.71932386912336	-72.71932386912336	-72.71932386912336	Acutalibacter_muris_KB1	L-Lysine-e0
