	0.0000-0.0009	0.0015-0.0026	0.0026-0.0027	0.0039-0.0040	0.0040-0.0046	0.0046-0.0049	0.0049-0.0049	0.0575-0.1056	0.1056-0.2101	0.2101-0.2157	0.2157-0.2157	0.2158-0.2168	0.2168-0.2196	0.2196-0.2238	0.2238-0.2259	0.2259-0.2302	0.2302-0.2313	0.2313-0.2368	0.2368-0.2393	0.2524-0.2625	0.2625-0.2625	0.2625-0.2675	0.2675-0.3572	0.3572-0.3641	0.3641-0.3642	0.3642-0.3643	0.3643-0.3769	0.3770-0.3789	0.3789-0.3789	0.3789-0.3790	0.3790-0.3791	0.3791-0.3792	0.3809-0.4389	0.4389-0.4642	0.4740-0.4942	0.4942-0.5504	0.5504-0.6063	0.6065-0.6084	0.6297-13.2716	13.2716-13.3038	13.3038-13.8800	13.8800-14.3675	14.3675-14.4236	14.4236-15.0214	15.0214-15.9038	15.9038-17.0409	17.0409-20.0000	Source	Target
Riboflavin##Bifidobacterium_animalis_YL2##Metabolite	96.79614651724023	96.79614651724023	96.79614651724023	96.79614651724023	96.79614651724023	96.79614651724023	96.79614651724023	96.79614651724023	96.79614651724023	96.79614651724023	96.79614651724023	96.79614651724023	96.79614651724023	96.79614651724023	96.79614651724023	96.79614651726389	96.79614651726389	96.79614651726389	96.79614651726389	96.79614651726389	96.79614651726389	96.79614651726389	96.79614651726389	96.79614651726389	96.79614651726389	96.79614651726389	96.79614651726389	96.79614651726389	96.79614651726389	96.79614651726389	96.79614651726389	96.79614651726389	96.79614651726389	96.79614651726389	96.79614651726389	96.79614651726389	96.79614651726389	96.79614651726389	96.79614651726389	96.79614651824757	96.79614651453842	96.79614651516249	96.79614651588793	96.79614651553325	96.79614651515331	96.79614651515331	96.79614651510865	Riboflavin	Bifidobacterium_animalis_YL2
Bifidobacterium_animalis_YL2##Zn2+-e0##Microbe	-0.7060625359787005	-0.7060625359787005	-0.7060625359787005	-0.7060625359787005	-0.7060625359787005	-0.7060625359787005	-0.7060625359787005	-0.7060625359787005	-0.7060625359787005	-0.7060625359787005	-0.7060625359787005	-0.7060625359787005	-0.7060625359787005	-0.7060625359787005	-0.7060625359787005	-0.7060625359784628	-0.7060625359784628	-0.7060625359784628	-0.7060625359784628	-0.7060625359784628	-0.7060625359784628	-0.7060625359784628	-0.7060625359784628	-0.7060625359784628	-0.7060625359784628	-0.7060625359784628	-0.7060625359784628	-0.7060625359784628	-0.7060625359784628	-0.7060625359784628	-0.7060625359784628	-0.7060625359784628	-0.7060625359784628	-0.7060625359784628	-0.7060625359784628	-0.7060625359784628	-0.7060625359784628	-0.7060625359784628	-0.7060625359784628	-0.7060625359856081	-0.7060625359577686	-0.7060625359641811	-0.7060625359687229	-0.7060625359662278	-0.7060625359644565	-0.7060625359644565	-0.706062535963916	Bifidobacterium_animalis_YL2	Zn2+-e0
Clostridium_innocuum_I46##Inosine##Microbe	-95.4788422346786	-95.47884223366673	-95.47884223519796	-8.512117693021047	-8.512117693007822	-8.512117693008712	-26.523863970519248	-9.081692216960118	-9.0816922169525	-247.82074208422173	-33.09584874290797	-42.01271468370447	-4.058323067598646	-307.8826486225261	-307.88264862254704	-307.88264862254704	17343.27961831057	-498.8502762918893	-498.85027601689995	-364.0597981489588	5855.057195387073	5855.057195389571	510.8762795992295	712.4479871686327	1777.4765949423575	-323.5006242192751	-323.50062421941317	-0.9999999999999994	-1.0000000000000004	-0.9999999999999988	-0.9999999999999991	-1.0000000000000009	-1.0000000000000002	-0.9999999999999992	-0.9999999999999994	-1.0	-1.0000000000000004	-0.9999999999999993	-0.9999999999999992	-0.9999999999999992	-0.9999999999999992	-0.9999999999999992	-0.9999999999999992	-0.9999999999999992	-0.9999999999999992	-1.0000000000000027	-1.0000000000000027	Clostridium_innocuum_I46	Inosine
Clostridium_innocuum_I46##L-Asparagine-e0##Microbe	-2559.1672613797227	-2589.7076848747815	-28.989573168378268	-4.14569272198359	-4.145692721980833	-4.145692721980983	-4.1456927219766335	-4.145692721980954	-4.145692721979261	-4.1456927219247115	-4.145692721969932	-4.14569272196656	-0.5990924962094943	-28.989573168454577	-28.98957316845618	-28.98957316845618	-28.989573151594882	-28.989573173563237	-28.989573156996325	-28.989573163265927	9299.185917563756	9299.185917567751	1282.9145435412	-128.0874093165947	-128.087409342105	-128.08740932000885	-128.08740932001598	-0.6800655277080857	-85.05827287627979	-85.0582728762409	-85.05827287603591	64.39333303074919	-57.54560663815205	-57.545606637947074	-704.9352666397426	-704.9352666416695	704.935266642643	-4161.7573161010605	-1813.8828613903893	-1812.6328613903638	-1812.6328613903638	-1812.6328613903638	-1812.6328613903638	-1812.6328613903638	-1812.6328613903638	-1815.549528057243	-1815.549528057243	Clostridium_innocuum_I46	L-Asparagine-e0
Clostridium_innocuum_I46##fe3-e0##Microbe	-0.9241112603170311	-0.9241112603082768	-0.9241112603210566	-0.13215376797599693	-0.13215376797586478	-0.1321537679758734	-0.1321537679757029	-0.13215376797587014	-0.13215376797579764	-0.13215376797376177	-0.13215376797548414	-0.13215376797536343	-0.019097491311973747	-0.9241112603230719	-0.9241112603231347	-0.9241112603231347	-0.9241112598140724	-0.924111260474883	-0.9241112599772549	-0.9241112601528904	-0.9241112609087176	-0.924111260909085	-0.9241112602992652	-0.9241112603250118	-0.9241112605089611	-0.9241112603520331	-0.9241112603506461	-0.012027257193093853	-0.6160741735400322	-0.6160741735397722	-0.6160741735382989	-0.6160741735382133	-0.6160741735391742	-0.6160741735373471	-0.6160741735400512	-0.6160741735446686	-0.6160741735482484	-0.6160741735355105	-0.6160741735419099	-0.6160741735419099	-0.6160741735419099	-0.6160741735419099	-0.6160741735419099	-0.6160741735419099	-0.6160741735419099	-0.6160741735419057	-0.6160741735419057	Clostridium_innocuum_I46	fe3-e0
Clostridium_innocuum_I46##Mn2+-e0##Microbe	-0.9241112603138921	-0.9241112603050559	-0.9241112603205365	-0.1321537679759074	-0.1321537679757987	-0.1321537679758043	-0.13215376797563494	-0.1321537679758001	-0.13215376797575126	-0.13215376797356676	-0.13215376797542025	-0.13215376797528294	-0.019097491311957326	-0.9241112603223969	-0.9241112603224567	-0.9241112603224567	-0.9241112598182424	-0.9241112604764089	-0.9241112599730851	-0.924111260153623	-0.9241112609087705	-0.9241112609091382	-0.9241112602992176	-0.9241112603260521	-0.9241112605119828	-0.924111260349731	-0.9241112603489833	-0.012027257193074545	-0.6160741735397771	-0.6160741735395175	-0.6160741735378338	-0.6160741735374768	-0.6160741735385019	-0.6160741735365022	-0.616074173539735	-0.6160741735446836	-0.6160741735480203	-0.6160741735375166	-0.6160741735420854	-0.6160741735420854	-0.6160741735420854	-0.6160741735420854	-0.6160741735420854	-0.6160741735420854	-0.6160741735420854	-0.6160741735420822	-0.6160741735420822	Clostridium_innocuum_I46	Mn2+-e0
Bifidobacterium_animalis_YL2##Sucrose-e0##Microbe	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-0.999999999999999	-0.999999999999999	-0.999999999999999	-0.999999999999999	-0.999999999999999	-0.999999999999999	-0.999999999999999	-0.999999999999999	-0.999999999999999	-0.999999999999999	-0.999999999999999	-0.999999999999999	-0.999999999999999	-0.999999999999999	-0.999999999999999	-0.999999999999999	-0.999999999999999	-0.999999999999999	-0.999999999999999	-0.999999999999999	-0.999999999999999	-0.999999999999999	-0.999999999999999	-0.999999999999999	-0.9999999999999999	-1.0000000000000002	-1.000000000000002	-1.0000000000000027	-0.9999999999999986	-0.9999999999999978	-0.9999999999999978	-1.0000000000000004	Bifidobacterium_animalis_YL2	Sucrose-e0
Clostridium_innocuum_I46##XAN-e0##Microbe	38.89405662087231	38.894056620447174	38.89405662106329	2.1341219933641113	2.134121993358705	2.1341219933589897	11.139995132113969	2.418909255333995	2.4189092553308087	121.78843418898451	50.21346974237303	53.1857583892678	6.729717640974369	378.60961473074457	378.6096147307689	378.6096147307689	-5505.111141076039	442.2654906679826	442.26549042419276	307.47501254454863	-5911.641981035643	-5911.64198103816	-567.4610652121452	-769.0327727830396	-1834.0613805676157	266.915838603155	266.91583860329183	1.2505371845050248	-36.389857075679366	-36.38985707566323	-36.38985707557369	-36.38985707556228	-36.38985707561666	-36.38985707550564	-36.38985707565946	-36.38985707592983	-36.38985707614594	-36.38985707542647	-36.389857075782295	-36.389857075782295	-36.389857075782295	-36.389857075782295	-36.389857075782295	-36.389857075782295	-36.389857075782295	-36.05652374242004	-36.05652374242004	Clostridium_innocuum_I46	XAN-e0
Clostridium_innocuum_I46##Co2+-e0##Microbe	-0.9241112603153536	-0.9241112603072683	-0.9241112603208531	-0.1321537679759273	-0.13215376797582692	-0.13215376797584105	-0.13215376797568865	-0.13215376797584066	-0.13215376797580197	-0.13215376797387407	-0.13215376797547462	-0.1321537679753462	-0.019097491311966076	-0.9241112603227917	-0.9241112603228515	-0.9241112603228515	-0.9241112598164343	-0.9241112604666806	-0.9241112599889182	-0.9241112601609393	-0.9241112608861812	-0.9241112608865896	-0.9241112603010995	-0.9241112603256212	-0.9241112605044111	-0.9241112603521215	-0.9241112603524791	-0.012027257193109769	-0.616074173540428	-0.6160741735401899	-0.6160741735393738	-0.6160741735392912	-0.6160741735401977	-0.6160741735386895	-0.6160741735408342	-0.6160741735449023	-0.6160741735477687	-0.6160741735367662	-0.6160741735428809	-0.6160741735428809	-0.6160741735428809	-0.6160741735428809	-0.6160741735428809	-0.6160741735428809	-0.6160741735428809	-0.6160741735427074	-0.6160741735427074	Clostridium_innocuum_I46	Co2+-e0
Bifidobacterium_animalis_YL2##Spermidine-e0##Microbe	-0.9999999999999998	-0.9999999999999998	-0.9999999999999998	-0.9999999999999998	-0.9999999999999998	-0.9999999999999998	-0.9999999999999998	-0.9999999999999998	-0.9999999999999998	-0.9999999999999998	-0.9999999999999998	-0.9999999999999998	-0.9999999999999998	-0.9999999999999998	-0.9999999999999998	-0.9999999999999991	-0.9999999999999991	-0.9999999999999991	-0.9999999999999991	-0.9999999999999991	-0.9999999999999991	-0.9999999999999991	-0.9999999999999991	-0.9999999999999991	-0.9999999999999991	-0.9999999999999991	-0.9999999999999991	-0.9999999999999991	-0.9999999999999991	-0.9999999999999991	-0.9999999999999991	-0.9999999999999991	-0.9999999999999991	-0.9999999999999991	-0.9999999999999991	-0.9999999999999991	-0.9999999999999991	-0.9999999999999991	-0.9999999999999991	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bifidobacterium_animalis_YL2	Spermidine-e0
