	0.0000-0.0000	0.0000-0.0006	0.0006-0.0057	0.0058-0.0058	0.0058-0.0060	0.0060-0.0097	0.0097-0.0103	0.0110-0.0123	0.0123-0.0124	0.0124-0.0126	0.0126-0.0128	0.0128-0.0128	0.0128-0.0131	0.0131-0.0132	0.0132-0.0163	0.0164-0.0173	0.0175-0.0177	0.0177-0.0178	0.0178-0.0180	0.0181-0.0181	0.0181-0.0318	0.0333-0.0333	0.0404-0.0432	0.0457-0.0459	0.0459-0.0470	0.0528-0.1927	0.1927-0.2431	0.2555-0.2772	0.2772-1.5905	1.5905-1.6150	1.6150-1.6153	1.6153-6.0477	6.0477-6.0526	6.0526-6.0530	6.0530-6.0804	6.0804-6.1199	6.1199-6.1255	6.1255-20.0000	Source	Target
Turicimonas_muris_YL45##L-Aspartate-e0##Microbe	-680.6171616421938	-675.1171616419344	-675.1171616419344	-675.1171616419344	-675.1171616419344	-675.1171616419344	-675.1171616419344	-675.1171616419344	-675.1171616419344	-675.1171616419344	-675.1171616419344	-675.1171616419344	-675.1171616419344	-675.1171616419344	-675.1171616419344	-675.1171616419344	-675.1171616419344	-675.1171616419344	-675.1171616419344	-675.1171616419344	-675.1171616419344	-675.1171616419344	-675.1171616419344	-675.1171616419344	-675.1171616419344	-675.1171616419344	-675.1171616421984	-1023.2690715367596	-132.55108353972602	6257.111606282174	-41.58217819099271	-41.58217819099271	-1.0000000000000009	-1.0000000000000002	-0.9999999999999993	-0.9999999999999993	-0.9999999999999993	-0.9999999999999993	Turicimonas_muris_YL45	L-Aspartate-e0
Limosilactobacillus_reuteri_I49##L-Phenylalanine-e0##Microbe	-19.790702065752487	-19.790702065752487	-19.79070206573758	-19.790702064819445	-19.7907020665609	-19.790702065787343	-19.790702065694486	-19.79070206568132	-19.79070206560978	-19.790702065598353	-19.790702065586927	-19.79070206547127	-19.790702065229958	-19.790702065966588	-19.790702066119266	-19.790702065625204	-19.79070206572158	-19.7907020657078	-19.790702065642037	-19.790702065762275	-19.79070206560091	-19.790702064834697	-0.11241583318954639	-0.11241583318962461	-0.22765700369515893	-0.6318513772663058	-0.6318513772663058	-0.6318513772663058	-0.6318513772663058	-0.6318513772663058	-0.6318513772663058	-0.6318513772662825	-0.6318513772662825	-0.6318513772662825	-0.6318513772662825	-0.6318513772662825	-39.581404133188954	-0.1124158331896163	Limosilactobacillus_reuteri_I49	L-Phenylalanine-e0
Turicimonas_muris_YL45##Pyridoxal##Microbe	-0.49999999999681094	-0.4999999999965898	-0.4999999999965898	-0.4999999999965898	-0.4999999999965898	-0.4999999999965898	-0.4999999999965898	-0.4999999999965898	-0.4999999999965898	-0.4999999999965898	-0.4999999999965898	-0.4999999999965898	-0.4999999999965898	-0.4999999999965898	-0.4999999999965898	-0.4999999999965898	-0.4999999999965898	-0.4999999999965898	-0.4999999999965898	-0.4999999999965898	-0.4999999999965898	-0.4999999999965898	-0.4999999999965898	-0.4999999999965898	-0.4999999999965898	-0.4999999999965898	-0.49999999999756234	-0.49999999999816447	-0.49999999999795275	-0.4999999999970792	-0.5000000000187039	-0.5000000000187039	-0.5000000000201476	-0.5000000000202753	-0.5000000000192687	-0.5000000000189775	-0.5000000000189775	-0.5000000000189775	Turicimonas_muris_YL45	Pyridoxal
Limosilactobacillus_reuteri_I49##Cytosine##Microbe	-12.165428977254264	-12.165428977254264	-12.165428977244357	-1.0000000000000004	-1.0000000000000013	-0.9999999999999998	-1.0000000000000013	-0.9999999999999998	-1.0000000000000007	-0.9999999999999993	-1.0	-1.0	-1.0000000000000004	-0.9999999999999987	-0.9999999999999911	-0.9999999999999993	-0.9999999999999962	-1.0000000000000016	-1.0000000000000002	-1.0000000000000004	-1.0000000000000007	-1.0000000000000009	-1.0000000000000075	-1.0000000000000013	-1.0000000000000004	-0.9999999999999986	-0.9999999999999986	-0.9999999999999986	-0.9999999999999986	-0.9999999999999986	-0.9999999999999986	-1.0000000000000013	-1.0000000000000013	-1.0000000000000013	-1.0000000000000013	-1.0000000000000013	-1.000000000000001	-0.9999999999999996	Limosilactobacillus_reuteri_I49	Cytosine
Turicimonas_muris_YL45##Phosphate-e0##Microbe	-127.4577549596863	-127.45775495961031	-127.45775495961031	-127.45775495961031	-127.45775495961031	-127.45775495961031	-127.45775495961031	-127.45775495961031	-127.45775495961031	-127.45775495961031	-127.45775495961031	-127.45775495961031	-127.45775495961031	-127.45775495961031	-127.45775495961031	-127.45775495961031	-127.45775495961031	-127.45775495961031	-127.45775495961031	-127.45775495961031	-127.45775495961031	-127.45775495961031	-127.45775495961031	-127.45775495961031	-127.45775495961031	-127.45775495961031	-127.4577549596491	-127.45775495969417	-127.45775495948754	-127.4577549584936	-127.45775496033096	-127.45775496033096	-127.45775496042879	-127.45775496044706	-127.4577549603784	-127.4577549605082	-127.4577549605082	-127.4577549605082	Turicimonas_muris_YL45	Phosphate-e0
Turicimonas_muris_YL45##L-Proline-e0##Microbe	-26.584324739475758	-26.584324739460385	-26.584324739460385	-26.584324739460385	-26.584324739460385	-26.584324739460385	-26.584324739460385	-26.584324739460385	-26.584324739460385	-26.584324739460385	-26.584324739460385	-26.584324739460385	-26.584324739460385	-26.584324739460385	-26.584324739460385	-26.584324739460385	-26.584324739460385	-26.584324739460385	-26.584324739460385	-26.584324739460385	-26.584324739460385	-26.584324739460385	-26.584324739460385	-26.584324739460385	-26.584324739460385	-26.584324739460385	-26.584324739466858	-26.584324739481417	-26.58432473944186	-26.58432473925348	-26.5843247396464	-26.5843247396464	-26.584324739659603	-26.58432473966215	-26.584324739651493	-26.584324739677566	-26.584324739677566	-26.584324739677566	Turicimonas_muris_YL45	L-Proline-e0
Riboflavin##Turicimonas_muris_YL45##Metabolite	126.68907411746497	126.68907411739643	126.68907411739643	126.68907411739643	126.68907411739643	126.68907411739643	126.68907411739643	126.68907411739643	126.68907411739643	126.68907411739643	126.68907411739643	126.68907411739643	126.68907411739643	126.68907411739643	126.68907411739643	126.68907411739643	126.68907411739643	126.68907411739643	126.68907411739643	126.68907411739643	126.68907411739643	126.68907411739643	126.68907411739643	126.68907411739643	126.68907411739643	126.68907411739643	126.68907411743481	126.6890741175035	126.68907411731857	126.68907411640167	126.68907411828367	126.68907411828367	126.68907411832984	126.68907411834859	126.68907411829589	126.68907411842554	126.68907411842554	126.68907411842554	Riboflavin	Turicimonas_muris_YL45
Limosilactobacillus_reuteri_I49##L-Aspartate-e0##Microbe	-2606.5975755193363	-2597.59757551932	-2597.097575517388	-201.89718188757317	-5005.345376081368	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-10.775671696924965	-17.721635758736312	0.5271197304930837	0.5271197304930837	0.5271197304930837	0.5271197304930837	0.5271197304930837	0.5271197304930837	0.5271197304918047	0.5271197304918047	0.5271197304918047	0.5271197304918047	0.5271197304918047	1759.0396353242973	-26.91323723124957	Limosilactobacillus_reuteri_I49	L-Aspartate-e0
Turicimonas_muris_YL45##carbonate##Microbe	-272.08718788730926	-272.0871878871709	-272.0871878871709	-272.0871878871709	-272.0871878871709	-272.0871878871709	-272.0871878871709	-272.0871878871709	-272.0871878871709	-272.0871878871709	-272.0871878871709	-272.0871878871709	-272.0871878871709	-272.0871878871709	-272.0871878871709	-272.0871878871709	-272.0871878871709	-272.0871878871709	-272.0871878871709	-272.0871878871709	-272.0871878871709	-272.0871878871709	-272.0871878871709	-272.0871878871709	-272.0871878871709	-272.0871878871709	-272.08718788718477	-272.08718788738423	-272.0871878868318	-272.08718788423226	-272.0871878891111	-272.0871878891111	-272.0871878891633	-272.08718788920453	-272.0871878891399	-272.08718788939376	-272.08718788939376	-272.08718788939376	Turicimonas_muris_YL45	carbonate
Limosilactobacillus_reuteri_I49##Phosphate-e0##Microbe	-129.86418562012176	-129.86418562012176	-129.86418562003135	-129.86418561451427	-129.8641856252899	-129.8641856198151	-129.86418561910713	-129.86418561909667	-129.86418561861746	-129.86418561854939	-129.86418561847077	-129.86418561786354	-129.86418561625743	-129.86418562102975	-129.86418562209198	-129.86418561882078	-129.86418562154748	-129.86418561845383	-129.86418561889053	-129.86418561931396	-129.86418561877508	-129.8641856140539	-0.7376590572411911	-0.7376590572425437	-1.493857635121298	-4.146132070966128	-4.146132070966128	-4.146132070966128	-4.146132070966128	-4.146132070966128	-4.146132070966128	-4.146132070966019	-4.146132070966019	-4.146132070966019	-4.146132070966019	-4.146132070966019	-259.72837125165063	-0.737659057242623	Limosilactobacillus_reuteri_I49	Phosphate-e0
