	0.0000-0.0000	0.0067-0.0071	0.0071-0.0078	0.0078-0.0113	0.0113-0.0176	0.0176-0.2791	0.2791-0.3051	0.3051-8.5359	8.5359-9.4819	9.4819-11.8500	11.8500-16.1491	16.1491-20.0000	Source	Target
Enterocloster_clostridioformis_YL32##Putrescine-e0##Microbe	-1.0000000000000004	-1.0000000000000004	-1.0000000000000004	-1.0000000000000004	-1.0000000000000004	-1.0000000000000004	-1.0000000000000004	-1.0000000000000004	-1.0000000000000004	-1.0000000000000007	0.0	0.0	Enterocloster_clostridioformis_YL32	Putrescine-e0
Enterocloster_clostridioformis_YL32##Puryvate##Microbe	-0.9999999999999997	-0.9999999999999997	-0.9999999999999997	-0.9999999999999997	-0.9999999999999997	-0.9999999999999997	-0.9999999999999997	-0.9999999999999997	-0.9999999999999997	-0.9999999999999999	-0.9999999999999999	-0.9999999999999991	Enterocloster_clostridioformis_YL32	Puryvate
Akkermansia_muciniphilaYL44##L-Asparagine-e0##Microbe	-28.989573168290903	-28.98957316817694	-28.989573168241527	-28.989573168416346	-28.989573168360867	-28.98957316829013	-28.98957316844072	-28.989573168427047	-28.989573168741376	-28.989573168741376	-28.989573159169808	-28.989573159169808	Akkermansia_muciniphilaYL44	L-Asparagine-e0
Enterocloster_clostridioformis_YL32##L-Aspartate-e0##Microbe	-201.40724161062198	-201.40724161062198	-201.40724161062198	-201.40724161062198	-201.40724161062198	-200.4072416106221	-200.4072416106221	-200.4072416106221	-200.4072416106221	-200.40724161063685	-203.40724161063193	-201.53520916089252	Enterocloster_clostridioformis_YL32	L-Aspartate-e0
Enterocloster_clostridioformis_YL32##Inosine-e0##Microbe	-110.21788777631218	-110.21788777631218	-110.21788777631218	-110.21788777631218	-110.21788777631218	-109.21788777631222	-109.21788777631222	-109.21788777631222	-109.21788777631222	-109.21788777631949	-109.21788777631949	-109.67073246651034	Enterocloster_clostridioformis_YL32	Inosine-e0
Akkermansia_muciniphilaYL44##fe3-e0##Microbe	3.0758887397169885	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Akkermansia_muciniphilaYL44	fe3-e0
Akkermansia_muciniphilaYL44##Mn2+-e0##Microbe	-0.9241112603184295	-0.9241112603150482	-0.9241112603167487	-0.9241112603225186	-0.9241112603206025	-0.9241112603184998	-0.9241112603229661	-0.9241112603223046	-0.9241112603323252	-0.9241112603323252	-0.9241112600272062	-0.9241112600272062	Akkermansia_muciniphilaYL44	Mn2+-e0
Akkermansia_muciniphilaYL44##L-Methionine-e0##Microbe	-19.98243529507667	-19.982435294991816	-19.98243529504277	-19.98243529512571	-19.982435295102842	-19.982435295070832	-19.98243529515338	-19.98243529518162	-19.982435295398446	-19.982435295398446	-19.98243528788123	-19.98243528788123	Akkermansia_muciniphilaYL44	L-Methionine-e0
Akkermansia_muciniphilaYL44##K+-e0##Microbe	-0.9241112603178396	-0.9241112603152649	-0.9241112603158443	-0.9241112603228355	-0.9241112603203171	-0.9241112603173188	-0.9241112603240232	-0.9241112603255612	-0.924111260335525	-0.924111260335525	-0.9241112600304487	-0.9241112600304487	Akkermansia_muciniphilaYL44	K+-e0
Enterocloster_clostridioformis_YL32##Phosphate-e0##Microbe	-127.45775496149983	-127.45775496149983	-127.45775496149983	-127.45775496149983	-127.45775496149983	-127.45775496149983	-127.45775496149983	-127.45775496149983	-127.45775496149983	-127.45775496150746	-127.45775496150746	-127.45775496142628	Enterocloster_clostridioformis_YL32	Phosphate-e0
Enterocloster_clostridioformis_YL32##L-Valine-e0##Microbe	-50.889993073710976	-50.889993073710976	-50.889993073710976	-50.889993073710976	-50.889993073710976	-50.889993073710976	-50.889993073710976	-50.889993073710976	-50.889993073710976	-50.88999307371518	-50.88999307371518	-46.52639602405348	Enterocloster_clostridioformis_YL32	L-Valine-e0
Akkermansia_muciniphilaYL44##L-Alanine-e0##Microbe	164.6969236487934	164.6969236485701	164.69692364846458	164.69692364925828	164.69692364902306	164.6969236487089	164.69692364940707	164.69692364933752	164.6969236511015	164.6969236511015	165.1969235967918	165.1969235967918	Akkermansia_muciniphilaYL44	L-Alanine-e0
Enterocloster_clostridioformis_YL32##L-Glutamate-e0##Microbe	-93.58583676563542	-93.58583676563542	-93.58583676563542	-93.58583676563542	-93.58583676563542	-92.9763129561115	-92.9763129561115	-92.9763129561115	-92.9763129561115	-94.97387863152693	-96.97387863152446	-108.90345615230031	Enterocloster_clostridioformis_YL32	L-Glutamate-e0
Akkermansia_muciniphilaYL44##L-Threonine-e0##Microbe	-74.9931301135713	-74.99313011330783	-74.99313011343992	-74.9931301139302	-74.99313011377045	-74.9931301135674	-74.99313011397972	-74.99313011390596	-74.99313011471986	-74.99313011471986	-74.99313009102164	-74.99313009102164	Akkermansia_muciniphilaYL44	L-Threonine-e0
Enterocloster_clostridioformis_YL32##L-Asparagine-e0##Microbe	-28.98957316885288	-28.98957316885288	-28.98957316885288	-28.98957316885288	-28.98957316885288	-28.98957316885288	-28.98957316885288	-28.98957316885288	-28.98957316885288	-28.98957316885565	-28.98957316885565	-26.14897225449297	Enterocloster_clostridioformis_YL32	L-Asparagine-e0
Akkermansia_muciniphilaYL44##Acetate-e0##Microbe	921.195752664317	-253.77808666963563	-253.77808667106865	-253.77808667256278	-253.77808667215328	782.163603769632	332.028858694707	1363.6012213375573	1363.6012213523525	1363.6012213523525	1361.6012209021312	1361.6012209021312	Akkermansia_muciniphilaYL44	Acetate-e0
Akkermansia_muciniphilaYL44##Sulfate-e0##Microbe	-0.9241112603195364	-0.9241112603137879	-0.9241112603210505	-0.9241112603203055	-0.9241112603203426	-0.9241112603186995	-0.9241112603204765	-0.9241112603228631	-0.9241112603327718	-0.9241112603327718	-0.9241112600276409	-0.9241112600276409	Akkermansia_muciniphilaYL44	Sulfate-e0
Akkermansia_muciniphilaYL44##Cl--e0##Microbe	-0.9241112603189167	-0.9241112603148338	-0.9241112603170439	-0.9241112603223641	-0.9241112603207902	-0.9241112603187586	-0.9241112603231383	-0.9241112603234558	-0.9241112603334755	-0.9241112603334755	-0.9241112600283422	-0.9241112600283422	Akkermansia_muciniphilaYL44	Cl--e0
Enterocloster_clostridioformis_YL32##Mn2+-e0##Microbe	-0.9241112603364187	-0.9241112603364187	-0.9241112603364187	-0.9241112603364187	-0.9241112603364187	-0.9241112603364187	-0.9241112603364187	-0.9241112603364187	-0.9241112603364187	-0.9241112603365108	-0.9241112603365108	-0.92411126033599	Enterocloster_clostridioformis_YL32	Mn2+-e0
Enterocloster_clostridioformis_YL32##fe3-e0##Microbe	-0.9241112603364433	-0.9241112603364433	-0.9241112603364433	-0.9241112603364433	-0.9241112603364433	-0.9241112603364433	-0.9241112603364433	-0.9241112603364433	-0.9241112603364433	-0.9241112603365028	-0.9241112603365028	-0.9241112603359276	Enterocloster_clostridioformis_YL32	fe3-e0
Enterocloster_clostridioformis_YL32##Neu5Ac-e0##Microbe	-5.992697026228896	-5.992697026228896	-5.992697026228896	-5.992697026228896	-5.992697026228896	-5.992697026228896	-5.992697026228896	-5.992697026228896	-5.992697026228896	0.0	0.0	0.5702406211612814	Enterocloster_clostridioformis_YL32	Neu5Ac-e0
Akkermansia_muciniphilaYL44##Uracil##Microbe	-39.642230877545764	-39.64223087739414	-39.642230877471114	-39.64223087771793	-39.64223087763939	-39.642230877539944	-39.64223087775833	-39.64223087774208	-39.642230878171894	-39.642230878171894	-39.642230865289164	-39.642230865289164	Akkermansia_muciniphilaYL44	Uracil
Enterocloster_clostridioformis_YL32##L-Serine-e0##Microbe	-34.53286523713032	-34.53286523713032	-34.53286523713032	-34.53286523713032	-34.53286523713032	-34.53286523713032	-34.53286523713032	-34.53286523713032	-34.53286523713032	-34.532865237129656	-34.532865237129656	-36.68412720210392	Enterocloster_clostridioformis_YL32	L-Serine-e0
Enterocloster_clostridioformis_YL32##Co2+-e0##Microbe	-0.9241112603367272	-0.9241112603367272	-0.9241112603367272	-0.9241112603367272	-0.9241112603367272	-0.9241112603367272	-0.9241112603367272	-0.9241112603367272	-0.9241112603367272	-0.9241112603364838	-0.9241112603364838	-0.9241112603360635	Enterocloster_clostridioformis_YL32	Co2+-e0
Enterocloster_clostridioformis_YL32##Acetate-e0##Microbe	3624.5040311391112	3624.5040311391112	3624.5040311391112	3624.5040311391112	3624.5040311391112	3624.9421263772088	3624.9421263772088	3624.9421263772088	3624.9421263772088	3622.9445607020384	3620.94456070195	3614.5391267399255	Enterocloster_clostridioformis_YL32	Acetate-e0
Akkermansia_muciniphilaYL44##D-Glucose-e0##Microbe	-970.7855646001217	-383.2986449313923	-1517.8572398178208	-51.2714420027793	-383.2986449326128	-901.2694901525778	-0.9999999999999999	-1.0000000000000009	-1.0000000000000013	-1.0000000000000013	-1.0000000000000002	-1.0000000000000002	Akkermansia_muciniphilaYL44	D-Glucose-e0
Enterocloster_clostridioformis_YL32##Cl--e0##Microbe	-0.9241112603360411	-0.9241112603360411	-0.9241112603360411	-0.9241112603360411	-0.9241112603360411	-0.9241112603360411	-0.9241112603360411	-0.9241112603360411	-0.9241112603360411	-0.9241112603360989	-0.9241112603360989	-0.924111260335526	Enterocloster_clostridioformis_YL32	Cl--e0
Enterocloster_clostridioformis_YL32##Cu2+-e0##Microbe	-0.9241112603353981	-0.9241112603353981	-0.9241112603353981	-0.9241112603353981	-0.9241112603353981	-0.9241112603353981	-0.9241112603353981	-0.9241112603353981	-0.9241112603353981	-0.9241112603354461	-0.9241112603354461	-0.9241112603350157	Enterocloster_clostridioformis_YL32	Cu2+-e0
Enterocloster_clostridioformis_YL32##Folate-e0##Microbe	-0.9999999999999994	-0.9999999999999994	-0.9999999999999994	-0.9999999999999994	-0.9999999999999994	-0.9999999999999994	-0.9999999999999994	-0.9999999999999994	-0.9999999999999994	-1.0000000000000022	-1.0000000000000022	-0.9999999999999994	Enterocloster_clostridioformis_YL32	Folate-e0
Akkermansia_muciniphilaYL44##Mg-e0##Microbe	-0.9241112603185616	-0.9241112603160299	-0.9241112603168062	-0.9241112603226771	-0.9241112603208218	-0.924111260318877	-0.9241112603236352	-0.9241112603234108	-0.9241112603334307	-0.9241112603334307	-0.9241112600282961	-0.9241112600282961	Akkermansia_muciniphilaYL44	Mg-e0
Akkermansia_muciniphilaYL44##Ca2+-e0##Microbe	-0.924111260318052	-0.9241112603148506	-0.9241112603172257	-0.9241112603224114	-0.9241112603206025	-0.9241112603182541	-0.9241112603233361	-0.9241112603219377	-0.9241112603319581	-0.9241112603319581	-0.9241112600266795	-0.9241112600266795	Akkermansia_muciniphilaYL44	Ca2+-e0
Akkermansia_muciniphilaYL44##O2-e0##Microbe	-0.9999999999999996	-0.9999999999999988	-1.0000000000000007	-0.9999999999999992	-1.0000000000000018	-0.9999999999999987	-0.9999999999999994	-2062.3965510293588	-2062.396551051752	-2062.396551051752	-2058.646550373417	-2058.646550373417	Akkermansia_muciniphilaYL44	O2-e0
Akkermansia_muciniphilaYL44##PAN##Microbe	-0.9999999999913189	-1.0000000000069864	-1.0000000000030527	-1.000000000020118	-1.0000000000097504	-0.999999999990836	-1.0000000000108862	-0.9999999999891998	-1.0000000000002307	-1.0000000000002307	-1.0000000000000513	-1.0000000000000513	Akkermansia_muciniphilaYL44	PAN
Akkermansia_muciniphilaYL44##Fe2+-e0##Microbe	-5.924111260348283	-2.848222520628881	-2.848222520629357	-2.848222520632312	-2.848222520629098	-2.8482225206257414	-2.8482225206312517	-2.8482225206369036	-2.848222520667621	-2.848222520667621	-2.848222519727254	-2.848222519727254	Akkermansia_muciniphilaYL44	Fe2+-e0
Enterocloster_clostridioformis_YL32##D-Glucose-e0##Microbe	-738.2206364168103	-738.2206364168103	-738.2206364168103	-738.2206364168103	-738.2206364168103	-738.3301602263346	-738.3301602263346	-738.3301602263346	-738.3301602263346	-739.3289430640897	-738.3289430640718	-743.1461845458102	Enterocloster_clostridioformis_YL32	D-Glucose-e0
Enterocloster_clostridioformis_YL32##L-Proline-e0##Microbe	-26.584324739983792	-26.584324739983792	-26.584324739983792	-26.584324739983792	-26.584324739983792	-26.584324739983792	-26.584324739983792	-26.584324739983792	-26.584324739983792	-26.58432473998557	-26.58432473998557	-25.97013093006441	Enterocloster_clostridioformis_YL32	L-Proline-e0
Enterocloster_clostridioformis_YL32##L-Isoleucine-e0##Microbe	-45.48445267531629	-45.48445267531629	-45.48445267531629	-45.48445267531629	-45.48445267531629	-45.48445267531629	-45.48445267531629	-45.48445267531629	-45.48445267531629	-45.48445267531884	-45.48445267531884	-48.95870099733127	Enterocloster_clostridioformis_YL32	L-Isoleucine-e0
Enterocloster_clostridioformis_YL32##Mg-e0##Microbe	-0.924111260335428	-0.924111260335428	-0.924111260335428	-0.924111260335428	-0.924111260335428	-0.924111260335428	-0.924111260335428	-0.924111260335428	-0.924111260335428	-0.9241112603355723	-0.9241112603355723	-0.9241112603350354	Enterocloster_clostridioformis_YL32	Mg-e0
Enterocloster_clostridioformis_YL32##L-Tyrosine-e0##Microbe	-16.083554956851664	-16.083554956851664	-16.083554956851664	-16.083554956851664	-16.083554956851664	-16.083554956851664	-16.083554956851664	-16.083554956851664	-16.083554956851664	-16.083554956852392	-16.083554956852392	-15.92047322017704	Enterocloster_clostridioformis_YL32	L-Tyrosine-e0
Enterocloster_clostridioformis_YL32##L-Methionine-e0##Microbe	-18.982435295444454	-18.982435295444454	-18.982435295444454	-18.982435295444454	-18.982435295444454	-18.982435295444454	-18.982435295444454	-18.982435295444454	-18.982435295444454	-18.982435295450262	-18.982435295450262	-18.299498096057885	Enterocloster_clostridioformis_YL32	L-Methionine-e0
Akkermansia_muciniphilaYL44##Riboflavin##Microbe	-1.0000000000001932	-1.0000000000000033	-0.9999999999998549	-0.9999999999999131	-1.0000000000000806	-1.0000000000000642	-0.9999999999998058	-1.0000000000002534	-1.0000000000109712	-1.0000000000109712	-0.9999999996807167	-0.9999999996807167	Akkermansia_muciniphilaYL44	Riboflavin
Enterocloster_clostridioformis_YL32##K+-e0##Microbe	-0.9241112603514761	-0.9241112603514761	-0.9241112603514761	-0.9241112603514761	-0.9241112603514761	-0.9241112603514761	-0.9241112603514761	-0.9241112603514761	-0.9241112603514761	-0.9241112603523167	-0.9241112603523167	0.5461536522866073	Enterocloster_clostridioformis_YL32	K+-e0
