	0.0000-0.0000	0.0067-0.0071	0.0071-0.0078	0.0078-0.0113	0.0113-0.0176	0.0176-0.2791	0.2791-0.3051	0.3051-8.5359	8.5359-9.4819	9.4819-11.8500	11.8500-16.1491	16.1491-20.0000	Source	Target
Riboflavin##Akkermansia_muciniphilaYL44##Metabolite##None	126.6890741174977	126.68907411699925	126.6890741172843	126.68907411804412	126.68907411780162	126.68907411749326	126.68907411814955	126.6890741180901	0.0	0.0	0.0	0.0	Riboflavin	Akkermansia_muciniphilaYL44
Akkermansia_muciniphilaYL44##H2O-e0##Microbe##O2-e0	2.5925925925937516	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Akkermansia_muciniphilaYL44	H2O-e0
Akkermansia_muciniphilaYL44##H2O-e0##Microbe##Folate	4.3333333333382225	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Akkermansia_muciniphilaYL44	H2O-e0
Akkermansia_muciniphilaYL44##H2O-e0##Microbe##Riboflavin	-2356.873604597686	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Akkermansia_muciniphilaYL44	H2O-e0
Akkermansia_muciniphilaYL44##Phosphate-e0##Microbe##Riboflavin	-127.457754959254	-127.45775496207834	-127.45775495884563	-127.45775495928314	-127.45775495914046	-127.45775495895064	-127.45775495942273	-127.45775495931916	0.0	0.0	0.0	0.0	Akkermansia_muciniphilaYL44	Phosphate-e0
Akkermansia_muciniphilaYL44##L-Glutamate-e0##Microbe##O2-e0	0.1481481481487858	-0.5000000000017756	0.39999999999979113	-0.6666666666637425	-0.4999999999969778	-0.6666666666653032	-0.49999999999991535	0.0	0.0	0.0	0.0	0.0	Akkermansia_muciniphilaYL44	L-Glutamate-e0
Akkermansia_muciniphilaYL44##L-Glutamate-e0##Microbe##Folate	1.3333333333375974	0.2499999999958866	2.466666666665791	-0.6666666666581051	0.2500000000067456	0.6666666666711444	1.2500000000001328	4.999999999996566	5.000000000082907	5.000000000082907	0.0	0.0	Akkermansia_muciniphilaYL44	L-Glutamate-e0
Akkermansia_muciniphilaYL44##L-Glutamate-e0##Microbe##Riboflavin	-1819.4775094583138	-1230.2591083049288	-2367.934369859716	-897.1485720486645	-1230.2591083106186	-712.5382630876856	-262.6535180124833	-1296.975880655299	0.0	0.0	0.0	0.0	Akkermansia_muciniphilaYL44	L-Glutamate-e0
Akkermansia_muciniphilaYL44##Mn2+-e0##Microbe##Riboflavin	-0.9241112603184295	-0.9241112603150482	-0.9241112603167487	-0.9241112603225186	-0.9241112603206025	-0.9241112603184998	-0.9241112603229661	-0.9241112603223046	0.0	0.0	0.0	0.0	Akkermansia_muciniphilaYL44	Mn2+-e0
Akkermansia_muciniphilaYL44##Zn2+-e0##Microbe##Riboflavin	-0.9241112603199275	-0.9241112603147061	-0.9241112603189258	-0.924111260322394	-0.9241112603214308	-0.9241112603191503	-0.9241112603236789	-0.9241112603241685	0.0	0.0	0.0	0.0	Akkermansia_muciniphilaYL44	Zn2+-e0
Akkermansia_muciniphilaYL44##L-Lysine-e0##Microbe##Riboflavin	-41.268999357466235	-41.26899935732852	-41.26899935739493	-41.26899935768046	-41.26899935758853	-41.268999357469426	-41.268999357704615	-41.26899935764142	0.0	0.0	0.0	0.0	Akkermansia_muciniphilaYL44	L-Lysine-e0
Akkermansia_muciniphilaYL44##L-Aspartate-e0##Microbe##Riboflavin	-333.91602467723874	-333.91602467613734	-333.9160246766235	-333.9160246783047	-333.91602467780507	-333.91602467716945	-1683.5702599132662	-2714.3962740431166	0.0	0.0	0.0	0.0	Akkermansia_muciniphilaYL44	L-Aspartate-e0
Akkermansia_muciniphilaYL44##L-Arginine-e0##Microbe##Riboflavin	-35.5723583418762	-35.57235834173429	-35.57235834181739	-35.57235834204239	-35.57235834196946	-35.57235834187906	-35.57235834207101	-35.57235834203902	0.0	0.0	0.0	0.0	Akkermansia_muciniphilaYL44	L-Arginine-e0
Akkermansia_muciniphilaYL44##L-Histidine-e0##Microbe##Riboflavin	-11.393282031208072	-11.393282031162151	-11.393282031187107	-11.393282031257076	-11.393282031234948	-11.393282031206164	-11.393282031264976	-11.39328203126186	0.0	0.0	0.0	0.0	Akkermansia_muciniphilaYL44	L-Histidine-e0
Akkermansia_muciniphilaYL44##L-Proline-e0##Microbe##Riboflavin	-26.584324739477978	-26.584324739380847	-26.584324739432073	-26.584324739604515	-26.584324739547714	-26.584324739472397	-26.584324739620634	-26.58432473959012	0.0	0.0	0.0	0.0	Akkermansia_muciniphilaYL44	L-Proline-e0
Akkermansia_muciniphilaYL44##Co2+-e0##Microbe##Riboflavin	-0.9241112603179403	-0.9241112603131775	-0.9241112603169499	-0.9241112603213796	-0.9241112603197993	-0.9241112603174371	-0.924111260322179	-0.9241112603225066	0.0	0.0	0.0	0.0	Akkermansia_muciniphilaYL44	Co2+-e0
Akkermansia_muciniphilaYL44##L-Threonine-e0##Microbe##Riboflavin	-74.9931301135713	-74.99313011330783	-74.99313011343992	-74.9931301139302	-74.99313011377045	-74.9931301135674	-74.99313011397972	-74.99313011390596	0.0	0.0	0.0	0.0	Akkermansia_muciniphilaYL44	L-Threonine-e0
Akkermansia_muciniphilaYL44##fe3-e0##Microbe##O2-e0	4.000000000000008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Akkermansia_muciniphilaYL44	fe3-e0
Akkermansia_muciniphilaYL44##fe3-e0##Microbe##Riboflavin	-0.9241112602830196	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Akkermansia_muciniphilaYL44	fe3-e0
Akkermansia_muciniphilaYL44##H+-e0##Microbe##O2-e0	-4.2962962962972	0.9999999999989547	0.9999999999995136	1.000000000001503	1.0000000000011116	0.6666666666656329	-0.4999999999998498	0.0	0.0	0.0	0.0	0.0	Akkermansia_muciniphilaYL44	H+-e0
Akkermansia_muciniphilaYL44##H+-e0##Microbe##Folate	-5.666666666667585	-3.5000000000015463	-3.5000000000003872	-3.499999999994598	-3.4999999999965286	-2.6666666666699284	-6.749999999997756	-3.0000000000039524	-2.9999999997611138	-2.9999999997611138	0.0	0.0	Akkermansia_muciniphilaYL44	H+-e0
Akkermansia_muciniphilaYL44##H+-e0##Microbe##Riboflavin	673.4002370010122	-505.9606765564899	-505.9606765570511	-505.9606765598473	-505.96067655905875	529.4810138831663	-2619.7122016620847	-3647.0418672793157	0.0	0.0	0.0	0.0	Akkermansia_muciniphilaYL44	H+-e0
Akkermansia_muciniphilaYL44##L-Alanine-e0##Microbe##Folate	0.9999999999996013	0.9999999999999848	1.0000000000001608	0.9999999999984676	0.9999999999991207	0.9999999999989343	0.9999999999998742	1.0000000000003957	0.9999999999895086	0.9999999999895086	0.0	0.0	Akkermansia_muciniphilaYL44	L-Alanine-e0
Akkermansia_muciniphilaYL44##L-Alanine-e0##Microbe##Riboflavin	163.69692364879378	163.69692364857013	163.6969236484644	163.69692364925982	163.69692364902394	163.69692364870994	163.69692364940718	163.69692364933712	0.0	0.0	0.0	0.0	Akkermansia_muciniphilaYL44	L-Alanine-e0
Akkermansia_muciniphilaYL44##L-Cysteine-e0##Microbe##Riboflavin	-13.01350596348749	-13.013505963516968	2262.3370171423967	-679.2345784908813	-13.013505963479034	-13.013505963446681	-13.013505963482144	-13.013505963408024	0.0	0.0	0.0	0.0	Akkermansia_muciniphilaYL44	L-Cysteine-e0
Akkermansia_muciniphilaYL44##Inosine-e0##Microbe##Folate	1.000000000000147	0.999999999999703	0.9999999999999885	1.0000000000003773	1.0000000000002247	1.0000000000002751	0.9999999999999813	0.9999999999999085	1.0000000000039115	1.0000000000039115	0.0	0.0	Akkermansia_muciniphilaYL44	Inosine-e0
Akkermansia_muciniphilaYL44##Inosine-e0##Microbe##Riboflavin	-60.08478561400532	-60.08478561376962	-60.08478561390461	-60.084785614099495	-60.084785614041316	-60.0847856139578	-60.0847856141733	-60.08478561419066	0.0	0.0	0.0	0.0	Akkermansia_muciniphilaYL44	Inosine-e0
Akkermansia_muciniphilaYL44##Neu5Ac-e0##Microbe##Riboflavin	-6.992697026115231	-6.992697026167797	-6.992697026089427	-6.992697026102761	-6.992697026100302	-6.992697026100147	-6.992697026111281	-6.9926970260227765	0.0	0.0	0.0	0.0	Akkermansia_muciniphilaYL44	Neu5Ac-e0
Akkermansia_muciniphilaYL44##Acetate-e0##Microbe##O2-e0	-0.2962962962970623	0.9999999999985101	0.9999999999996886	1.0000000000007718	1.0000000000005609	0.6666666666652054	0.49999999999992795	0.0	0.0	0.0	0.0	0.0	Akkermansia_muciniphilaYL44	Acetate-e0
